Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
3(864)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 574,  7,  8,  130, 0, 3, 439154, 12113.99, 0, 0.00, 0: 8; 1: 55; 2: 27; 3: 7; 
Differentiation_of_T_lymphocytes, 465,  4, 14,  179, 0, 5, 439229, 12113.99, 1, 50.01, 0: 8; 1: 28; 2: 35; 3: 24; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 290,  4, 14,  180, 0, 5, 439230, 12113.99, 1, 50.01, 0: 8; 1: 33; 2: 25; 3: 28; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 941,  5, 10,  180, 0, 5, 395675, 12113.99, 1, 50.01, 0: 8; 1: 39; 2: 21; 3: 22; 4: 2; 5: 5; 
Differentiation_of_T_lymphocytes, 851,  4, 14,  180, 0, 5, 439177, 12113.99, 1, 50.01, 0: 8; 1: 30; 2: 31; 3: 25; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 700,  5, 11,  180, 0, 5, 432140, 12113.99, 1, 50.01, 0: 8; 1: 33; 2: 32; 3: 17; 4: 3; 5: 4; 
Differentiation_of_T_lymphocytes, 564,  4, 14,  180, 0, 5, 439224, 12113.99, 1, 50.01, 0: 8; 1: 33; 2: 26; 3: 26; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 365,  4, 13,  181, 0, 5, 410746, 12113.99, 1, 50.01, 0: 8; 1: 32; 2: 25; 3: 30; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 447,  5, 10,  181, 0, 5, 395675, 12113.99, 1, 50.01, 0: 8; 1: 32; 2: 28; 3: 25; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 635,  4, 13,  181, 0, 5, 410747, 12113.99, 1, 50.01, 0: 8; 1: 32; 2: 30; 3: 21; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 200,  4, 14,  181, 0, 5, 439216, 12113.99, 1, 50.01, 0: 8; 1: 32; 2: 26; 3: 28; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 559,  4, 13,  181, 0, 5, 410732, 12113.99, 1, 50.01, 0: 8; 1: 31; 2: 27; 3: 29; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 491,  4, 14,  182, 0, 5, 439276, 12113.99, 1, 50.01, 0: 8; 1: 33; 2: 25; 3: 27; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 643,  5, 10,  182, 0, 5, 395675, 12113.99, 1, 50.01, 0: 8; 1: 32; 2: 30; 3: 21; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 881,  4, 13,  182, 0, 5, 410765, 12113.99, 1, 50.01, 0: 8; 1: 31; 2: 30; 3: 24; 4: 1; 5: 3; 
Differentiation_of_T_lymphocytes, 204,  9,  6,  182, 0, 5, 426069, 12113.99, 1, 50.01, 0: 8; 1: 38; 2: 27; 3: 13; 4: 4; 5: 7; 
Differentiation_of_T_lymphocytes, 641,  4, 13,  182, 0, 5, 410752, 12113.99, 1, 50.01, 0: 8; 1: 32; 2: 28; 3: 24; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 184,  6,  9,  182, 0, 5, 426026, 12113.99, 1, 50.01, 0: 8; 1: 33; 2: 28; 3: 22; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 656,  4, 14,  182, 0, 5, 439190, 12113.99, 1, 50.01, 0: 8; 1: 32; 2: 29; 3: 23; 4: 2; 5: 3; 
Differentiation_of_T_lymphocytes, 484,  5, 12,  183, 0, 5, 463981, 12113.99, 0, 50.01, 0: 8; 1: 30; 2: 29; 3: 26; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 738,  6,  9,  183, 0, 5, 426054, 12113.99, 0, 50.01, 0: 8; 1: 32; 2: 27; 3: 26; 4: 1; 5: 3; 
Differentiation_of_T_lymphocytes, 163,  4, 13,  183, 0, 5, 410730, 12113.99, 1, 50.01, 0: 8; 1: 31; 2: 28; 3: 26; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 685,  5, 12,  183, 0, 5, 464085, 12113.99, 1, 50.01, 0: 8; 1: 38; 2: 21; 3: 23; 4: 1; 5: 6; 
Differentiation_of_T_lymphocytes, 908,  4, 14,  184, 0, 5, 439113, 12113.99, 1, 50.01, 0: 8; 1: 32; 2: 24; 3: 30; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes, 404,  4, 13,  184, 0, 5, 410737, 12113.99, 1, 50.01, 0: 8; 1: 33; 2: 25; 3: 26; 4: 2; 5: 3; 
Differentiation_of_T_lymphocytes, 797,  4, 13,  184, 0, 5, 410748, 12113.99, 0, 50.01, 0: 8; 1: 29; 2: 28; 3: 30; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 917,  5, 10,  184, 0, 5, 395675, 12113.99, 0, 50.01, 0: 8; 1: 31; 2: 26; 3: 29; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes, 312,  5, 11,  184, 0, 5, 432191, 12113.99, 0, 50.01, 0: 8; 1: 34; 2: 24; 3: 25; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 485,  5, 10,  184, 0, 5, 395675, 12113.99, 0, 50.01, 0: 8; 1: 29; 2: 29; 3: 28; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 878,  4, 14,  184, 0, 5, 439233, 12113.99, 1, 50.01, 0: 8; 1: 28; 2: 32; 3: 25; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 291,  5, 11,  185, 0, 5, 432148, 12113.99, 1, 50.01, 0: 8; 1: 34; 2: 24; 3: 25; 4: 2; 5: 4; 
Differentiation_of_T_lymphocytes, 835,  4, 14,  185, 0, 5, 439127, 12113.99, 1, 50.01, 0: 8; 1: 31; 2: 28; 3: 26; 5: 4; 
Differentiation_of_T_lymphocytes,  65,  5, 11,  185, 0, 5, 432153, 12113.99, 1, 50.01, 0: 8; 1: 32; 2: 28; 3: 23; 4: 2; 5: 4; 
Differentiation_of_T_lymphocytes, 837,  5, 10,  186, 0, 5, 395675, 12113.99, 1, 50.01, 0: 8; 1: 33; 2: 28; 3: 21; 4: 1; 5: 6; 
Differentiation_of_T_lymphocytes, 653,  4, 14,  186, 0, 5, 439226, 12113.99, 0, 50.01, 0: 8; 1: 28; 2: 29; 3: 30; 5: 2; 
Differentiation_of_T_lymphocytes, 410,  5, 11,  186, 0, 5, 432165, 12113.99, 1, 50.01, 0: 8; 1: 33; 2: 28; 3: 21; 4: 1; 5: 6; 
Differentiation_of_T_lymphocytes,  47,  5, 10,  186, 0, 5, 395675, 12113.99, 0, 50.01, 0: 8; 1: 29; 2: 27; 3: 30; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 428,  5, 10,  187, 0, 5, 395675, 12113.99, 0, 50.01, 0: 8; 1: 26; 2: 32; 3: 28; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 649,  5, 11,  187, 0, 5, 432149, 12113.99, 1, 50.01, 0: 8; 1: 30; 2: 27; 3: 27; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 323,  4, 13,  187, 0, 5, 410740, 12113.99, 1, 50.01, 0: 8; 1: 30; 2: 25; 3: 31; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes, 949,  5, 10,  187, 0, 5, 395675, 12113.99, 1, 50.01, 0: 8; 1: 33; 2: 26; 3: 23; 4: 2; 5: 5; 
Differentiation_of_T_lymphocytes, 451,  4, 14,  188, 0, 5, 439168, 12113.99, 1, 50.01, 0: 8; 1: 27; 2: 30; 3: 28; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 330,  5, 12,  188, 0, 5, 464024, 12113.99, 0, 50.01, 0: 8; 1: 31; 2: 25; 3: 27; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 327,  5, 11,  188, 0, 5, 432122, 12113.99, 1, 50.01, 0: 8; 1: 29; 2: 29; 3: 27; 5: 4; 
Differentiation_of_T_lymphocytes, 790,  4, 13,  188, 0, 5, 410771, 12113.99, 1, 50.01, 0: 8; 1: 27; 2: 30; 3: 29; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes,  85,  4, 13,  188, 0, 5, 410751, 12113.99, 1, 50.01, 0: 8; 1: 27; 2: 29; 3: 31; 5: 2; 
Differentiation_of_T_lymphocytes, 798,  5, 11,  188, 0, 5, 432184, 12113.99, 1, 50.01, 0: 8; 1: 35; 2: 25; 3: 20; 4: 2; 5: 7; 
Differentiation_of_T_lymphocytes, 943,  5, 10,  189, 0, 5, 395675, 12113.99, 0, 50.01, 0: 8; 1: 29; 2: 28; 3: 26; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes,  59,  4, 13,  189, 0, 5, 410738, 12113.99, 1, 50.01, 0: 8; 1: 29; 2: 30; 3: 24; 4: 2; 5: 4; 
Differentiation_of_T_lymphocytes, 520,  4, 14,  190, 0, 5, 439173, 12113.99, 1, 50.01, 0: 8; 1: 28; 2: 25; 3: 33; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 707,  9,  6,  190, 0, 5, 426081, 12113.99, 1, 50.01, 0: 8; 1: 35; 2: 24; 3: 20; 4: 3; 5: 7; 
Differentiation_of_T_lymphocytes, 511,  4, 14,  190, 0, 5, 439156, 12113.99, 1, 50.01, 0: 8; 1: 31; 2: 29; 3: 21; 4: 2; 5: 6; 
Differentiation_of_T_lymphocytes,   0,  5, 10,  191, 0, 5, 395675, 12113.99, 0, 50.01, 0: 8; 1: 31; 2: 19; 3: 36; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes, 875,  4, 14,  191, 0, 5, 439178, 12113.99, 0, 50.01, 0: 8; 1: 29; 2: 24; 3: 31; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 424,  5, 11,  191, 0, 5, 432138, 12113.99, 1, 50.01, 0: 8; 1: 25; 2: 36; 3: 22; 4: 2; 5: 4; 
Differentiation_of_T_lymphocytes, 364,  4, 14,  191, 0, 5, 439226, 12113.99, 1, 50.01, 0: 8; 1: 25; 2: 33; 3: 26; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes,  28,  4, 14,  191, 0, 5, 439170, 12113.99, 1, 50.01, 0: 8; 1: 25; 2: 31; 3: 30; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes,  80,  4, 13,  192, 0, 5, 410759, 12113.99, 1, 50.01, 0: 8; 1: 25; 2: 30; 3: 31; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes, 976,  5, 10,  192, 0, 5, 395675, 12113.99, 1, 50.01, 0: 8; 1: 29; 2: 25; 3: 30; 4: 2; 5: 3; 
Differentiation_of_T_lymphocytes, 551,  7,  8,  192, 0, 5, 439202, 12113.99, 1, 50.01, 0: 8; 1: 30; 2: 31; 3: 18; 4: 4; 5: 6; 
Differentiation_of_T_lymphocytes, 781,  4, 14,  192, 0, 5, 439231, 12113.99, 1, 50.01, 0: 8; 1: 26; 2: 32; 3: 25; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 156,  4, 13,  192, 0, 5, 410749, 12113.99, 1, 50.01, 0: 8; 1: 28; 2: 26; 3: 30; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 646,  4, 14,  193, 0, 5, 438947, 12113.99, 1, 50.01, 0: 8; 1: 26; 2: 26; 3: 34; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 216,  5, 10,  193, 0, 5, 395675, 12113.99, 1, 50.01, 0: 8; 1: 25; 2: 28; 3: 33; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 636,  5, 11,  193, 0, 5, 432128, 12113.99, 1, 50.01, 0: 8; 1: 29; 2: 30; 3: 22; 4: 2; 5: 6; 
Differentiation_of_T_lymphocytes,  75,  4, 14,  194, 0, 5, 439193, 12113.99, 1, 50.01, 0: 8; 1: 26; 2: 28; 3: 30; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes,  81,  5, 11,  194, 0, 5, 432188, 12113.99, 1, 50.01, 0: 8; 1: 27; 2: 28; 3: 28; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 721,  4, 14,  194, 0, 5, 439166, 12113.99, 1, 50.01, 0: 8; 1: 27; 2: 26; 3: 32; 4: 1; 5: 3; 
Differentiation_of_T_lymphocytes, 405,  4, 14,  194, 0, 5, 439203, 12113.99, 1, 50.01, 0: 8; 1: 28; 2: 26; 3: 29; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 593,  4, 13,  194, 0, 5, 410750, 12113.99, 1, 50.01, 0: 8; 1: 29; 2: 21; 3: 35; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 968,  4, 13,  195, 0, 5, 410735, 12113.99, 1, 50.01, 0: 8; 1: 28; 2: 25; 3: 30; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 901,  5, 11,  195, 0, 5, 432150, 12113.99, 1, 50.01, 0: 8; 1: 30; 2: 25; 3: 26; 4: 3; 5: 5; 
Differentiation_of_T_lymphocytes, 519,  4, 14,  195, 0, 5, 439193, 12113.99, 1, 50.01, 0: 8; 1: 25; 2: 25; 3: 37; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 627,  4, 14,  195, 0, 5, 439222, 12113.99, 1, 50.01, 0: 8; 1: 28; 2: 24; 3: 32; 4: 2; 5: 3; 
Differentiation_of_T_lymphocytes, 248,  4, 14,  195, 0, 5, 439161, 12113.99, 1, 50.01, 0: 8; 1: 24; 2: 29; 3: 32; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes,  63,  4, 14,  195, 0, 5, 439218, 12113.99, 1, 50.01, 0: 8; 1: 25; 2: 27; 3: 34; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes,  23,  4, 13,  196, 0, 5, 410737, 12113.99, 1, 50.01, 0: 8; 1: 27; 2: 25; 3: 32; 4: 2; 5: 3; 
Differentiation_of_T_lymphocytes, 750,  5, 12,  196, 0, 5, 464011, 12113.99, 0, 50.01, 0: 8; 1: 28; 2: 23; 3: 32; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 890,  4, 13,  196, 0, 5, 410777, 12113.99, 1, 50.01, 0: 8; 1: 23; 2: 30; 3: 32; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 784,  4, 13,  196, 0, 5, 410736, 12113.99, 1, 50.01, 0: 8; 1: 25; 2: 28; 3: 32; 4: 1; 5: 3; 
Differentiation_of_T_lymphocytes, 215,  4, 14,  197, 0, 5, 439219, 12113.99, 0, 50.01, 0: 8; 1: 22; 2: 33; 3: 30; 4: 1; 5: 3; 
Differentiation_of_T_lymphocytes, 674,  5, 11,  198, 0, 5, 432233, 12113.99, 0, 50.01, 0: 8; 1: 23; 2: 28; 3: 34; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 713,  4, 13,  198, 0, 5, 410742, 12113.99, 1, 50.01, 0: 8; 1: 30; 2: 19; 3: 33; 4: 4; 5: 3; 
Differentiation_of_T_lymphocytes,   4,  5, 11,  198, 0, 5, 432093, 12113.99, 1, 50.01, 0: 8; 1: 30; 2: 24; 3: 26; 4: 3; 5: 6; 
Differentiation_of_T_lymphocytes, 882,  4, 13,  198, 0, 5, 410743, 12113.99, 1, 50.01, 0: 8; 1: 24; 2: 28; 3: 32; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 503,  4, 14,  199, 0, 5, 439263, 12113.99, 1, 50.01, 0: 8; 1: 23; 2: 34; 3: 24; 4: 4; 5: 4; 
Differentiation_of_T_lymphocytes, 647,  4, 13,  199, 0, 5, 410747, 12113.99, 0, 50.01, 0: 8; 1: 26; 2: 23; 3: 34; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 478,  4, 14,  200, 0, 5, 439215, 12113.99, 1, 50.01, 0: 8; 1: 28; 2: 19; 3: 37; 4: 2; 5: 3; 
Differentiation_of_T_lymphocytes, 387,  4, 14,  200, 0, 5, 439193, 12113.99, 1, 50.01, 0: 8; 1: 20; 2: 32; 3: 33; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes,  98,  4, 14,  200, 0, 5, 439143, 12113.99, 1, 50.01, 0: 8; 1: 25; 2: 26; 3: 32; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 970,  5, 12,  201, 0, 5, 463953, 12113.99, 1, 50.01, 0: 8; 1: 28; 2: 26; 3: 24; 4: 6; 5: 5; 
Differentiation_of_T_lymphocytes, 623,  4, 14,  202, 0, 5, 439149, 12113.99, 0, 50.01, 0: 8; 1: 21; 2: 29; 3: 35; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 583,  4, 14,  202, 0, 5, 439161, 12113.99, 1, 50.01, 0: 8; 1: 26; 2: 21; 3: 37; 4: 2; 5: 3; 
Differentiation_of_T_lymphocytes, 899,  5, 10,  203, 0, 5, 395675, 12113.99, 0, 50.01, 0: 8; 1: 20; 2: 32; 3: 32; 4: 2; 5: 3; 
Differentiation_of_T_lymphocytes, 864,  4, 14,  203, 0, 5, 439138, 12113.99, 1, 50.01, 0: 8; 1: 23; 2: 25; 3: 36; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 994,  4, 14,  203, 0, 5, 439393, 12113.99, 1, 50.01, 0: 8; 1: 27; 2: 24; 3: 30; 4: 2; 5: 6; 
Differentiation_of_T_lymphocytes, 374,  4, 13,  204, 0, 5, 410752, 12113.99, 1, 50.01, 0: 8; 1: 23; 2: 28; 3: 32; 4: 1; 5: 5; 
Differentiation_of_T_lymphocytes,  66,  4, 13,  204, 0, 5, 410753, 12113.99, 1, 50.01, 0: 8; 1: 25; 2: 23; 3: 35; 4: 2; 5: 4; 
Differentiation_of_T_lymphocytes,  74,  5, 12,  205, 0, 5, 463983, 12113.99, 0, 50.01, 0: 8; 1: 26; 2: 29; 3: 22; 4: 5; 5: 7; 
Differentiation_of_T_lymphocytes, 757,  5, 10,  205, 0, 5, 395675, 12113.99, 0, 50.01, 0: 8; 1: 25; 2: 22; 3: 35; 4: 4; 5: 3; 
Differentiation_of_T_lymphocytes, 572,  4, 14,  205, 0, 5, 439189, 12113.99, 1, 50.01, 0: 8; 1: 25; 2: 23; 3: 34; 4: 3; 5: 4; 
Differentiation_of_T_lymphocytes, 616,  5, 12,  205, 0, 5, 463792, 12113.99, 0, 50.01, 0: 8; 1: 24; 2: 19; 3: 42; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 225,  4, 14,  205, 0, 5, 439183, 12113.99, 1, 50.01, 0: 8; 1: 24; 2: 24; 3: 35; 4: 2; 5: 4; 
Differentiation_of_T_lymphocytes, 532,  4, 14,  206, 0, 5, 439202, 12113.99, 1, 50.01, 0: 8; 1: 22; 2: 27; 3: 34; 4: 2; 5: 4; 
Differentiation_of_T_lymphocytes, 182,  5, 10,  206, 0, 5, 395675, 12113.99, 1, 50.01, 0: 8; 1: 22; 2: 26; 3: 35; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes,  10,  5, 11,  206, 0, 5, 432162, 12113.99, 1, 50.01, 0: 8; 1: 24; 2: 26; 3: 30; 4: 5; 5: 4; 
Differentiation_of_T_lymphocytes, 259,  4, 14,  207, 0, 5, 439121, 12113.99, 1, 50.01, 0: 8; 1: 25; 2: 22; 3: 35; 4: 2; 5: 5; 
Differentiation_of_T_lymphocytes, 472,  4, 13,  208, 0, 5, 410726, 12113.99, 1, 50.01, 0: 8; 1: 24; 2: 22; 3: 35; 4: 5; 5: 3; 
Differentiation_of_T_lymphocytes, 937,  4, 14,  210, 0, 5, 439156, 12113.99, 1, 50.01, 0: 8; 1: 22; 2: 26; 3: 34; 4: 1; 5: 6; 
Differentiation_of_T_lymphocytes, 602,  4, 14,  210, 0, 5, 439179, 12113.99, 1, 50.01, 0: 8; 1: 20; 2: 29; 3: 32; 4: 4; 5: 4; 
Differentiation_of_T_lymphocytes, 213,  4, 14,  212, 0, 5, 439192, 12113.99, 1, 50.01, 0: 8; 1: 25; 2: 24; 3: 29; 4: 3; 5: 8; 
Differentiation_of_T_lymphocytes, 650,  4, 14,  212, 0, 5, 439163, 12113.99, 0, 50.01, 0: 8; 1: 14; 2: 34; 3: 35; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 382,  4, 14,  212, 0, 5, 439193, 12113.99, 1, 50.01, 0: 8; 1: 26; 2: 25; 3: 25; 4: 4; 5: 9; 
Differentiation_of_T_lymphocytes,  69,  4, 13,  213, 0, 5, 410748, 12113.99, 1, 50.01, 0: 8; 1: 20; 2: 28; 3: 33; 4: 2; 5: 6; 
Differentiation_of_T_lymphocytes, 998,  5, 12,  213, 0, 5, 463835, 12113.99, 0, 50.01, 0: 8; 1: 21; 2: 23; 3: 36; 4: 7; 5: 2; 
Differentiation_of_T_lymphocytes, 131,  4, 13,  213, 0, 5, 410739, 12113.99, 1, 50.01, 0: 8; 1: 20; 2: 27; 3: 33; 4: 5; 5: 4; 
Differentiation_of_T_lymphocytes, 474,  4, 13,  213, 0, 5, 410732, 12113.99, 0, 50.01, 0: 8; 1: 19; 2: 28; 3: 35; 4: 2; 5: 5; 
Differentiation_of_T_lymphocytes, 379,  4, 13,  214, 0, 5, 410756, 12113.99, 1, 50.01, 0: 8; 1: 20; 2: 27; 3: 34; 4: 2; 5: 6; 
Differentiation_of_T_lymphocytes, 227,  4, 14,  214, 0, 5, 439222, 12113.99, 0, 50.01, 0: 8; 1: 18; 2: 28; 3: 36; 4: 3; 5: 4; 
Differentiation_of_T_lymphocytes, 260,  4, 13,  215, 0, 5, 410747, 12113.99, 0, 50.01, 0: 8; 1: 20; 2: 23; 3: 38; 4: 5; 5: 3; 
Differentiation_of_T_lymphocytes, 360,  5, 12,  215, 0, 5, 463979, 12113.99, 0, 50.01, 0: 8; 1: 22; 2: 25; 3: 31; 4: 5; 5: 6; 
Differentiation_of_T_lymphocytes, 371,  4, 14,  216, 0, 5, 439189, 12113.99, 0, 50.01, 0: 8; 1: 13; 2: 34; 3: 35; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes, 670,  4, 13,  218, 0, 5, 410752, 12113.99, 0, 50.01, 0: 8; 1: 20; 2: 23; 3: 37; 4: 4; 5: 5; 
Differentiation_of_T_lymphocytes,  18,  5, 11,  218, 0, 5, 432141, 12113.99, 0, 50.01, 0: 8; 1: 22; 2: 29; 3: 24; 4: 4; 5: 10; 
Differentiation_of_T_lymphocytes, 952,  5, 10,  219, 0, 5, 395675, 12113.99, 1, 50.01, 0: 8; 1: 21; 2: 21; 3: 37; 4: 5; 5: 5; 
Differentiation_of_T_lymphocytes, 536,  4, 13,  221, 0, 5, 410768, 12113.99, 0, 50.01, 0: 8; 1: 17; 2: 20; 3: 47; 4: 2; 5: 3; 
Differentiation_of_T_lymphocytes, 461,  4, 14,  226, 0, 5, 439254, 12113.99, 0, 50.01, 0: 8; 1: 12; 2: 26; 3: 43; 4: 7; 5: 1; 
Differentiation_of_T_lymphocytes, 694,  7,  8,  144, 0, 6, 439161, 12113.99, 0, 50.01, 0: 8; 1: 50; 2: 28; 3: 8; 4: 2; 6: 1; 
Differentiation_of_T_lymphocytes, 436,  7,  8,  145, 0, 6, 439273, 12113.99, 1, 50.01, 0: 8; 1: 51; 2: 26; 3: 9; 4: 1; 5: 1; 6: 1; 
Differentiation_of_T_lymphocytes,  92,  9,  6,  146, 0, 6, 426080, 12113.99, 1, 50.01, 0: 8; 1: 52; 2: 24; 3: 9; 4: 2; 5: 1; 6: 1; 
Differentiation_of_T_lymphocytes, 205,  8,  7,  146, 0, 6, 439378, 12113.99, 1, 50.01, 0: 8; 1: 53; 2: 24; 3: 7; 4: 2; 5: 2; 6: 1; 
Differentiation_of_T_lymphocytes, 326,  9,  6,  147, 0, 6, 426083, 12113.99, 0, 50.01, 0: 8; 1: 51; 2: 24; 3: 10; 4: 3; 6: 1; 
Differentiation_of_T_lymphocytes, 191,  9,  6,  148, 0, 6, 426073, 12113.99, 1, 50.01, 0: 8; 1: 48; 2: 28; 3: 10; 4: 2; 6: 1; 
Differentiation_of_T_lymphocytes, 325,  6,  9,  148, 0, 6, 426079, 12113.99, 1, 50.01, 0: 8; 1: 52; 2: 21; 3: 13; 4: 1; 5: 1; 6: 1; 
Differentiation_of_T_lymphocytes, 271,  7,  8,  150, 0, 6, 439220, 12113.99, 0, 50.01, 0: 8; 1: 46; 2: 31; 3: 8; 4: 3; 6: 1; 
Differentiation_of_T_lymphocytes, 456,  8,  7,  151, 0, 6, 439128, 12113.99, 1, 50.01, 0: 8; 1: 49; 2: 27; 3: 8; 4: 2; 5: 2; 6: 1; 
Differentiation_of_T_lymphocytes, 494,  7,  8,  152, 0, 6, 439224, 12113.99, 1, 50.01, 0: 8; 1: 51; 2: 22; 3: 11; 4: 2; 5: 2; 6: 1; 
Differentiation_of_T_lymphocytes, 158,  5, 11,  153, 0, 6, 432127, 12113.99, 1, 50.01, 0: 8; 1: 44; 2: 32; 3: 10; 4: 1; 5: 1; 6: 1; 
Differentiation_of_T_lymphocytes, 987,  9,  6,  153, 0, 6, 426074, 12113.99, 1, 50.01, 0: 8; 1: 49; 2: 26; 3: 8; 4: 3; 5: 2; 6: 1; 
Differentiation_of_T_lymphocytes, 353,  9,  6,  156, 0, 6, 426084, 12113.99, 1, 50.01, 0: 8; 1: 49; 2: 23; 3: 11; 4: 3; 5: 2; 6: 1; 
Differentiation_of_T_lymphocytes,   3,  7,  8,  157, 0, 6, 438959, 12113.99, 1, 50.01, 0: 8; 1: 44; 2: 28; 3: 14; 4: 1; 5: 1; 6: 1; 
Differentiation_of_T_lymphocytes, 722,  5, 10,  159, 0, 6, 395675, 12113.99, 1, 50.01, 0: 8; 1: 42; 2: 31; 3: 11; 4: 4; 6: 1; 
Differentiation_of_T_lymphocytes, 904,  9,  6,  159, 0, 6, 426088, 12113.99, 1, 50.01, 0: 8; 1: 50; 2: 21; 3: 10; 4: 4; 5: 3; 6: 1; 
Differentiation_of_T_lymphocytes, 308,  9,  6,  160, 0, 6, 426094, 12113.99, 1, 50.01, 0: 8; 1: 45; 2: 29; 3: 7; 4: 5; 5: 2; 6: 1; 
Differentiation_of_T_lymphocytes, 207,  5, 12,  160, 0, 6, 463971, 12113.99, 1, 50.01, 0: 8; 1: 45; 2: 24; 3: 16; 4: 2; 5: 1; 6: 1; 
Differentiation_of_T_lymphocytes,  83,  5, 12,  161, 0, 6, 464036, 12113.99, 1, 50.01, 0: 8; 1: 43; 2: 28; 3: 13; 4: 3; 5: 1; 6: 1; 
Differentiation_of_T_lymphocytes, 955,  8,  7,  161, 0, 6, 439178, 12113.99, 1, 50.01, 0: 8; 1: 43; 2: 32; 3: 7; 4: 3; 5: 3; 6: 1; 
Differentiation_of_T_lymphocytes, 409,  9,  6,  161, 0, 6, 426128, 12113.99, 1, 50.01, 0: 8; 1: 44; 2: 29; 3: 9; 4: 4; 5: 2; 6: 1; 
Differentiation_of_T_lymphocytes, 861,  9,  6,  161, 0, 6, 426056, 12113.99, 1, 50.01, 0: 8; 1: 43; 2: 28; 3: 14; 4: 1; 5: 2; 6: 1; 
Differentiation_of_T_lymphocytes, 839,  5, 10,  163, 0, 6, 395675, 12113.99, 1, 50.01, 0: 8; 1: 42; 2: 29; 3: 12; 4: 4; 5: 1; 6: 1; 
Differentiation_of_T_lymphocytes, 148,  5, 10,  166, 0, 6, 395675, 12113.99, 1, 50.01, 0: 8; 1: 38; 2: 32; 3: 14; 4: 4; 6: 1; 
Differentiation_of_T_lymphocytes, 652,  4, 13,  166, 0, 6, 410755, 12113.99, 0, 50.01, 0: 8; 1: 38; 2: 28; 3: 22; 6: 1; 
