Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
03(801)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 336,  7,  7,  125, 1, 3, 383569, 12185.27, 176, 0.00, 1: 43; 2: 23; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 510,  4, 11,  182, 1, 5, 347182, 12185.27, 1, 48.56, 1: 20; 2: 24; 3: 27; 4: 2; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 787,  5, 10,  182, 1, 5, 390838, 12185.27, 0, 48.56, 1: 18; 2: 27; 3: 26; 4: 3; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  86,  4, 12,  182, 1, 5, 377026, 12185.27, 1, 48.56, 1: 16; 2: 27; 3: 31; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 929,  9,  5,  182, 1, 5, 355410, 12185.27, 0, 48.56, 1: 19; 2: 26; 3: 27; 5: 6; 
Guard_Cell_Abscisic_Acid_Signaling, 563,  4, 11,  182, 1, 5, 347182, 12185.27, 1, 48.56, 1: 21; 2: 22; 3: 28; 4: 2; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 560,  4, 11,  182, 1, 5, 347182, 12185.27, 0, 48.56, 1: 18; 2: 23; 3: 33; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 224,  5, 10,  182, 1, 5, 390556, 12185.27, 1, 48.56, 1: 18; 2: 24; 3: 31; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 193,  5,  9,  182, 1, 5, 355410, 12185.27, 1, 48.56, 1: 17; 2: 27; 3: 29; 4: 1; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 706,  4, 11,  183, 1, 5, 347182, 12185.27, 1, 48.56, 1: 17; 2: 29; 3: 25; 4: 2; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 334,  4, 11,  183, 1, 5, 347182, 12185.27, 1, 48.56, 1: 18; 2: 22; 3: 34; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 526,  4, 11,  183, 1, 5, 347182, 12185.27, 1, 48.56, 1: 19; 2: 23; 3: 30; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  64,  4, 12,  183, 1, 5, 376978, 12185.27, 0, 48.56, 1: 18; 2: 22; 3: 32; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 858,  4, 11,  184, 1, 5, 347182, 12185.27, 1, 48.56, 1: 16; 2: 24; 3: 34; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 140,  4, 11,  184, 1, 5, 347182, 12185.27, 1, 48.56, 1: 24; 2: 21; 3: 22; 4: 3; 5: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 878,  4, 11,  185, 1, 5, 347182, 12185.27, 0, 48.56, 1: 20; 2: 18; 3: 33; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 740,  4, 12,  185, 1, 5, 377015, 12185.27, 1, 48.56, 1: 22; 2: 18; 3: 30; 4: 3; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 101,  4, 11,  185, 1, 5, 347182, 12185.27, 1, 48.56, 1: 19; 2: 21; 3: 32; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 530,  4, 11,  186, 1, 5, 347182, 12185.27, 1, 48.56, 1: 19; 2: 22; 3: 30; 4: 2; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 739,  5,  9,  186, 1, 5, 355410, 12185.27, 1, 48.56, 1: 16; 2: 27; 3: 28; 4: 3; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 119,  4, 12,  186, 1, 5, 377023, 12185.27, 1, 48.56, 1: 19; 2: 22; 3: 30; 4: 2; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 121,  5,  9,  186, 1, 5, 355410, 12185.27, 1, 48.56, 1: 24; 2: 19; 3: 25; 4: 1; 5: 9; 
Guard_Cell_Abscisic_Acid_Signaling, 149,  4, 11,  187, 1, 5, 347182, 12185.27, 1, 48.56, 1: 16; 2: 27; 3: 26; 4: 6; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 518,  4, 12,  187, 1, 5, 376982, 12185.27, 1, 48.56, 1: 17; 2: 27; 3: 25; 4: 4; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 496,  4, 12,  189, 1, 5, 376925, 12185.27, 1, 48.56, 1: 18; 2: 22; 3: 30; 4: 3; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 836,  4, 11,  190, 1, 5, 347182, 12185.27, 0, 48.56, 1: 11; 2: 27; 3: 36; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 327,  4, 12,  191, 1, 5, 376958, 12185.27, 1, 48.56, 1: 17; 2: 22; 3: 31; 4: 3; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling,  34,  4, 11,  191, 1, 5, 347182, 12185.27, 1, 48.56, 1: 16; 2: 26; 3: 26; 4: 5; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 409,  4, 12,  194, 1, 5, 376983, 12185.27, 1, 48.56, 1: 22; 2: 15; 3: 31; 4: 1; 5: 9; 
Guard_Cell_Abscisic_Acid_Signaling, 600,  4, 11,  195, 1, 5, 347182, 12185.27, 1, 48.56, 1: 16; 2: 16; 3: 41; 4: 1; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 701,  4, 12,  199, 1, 5, 376983, 12185.27, 0, 48.56, 1: 13; 2: 19; 3: 40; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 775,  9,  5,  205, 1, 5, 355410, 12185.27, 1, 48.56, 1: 14; 2: 26; 3: 24; 4: 3; 5: 11; 
Guard_Cell_Abscisic_Acid_Signaling, 592,  6,  8,  139, 1, 6, 377007, 12185.27, 1, 48.56, 1: 37; 2: 29; 3: 8; 4: 1; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 575,  4, 11,  154, 1, 6, 347182, 12185.27, 1, 48.56, 1: 33; 2: 21; 3: 20; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 605,  4, 11,  155, 1, 6, 347182, 12185.27, 1, 48.56, 1: 30; 2: 26; 3: 18; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 335,  4, 11,  156, 1, 6, 347182, 12185.27, 1, 48.56, 1: 31; 2: 23; 3: 20; 4: 2; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 184,  5,  9,  160, 1, 6, 355410, 12185.27, 1, 48.56, 1: 31; 2: 22; 3: 20; 4: 1; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 322,  4, 11,  161, 1, 6, 347182, 12185.27, 0, 48.56, 1: 24; 2: 29; 3: 23; 4: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 587,  4, 12,  164, 1, 6, 377006, 12185.27, 1, 48.56, 1: 25; 2: 30; 3: 18; 4: 1; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 370,  4, 11,  168, 1, 6, 347182, 12185.27, 1, 48.56, 1: 26; 2: 22; 3: 26; 4: 1; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 678,  4, 12,  168, 1, 6, 376962, 12185.27, 1, 48.56, 1: 24; 2: 27; 3: 22; 4: 2; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 159,  4, 11,  171, 1, 6, 347182, 12185.27, 1, 48.56, 1: 24; 2: 25; 3: 24; 4: 1; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 303,  5, 10,  173, 1, 6, 390907, 12185.27, 1, 48.56, 1: 25; 2: 23; 3: 23; 4: 3; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 709,  4, 11,  174, 1, 6, 347182, 12185.27, 1, 48.56, 1: 26; 2: 20; 3: 26; 4: 1; 5: 4; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 554,  4, 11,  176, 1, 6, 347182, 12185.27, 0, 48.56, 1: 22; 2: 20; 3: 32; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 476,  4, 11,  177, 1, 6, 347182, 12185.27, 1, 48.56, 1: 20; 2: 26; 3: 27; 4: 2; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 813,  4, 11,  178, 1, 6, 347182, 12185.27, 1, 48.56, 1: 22; 2: 21; 3: 29; 4: 4; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 543,  4, 12,  178, 1, 6, 376985, 12185.27, 1, 48.56, 1: 19; 2: 26; 3: 29; 4: 1; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 769,  4, 11,  179, 1, 6, 347182, 12185.27, 0, 48.56, 1: 23; 2: 24; 3: 24; 5: 6; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 440,  4, 12,  179, 1, 6, 377006, 12185.27, 0, 48.56, 1: 24; 2: 19; 3: 28; 4: 3; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  26,  4, 11,  180, 1, 6, 347182, 12185.27, 1, 48.56, 1: 20; 2: 22; 3: 32; 4: 1; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 333,  4, 11,  180, 1, 6, 347182, 12185.27, 0, 48.56, 1: 27; 2: 15; 3: 28; 4: 2; 5: 5; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 229,  4, 11,  180, 1, 6, 347182, 12185.27, 0, 48.56, 1: 19; 2: 22; 3: 33; 4: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  49,  4, 12,  182, 1, 6, 376985, 12185.27, 0, 48.56, 1: 17; 2: 27; 3: 30; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  88,  4, 12,  183, 1, 6, 376966, 12185.27, 0, 48.56, 1: 18; 2: 27; 3: 25; 4: 5; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 454,  4, 11,  183, 1, 6, 347182, 12185.27, 1, 48.56, 1: 21; 2: 19; 3: 33; 4: 1; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 471,  4, 11,  184, 1, 6, 347182, 12185.27, 1, 48.56, 1: 18; 2: 28; 3: 24; 4: 3; 5: 4; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 501,  4, 12,  185, 1, 6, 376955, 12185.27, 1, 48.56, 1: 20; 2: 20; 3: 32; 4: 2; 5: 3; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 124,  4, 12,  186, 1, 6, 376983, 12185.27, 0, 48.56, 1: 15; 2: 26; 3: 32; 4: 3; 5: 1; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 601,  4, 12,  186, 1, 6, 376968, 12185.27, 0, 48.56, 1: 18; 2: 23; 3: 30; 4: 4; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 556,  4, 11,  187, 1, 6, 347182, 12185.27, 1, 48.56, 1: 23; 2: 19; 3: 25; 4: 5; 5: 5; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 897,  4, 12,  189, 1, 6, 376993, 12185.27, 1, 48.56, 1: 18; 2: 25; 3: 26; 4: 3; 5: 5; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 395,  4, 12,  190, 1, 6, 376997, 12185.27, 0, 48.56, 1: 14; 2: 28; 3: 30; 4: 1; 5: 4; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 392,  4, 11,  192, 1, 6, 347182, 12185.27, 1, 48.56, 1: 17; 2: 28; 3: 21; 4: 5; 5: 6; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 341,  4, 11,  194, 1, 6, 347182, 12185.27, 0, 48.56, 1: 19; 2: 21; 3: 29; 4: 1; 5: 6; 6: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 634,  4, 11,  194, 1, 6, 347182, 12185.27, 0, 48.56, 1: 18; 2: 22; 3: 28; 4: 3; 5: 6; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 899,  4, 11,  194, 1, 6, 347182, 12185.27, 1, 48.56, 1: 13; 2: 24; 3: 35; 4: 3; 5: 2; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 920,  4, 12,  195, 1, 6, 376915, 12185.27, 1, 48.56, 1: 15; 2: 23; 3: 33; 4: 1; 5: 5; 6: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 640,  4, 11,  198, 1, 6, 347182, 12185.27, 1, 48.56, 1: 16; 2: 18; 3: 38; 5: 4; 6: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 923,  4, 12,  198, 1, 6, 376958, 12185.27, 1, 48.56, 1: 16; 2: 22; 3: 31; 4: 2; 5: 5; 6: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 410,  8,  6,  134, 1, 7, 376943, 12185.27, 1, 48.56, 1: 40; 2: 26; 3: 10; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 267,  8,  6,  137, 1, 7, 377000, 12185.27, 1, 48.56, 1: 39; 2: 26; 3: 10; 4: 1; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 207,  7,  7,  138, 1, 7, 383605, 12185.27, 1, 48.56, 1: 38; 2: 26; 3: 11; 4: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 150,  6,  8,  139, 1, 7, 376947, 12185.27, 1, 48.56, 1: 44; 2: 18; 3: 11; 4: 1; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 991,  5,  9,  140, 1, 7, 355410, 12185.27, 1, 48.56, 1: 39; 2: 24; 3: 12; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 708,  6,  8,  141, 1, 7, 376956, 12185.27, 1, 48.56, 1: 37; 2: 26; 3: 12; 4: 1; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 853,  6,  8,  141, 1, 7, 377036, 12185.27, 1, 48.56, 1: 35; 2: 29; 3: 12; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 331,  8,  6,  141, 1, 7, 377026, 12185.27, 1, 48.56, 1: 38; 2: 25; 3: 12; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 681,  5,  9,  142, 1, 7, 355410, 12185.27, 1, 48.56, 1: 36; 2: 26; 3: 13; 4: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 323,  9,  5,  143, 1, 7, 355410, 12185.27, 1, 48.56, 1: 38; 2: 20; 3: 18; 4: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 913,  7,  7,  144, 1, 7, 383631, 12185.27, 1, 48.56, 1: 42; 2: 18; 3: 12; 4: 2; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 393,  6,  8,  144, 1, 7, 376996, 12185.27, 1, 48.56, 1: 40; 2: 21; 3: 11; 4: 3; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 163,  8,  6,  145, 1, 7, 377022, 12185.27, 1, 48.56, 1: 35; 2: 29; 3: 10; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 358,  7,  7,  146, 1, 7, 383583, 12185.27, 1, 48.56, 1: 36; 2: 24; 3: 14; 4: 2; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 155,  8,  6,  146, 1, 7, 376980, 12185.27, 1, 48.56, 1: 36; 2: 25; 3: 12; 4: 3; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 425,  5, 10,  147, 1, 7, 390824, 12185.27, 1, 48.56, 1: 34; 2: 27; 3: 14; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 819,  5,  9,  148, 1, 7, 355410, 12185.27, 1, 48.56, 1: 34; 2: 26; 3: 14; 4: 2; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 717,  5, 10,  148, 1, 7, 390892, 12185.27, 1, 48.56, 1: 39; 2: 19; 3: 14; 4: 3; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 153,  6,  8,  148, 1, 7, 376969, 12185.27, 1, 48.56, 1: 39; 2: 18; 3: 15; 4: 4; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 889,  8,  6,  148, 1, 7, 377002, 12185.27, 1, 48.56, 1: 36; 2: 21; 3: 18; 4: 1; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 457,  6,  8,  148, 1, 7, 376966, 12185.27, 1, 48.56, 1: 38; 2: 22; 3: 12; 4: 2; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 953,  5, 10,  149, 1, 7, 390796, 12185.27, 1, 48.56, 1: 32; 2: 26; 3: 18; 4: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 963,  5,  9,  150, 1, 7, 355410, 12185.27, 1, 48.56, 1: 37; 2: 24; 3: 11; 4: 2; 5: 2; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  56,  7,  7,  150, 1, 7, 383621, 12185.27, 1, 48.56, 1: 34; 2: 23; 3: 18; 4: 1; 5: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 712,  7,  7,  150, 1, 7, 383709, 12185.27, 1, 48.56, 1: 37; 2: 22; 3: 12; 4: 4; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 826,  7,  7,  150, 1, 7, 383620, 12185.27, 1, 48.56, 1: 38; 2: 22; 3: 11; 4: 2; 5: 4; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 447,  4, 12,  151, 1, 7, 376960, 12185.27, 1, 48.56, 1: 30; 2: 27; 3: 20; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 438,  5,  9,  151, 1, 7, 355410, 12185.27, 1, 48.56, 1: 34; 2: 24; 3: 16; 4: 1; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 398,  7,  7,  151, 1, 7, 383625, 12185.27, 1, 48.56, 1: 35; 2: 24; 3: 14; 4: 1; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 113,  5, 10,  151, 1, 7, 390855, 12185.27, 1, 48.56, 1: 36; 2: 19; 3: 20; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 980,  7,  7,  152, 1, 7, 383583, 12185.27, 1, 48.56, 1: 35; 2: 24; 3: 13; 4: 2; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 528,  5,  9,  152, 1, 7, 355410, 12185.27, 1, 48.56, 1: 30; 2: 31; 3: 13; 4: 1; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 218,  9,  5,  152, 1, 7, 355410, 12185.27, 1, 48.56, 1: 36; 2: 20; 3: 18; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 531,  7,  7,  153, 1, 7, 383571, 12185.27, 1, 48.56, 1: 36; 2: 24; 3: 10; 4: 3; 5: 4; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 208,  8,  6,  154, 1, 7, 376978, 12185.27, 0, 48.56, 1: 33; 2: 24; 3: 17; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 867,  5,  9,  154, 1, 7, 355410, 12185.27, 1, 48.56, 1: 34; 2: 23; 3: 15; 4: 3; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 352,  8,  6,  154, 1, 7, 376956, 12185.27, 1, 48.56, 1: 34; 2: 24; 3: 13; 4: 4; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 763,  7,  7,  154, 1, 7, 383582, 12185.27, 1, 48.56, 1: 32; 2: 29; 3: 10; 4: 3; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 538,  8,  6,  154, 1, 7, 376977, 12185.27, 1, 48.56, 1: 32; 2: 25; 3: 17; 4: 1; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 283,  5,  9,  155, 1, 7, 355410, 12185.27, 1, 48.56, 1: 34; 2: 19; 3: 23; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 778,  7,  7,  155, 1, 7, 383579, 12185.27, 1, 48.56, 1: 33; 2: 25; 3: 13; 4: 4; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 705,  6,  8,  155, 1, 7, 376993, 12185.27, 1, 48.56, 1: 32; 2: 23; 3: 20; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  13,  8,  6,  155, 1, 7, 376964, 12185.27, 1, 48.56, 1: 36; 2: 23; 3: 11; 4: 2; 5: 5; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 391,  6,  8,  155, 1, 7, 376969, 12185.27, 1, 48.56, 1: 30; 2: 30; 3: 13; 4: 1; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 364,  8,  6,  156, 1, 7, 377018, 12185.27, 1, 48.56, 1: 33; 2: 25; 3: 14; 4: 1; 5: 4; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 967,  8,  6,  156, 1, 7, 376962, 12185.27, 1, 48.56, 1: 33; 2: 20; 3: 22; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 670,  8,  6,  157, 1, 7, 377012, 12185.27, 1, 48.56, 1: 33; 2: 21; 3: 20; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 748,  7,  7,  158, 1, 7, 383653, 12185.27, 1, 48.56, 1: 31; 2: 26; 3: 15; 4: 2; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 633,  8,  6,  158, 1, 7, 377012, 12185.27, 1, 48.56, 1: 35; 2: 20; 3: 17; 5: 5; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 273,  6,  8,  158, 1, 7, 376988, 12185.27, 1, 48.56, 1: 33; 2: 22; 3: 16; 4: 4; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  98,  6,  8,  159, 1, 7, 377031, 12185.27, 1, 48.56, 1: 29; 2: 28; 3: 16; 4: 1; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 504,  8,  6,  159, 1, 7, 377031, 12185.27, 1, 48.56, 1: 35; 2: 21; 3: 14; 4: 4; 5: 2; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 406,  5,  9,  159, 1, 7, 355410, 12185.27, 1, 48.56, 1: 29; 2: 27; 3: 18; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 997,  4, 11,  160, 1, 7, 347182, 12185.27, 1, 48.56, 1: 29; 2: 24; 3: 22; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 460,  7,  7,  161, 1, 7, 383599, 12185.27, 1, 48.56, 1: 31; 2: 24; 3: 16; 4: 3; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 544,  5,  9,  161, 1, 7, 355410, 12185.27, 1, 48.56, 1: 28; 2: 27; 3: 18; 4: 2; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 552,  9,  5,  161, 1, 7, 355410, 12185.27, 1, 48.56, 1: 28; 2: 28; 3: 16; 4: 3; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 742,  5, 10,  162, 1, 7, 390840, 12185.27, 1, 48.56, 1: 30; 2: 26; 3: 15; 4: 2; 5: 4; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 765,  5, 10,  162, 1, 7, 390778, 12185.27, 1, 48.56, 1: 35; 2: 20; 3: 15; 4: 2; 5: 4; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 151,  9,  5,  162, 1, 7, 355410, 12185.27, 1, 48.56, 1: 33; 2: 27; 3: 8; 4: 3; 5: 5; 7: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  80,  7,  7,  162, 1, 7, 383392, 12185.27, 0, 48.56, 1: 33; 2: 20; 3: 19; 5: 5; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 671,  5,  9,  162, 1, 7, 355410, 12185.27, 1, 48.56, 1: 27; 2: 28; 3: 19; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 433,  5, 10,  162, 1, 7, 390813, 12185.27, 1, 48.56, 1: 30; 2: 21; 3: 23; 4: 1; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 861,  4, 12,  162, 1, 7, 376966, 12185.27, 1, 48.56, 1: 30; 2: 24; 3: 18; 4: 2; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 724,  4, 11,  163, 1, 7, 347182, 12185.27, 1, 48.56, 1: 31; 2: 24; 3: 16; 4: 2; 5: 3; 6: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 632,  9,  5,  163, 1, 7, 355410, 12185.27, 1, 48.56, 1: 30; 2: 26; 3: 15; 4: 1; 5: 5; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 306,  5,  9,  164, 1, 7, 355410, 12185.27, 1, 48.56, 1: 29; 2: 28; 3: 13; 4: 2; 5: 5; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 418,  5,  9,  164, 1, 7, 355410, 12185.27, 1, 48.56, 1: 26; 2: 29; 3: 18; 4: 1; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 998,  9,  5,  164, 1, 7, 355410, 12185.27, 1, 48.56, 1: 36; 2: 18; 3: 15; 4: 1; 5: 6; 6: 1; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 950,  7,  7,  164, 1, 7, 383640, 12185.27, 1, 48.56, 1: 32; 2: 20; 3: 19; 4: 2; 5: 4; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 246,  4, 12,  164, 1, 7, 377009, 12185.27, 1, 48.56, 1: 27; 2: 26; 3: 21; 5: 3; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 126,  7,  7,  164, 1, 7, 383639, 12185.27, 1, 48.56, 1: 32; 2: 18; 3: 23; 5: 4; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 786,  7,  7,  165, 1, 7, 383566, 12185.27, 1, 48.56, 1: 28; 2: 29; 3: 12; 4: 4; 5: 4; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 278,  5,  9,  165, 1, 7, 355410, 12185.27, 1, 48.56, 1: 32; 2: 17; 3: 24; 5: 4; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 714,  4, 12,  165, 1, 7, 377062, 12185.27, 1, 48.56, 1: 29; 2: 24; 3: 19; 4: 1; 5: 4; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 128,  4, 12,  165, 1, 7, 376982, 12185.27, 1, 48.56, 1: 27; 2: 23; 3: 25; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 100,  4, 11,  166, 1, 7, 347182, 12185.27, 1, 48.56, 1: 28; 2: 23; 3: 21; 4: 3; 5: 2; 7: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 620,  5, 10,  166, 1, 7, 390861, 12185.27, 0, 48.56, 1: 31; 2: 22; 3: 17; 4: 2; 5: 5; 7: 1; 
