Seed 1656949570
ARCH 0|F_ID 3|LIMIT 4
before: 
4(832)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 610,  9,  8,  232, 0, 4, 570326, 42936.14, 0, 0.00, 0: 1; 1: 51; 2: 56; 3: 19; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 443,  5, 14,  290, 0, 6, 557175, 42936.14, 1, 80.74, 0: 1; 1: 36; 2: 50; 3: 25; 4: 13; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 358,  5, 15,  290, 0, 6, 590671, 42936.14, 1, 80.74, 0: 1; 1: 41; 2: 38; 3: 32; 4: 14; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 428,  5, 15,  290, 0, 6, 590685, 42936.14, 1, 80.74, 0: 1; 1: 35; 2: 51; 3: 25; 4: 13; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 285,  6, 12,  291, 0, 6, 570350, 42936.14, 1, 80.74, 0: 1; 1: 36; 2: 49; 3: 28; 4: 8; 5: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 678,  6, 12,  292, 0, 6, 570371, 42936.14, 1, 80.74, 0: 1; 1: 39; 2: 49; 3: 23; 4: 7; 5: 8; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,   2,  5, 14,  292, 0, 6, 557223, 42936.14, 1, 80.74, 0: 1; 1: 36; 2: 51; 3: 20; 4: 17; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 226,  5, 15,  292, 0, 6, 590559, 42936.14, 1, 80.74, 0: 1; 1: 36; 2: 45; 3: 31; 4: 13; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 869,  5, 14,  293, 0, 6, 557165, 42936.14, 1, 80.74, 0: 1; 1: 36; 2: 47; 3: 30; 4: 9; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  75,  5, 16,  293, 0, 6, 622566, 42936.14, 1, 80.74, 0: 1; 1: 38; 2: 47; 3: 25; 4: 11; 5: 6; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 330,  5, 15,  294, 0, 6, 590685, 42936.14, 1, 80.74, 0: 1; 1: 41; 2: 41; 3: 26; 4: 14; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 743,  5, 14,  294, 0, 6, 557146, 42936.14, 1, 80.74, 0: 1; 1: 38; 2: 43; 3: 29; 4: 13; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 707,  5, 15,  294, 0, 6, 590556, 42936.14, 1, 80.74, 0: 1; 1: 40; 2: 41; 3: 30; 4: 12; 5: 2; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 853,  5, 16,  295, 0, 6, 622649, 42936.14, 1, 80.74, 0: 1; 1: 39; 2: 44; 3: 25; 4: 14; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 850,  5, 16,  296, 0, 6, 622382, 42936.14, 1, 80.74, 0: 1; 1: 36; 2: 48; 3: 27; 4: 9; 5: 7; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 662,  5, 16,  296, 0, 6, 622505, 42936.14, 1, 80.74, 0: 1; 1: 35; 2: 52; 3: 18; 4: 18; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 629,  5, 16,  298, 0, 6, 622516, 42936.14, 1, 80.74, 0: 1; 1: 36; 2: 46; 3: 31; 4: 6; 5: 7; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 701,  5, 16,  299, 0, 6, 622575, 42936.14, 1, 80.74, 0: 1; 1: 31; 2: 47; 3: 36; 4: 10; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  25,  5, 16,  307, 0, 6, 622638, 42936.14, 1, 80.74, 0: 1; 1: 40; 2: 34; 3: 32; 4: 14; 5: 7; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 762,  6, 13,  253, 0, 7, 610268, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 52; 3: 21; 4: 5; 5: 1; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 536,  6, 13,  254, 0, 7, 610285, 42936.14, 1, 80.74, 0: 1; 1: 46; 2: 50; 3: 28; 4: 3; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 555,  7, 10,  254, 0, 7, 557167, 42936.14, 1, 80.74, 0: 1; 1: 54; 2: 40; 3: 26; 4: 6; 5: 1; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 253,  7, 10,  254, 0, 7, 557186, 42936.14, 1, 80.74, 0: 1; 1: 51; 2: 44; 3: 25; 4: 7; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 368,  8,  9,  255, 0, 7, 570367, 42936.14, 1, 80.74, 0: 1; 1: 53; 2: 44; 3: 23; 4: 3; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 697,  8,  9,  256, 0, 7, 570291, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 51; 3: 20; 4: 6; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 309,  7, 11,  257, 0, 7, 604874, 42936.14, 1, 80.74, 0: 1; 1: 49; 2: 48; 3: 24; 4: 3; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 254,  7, 11,  257, 0, 7, 605026, 42936.14, 0, 80.74, 0: 1; 1: 50; 2: 46; 3: 22; 4: 8; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 345,  7, 11,  257, 0, 7, 605004, 42936.14, 1, 80.74, 0: 1; 1: 52; 2: 45; 3: 17; 4: 13; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 648,  8,  9,  257, 0, 7, 570270, 42936.14, 1, 80.74, 0: 1; 1: 52; 2: 41; 3: 26; 4: 7; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 233,  6, 13,  258, 0, 7, 610167, 42936.14, 0, 80.74, 0: 1; 1: 47; 2: 51; 3: 20; 4: 8; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 898,  7, 10,  258, 0, 7, 557185, 42936.14, 1, 80.74, 0: 1; 1: 47; 2: 50; 3: 22; 4: 7; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 100,  7, 11,  258, 0, 7, 604939, 42936.14, 1, 80.74, 0: 1; 1: 52; 2: 42; 3: 24; 4: 7; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  93,  9,  8,  258, 0, 7, 570258, 42936.14, 1, 80.74, 0: 1; 1: 55; 2: 46; 3: 16; 4: 3; 5: 4; 6: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 663,  8,  9,  260, 0, 7, 570287, 42936.14, 1, 80.74, 0: 1; 1: 46; 2: 50; 3: 24; 4: 5; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 575,  7, 11,  260, 0, 7, 604917, 42936.14, 0, 80.74, 0: 1; 1: 49; 2: 44; 3: 28; 4: 3; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 478, 10,  7,  260, 0, 7, 557155, 42936.14, 0, 80.74, 0: 1; 1: 53; 2: 41; 3: 21; 4: 10; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  19,  7, 11,  260, 0, 7, 605033, 42936.14, 1, 80.74, 0: 1; 1: 50; 2: 48; 3: 19; 4: 7; 5: 2; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 882,  7, 11,  260, 0, 7, 604946, 42936.14, 1, 80.74, 0: 1; 1: 54; 2: 41; 3: 20; 4: 9; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 323,  6, 13,  261, 0, 7, 610158, 42936.14, 1, 80.74, 0: 1; 1: 51; 2: 45; 3: 21; 4: 5; 5: 6; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 800,  8,  9,  261, 0, 7, 570268, 42936.14, 0, 80.74, 0: 1; 1: 54; 2: 39; 3: 23; 4: 8; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 889,  7, 10,  261, 0, 7, 557193, 42936.14, 1, 80.74, 0: 1; 1: 50; 2: 42; 3: 26; 4: 8; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 142,  6, 12,  262, 0, 7, 570316, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 48; 3: 20; 4: 9; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 353,  7, 11,  262, 0, 7, 605189, 42936.14, 1, 80.74, 0: 1; 1: 51; 2: 46; 3: 20; 4: 4; 5: 6; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 131,  7, 10,  262, 0, 7, 557177, 42936.14, 1, 80.74, 0: 1; 1: 47; 2: 51; 3: 20; 4: 6; 5: 2; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 301, 10,  7,  262, 0, 7, 557167, 42936.14, 1, 80.74, 0: 1; 1: 47; 2: 54; 3: 16; 4: 5; 5: 4; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 631,  6, 12,  262, 0, 7, 570339, 42936.14, 1, 80.74, 0: 1; 1: 44; 2: 51; 3: 25; 4: 6; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  66,  8,  9,  263, 0, 7, 570258, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 45; 3: 25; 4: 7; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  47,  7, 11,  263, 0, 7, 604914, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 43; 3: 28; 4: 7; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 945,  7, 10,  263, 0, 7, 557170, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 49; 3: 19; 4: 8; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 160,  6, 12,  264, 0, 7, 570285, 42936.14, 1, 80.74, 0: 1; 1: 47; 2: 47; 3: 22; 4: 10; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 107,  6, 13,  264, 0, 7, 610290, 42936.14, 1, 80.74, 0: 1; 1: 53; 2: 39; 3: 23; 4: 9; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 978,  8,  9,  264, 0, 7, 570274, 42936.14, 1, 80.74, 0: 1; 1: 50; 2: 43; 3: 26; 4: 5; 5: 2; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 928,  6, 12,  264, 0, 7, 570329, 42936.14, 0, 80.74, 0: 1; 1: 44; 2: 51; 3: 23; 4: 8; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 514,  9,  8,  265, 0, 7, 570266, 42936.14, 1, 80.74, 0: 1; 1: 53; 2: 39; 3: 23; 4: 7; 5: 6; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 479,  6, 13,  265, 0, 7, 610280, 42936.14, 1, 80.74, 0: 1; 1: 47; 2: 47; 3: 23; 4: 8; 5: 2; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 751,  9,  8,  265, 0, 7, 570224, 42936.14, 0, 80.74, 0: 1; 1: 48; 2: 46; 3: 22; 4: 8; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  16, 10,  7,  265, 0, 7, 557187, 42936.14, 1, 80.74, 0: 1; 1: 53; 2: 42; 3: 21; 4: 6; 5: 2; 6: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 995,  6, 12,  265, 0, 7, 570331, 42936.14, 0, 80.74, 0: 1; 1: 45; 2: 49; 3: 24; 4: 7; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,   9,  7, 11,  266, 0, 7, 604940, 42936.14, 0, 80.74, 0: 1; 1: 50; 2: 43; 3: 24; 4: 6; 5: 4; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 454,  6, 13,  266, 0, 7, 610239, 42936.14, 1, 80.74, 0: 1; 1: 44; 2: 50; 3: 24; 4: 8; 5: 1; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 852,  7, 11,  266, 0, 7, 605101, 42936.14, 1, 80.74, 0: 1; 1: 42; 2: 55; 3: 20; 4: 8; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  65,  7, 11,  266, 0, 7, 605131, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 47; 3: 20; 4: 8; 5: 5; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 560,  7, 11,  267, 0, 7, 605054, 42936.14, 1, 80.74, 0: 1; 1: 45; 2: 53; 3: 18; 4: 8; 5: 2; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 668,  7, 10,  268, 0, 7, 557204, 42936.14, 1, 80.74, 0: 1; 1: 45; 2: 48; 3: 23; 4: 10; 5: 1; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 375,  8,  9,  268, 0, 7, 570322, 42936.14, 1, 80.74, 0: 1; 1: 54; 2: 39; 3: 21; 4: 6; 5: 6; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 215,  9,  8,  268, 0, 7, 570252, 42936.14, 0, 80.74, 0: 1; 1: 53; 2: 38; 3: 24; 4: 7; 5: 5; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 801,  9,  8,  268, 0, 7, 570347, 42936.14, 1, 80.74, 0: 1; 1: 51; 2: 45; 3: 16; 4: 11; 5: 3; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 880,  6, 12,  268, 0, 7, 570253, 42936.14, 1, 80.74, 0: 1; 1: 44; 2: 47; 3: 27; 4: 8; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 286,  6, 13,  269, 0, 7, 610343, 42936.14, 1, 80.74, 0: 1; 1: 43; 2: 48; 3: 27; 4: 8; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 470,  7, 10,  269, 0, 7, 557210, 42936.14, 1, 80.74, 0: 1; 1: 41; 2: 52; 3: 26; 4: 6; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 343,  8,  9,  269, 0, 7, 570351, 42936.14, 1, 80.74, 0: 1; 1: 50; 2: 44; 3: 21; 4: 6; 5: 5; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 604,  8,  9,  269, 0, 7, 570294, 42936.14, 1, 80.74, 0: 1; 1: 49; 2: 46; 3: 20; 4: 7; 5: 3; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 371,  8,  9,  269, 0, 7, 570316, 42936.14, 1, 80.74, 0: 1; 1: 51; 2: 41; 3: 21; 4: 10; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 554,  8,  9,  269, 0, 7, 570320, 42936.14, 1, 80.74, 0: 1; 1: 45; 2: 49; 3: 22; 4: 8; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 275, 10,  7,  269, 0, 7, 557123, 42936.14, 1, 80.74, 0: 1; 1: 47; 2: 47; 3: 22; 4: 6; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 118, 10,  7,  270, 0, 7, 557159, 42936.14, 1, 80.74, 0: 1; 1: 45; 2: 52; 3: 18; 4: 6; 5: 6; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 486,  9,  8,  270, 0, 7, 570287, 42936.14, 1, 80.74, 0: 1; 1: 53; 2: 41; 3: 19; 4: 8; 5: 4; 6: 2; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 183,  7, 10,  270, 0, 7, 557175, 42936.14, 1, 80.74, 0: 1; 1: 51; 2: 42; 3: 22; 4: 6; 5: 5; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 313,  8,  9,  270, 0, 7, 570252, 42936.14, 1, 80.74, 0: 1; 1: 49; 2: 45; 3: 21; 4: 7; 5: 3; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 354,  7, 11,  271, 0, 7, 605053, 42936.14, 0, 80.74, 0: 1; 1: 51; 2: 41; 3: 16; 4: 17; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 961,  6, 13,  271, 0, 7, 610377, 42936.14, 1, 80.74, 0: 1; 1: 46; 2: 45; 3: 25; 4: 8; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 867,  7, 11,  271, 0, 7, 604820, 42936.14, 1, 80.74, 0: 1; 1: 40; 2: 53; 3: 24; 4: 9; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 836,  8,  9,  271, 0, 7, 570294, 42936.14, 1, 80.74, 0: 1; 1: 47; 2: 47; 3: 24; 4: 5; 5: 1; 6: 2; 7: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 871,  6, 13,  271, 0, 7, 610296, 42936.14, 1, 80.74, 0: 1; 1: 50; 2: 38; 3: 27; 4: 10; 5: 2; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 366,  7, 11,  271, 0, 7, 605030, 42936.14, 1, 80.74, 0: 1; 1: 49; 2: 42; 3: 21; 4: 12; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 213,  5, 15,  271, 0, 7, 590606, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 35; 3: 35; 4: 9; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 511,  8,  9,  271, 0, 7, 570449, 42936.14, 1, 80.74, 0: 1; 1: 43; 2: 49; 3: 26; 4: 6; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 556,  7, 11,  271, 0, 7, 604783, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 45; 3: 20; 4: 10; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 831,  8,  9,  271, 0, 7, 570345, 42936.14, 1, 80.74, 0: 1; 1: 44; 2: 53; 3: 18; 4: 6; 5: 6; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 923,  9,  8,  271, 0, 7, 570252, 42936.14, 1, 80.74, 0: 1; 1: 47; 2: 47; 3: 21; 4: 8; 5: 2; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 930,  6, 13,  272, 0, 7, 610302, 42936.14, 1, 80.74, 0: 1; 1: 46; 2: 53; 3: 15; 4: 6; 5: 4; 6: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  11,  6, 12,  272, 0, 7, 570317, 42936.14, 1, 80.74, 0: 1; 1: 53; 2: 40; 3: 17; 4: 11; 5: 5; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 613,  5, 14,  272, 0, 7, 557171, 42936.14, 1, 80.74, 0: 1; 1: 43; 2: 44; 3: 32; 4: 7; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 310,  9,  8,  272, 0, 7, 570248, 42936.14, 1, 80.74, 0: 1; 1: 49; 2: 45; 3: 19; 4: 7; 5: 7; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 516, 10,  7,  272, 0, 7, 557181, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 43; 3: 25; 4: 6; 5: 4; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 799,  6, 12,  272, 0, 7, 570331, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 40; 3: 27; 4: 9; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 117, 10,  7,  273, 0, 7, 557151, 42936.14, 0, 80.74, 0: 1; 1: 41; 2: 51; 3: 23; 4: 11; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 789,  8,  9,  273, 0, 7, 570307, 42936.14, 1, 80.74, 0: 1; 1: 38; 2: 59; 3: 18; 4: 9; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 523, 10,  7,  273, 0, 7, 557179, 42936.14, 0, 80.74, 0: 1; 1: 41; 2: 49; 3: 27; 4: 9; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 974,  5, 15,  273, 0, 7, 590506, 42936.14, 1, 80.74, 0: 1; 1: 42; 2: 48; 3: 26; 4: 10; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 348,  8,  9,  273, 0, 7, 570281, 42936.14, 1, 80.74, 0: 1; 1: 49; 2: 44; 3: 19; 4: 11; 5: 2; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 104,  6, 13,  273, 0, 7, 610121, 42936.14, 1, 80.74, 0: 1; 1: 45; 2: 44; 3: 28; 4: 6; 5: 5; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 590,  9,  8,  273, 0, 7, 570245, 42936.14, 1, 80.74, 0: 1; 1: 52; 2: 37; 3: 25; 4: 6; 5: 7; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 598,  6, 12,  273, 0, 7, 570320, 42936.14, 0, 80.74, 0: 1; 1: 43; 2: 47; 3: 25; 4: 11; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 616,  6, 12,  273, 0, 7, 570300, 42936.14, 1, 80.74, 0: 1; 1: 41; 2: 49; 3: 29; 4: 6; 5: 2; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 392,  8,  9,  273, 0, 7, 570339, 42936.14, 1, 80.74, 0: 1; 1: 43; 2: 50; 3: 24; 4: 5; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 444,  7, 10,  273, 0, 7, 557141, 42936.14, 1, 80.74, 0: 1; 1: 43; 2: 45; 3: 33; 4: 3; 5: 3; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 229,  6, 13,  274, 0, 7, 610255, 42936.14, 1, 80.74, 0: 1; 1: 44; 2: 51; 3: 17; 4: 10; 5: 6; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 282,  9,  8,  274, 0, 7, 570400, 42936.14, 1, 80.74, 0: 1; 1: 51; 2: 43; 3: 20; 4: 5; 5: 5; 6: 3; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 661,  7, 10,  274, 0, 7, 557168, 42936.14, 1, 80.74, 0: 1; 1: 47; 2: 46; 3: 22; 4: 6; 5: 5; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 563,  7, 11,  274, 0, 7, 604974, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 44; 3: 19; 4: 13; 5: 3; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 572,  5, 14,  274, 0, 7, 557176, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 37; 3: 30; 4: 10; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 570,  8,  9,  275, 0, 7, 570262, 42936.14, 1, 80.74, 0: 1; 1: 41; 2: 51; 3: 23; 4: 10; 5: 2; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 657,  8,  9,  275, 0, 7, 570331, 42936.14, 1, 80.74, 0: 1; 1: 43; 2: 49; 3: 23; 4: 7; 5: 6; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 531,  5, 15,  275, 0, 7, 590673, 42936.14, 1, 80.74, 0: 1; 1: 40; 2: 50; 3: 26; 4: 10; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 467,  5, 14,  275, 0, 7, 557100, 42936.14, 1, 80.74, 0: 1; 1: 43; 2: 50; 3: 20; 4: 11; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 618, 10,  7,  275, 0, 7, 557129, 42936.14, 1, 80.74, 0: 1; 1: 44; 2: 51; 3: 21; 4: 5; 5: 4; 6: 2; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 738,  7, 11,  275, 0, 7, 605038, 42936.14, 1, 80.74, 0: 1; 1: 43; 2: 51; 3: 21; 4: 6; 5: 6; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 715,  6, 13,  275, 0, 7, 610402, 42936.14, 0, 80.74, 0: 1; 1: 41; 2: 52; 3: 20; 4: 12; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 568,  6, 12,  275, 0, 7, 570325, 42936.14, 0, 80.74, 0: 1; 1: 45; 2: 44; 3: 24; 4: 12; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 820,  7, 11,  275, 0, 7, 604961, 42936.14, 1, 80.74, 0: 1; 1: 53; 2: 40; 3: 23; 4: 2; 5: 4; 6: 4; 7: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 402,  5, 16,  275, 0, 7, 622683, 42936.14, 1, 80.74, 0: 1; 1: 48; 2: 38; 3: 26; 4: 15; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 905,  5, 14,  275, 0, 7, 557295, 42936.14, 1, 80.74, 0: 1; 1: 45; 2: 43; 3: 26; 4: 11; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 592,  6, 12,  275, 0, 7, 570271, 42936.14, 1, 80.74, 0: 1; 1: 43; 2: 51; 3: 20; 4: 8; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 695,  7, 10,  275, 0, 7, 557151, 42936.14, 1, 80.74, 0: 1; 1: 45; 2: 43; 3: 27; 4: 9; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  30,  7, 11,  275, 0, 7, 604743, 42936.14, 1, 80.74, 0: 1; 1: 41; 2: 52; 3: 22; 4: 9; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 194,  5, 14,  275, 0, 7, 557155, 42936.14, 1, 80.74, 0: 1; 1: 43; 2: 47; 3: 23; 4: 13; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 228,  5, 16,  276, 0, 7, 622659, 42936.14, 0, 80.74, 0: 1; 1: 40; 2: 48; 3: 28; 4: 11; 5: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 595,  9,  8,  276, 0, 7, 570313, 42936.14, 1, 80.74, 0: 1; 1: 47; 2: 44; 3: 22; 4: 8; 5: 6; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 505,  9,  8,  277, 0, 7, 570278, 42936.14, 1, 80.74, 0: 1; 1: 44; 2: 52; 3: 17; 4: 6; 5: 7; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 295,  7, 10,  277, 0, 7, 557218, 42936.14, 1, 80.74, 0: 1; 1: 41; 2: 46; 3: 29; 4: 10; 5: 2; 7: 1; 
