Seed 1656949570
ARCH 1|F_ID 1|LIMIT 3
before: 
12(775)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 428,  7,  7,   75, 1, 2, 382260, 9553.27, 114, 0.00, 1: 55; 2: 10; 
Treatment_of_Castration-Resistant_Prostate_Ca, 288,  5,  9,   81, 1, 2, 355077, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 247,  5, 10,   81, 1, 2, 388686, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 299,  8,  6,   81, 1, 2, 375632, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 662,  6,  8,   81, 1, 2, 375591, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 156,  4, 12,   81, 1, 2, 375627, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 869,  5, 10,   81, 1, 2, 388592, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 229,  4, 11,   81, 1, 2, 347182, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 316,  9,  5,   81, 1, 2, 355045, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 318,  9,  5,   81, 1, 2, 355084, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 664,  5,  9,   81, 1, 2, 355105, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 219,  4, 11,   81, 1, 2, 347182, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 216,  5,  9,   81, 1, 2, 355092, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 212,  8,  6,   81, 1, 2, 375732, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 446,  5, 10,   81, 1, 2, 388561, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 686,  4, 11,   81, 1, 2, 347182, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 118,  5,  9,   81, 1, 2, 355075, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 117,  5,  9,   81, 1, 2, 355086, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 439,  9,  5,   81, 1, 2, 355115, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 392,  4, 11,   81, 1, 2, 347182, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 942,  5, 10,   81, 1, 2, 389149, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 944,  8,  6,   81, 1, 2, 375501, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 444,  8,  6,   81, 1, 2, 375806, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  84,  9,  5,   81, 1, 2, 355019, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  97,  6,  8,   81, 1, 2, 375869, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  94,  5,  9,   81, 1, 2, 355067, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 946,  4, 12,   81, 1, 2, 375639, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  89,  5,  9,   81, 1, 2, 355079, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 457,  6,  8,   81, 1, 2, 375897, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 458,  7,  7,   81, 1, 2, 381853, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 758,  7,  7,   81, 1, 2, 382025, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 465,  9,  5,   81, 1, 2, 355052, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 925,  9,  5,   81, 1, 2, 355006, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 906,  5,  9,   81, 1, 2, 355099, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 786,  7,  7,   81, 1, 2, 381968, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 756,  5,  9,   81, 1, 2, 355074, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 400,  9,  5,   81, 1, 2, 355074, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 908,  4, 11,   81, 1, 2, 347182, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 402,  4, 12,   81, 1, 2, 375620, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 404,  9,  5,   81, 1, 2, 355032, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 680,  5, 10,   81, 1, 2, 388739, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 909,  6,  8,   81, 1, 2, 375856, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 910,  5,  9,   81, 1, 2, 355030, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 584,  8,  6,   81, 1, 2, 375460, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 414,  5,  9,   81, 1, 2, 354943, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 132,  5,  9,   81, 1, 2, 354941, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 417,  5, 10,   81, 1, 2, 389092, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 631,  4, 12,   81, 1, 2, 375844, 9553.27, 1, 27.01, 1: 49; 2: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 609,  7,  7,   82, 1, 2, 381768, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 660,  4, 12,   82, 1, 2, 375709, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 608,  4, 12,   82, 1, 2, 375508, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 579,  6,  8,   82, 1, 2, 375595, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 643,  9,  5,   82, 1, 2, 355116, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 560,  4, 11,   82, 1, 2, 347182, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 614,  9,  5,   82, 1, 2, 355029, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 663,  9,  5,   82, 1, 2, 355104, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 567,  7,  7,   82, 1, 2, 381873, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 636,  4, 12,   82, 1, 2, 375577, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 638,  9,  5,   82, 1, 2, 355096, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 646,  6,  8,   82, 1, 2, 375772, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 303,  5, 10,   82, 1, 2, 388386, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 243,  7,  7,   82, 1, 2, 381904, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 245,  6,  8,   82, 1, 2, 375270, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 856,  9,  5,   82, 1, 2, 354908, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 259,  4, 12,   82, 1, 2, 375665, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 269,  5, 10,   82, 1, 2, 388884, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 274,  4, 11,   82, 1, 2, 347182, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 277,  5, 10,   82, 1, 2, 389145, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 839,  8,  6,   82, 1, 2, 375483, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 296,  5, 10,   82, 1, 2, 388916, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 228,  4, 12,   82, 1, 2, 375584, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 320,  4, 11,   82, 1, 2, 347182, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 824,  5, 10,   82, 1, 2, 388991, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 325,  5, 10,   82, 1, 2, 388455, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 327,  4, 12,   82, 1, 2, 375631, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 330,  9,  5,   82, 1, 2, 355016, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 347,  8,  6,   82, 1, 2, 375395, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 806,  4, 12,   82, 1, 2, 375555, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 355,  6,  8,   82, 1, 2, 375684, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 119,  4, 12,   82, 1, 2, 375564, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 985,  4, 12,   82, 1, 2, 375681, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca,  27,  4, 11,   82, 1, 2, 347182, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca,  30,  5,  9,   82, 1, 2, 355107, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 981,  4, 12,   82, 1, 2, 375668, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca,  37,  6,  8,   82, 1, 2, 375772, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca,  45,  4, 12,   82, 1, 2, 375622, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca,  75,  4, 12,   82, 1, 2, 375616, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 948,  4, 12,   82, 1, 2, 375672, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 108,  7,  7,   82, 1, 2, 381938, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 551,  9,  5,   82, 1, 2, 355046, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 128,  4, 12,   82, 1, 2, 375630, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 149,  4, 11,   82, 1, 2, 347182, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 186,  7,  7,   82, 1, 2, 382102, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 191,  4, 12,   82, 1, 2, 375658, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 195,  4, 11,   82, 1, 2, 347182, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 881,  4, 11,   82, 1, 2, 347182, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 213,  7,  7,   82, 1, 2, 382023, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 870,  4, 11,   82, 1, 2, 347182, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 805,  4, 11,   82, 1, 2, 347182, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 695,  6,  8,   82, 1, 2, 375683, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 550,  7,  7,   82, 1, 2, 381863, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 707,  5,  9,   82, 1, 2, 354972, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 714,  4, 12,   82, 1, 2, 375651, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 532,  9,  5,   82, 1, 2, 354964, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 720,  8,  6,   82, 1, 2, 375675, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 721,  7,  7,   82, 1, 2, 382055, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 736,  8,  6,   82, 1, 2, 375643, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 740,  4, 12,   82, 1, 2, 375654, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 471,  4, 11,   82, 1, 2, 347182, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 447,  4, 12,   82, 1, 2, 375710, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 441,  5, 10,   82, 1, 2, 388799, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 435,  9,  5,   82, 1, 2, 355090, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 419,  9,  5,   82, 1, 2, 354924, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 413,  5,  9,   82, 1, 2, 355030, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 357,  8,  6,   82, 1, 2, 375597, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 803,  4, 12,   82, 1, 2, 375760, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 782,  6,  8,   82, 1, 2, 375627, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 801,  5, 10,   82, 1, 2, 388920, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 411,  4, 12,   82, 1, 2, 375672, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 405,  9,  5,   82, 1, 2, 355057, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 387,  4, 11,   82, 1, 2, 347182, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 783,  5,  9,   82, 1, 2, 355073, 9553.27, 1, 27.01, 1: 48; 2: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 735,  9,  5,   83, 1, 2, 354999, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca,   1,  4, 12,   83, 1, 2, 375647, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 787,  5, 10,   83, 1, 2, 388634, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 671,  5,  9,   83, 1, 2, 355080, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 795,  6,  8,   83, 1, 2, 375586, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 962,  4, 12,   83, 1, 2, 375385, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 691,  4, 12,   83, 1, 2, 375663, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 709,  4, 11,   83, 1, 2, 347182, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 702,  4, 12,   83, 1, 2, 375586, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 913,  7,  7,   83, 1, 2, 381998, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 785,  4, 12,   83, 1, 2, 375527, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 745,  5,  9,   83, 1, 2, 355057, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 749,  4, 11,   83, 1, 2, 347182, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 882,  4, 11,   83, 1, 2, 347182, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 757,  4, 12,   83, 1, 2, 375398, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 846,  4, 11,   83, 1, 2, 347182, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 865,  5,  9,   83, 1, 2, 355071, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 768,  4, 11,   83, 1, 2, 347182, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 778,  7,  7,   83, 1, 2, 381961, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 853,  6,  8,   83, 1, 2, 375910, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 850,  4, 12,   83, 1, 2, 375812, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 658,  5, 10,   83, 1, 2, 388905, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 510,  4, 11,   83, 1, 2, 347182, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 603,  4, 12,   83, 1, 2, 375745, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 595,  4, 12,   83, 1, 2, 375762, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 280,  5,  9,   83, 1, 2, 355042, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 290,  4, 12,   83, 1, 2, 375735, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 294,  4, 12,   83, 1, 2, 375409, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 210,  4, 11,   83, 1, 2, 347182, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 209,  9,  5,   83, 1, 2, 355078, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 332,  5, 10,   83, 1, 2, 388804, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 334,  4, 11,   83, 1, 2, 347182, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 374,  9,  5,   83, 1, 2, 355038, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca,  64,  4, 12,   83, 1, 2, 375954, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 500,  4, 11,   83, 1, 2, 347182, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 497,  4, 12,   83, 1, 2, 375821, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 123,  5, 10,   83, 1, 2, 388488, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 479,  4, 11,   83, 1, 2, 347182, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 170,  4, 12,   83, 1, 2, 375698, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 466,  7,  7,   83, 1, 2, 381761, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 434,  6,  8,   83, 1, 2, 375742, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 437,  4, 12,   83, 1, 2, 375330, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 442,  4, 12,   83, 1, 2, 375583, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 256,  4, 12,   83, 1, 2, 375519, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca,   6,  5,  9,   83, 1, 2, 354944, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 607,  6,  8,   83, 1, 2, 375483, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 626,  9,  5,   83, 1, 2, 355112, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 611,  4, 12,   83, 1, 2, 375627, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 257,  4, 12,   83, 1, 2, 375293, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 605,  4, 11,   83, 1, 2, 347182, 9553.27, 1, 27.01, 1: 47; 2: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 368,  5,  9,   84, 1, 2, 355080, 9553.27, 1, 27.01, 1: 46; 2: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 478,  5,  9,   84, 1, 2, 354970, 9553.27, 1, 27.01, 1: 46; 2: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 920,  4, 12,   84, 1, 2, 375569, 9553.27, 1, 27.01, 1: 46; 2: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 549,  4, 11,   84, 1, 2, 347182, 9553.27, 1, 27.01, 1: 46; 2: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 423,  4, 11,   84, 1, 2, 347182, 9553.27, 1, 27.01, 1: 46; 2: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 811,  4, 12,   84, 1, 2, 375795, 9553.27, 1, 27.01, 1: 46; 2: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 968,  4, 11,   84, 1, 2, 347182, 9553.27, 1, 27.01, 1: 46; 2: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca,  66,  4, 11,   84, 1, 2, 347182, 9553.27, 1, 27.01, 1: 46; 2: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 232,  4, 12,   84, 1, 2, 375426, 9553.27, 1, 27.01, 1: 46; 2: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 258,  4, 12,   84, 1, 2, 375861, 9553.27, 1, 27.01, 1: 46; 2: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 281,  4, 12,   84, 1, 2, 375607, 9553.27, 1, 27.01, 1: 46; 2: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 767,  4, 12,   84, 1, 2, 375530, 9553.27, 1, 27.01, 1: 46; 2: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 173,  4, 11,   84, 1, 2, 347182, 9553.27, 1, 27.01, 1: 46; 2: 19; 
