Seed 1656949570
ARCH 2|F_ID 1|LIMIT 3
before: 
02(559)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 466,  7,  7,   79, 1, 2, 381568, 10202.19, 84, 0.00, 1: 51; 2: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 994,  8,  6,  100, 1, 5, 375739, 10202.19, 1, 35.29, 1: 39; 2: 21; 3: 2; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 179,  6,  8,  101, 1, 5, 375529, 10202.19, 1, 35.29, 1: 38; 2: 21; 3: 4; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 953,  5, 10,  101, 1, 5, 388801, 10202.19, 1, 35.29, 1: 40; 2: 18; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 987,  8,  6,  101, 1, 5, 375734, 10202.19, 1, 35.29, 1: 42; 2: 16; 3: 2; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 720,  8,  6,  101, 1, 5, 375835, 10202.19, 1, 35.29, 1: 41; 2: 17; 3: 4; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 623,  8,  6,  101, 1, 5, 375514, 10202.19, 1, 35.29, 1: 41; 2: 17; 3: 3; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 889,  8,  6,  101, 1, 5, 375462, 10202.19, 1, 35.29, 1: 42; 2: 15; 3: 4; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 385,  8,  6,  101, 1, 5, 375397, 10202.19, 1, 35.29, 1: 42; 2: 14; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 128,  4, 12,  101, 1, 5, 375664, 10202.19, 1, 35.29, 1: 42; 2: 14; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 258,  4, 12,  101, 1, 5, 375641, 10202.19, 1, 35.29, 1: 38; 2: 21; 3: 4; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 594,  6,  8,  102, 1, 5, 375656, 10202.19, 1, 35.29, 1: 40; 2: 17; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 295,  6,  8,  102, 1, 5, 375199, 10202.19, 1, 35.29, 1: 38; 2: 19; 3: 7; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 364,  8,  6,  102, 1, 5, 375772, 10202.19, 1, 35.29, 1: 41; 2: 16; 3: 4; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 416,  5, 10,  102, 1, 5, 388590, 10202.19, 1, 35.29, 1: 43; 2: 12; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 880,  8,  6,  102, 1, 5, 375643, 10202.19, 1, 35.29, 1: 43; 2: 12; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 433,  5, 10,  102, 1, 5, 388735, 10202.19, 1, 35.29, 1: 41; 2: 17; 3: 2; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 489,  8,  6,  102, 1, 5, 375652, 10202.19, 1, 35.29, 1: 41; 2: 15; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 519,  6,  8,  102, 1, 5, 375584, 10202.19, 1, 35.29, 1: 40; 2: 16; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 161,  6,  8,  102, 1, 5, 375621, 10202.19, 1, 35.29, 1: 39; 2: 19; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 331,  8,  6,  102, 1, 5, 375276, 10202.19, 1, 35.29, 1: 40; 2: 19; 3: 3; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 356,  8,  6,  103, 1, 5, 375315, 10202.19, 1, 35.29, 1: 39; 2: 19; 3: 4; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 396,  5, 10,  103, 1, 5, 388901, 10202.19, 1, 35.29, 1: 38; 2: 21; 3: 2; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 281,  4, 12,  103, 1, 5, 375744, 10202.19, 1, 35.29, 1: 40; 2: 17; 3: 4; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 436,  5, 10,  103, 1, 5, 389014, 10202.19, 1, 35.29, 1: 41; 2: 15; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 267,  8,  6,  103, 1, 5, 375776, 10202.19, 1, 35.29, 1: 43; 2: 11; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 344,  8,  6,  104, 1, 5, 375667, 10202.19, 1, 35.29, 1: 39; 2: 18; 3: 5; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 178,  5, 10,  104, 1, 5, 388666, 10202.19, 1, 35.29, 1: 38; 2: 19; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  46,  5, 10,  104, 1, 5, 388993, 10202.19, 1, 35.29, 1: 36; 2: 22; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 690,  8,  6,  104, 1, 5, 376080, 10202.19, 1, 35.29, 1: 39; 2: 17; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 397,  5, 10,  104, 1, 5, 388999, 10202.19, 1, 35.29, 1: 38; 2: 20; 3: 3; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 761,  9,  5,  104, 1, 5, 355082, 10202.19, 1, 35.29, 1: 37; 2: 20; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 902,  4, 12,  104, 1, 5, 375681, 10202.19, 1, 35.29, 1: 36; 2: 22; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 568,  6,  8,  104, 1, 5, 375942, 10202.19, 1, 35.29, 1: 40; 2: 15; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 245,  6,  8,  104, 1, 5, 375440, 10202.19, 1, 35.29, 1: 37; 2: 19; 3: 8; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 124,  4, 12,  104, 1, 5, 375715, 10202.19, 1, 35.29, 1: 36; 2: 22; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 302,  5, 10,  105, 1, 5, 389060, 10202.19, 1, 35.29, 1: 35; 2: 23; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 306,  5,  9,  105, 1, 5, 355033, 10202.19, 1, 35.29, 1: 36; 2: 22; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 692,  4, 12,  105, 1, 5, 375380, 10202.19, 1, 35.29, 1: 36; 2: 21; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 112,  8,  6,  105, 1, 5, 375759, 10202.19, 1, 35.29, 1: 39; 2: 17; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 609,  7,  7,  105, 1, 5, 381361, 10202.19, 1, 35.29, 1: 34; 2: 26; 3: 2; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 529,  8,  6,  105, 1, 5, 375851, 10202.19, 1, 35.29, 1: 35; 2: 24; 3: 3; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 676,  5, 10,  105, 1, 5, 388677, 10202.19, 1, 35.29, 1: 39; 2: 16; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 359,  7,  7,  105, 1, 5, 381693, 10202.19, 1, 35.29, 1: 33; 2: 26; 3: 5; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 840,  6,  8,  105, 1, 5, 375642, 10202.19, 1, 35.29, 1: 41; 2: 13; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 865,  5,  9,  105, 1, 5, 355071, 10202.19, 1, 35.29, 1: 34; 2: 24; 3: 6; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 440,  4, 12,  106, 1, 5, 375789, 10202.19, 1, 35.29, 1: 35; 2: 22; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 684,  7,  7,  106, 1, 5, 382044, 10202.19, 1, 35.29, 1: 38; 2: 18; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 247,  5, 10,  106, 1, 5, 388874, 10202.19, 1, 35.29, 1: 37; 2: 19; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 772,  5, 10,  106, 1, 5, 388369, 10202.19, 1, 35.29, 1: 36; 2: 20; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 261,  9,  5,  106, 1, 5, 355027, 10202.19, 1, 35.29, 1: 40; 2: 14; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  19,  7,  7,  106, 1, 5, 381795, 10202.19, 1, 35.29, 1: 39; 2: 17; 3: 4; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 896,  8,  6,  106, 1, 5, 375424, 10202.19, 1, 35.29, 1: 39; 2: 17; 3: 4; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 627,  5, 10,  106, 1, 5, 388999, 10202.19, 1, 35.29, 1: 37; 2: 19; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 373,  9,  5,  106, 1, 5, 355072, 10202.19, 1, 35.29, 1: 39; 2: 17; 3: 4; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 657,  4, 11,  106, 1, 5, 347182, 10202.19, 1, 35.29, 1: 35; 2: 23; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 876,  7,  7,  106, 1, 5, 382161, 10202.19, 1, 35.29, 1: 34; 2: 24; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 665,  8,  6,  106, 1, 5, 375724, 10202.19, 1, 35.29, 1: 37; 2: 21; 3: 2; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  78,  5, 10,  106, 1, 5, 388602, 10202.19, 1, 35.29, 1: 38; 2: 16; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 566,  9,  5,  107, 1, 5, 354986, 10202.19, 1, 35.29, 1: 38; 2: 17; 3: 7; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 242,  8,  6,  107, 1, 5, 375714, 10202.19, 1, 35.29, 1: 37; 2: 19; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 998,  9,  5,  107, 1, 5, 355041, 10202.19, 1, 35.29, 1: 34; 2: 25; 3: 2; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 151,  9,  5,  107, 1, 5, 354809, 10202.19, 1, 35.29, 1: 35; 2: 22; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 603,  4, 12,  107, 1, 5, 375584, 10202.19, 1, 35.29, 1: 38; 2: 17; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 120,  9,  5,  107, 1, 5, 355078, 10202.19, 1, 35.29, 1: 35; 2: 22; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  91,  9,  5,  107, 1, 5, 355007, 10202.19, 1, 35.29, 1: 37; 2: 18; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 585,  7,  7,  107, 1, 5, 381865, 10202.19, 1, 35.29, 1: 34; 2: 24; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 419,  9,  5,  107, 1, 5, 355087, 10202.19, 1, 35.29, 1: 35; 2: 22; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 200,  5, 10,  108, 1, 5, 389003, 10202.19, 1, 35.29, 1: 37; 2: 18; 3: 7; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 956,  5, 10,  108, 1, 5, 388573, 10202.19, 1, 35.29, 1: 36; 2: 22; 3: 2; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 292,  7,  7,  108, 1, 5, 382128, 10202.19, 1, 35.29, 1: 36; 2: 20; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 870,  4, 11,  108, 1, 5, 347182, 10202.19, 1, 35.29, 1: 36; 2: 19; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 216,  5,  9,  108, 1, 5, 355075, 10202.19, 1, 35.29, 1: 34; 2: 24; 3: 4; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 246,  4, 12,  108, 1, 5, 375570, 10202.19, 1, 35.29, 1: 33; 2: 24; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 169,  5,  9,  108, 1, 5, 355069, 10202.19, 1, 35.29, 1: 34; 2: 23; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 182,  5,  9,  108, 1, 5, 355041, 10202.19, 1, 35.29, 1: 31; 2: 28; 3: 4; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 509,  5,  9,  108, 1, 5, 355072, 10202.19, 1, 35.29, 1: 35; 2: 21; 3: 7; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  73,  5,  9,  108, 1, 5, 355079, 10202.19, 1, 35.29, 1: 32; 2: 26; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 644,  7,  7,  108, 1, 5, 382229, 10202.19, 1, 35.29, 1: 35; 2: 20; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 251,  5,  9,  108, 1, 5, 355082, 10202.19, 1, 35.29, 1: 33; 2: 25; 3: 5; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 852,  7,  7,  108, 1, 5, 382046, 10202.19, 1, 35.29, 1: 33; 2: 26; 3: 2; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 377,  7,  7,  108, 1, 5, 382078, 10202.19, 1, 35.29, 1: 33; 2: 26; 3: 2; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 833,  4, 12,  108, 1, 5, 375734, 10202.19, 1, 35.29, 1: 37; 2: 19; 3: 5; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 674,  5,  9,  108, 1, 5, 355075, 10202.19, 1, 35.29, 1: 33; 2: 24; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 324,  7,  7,  109, 1, 5, 382073, 10202.19, 1, 35.29, 1: 35; 2: 22; 3: 3; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 206,  7,  7,  109, 1, 5, 381869, 10202.19, 1, 35.29, 1: 32; 2: 26; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 192,  7,  7,  109, 1, 5, 382042, 10202.19, 1, 35.29, 1: 37; 2: 19; 3: 4; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 358,  7,  7,  109, 1, 5, 382014, 10202.19, 1, 35.29, 1: 34; 2: 22; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 999,  4, 12,  109, 1, 5, 375707, 10202.19, 1, 35.29, 1: 35; 2: 20; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 551,  9,  5,  109, 1, 5, 355108, 10202.19, 1, 35.29, 1: 39; 2: 14; 3: 7; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 554,  4, 11,  109, 1, 5, 347182, 10202.19, 0, 35.29, 1: 28; 2: 33; 3: 2; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 560,  4, 11,  109, 1, 5, 347182, 10202.19, 1, 35.29, 1: 36; 2: 19; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 825,  5, 10,  109, 1, 5, 389000, 10202.19, 1, 35.29, 1: 36; 2: 19; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  17,  7,  7,  109, 1, 5, 381875, 10202.19, 1, 35.29, 1: 37; 2: 19; 3: 3; 4: 5; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 574,  7,  7,  109, 1, 5, 381923, 10202.19, 1, 35.29, 1: 33; 2: 25; 3: 3; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 763,  7,  7,  109, 1, 5, 382046, 10202.19, 1, 35.29, 1: 34; 2: 22; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 789,  5,  9,  109, 1, 5, 354858, 10202.19, 1, 35.29, 1: 35; 2: 22; 3: 4; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  61,  8,  6,  109, 1, 5, 375950, 10202.19, 1, 35.29, 1: 41; 2: 12; 3: 5; 4: 6; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 319,  5,  9,  109, 1, 5, 355013, 10202.19, 1, 35.29, 1: 35; 2: 20; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  77,  7,  7,  109, 1, 5, 381993, 10202.19, 1, 35.29, 1: 34; 2: 22; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 900,  5,  9,  109, 1, 5, 355024, 10202.19, 0, 35.29, 1: 32; 2: 27; 3: 2; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 248,  9,  5,  109, 1, 5, 355074, 10202.19, 1, 35.29, 1: 36; 2: 20; 3: 4; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 651,  5, 10,  109, 1, 5, 388969, 10202.19, 1, 35.29, 1: 40; 2: 13; 3: 6; 4: 5; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 652,  9,  5,  109, 1, 5, 355057, 10202.19, 1, 35.29, 1: 34; 2: 24; 3: 2; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  56,  7,  7,  110, 1, 5, 382014, 10202.19, 1, 35.29, 1: 35; 2: 21; 3: 5; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 638,  9,  5,  110, 1, 5, 355052, 10202.19, 1, 35.29, 1: 33; 2: 23; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  22,  7,  7,  110, 1, 5, 381820, 10202.19, 1, 35.29, 1: 34; 2: 23; 3: 3; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 138,  5,  9,  110, 1, 5, 355094, 10202.19, 1, 35.29, 1: 32; 2: 24; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 964,  7,  7,  110, 1, 5, 381904, 10202.19, 1, 35.29, 1: 32; 2: 25; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   9,  9,  5,  110, 1, 5, 355035, 10202.19, 1, 35.29, 1: 29; 2: 30; 3: 4; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   7,  7,  7,  110, 1, 5, 381743, 10202.19, 1, 35.29, 1: 31; 2: 26; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 526,  4, 11,  110, 1, 5, 347182, 10202.19, 1, 35.29, 1: 34; 2: 22; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 758,  7,  7,  110, 1, 5, 382074, 10202.19, 1, 35.29, 1: 30; 2: 30; 3: 2; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 882,  4, 11,  110, 1, 5, 347182, 10202.19, 1, 35.29, 1: 35; 2: 18; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 499,  4, 11,  110, 1, 5, 347182, 10202.19, 1, 35.29, 1: 34; 2: 20; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 300,  9,  5,  110, 1, 5, 355085, 10202.19, 1, 35.29, 1: 31; 2: 27; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 426,  5, 10,  110, 1, 5, 388723, 10202.19, 1, 35.29, 1: 35; 2: 20; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 642,  4, 11,  110, 1, 5, 347182, 10202.19, 1, 35.29, 1: 34; 2: 21; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 418,  5,  9,  110, 1, 5, 355037, 10202.19, 1, 35.29, 1: 33; 2: 23; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 293,  6,  8,  110, 1, 5, 375298, 10202.19, 1, 35.29, 1: 37; 2: 17; 3: 6; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 885,  9,  5,  111, 1, 5, 354982, 10202.19, 1, 35.29, 1: 35; 2: 19; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 707,  5,  9,  111, 1, 5, 355043, 10202.19, 1, 35.29, 1: 36; 2: 17; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 972,  4, 12,  111, 1, 5, 375768, 10202.19, 1, 35.29, 1: 35; 2: 18; 3: 9; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 979,  5,  9,  111, 1, 5, 355124, 10202.19, 1, 35.29, 1: 32; 2: 24; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 370,  4, 11,  111, 1, 5, 347182, 10202.19, 1, 35.29, 1: 35; 2: 19; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  34,  4, 11,  111, 1, 5, 347182, 10202.19, 1, 35.29, 1: 34; 2: 21; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 390,  9,  5,  111, 1, 5, 355075, 10202.19, 1, 35.29, 1: 33; 2: 23; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 412,  9,  5,  111, 1, 5, 355095, 10202.19, 1, 35.29, 1: 32; 2: 24; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 413,  5,  9,  111, 1, 5, 355053, 10202.19, 1, 35.29, 1: 33; 2: 24; 3: 4; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 570,  4, 11,  111, 1, 5, 347182, 10202.19, 1, 35.29, 1: 35; 2: 20; 3: 6; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 480,  5,  9,  111, 1, 5, 354965, 10202.19, 0, 35.29, 1: 30; 2: 28; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 563,  4, 11,  111, 1, 5, 347182, 10202.19, 1, 35.29, 1: 33; 2: 23; 3: 6; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 510,  4, 11,  111, 1, 5, 347182, 10202.19, 1, 35.29, 1: 36; 2: 17; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 521,  7,  7,  111, 1, 5, 382130, 10202.19, 1, 35.29, 1: 31; 2: 25; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 525,  5,  9,  111, 1, 5, 355087, 10202.19, 1, 35.29, 1: 34; 2: 22; 3: 4; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 532,  9,  5,  111, 1, 5, 355048, 10202.19, 1, 35.29, 1: 33; 2: 24; 3: 4; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 778,  7,  7,  111, 1, 5, 382021, 10202.19, 1, 35.29, 1: 33; 2: 22; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 157,  9,  5,  111, 1, 5, 355063, 10202.19, 1, 35.29, 1: 34; 2: 22; 3: 5; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 167,  5,  9,  111, 1, 5, 355066, 10202.19, 1, 35.29, 1: 35; 2: 19; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 759,  4, 11,  111, 1, 5, 347182, 10202.19, 1, 35.29, 1: 31; 2: 25; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 752,  9,  5,  111, 1, 5, 355066, 10202.19, 1, 35.29, 1: 34; 2: 21; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 136,  9,  5,  111, 1, 5, 355044, 10202.19, 1, 35.29, 1: 35; 2: 21; 3: 3; 4: 5; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 210,  4, 11,  111, 1, 5, 347182, 10202.19, 1, 35.29, 1: 32; 2: 23; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 211,  9,  5,  111, 1, 5, 355032, 10202.19, 1, 35.29, 1: 33; 2: 24; 3: 4; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 915,  7,  7,  111, 1, 5, 381764, 10202.19, 1, 35.29, 1: 32; 2: 24; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 911,  9,  5,  111, 1, 5, 355040, 10202.19, 1, 35.29, 1: 32; 2: 25; 3: 4; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  72,  9,  5,  111, 1, 5, 355018, 10202.19, 1, 35.29, 1: 31; 2: 27; 3: 3; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 626,  9,  5,  111, 1, 5, 355094, 10202.19, 1, 35.29, 1: 33; 2: 24; 3: 3; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  82,  7,  7,  111, 1, 5, 381971, 10202.19, 1, 35.29, 1: 35; 2: 21; 3: 4; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 298,  5,  9,  111, 1, 5, 355070, 10202.19, 1, 35.29, 1: 32; 2: 23; 3: 8; 4: 1; 5: 1; 
