Seed 1656949570
ARCH 0|F_ID 1|LIMIT 3
before: 
03(276)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 102,  7,  7,  102, 1, 3, 382042, 9216.06, 0, 0.00, 1: 35; 2: 23; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 596,  5, 10,  111, 1, 5, 388774, 9216.06, 1, 31.57, 1: 33; 2: 23; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 488,  8,  6,  111, 1, 5, 375725, 9216.06, 1, 31.57, 1: 31; 2: 26; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 383,  5, 10,  112, 1, 5, 389022, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 720,  8,  6,  112, 1, 5, 375705, 9216.06, 1, 31.57, 1: 31; 2: 26; 3: 5; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 937,  8,  6,  112, 1, 5, 375656, 9216.06, 1, 31.57, 1: 33; 2: 21; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 896,  8,  6,  112, 1, 5, 375649, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 780,  6,  8,  112, 1, 5, 375765, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 851,  6,  8,  112, 1, 5, 375697, 9216.06, 1, 31.57, 1: 31; 2: 25; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 949,  7,  7,  112, 1, 5, 381872, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 700,  7,  7,  112, 1, 5, 381944, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 521,  7,  7,  112, 1, 5, 382035, 9216.06, 1, 31.57, 1: 28; 2: 31; 3: 3; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 356,  8,  6,  112, 1, 5, 375647, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 8; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  40,  6,  8,  112, 1, 5, 375531, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 7; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 901,  8,  6,  112, 1, 5, 375705, 9216.06, 1, 31.57, 1: 29; 2: 29; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 810,  6,  8,  112, 1, 5, 375615, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 108,  7,  7,  112, 1, 5, 382040, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 213,  7,  7,  112, 1, 5, 381917, 9216.06, 1, 31.57, 1: 30; 2: 28; 3: 3; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 263,  5, 10,  113, 1, 5, 388923, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 185,  7,  7,  113, 1, 5, 381885, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 187,  6,  8,  113, 1, 5, 375656, 9216.06, 1, 31.57, 1: 32; 2: 20; 3: 12; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 915,  7,  7,  113, 1, 5, 382044, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 786,  7,  7,  113, 1, 5, 381909, 9216.06, 1, 31.57, 1: 32; 2: 22; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 623,  8,  6,  113, 1, 5, 375872, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 531,  7,  7,  113, 1, 5, 381995, 9216.06, 1, 31.57, 1: 29; 2: 28; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 794,  8,  6,  113, 1, 5, 375687, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 302,  5, 10,  113, 1, 5, 388558, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 544,  5,  9,  113, 1, 5, 355056, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 8; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 790,  6,  8,  113, 1, 5, 375683, 9216.06, 1, 31.57, 1: 27; 2: 30; 3: 7; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 483,  8,  6,  113, 1, 5, 375699, 9216.06, 1, 31.57, 1: 27; 2: 32; 3: 3; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 555,  8,  6,  113, 1, 5, 375646, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 373,  9,  5,  113, 1, 5, 355029, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 349,  7,  7,  113, 1, 5, 382026, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 884,  8,  6,  113, 1, 5, 375638, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 799,  8,  6,  113, 1, 5, 375630, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 467,  6,  8,  113, 1, 5, 375616, 9216.06, 1, 31.57, 1: 33; 2: 21; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 426,  5, 10,  113, 1, 5, 388899, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 4; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 848,  8,  6,  113, 1, 5, 375642, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 324,  7,  7,  113, 1, 5, 381997, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  85,  7,  7,  113, 1, 5, 381965, 9216.06, 1, 31.57, 1: 32; 2: 23; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 826,  7,  7,  113, 1, 5, 382014, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  65,  7,  7,  113, 1, 5, 382052, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 329,  4, 12,  114, 1, 5, 375650, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 517,  7,  7,  114, 1, 5, 381972, 9216.06, 1, 31.57, 1: 28; 2: 29; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 945,  8,  6,  114, 1, 5, 375619, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 829,  5,  9,  114, 1, 5, 355023, 9216.06, 1, 31.57, 1: 31; 2: 22; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 237,  8,  6,  114, 1, 5, 375616, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 339,  6,  8,  114, 1, 5, 375785, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 628,  8,  6,  114, 1, 5, 375449, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 9; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 305,  5,  9,  114, 1, 5, 355056, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 309,  9,  5,  114, 1, 5, 355070, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 594,  6,  8,  114, 1, 5, 375651, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 115,  7,  7,  114, 1, 5, 381811, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 280,  5,  9,  114, 1, 5, 355079, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 126,  7,  7,  114, 1, 5, 381908, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 147,  5,  9,  114, 1, 5, 355043, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 967,  8,  6,  114, 1, 5, 375602, 9216.06, 1, 31.57, 1: 32; 2: 22; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 380,  5,  9,  114, 1, 5, 355083, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 352,  8,  6,  114, 1, 5, 375429, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 291,  7,  7,  114, 1, 5, 381994, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 903,  8,  6,  114, 1, 5, 375565, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 725,  5, 10,  114, 1, 5, 388568, 9216.06, 1, 31.57, 1: 31; 2: 24; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   7,  7,  7,  115, 1, 5, 382053, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 456,  9,  5,  115, 1, 5, 355083, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 911,  9,  5,  115, 1, 5, 355033, 9216.06, 1, 31.57, 1: 25; 2: 34; 3: 3; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 831,  7,  7,  115, 1, 5, 381855, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 745,  5,  9,  115, 1, 5, 354968, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 942,  5, 10,  115, 1, 5, 388849, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 360,  9,  5,  115, 1, 5, 355068, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 855,  4, 12,  115, 1, 5, 375687, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 357,  8,  6,  115, 1, 5, 375643, 9216.06, 1, 31.57, 1: 32; 2: 21; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 494,  5, 10,  115, 1, 5, 388918, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 943,  5, 10,  115, 1, 5, 389103, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 134,  5,  9,  115, 1, 5, 355045, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 139,  6,  8,  115, 1, 5, 375739, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 181,  8,  6,  115, 1, 5, 375760, 9216.06, 1, 31.57, 1: 30; 2: 27; 3: 4; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 481,  5,  9,  115, 1, 5, 355095, 9216.06, 1, 31.57, 1: 26; 2: 31; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 137,  7,  7,  115, 1, 5, 381917, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 216,  5,  9,  115, 1, 5, 355044, 9216.06, 1, 31.57, 1: 31; 2: 22; 3: 9; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 817,  5, 10,  115, 1, 5, 389022, 9216.06, 1, 31.57, 1: 29; 2: 25; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 372,  8,  6,  115, 1, 5, 375707, 9216.06, 1, 31.57, 1: 31; 2: 25; 3: 5; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 435,  9,  5,  115, 1, 5, 355058, 9216.06, 1, 31.57, 1: 33; 2: 21; 3: 6; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 892,  9,  5,  115, 1, 5, 355015, 9216.06, 1, 31.57, 1: 25; 2: 33; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 606,  5, 10,  115, 1, 5, 388817, 9216.06, 1, 31.57, 1: 30; 2: 23; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 627,  5, 10,  115, 1, 5, 388940, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 173,  4, 11,  115, 1, 5, 347182, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 4; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 586,  7,  7,  115, 1, 5, 381965, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 527,  9,  5,  115, 1, 5, 355089, 9216.06, 1, 31.57, 1: 27; 2: 30; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 751,  6,  8,  115, 1, 5, 375763, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 236,  9,  5,  115, 1, 5, 355038, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  48,  8,  6,  115, 1, 5, 375666, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 805,  4, 11,  115, 1, 5, 347182, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 7; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 420,  9,  5,  116, 1, 5, 355052, 9216.06, 1, 31.57, 1: 27; 2: 28; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 459,  7,  7,  116, 1, 5, 381992, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 581,  4, 12,  116, 1, 5, 375581, 9216.06, 1, 31.57, 1: 29; 2: 25; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  49,  4, 12,  116, 1, 5, 375686, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 7; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 143,  4, 12,  116, 1, 5, 375610, 9216.06, 1, 31.57, 1: 29; 2: 24; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 261,  9,  5,  116, 1, 5, 355056, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 688,  9,  5,  116, 1, 5, 355039, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 7; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 204,  4, 12,  116, 1, 5, 375625, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 211,  9,  5,  116, 1, 5, 355063, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 890,  8,  6,  116, 1, 5, 375729, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 475,  5, 10,  116, 1, 5, 388880, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 5; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 345,  5,  9,  116, 1, 5, 355083, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 898,  6,  8,  116, 1, 5, 375609, 9216.06, 1, 31.57, 1: 27; 2: 28; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 853,  6,  8,  116, 1, 5, 375682, 9216.06, 1, 31.57, 1: 27; 2: 29; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   2,  8,  6,  116, 1, 5, 375533, 9216.06, 1, 31.57, 1: 30; 2: 26; 3: 4; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 208,  8,  6,  116, 1, 5, 375650, 9216.06, 1, 31.57, 1: 32; 2: 21; 3: 7; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 248,  9,  5,  116, 1, 5, 355044, 9216.06, 1, 31.57, 1: 31; 2: 22; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 764,  4, 11,  116, 1, 5, 347182, 9216.06, 1, 31.57, 1: 30; 2: 25; 3: 5; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 163,  8,  6,  116, 1, 5, 375535, 9216.06, 1, 31.57, 1: 29; 2: 27; 3: 4; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 875,  6,  8,  116, 1, 5, 375632, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 913,  7,  7,  116, 1, 5, 381939, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 6; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 331,  8,  6,  116, 1, 5, 375752, 9216.06, 1, 31.57, 1: 31; 2: 22; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 316,  9,  5,  116, 1, 5, 355068, 9216.06, 1, 31.57, 1: 28; 2: 28; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 520,  5,  9,  116, 1, 5, 355057, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 801,  5, 10,  116, 1, 5, 388915, 9216.06, 1, 31.57, 1: 27; 2: 30; 3: 4; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 230,  8,  6,  117, 1, 5, 375597, 9216.06, 1, 31.57, 1: 29; 2: 26; 3: 7; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 694,  4, 12,  117, 1, 5, 375764, 9216.06, 1, 31.57, 1: 28; 2: 26; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 697,  5,  9,  117, 1, 5, 355033, 9216.06, 1, 31.57, 1: 27; 2: 30; 3: 4; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 998,  9,  5,  117, 1, 5, 355010, 9216.06, 1, 31.57, 1: 29; 2: 24; 3: 9; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 455,  5, 10,  117, 1, 5, 388996, 9216.06, 1, 31.57, 1: 30; 2: 23; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 948,  4, 12,  117, 1, 5, 375711, 9216.06, 1, 31.57, 1: 29; 2: 25; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 534,  5,  9,  117, 1, 5, 355053, 9216.06, 1, 31.57, 1: 26; 2: 29; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 112,  8,  6,  117, 1, 5, 375680, 9216.06, 1, 31.57, 1: 31; 2: 23; 3: 6; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 787,  5, 10,  117, 1, 5, 388861, 9216.06, 1, 31.57, 1: 26; 2: 29; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 260,  5, 10,  117, 1, 5, 388688, 9216.06, 1, 31.57, 1: 24; 2: 33; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 969,  9,  5,  117, 1, 5, 355049, 9216.06, 1, 31.57, 1: 27; 2: 27; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  73,  5,  9,  117, 1, 5, 355057, 9216.06, 1, 31.57, 1: 26; 2: 30; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 825,  5, 10,  117, 1, 5, 388964, 9216.06, 1, 31.57, 1: 29; 2: 25; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 777,  5, 10,  117, 1, 5, 388954, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 6; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 591,  5, 10,  117, 1, 5, 388974, 9216.06, 1, 31.57, 1: 28; 2: 27; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  51,  5, 10,  118, 1, 5, 388936, 9216.06, 1, 31.57, 1: 29; 2: 25; 3: 7; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  46,  5, 10,  118, 1, 5, 388918, 9216.06, 1, 31.57, 1: 26; 2: 30; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 578,  5, 10,  118, 1, 5, 388750, 9216.06, 1, 31.57, 1: 26; 2: 30; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 565,  9,  5,  118, 1, 5, 355078, 9216.06, 1, 31.57, 1: 27; 2: 28; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 287,  9,  5,  118, 1, 5, 355076, 9216.06, 1, 31.57, 1: 29; 2: 24; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 438,  5,  9,  118, 1, 5, 355061, 9216.06, 1, 31.57, 1: 27; 2: 26; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 292,  7,  7,  118, 1, 5, 382013, 9216.06, 1, 31.57, 1: 29; 2: 24; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 365,  8,  6,  118, 1, 5, 375655, 9216.06, 1, 31.57, 1: 26; 2: 28; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 885,  9,  5,  118, 1, 5, 355038, 9216.06, 1, 31.57, 1: 28; 2: 26; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  28,  6,  8,  118, 1, 5, 375577, 9216.06, 1, 31.57, 1: 25; 2: 30; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 652,  9,  5,  118, 1, 5, 355064, 9216.06, 1, 31.57, 1: 27; 2: 26; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 703,  4, 12,  118, 1, 5, 375649, 9216.06, 1, 31.57, 1: 23; 2: 35; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 497,  4, 12,  118, 1, 5, 375692, 9216.06, 1, 31.57, 1: 26; 2: 28; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 742,  5, 10,  118, 1, 5, 388957, 9216.06, 1, 31.57, 1: 25; 2: 33; 3: 2; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 367,  6,  8,  118, 1, 5, 375637, 9216.06, 1, 31.57, 1: 30; 2: 23; 3: 7; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 986,  8,  6,  118, 1, 5, 375669, 9216.06, 1, 31.57, 1: 30; 2: 23; 3: 8; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 452,  5, 10,  118, 1, 5, 388985, 9216.06, 1, 31.57, 1: 30; 2: 24; 3: 6; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 988,  8,  6,  118, 1, 5, 375554, 9216.06, 1, 31.57, 1: 27; 2: 28; 3: 6; 4: 3; 5: 1; 
