Seed 1656949570
ARCH 2|F_ID 1|LIMIT 3
before: 
62(348)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 710,  7,  7,  100, 1, 2, 383575, 11290.84, 0, 0.00, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 325,  5, 10,  135, 1, 5, 390712, 11290.84, 1, 43.38, 1: 42; 2: 22; 3: 8; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 910,  5,  9,  135, 1, 5, 355410, 11290.84, 1, 43.38, 1: 38; 2: 29; 3: 7; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 438,  5,  9,  135, 1, 5, 355410, 11290.84, 1, 43.38, 1: 41; 2: 23; 3: 10; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 520,  5,  9,  135, 1, 5, 355410, 11290.84, 1, 43.38, 1: 44; 2: 17; 3: 12; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 935,  8,  6,  135, 1, 5, 376845, 11290.84, 1, 43.38, 1: 42; 2: 23; 3: 7; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 867,  5,  9,  135, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 26; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 618,  7,  7,  135, 1, 5, 383645, 11290.84, 1, 43.38, 1: 38; 2: 30; 3: 4; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 523,  4, 11,  135, 1, 5, 347182, 11290.84, 1, 43.38, 1: 41; 2: 24; 3: 7; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 663,  9,  5,  135, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 28; 3: 5; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 428,  7,  7,  135, 1, 5, 383632, 11290.84, 1, 43.38, 1: 34; 2: 35; 3: 6; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 507,  4, 12,  135, 1, 5, 376937, 11290.84, 1, 43.38, 1: 41; 2: 25; 3: 7; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 271,  5,  9,  135, 1, 5, 355410, 11290.84, 1, 43.38, 1: 37; 2: 30; 3: 7; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 424,  9,  5,  135, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 26; 3: 10; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 313,  7,  7,  135, 1, 5, 383700, 11290.84, 1, 43.38, 1: 40; 2: 24; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 209,  9,  5,  135, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 27; 3: 7; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 728,  7,  7,  135, 1, 5, 383255, 11290.84, 1, 43.38, 1: 39; 2: 26; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  73,  5,  9,  135, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 31; 3: 8; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  16,  9,  5,  136, 1, 5, 355410, 11290.84, 1, 43.38, 1: 38; 2: 30; 3: 4; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 644,  7,  7,  136, 1, 5, 383589, 11290.84, 1, 43.38, 1: 39; 2: 28; 3: 4; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  81,  4, 11,  136, 1, 5, 347182, 11290.84, 1, 43.38, 1: 37; 2: 29; 3: 8; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 254,  7,  7,  136, 1, 5, 383470, 11290.84, 1, 43.38, 1: 38; 2: 28; 3: 7; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 562,  5,  9,  136, 1, 5, 355410, 11290.84, 1, 43.38, 1: 40; 2: 24; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 689,  5,  9,  136, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 28; 3: 5; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 414,  5,  9,  136, 1, 5, 355410, 11290.84, 1, 43.38, 1: 43; 2: 20; 3: 8; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 134,  5,  9,  136, 1, 5, 355410, 11290.84, 1, 43.38, 1: 40; 2: 25; 3: 8; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  65,  7,  7,  136, 1, 5, 383782, 11290.84, 1, 43.38, 1: 34; 2: 33; 3: 9; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   5,  7,  7,  136, 1, 5, 383608, 11290.84, 1, 43.38, 1: 39; 2: 25; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 927,  7,  7,  136, 1, 5, 383785, 11290.84, 1, 43.38, 1: 37; 2: 29; 3: 8; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 188,  7,  7,  136, 1, 5, 383809, 11290.84, 1, 43.38, 1: 37; 2: 30; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 454,  4, 11,  136, 1, 5, 347182, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 11; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 185,  7,  7,  136, 1, 5, 383606, 11290.84, 1, 43.38, 1: 38; 2: 29; 3: 5; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 743,  8,  6,  136, 1, 5, 376826, 11290.84, 1, 43.38, 1: 43; 2: 22; 3: 6; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  99,  7,  7,  136, 1, 5, 383703, 11290.84, 1, 43.38, 1: 37; 2: 32; 3: 3; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 919,  4, 11,  136, 1, 5, 347182, 11290.84, 1, 43.38, 1: 43; 2: 19; 3: 11; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 732,  8,  6,  136, 1, 5, 377098, 11290.84, 1, 43.38, 1: 43; 2: 22; 3: 5; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 127,  5,  9,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 41; 2: 23; 3: 7; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 121,  5,  9,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 28; 3: 5; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 132,  5,  9,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 25; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 686,  4, 11,  137, 1, 5, 347182, 11290.84, 1, 43.38, 1: 39; 2: 24; 3: 12; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 886,  7,  7,  137, 1, 5, 383583, 11290.84, 1, 43.38, 1: 38; 2: 28; 3: 6; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 768,  4, 11,  137, 1, 5, 347182, 11290.84, 1, 43.38, 1: 40; 2: 25; 3: 8; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 145,  5,  9,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 37; 2: 28; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 849,  7,  7,  137, 1, 5, 383636, 11290.84, 1, 43.38, 1: 41; 2: 24; 3: 7; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  83,  9,  5,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 760,  8,  6,  137, 1, 5, 377052, 11290.84, 1, 43.38, 1: 44; 2: 19; 3: 7; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 753,  4, 11,  137, 1, 5, 347182, 11290.84, 1, 43.38, 1: 41; 2: 20; 3: 13; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 716,  4, 11,  137, 1, 5, 347182, 11290.84, 1, 43.38, 1: 40; 2: 23; 3: 10; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 955,  9,  5,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 41; 2: 21; 3: 11; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 398,  7,  7,  137, 1, 5, 383680, 11290.84, 1, 43.38, 1: 36; 2: 31; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 469,  4, 11,  137, 1, 5, 347182, 11290.84, 1, 43.38, 1: 41; 2: 20; 3: 13; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 416,  5, 10,  137, 1, 5, 390803, 11290.84, 1, 43.38, 1: 39; 2: 25; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 430,  4, 11,  137, 1, 5, 347182, 11290.84, 1, 43.38, 1: 39; 2: 28; 3: 5; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 274,  4, 11,  137, 1, 5, 347182, 11290.84, 1, 43.38, 1: 40; 2: 25; 3: 7; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 370,  4, 11,  137, 1, 5, 347182, 11290.84, 1, 43.38, 1: 36; 2: 30; 3: 8; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 252,  9,  5,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 42; 2: 24; 3: 4; 4: 5; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 368,  5,  9,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 24; 3: 11; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 287,  9,  5,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 38; 2: 28; 3: 6; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 586,  7,  7,  137, 1, 5, 383656, 11290.84, 1, 43.38, 1: 39; 2: 27; 3: 5; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 291,  7,  7,  137, 1, 5, 383637, 11290.84, 1, 43.38, 1: 41; 2: 24; 3: 6; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 298,  5,  9,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 35; 2: 33; 3: 5; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 328,  9,  5,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 31; 3: 7; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 319,  5,  9,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 28; 3: 3; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 532,  9,  5,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 37; 2: 30; 3: 5; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 525,  5,  9,  137, 1, 5, 355410, 11290.84, 1, 43.38, 1: 41; 2: 24; 3: 6; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  70,  6,  8,  138, 1, 5, 376921, 11290.84, 1, 43.38, 1: 43; 2: 19; 3: 9; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 511,  7,  7,  138, 1, 5, 383574, 11290.84, 1, 43.38, 1: 41; 2: 23; 3: 6; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 844,  4, 11,  138, 1, 5, 347182, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  27,  4, 11,  138, 1, 5, 347182, 11290.84, 1, 43.38, 1: 40; 2: 25; 3: 7; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 177,  8,  6,  138, 1, 5, 376684, 11290.84, 1, 43.38, 1: 43; 2: 22; 3: 4; 4: 6; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 371,  4, 11,  138, 1, 5, 347182, 11290.84, 1, 43.38, 1: 39; 2: 26; 3: 6; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 166,  9,  5,  138, 1, 5, 355410, 11290.84, 1, 43.38, 1: 40; 2: 24; 3: 7; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 838,  5,  9,  138, 1, 5, 355410, 11290.84, 1, 43.38, 1: 40; 2: 25; 3: 6; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 499,  4, 11,  138, 1, 5, 347182, 11290.84, 1, 43.38, 1: 40; 2: 22; 3: 12; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 473,  7,  7,  138, 1, 5, 383508, 11290.84, 1, 43.38, 1: 38; 2: 28; 3: 5; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 148,  9,  5,  138, 1, 5, 355410, 11290.84, 1, 43.38, 1: 37; 2: 28; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 352,  8,  6,  138, 1, 5, 376970, 11290.84, 1, 43.38, 1: 42; 2: 23; 3: 4; 4: 7; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 585,  7,  7,  138, 1, 5, 383456, 11290.84, 1, 43.38, 1: 37; 2: 29; 3: 6; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 578,  5, 10,  138, 1, 5, 390629, 11290.84, 1, 43.38, 1: 39; 2: 26; 3: 8; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 657,  4, 11,  138, 1, 5, 347182, 11290.84, 1, 43.38, 1: 40; 2: 25; 3: 5; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 137,  7,  7,  138, 1, 5, 383645, 11290.84, 1, 43.38, 1: 40; 2: 23; 3: 9; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 805,  4, 11,  138, 1, 5, 347182, 11290.84, 1, 43.38, 1: 40; 2: 22; 3: 12; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  50,  9,  5,  138, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 32; 3: 3; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 642,  4, 11,  138, 1, 5, 347182, 11290.84, 1, 43.38, 1: 36; 2: 30; 3: 7; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 392,  4, 11,  138, 1, 5, 347182, 11290.84, 1, 43.38, 1: 38; 2: 27; 3: 8; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 679,  5, 10,  138, 1, 5, 390621, 11290.84, 1, 43.38, 1: 41; 2: 24; 3: 7; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  11,  5, 10,  138, 1, 5, 390559, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 412,  9,  5,  139, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 29; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 138,  5,  9,  139, 1, 5, 355410, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 8; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 892,  9,  5,  139, 1, 5, 355410, 11290.84, 1, 43.38, 1: 40; 2: 24; 3: 8; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 118,  5,  9,  139, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 25; 3: 8; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 542,  4, 11,  139, 1, 5, 347182, 11290.84, 1, 43.38, 1: 41; 2: 21; 3: 11; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 913,  7,  7,  139, 1, 5, 383638, 11290.84, 1, 43.38, 1: 34; 2: 32; 3: 9; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 719,  4, 11,  139, 1, 5, 347182, 11290.84, 1, 43.38, 1: 40; 2: 25; 3: 4; 4: 8; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 651,  5, 10,  139, 1, 5, 390765, 11290.84, 1, 43.38, 1: 39; 2: 26; 3: 6; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 192,  7,  7,  139, 1, 5, 383717, 11290.84, 1, 43.38, 1: 41; 2: 22; 3: 7; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 917,  4, 11,  139, 1, 5, 347182, 11290.84, 1, 43.38, 1: 40; 2: 24; 3: 7; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 864,  4, 11,  139, 1, 5, 347182, 11290.84, 1, 43.38, 1: 42; 2: 19; 3: 10; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 354,  4, 11,  139, 1, 5, 347182, 11290.84, 1, 43.38, 1: 39; 2: 23; 3: 11; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 940,  5,  9,  139, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 25; 3: 8; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 214,  7,  7,  139, 1, 5, 383636, 11290.84, 1, 43.38, 1: 40; 2: 25; 3: 5; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 836,  4, 11,  139, 1, 5, 347182, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 9; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 846,  4, 11,  139, 1, 5, 347182, 11290.84, 1, 43.38, 1: 39; 2: 23; 3: 11; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 659,  5,  9,  139, 1, 5, 355410, 11290.84, 1, 43.38, 1: 35; 2: 33; 3: 4; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 419,  9,  5,  139, 1, 5, 355410, 11290.84, 1, 43.38, 1: 40; 2: 25; 3: 5; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 216,  5,  9,  139, 1, 5, 355410, 11290.84, 1, 43.38, 1: 39; 2: 27; 3: 6; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  77,  7,  7,  139, 1, 5, 383726, 11290.84, 1, 43.38, 1: 36; 2: 30; 3: 7; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 969,  9,  5,  140, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 29; 3: 7; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 284,  9,  5,  140, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 29; 3: 7; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 140,  4, 11,  140, 1, 5, 347182, 11290.84, 1, 43.38, 1: 37; 2: 26; 3: 10; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 517,  7,  7,  140, 1, 5, 383833, 11290.84, 1, 43.38, 1: 35; 2: 30; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 639,  4, 11,  140, 1, 5, 347182, 11290.84, 1, 43.38, 1: 35; 2: 31; 3: 6; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  49,  4, 12,  140, 1, 5, 377109, 11290.84, 1, 43.38, 1: 41; 2: 19; 3: 12; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 406,  5,  9,  140, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 27; 3: 11; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 794,  8,  6,  140, 1, 5, 376540, 11290.84, 1, 43.38, 1: 40; 2: 24; 3: 8; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  55,  4, 11,  140, 1, 5, 347182, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 7; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 965,  5,  9,  140, 1, 5, 355410, 11290.84, 1, 43.38, 1: 37; 2: 30; 3: 3; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  18,  7,  7,  140, 1, 5, 383590, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 8; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 317,  5,  9,  140, 1, 5, 355410, 11290.84, 1, 43.38, 1: 38; 2: 29; 3: 2; 4: 7; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 487,  9,  5,  140, 1, 5, 355410, 11290.84, 1, 43.38, 1: 38; 2: 27; 3: 6; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 285,  5, 10,  140, 1, 5, 390949, 11290.84, 1, 43.38, 1: 42; 2: 21; 3: 7; 4: 5; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 878,  4, 11,  140, 1, 5, 347182, 11290.84, 1, 43.38, 1: 38; 2: 28; 3: 5; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 959,  5,  9,  140, 1, 5, 355410, 11290.84, 1, 43.38, 1: 40; 2: 25; 3: 6; 4: 3; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 915,  7,  7,  140, 1, 5, 383583, 11290.84, 1, 43.38, 1: 40; 2: 21; 3: 11; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  85,  7,  7,  140, 1, 5, 383298, 11290.84, 1, 43.38, 1: 34; 2: 33; 3: 5; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 423,  4, 11,  140, 1, 5, 347182, 11290.84, 1, 43.38, 1: 40; 2: 25; 3: 6; 4: 3; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 509,  5,  9,  140, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 29; 3: 7; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 349,  7,  7,  141, 1, 5, 383525, 11290.84, 1, 43.38, 1: 41; 2: 19; 3: 11; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 748,  7,  7,  141, 1, 5, 383485, 11290.84, 1, 43.38, 1: 35; 2: 32; 3: 5; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 934,  5, 10,  141, 1, 5, 390709, 11290.84, 1, 43.38, 1: 39; 2: 25; 3: 8; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 978,  5,  9,  141, 1, 5, 355410, 11290.84, 1, 43.38, 1: 37; 2: 28; 3: 5; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 149,  4, 11,  141, 1, 5, 347182, 11290.84, 1, 43.38, 1: 36; 2: 27; 3: 10; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 174,  9,  5,  141, 1, 5, 355410, 11290.84, 1, 43.38, 1: 35; 2: 30; 3: 7; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 526,  4, 11,  141, 1, 5, 347182, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 8; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 619,  5,  9,  141, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 27; 3: 10; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 495,  9,  5,  141, 1, 5, 355410, 11290.84, 1, 43.38, 1: 40; 2: 22; 3: 9; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 614,  9,  5,  141, 1, 5, 355410, 11290.84, 1, 43.38, 1: 36; 2: 29; 3: 6; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 320,  4, 11,  141, 1, 5, 347182, 11290.84, 1, 43.38, 1: 32; 2: 33; 3: 10; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 184,  5,  9,  141, 1, 5, 355410, 11290.84, 1, 43.38, 1: 37; 2: 28; 3: 6; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 552,  9,  5,  141, 1, 5, 355410, 11290.84, 1, 43.38, 1: 37; 2: 27; 3: 7; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 684,  7,  7,  141, 1, 5, 383784, 11290.84, 1, 43.38, 1: 35; 2: 29; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 311,  4, 11,  142, 1, 5, 347182, 11290.84, 1, 43.38, 1: 36; 2: 29; 3: 7; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 539,  5,  9,  142, 1, 5, 355410, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 6; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 813,  4, 11,  142, 1, 5, 347182, 11290.84, 1, 43.38, 1: 34; 2: 30; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 477,  6,  8,  142, 1, 5, 377046, 11290.84, 1, 43.38, 1: 43; 2: 18; 3: 8; 4: 6; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 100,  4, 11,  142, 1, 5, 347182, 11290.84, 1, 43.38, 1: 42; 2: 18; 3: 10; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 340,  7,  7,  142, 1, 5, 383669, 11290.84, 1, 43.38, 1: 38; 2: 24; 3: 9; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 474,  4, 11,  142, 1, 5, 347182, 11290.84, 1, 43.38, 1: 38; 2: 23; 3: 11; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 871,  9,  5,  142, 1, 5, 355410, 11290.84, 1, 43.38, 1: 38; 2: 24; 3: 10; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 234,  4, 11,  142, 1, 5, 347182, 11290.84, 1, 43.38, 1: 38; 2: 25; 3: 7; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 223,  4, 11,  142, 1, 5, 347182, 11290.84, 1, 43.38, 1: 39; 2: 23; 3: 10; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 218,  9,  5,  142, 1, 5, 355410, 11290.84, 1, 43.38, 1: 38; 2: 26; 3: 5; 4: 8; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 286,  7,  7,  142, 1, 5, 383591, 11290.84, 1, 43.38, 1: 37; 2: 29; 3: 3; 4: 7; 5: 2; 
