Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
2(182)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network, 871,  7,  9,  137, 1, 2, 492709, 44429.70, 0, 0.00, 1: 69; 2: 34; 
MAPK_Cancer_Cell_Fate_Network, 170,  5, 11,  202, 1, 5, 435105, 44429.70, 1, 65.73, 1: 42; 2: 38; 3: 10; 4: 11; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 193,  5, 12,  202, 1, 5, 473321, 44429.70, 1, 65.73, 1: 40; 2: 40; 3: 11; 4: 11; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 239,  7,  9,  202, 1, 5, 492890, 44429.70, 1, 65.73, 1: 39; 2: 40; 3: 14; 4: 9; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 858,  7,  9,  202, 1, 5, 492753, 44429.70, 1, 65.73, 1: 44; 2: 32; 3: 17; 4: 7; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 302,  7,  9,  202, 1, 5, 492809, 44429.70, 1, 65.73, 1: 42; 2: 36; 3: 15; 4: 7; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 380,  5, 11,  203, 1, 5, 435105, 44429.70, 1, 65.73, 1: 42; 2: 36; 3: 13; 4: 10; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 732,  5, 13,  203, 1, 5, 504636, 44429.70, 1, 65.73, 1: 42; 2: 34; 3: 16; 4: 10; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  65,  5, 11,  203, 1, 5, 435105, 44429.70, 1, 65.73, 1: 43; 2: 40; 3: 7; 4: 6; 5: 7; 
MAPK_Cancer_Cell_Fate_Network,  59,  5, 13,  203, 1, 5, 504859, 44429.70, 1, 65.73, 1: 38; 2: 42; 3: 14; 4: 6; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 655,  5, 11,  203, 1, 5, 435105, 44429.70, 1, 65.73, 1: 37; 2: 45; 3: 10; 4: 9; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 717,  5, 11,  203, 1, 5, 435105, 44429.70, 1, 65.73, 1: 46; 2: 29; 3: 17; 4: 7; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 978,  5, 13,  204, 1, 5, 504521, 44429.70, 1, 65.73, 1: 41; 2: 36; 3: 16; 4: 7; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 508,  5, 11,  204, 1, 5, 435105, 44429.70, 1, 65.73, 1: 37; 2: 46; 3: 9; 4: 7; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 315,  5, 11,  204, 1, 5, 435105, 44429.70, 1, 65.73, 1: 43; 2: 35; 3: 13; 4: 8; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 635,  5, 13,  206, 1, 5, 504393, 44429.70, 1, 65.73, 1: 35; 2: 46; 3: 11; 4: 9; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 855,  5, 11,  206, 1, 5, 435105, 44429.70, 1, 65.73, 1: 43; 2: 33; 3: 14; 4: 10; 5: 3; 
MAPK_Cancer_Cell_Fate_Network,  43,  5, 11,  206, 1, 5, 435105, 44429.70, 1, 65.73, 1: 43; 2: 30; 3: 21; 4: 5; 5: 4; 
MAPK_Cancer_Cell_Fate_Network,   4,  5, 11,  207, 1, 5, 435105, 44429.70, 1, 65.73, 1: 38; 2: 39; 3: 14; 4: 11; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 734,  5, 11,  207, 1, 5, 435105, 44429.70, 1, 65.73, 1: 40; 2: 38; 3: 13; 4: 8; 5: 4; 
MAPK_Cancer_Cell_Fate_Network, 963,  5, 13,  208, 1, 5, 504593, 44429.70, 1, 65.73, 1: 40; 2: 36; 3: 14; 4: 11; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 458,  5, 13,  209, 1, 5, 504510, 44429.70, 1, 65.73, 1: 40; 2: 33; 3: 19; 4: 9; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 104,  5, 13,  210, 1, 5, 504220, 44429.70, 1, 65.73, 1: 38; 2: 37; 3: 17; 4: 8; 5: 3; 
MAPK_Cancer_Cell_Fate_Network, 354,  5, 13,  210, 1, 5, 504186, 44429.70, 1, 65.73, 1: 36; 2: 39; 3: 18; 4: 8; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 228,  7,  9,  211, 1, 5, 492758, 44429.70, 1, 65.73, 1: 42; 2: 32; 3: 13; 4: 14; 5: 2; 
MAPK_Cancer_Cell_Fate_Network, 159, 10,  6,  168, 1, 6, 473540, 44429.70, 1, 65.73, 1: 58; 2: 32; 3: 9; 4: 2; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 814,  6, 10,  168, 1, 6, 473128, 44429.70, 1, 65.73, 1: 58; 2: 30; 3: 12; 4: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 846,  7,  8,  168, 1, 6, 443520, 44429.70, 1, 65.73, 1: 53; 2: 40; 3: 7; 4: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 967, 10,  6,  169, 1, 6, 473313, 44429.70, 1, 65.73, 1: 61; 2: 27; 3: 9; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 204, 10,  6,  169, 1, 6, 473171, 44429.70, 1, 65.73, 1: 57; 2: 31; 3: 12; 4: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 981,  7,  8,  171, 1, 6, 443520, 44429.70, 1, 65.73, 1: 55; 2: 36; 3: 6; 4: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 886,  6, 10,  171, 1, 6, 473546, 44429.70, 1, 65.73, 1: 57; 2: 31; 3: 11; 4: 2; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 109, 10,  6,  171, 1, 6, 473438, 44429.70, 1, 65.73, 1: 57; 2: 34; 3: 6; 4: 3; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 894,  7,  8,  171, 1, 6, 443520, 44429.70, 1, 65.73, 1: 56; 2: 36; 3: 5; 4: 3; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 936, 10,  6,  171, 1, 6, 473561, 44429.70, 1, 65.73, 1: 60; 2: 26; 3: 11; 4: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 181,  6, 10,  172, 1, 6, 473726, 44429.70, 1, 65.73, 1: 56; 2: 33; 3: 9; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 739, 10,  6,  173, 1, 6, 473513, 44429.70, 1, 65.73, 1: 53; 2: 38; 3: 7; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 850, 10,  6,  173, 1, 6, 473505, 44429.70, 1, 65.73, 1: 55; 2: 35; 3: 8; 4: 2; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 345,  6, 10,  173, 1, 6, 473096, 44429.70, 1, 65.73, 1: 54; 2: 36; 3: 9; 4: 1; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 238,  5, 12,  174, 1, 6, 473340, 44429.70, 0, 65.73, 1: 51; 2: 39; 3: 9; 4: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 908,  4, 14,  174, 1, 6, 443520, 44429.70, 1, 65.73, 1: 55; 2: 30; 3: 15; 4: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 838,  5, 12,  174, 1, 6, 473684, 44429.70, 1, 65.73, 1: 49; 2: 45; 3: 4; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 764, 10,  6,  175, 1, 6, 473262, 44429.70, 1, 65.73, 1: 55; 2: 31; 3: 12; 4: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 191, 10,  6,  175, 1, 6, 473407, 44429.70, 1, 65.73, 1: 52; 2: 39; 3: 6; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 928,  7,  8,  175, 1, 6, 443520, 44429.70, 1, 65.73, 1: 57; 2: 31; 3: 8; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 127, 10,  6,  175, 1, 6, 473315, 44429.70, 1, 65.73, 1: 55; 2: 34; 3: 7; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 494,  7,  8,  176, 1, 6, 443520, 44429.70, 1, 65.73, 1: 57; 2: 29; 3: 12; 4: 1; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 692, 10,  6,  176, 1, 6, 473302, 44429.70, 1, 65.73, 1: 55; 2: 37; 3: 3; 4: 4; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 913,  6, 10,  176, 1, 6, 473450, 44429.70, 1, 65.73, 1: 58; 2: 28; 3: 10; 4: 5; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 861, 10,  6,  176, 1, 6, 473659, 44429.70, 1, 65.73, 1: 53; 2: 35; 3: 10; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 377, 10,  6,  176, 1, 6, 473395, 44429.70, 1, 65.73, 1: 57; 2: 32; 3: 8; 4: 2; 5: 1; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 698,  6, 10,  176, 1, 6, 473320, 44429.70, 1, 65.73, 1: 53; 2: 35; 3: 9; 4: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 819, 10,  6,  176, 1, 6, 473474, 44429.70, 1, 65.73, 1: 55; 2: 34; 3: 8; 4: 3; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 837,  6, 10,  176, 1, 6, 473574, 44429.70, 1, 65.73, 1: 55; 2: 34; 3: 7; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 667, 10,  6,  176, 1, 6, 473321, 44429.70, 1, 65.73, 1: 56; 2: 33; 3: 6; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 845,  5, 12,  177, 1, 6, 473233, 44429.70, 1, 65.73, 1: 54; 2: 35; 3: 5; 4: 8; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 311,  4, 14,  177, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 37; 3: 9; 4: 2; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 117, 10,  6,  177, 1, 6, 473462, 44429.70, 1, 65.73, 1: 53; 2: 33; 3: 12; 4: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 724,  8,  7,  177, 1, 6, 443520, 44429.70, 1, 65.73, 1: 49; 2: 42; 3: 6; 4: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 180,  6, 10,  177, 1, 6, 473407, 44429.70, 1, 65.73, 1: 53; 2: 36; 3: 6; 4: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 523,  6, 10,  178, 1, 6, 473187, 44429.70, 1, 65.73, 1: 54; 2: 30; 3: 15; 4: 2; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 718,  6, 10,  178, 1, 6, 473662, 44429.70, 1, 65.73, 1: 51; 2: 35; 3: 13; 4: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 382,  4, 14,  178, 1, 6, 443520, 44429.70, 1, 65.73, 1: 49; 2: 40; 3: 9; 4: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  92, 10,  6,  178, 1, 6, 473247, 44429.70, 1, 65.73, 1: 54; 2: 36; 3: 5; 4: 5; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 571,  7,  8,  178, 1, 6, 443520, 44429.70, 1, 65.73, 1: 55; 2: 30; 3: 13; 4: 2; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 808,  6, 10,  178, 1, 6, 473342, 44429.70, 1, 65.73, 1: 53; 2: 36; 3: 6; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 708,  6, 10,  178, 1, 6, 473496, 44429.70, 1, 65.73, 1: 53; 2: 33; 3: 12; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 287,  7,  8,  178, 1, 6, 443520, 44429.70, 1, 65.73, 1: 55; 2: 32; 3: 8; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 587,  7,  8,  179, 1, 6, 443520, 44429.70, 1, 65.73, 1: 53; 2: 33; 3: 11; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 385,  6, 10,  179, 1, 6, 473091, 44429.70, 1, 65.73, 1: 56; 2: 31; 3: 7; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 937,  4, 14,  179, 1, 6, 443520, 44429.70, 1, 65.73, 1: 51; 2: 36; 3: 11; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 485,  6, 10,  179, 1, 6, 473306, 44429.70, 1, 65.73, 1: 58; 2: 25; 3: 13; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 833,  4, 14,  179, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 33; 3: 14; 4: 2; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 469,  6, 10,  179, 1, 6, 473494, 44429.70, 1, 65.73, 1: 53; 2: 34; 3: 9; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 256,  6, 10,  179, 1, 6, 473488, 44429.70, 1, 65.73, 1: 54; 2: 31; 3: 11; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 942,  6, 10,  180, 1, 6, 473330, 44429.70, 1, 65.73, 1: 51; 2: 34; 3: 14; 4: 2; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 115,  4, 14,  180, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 32; 3: 14; 4: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 522,  5, 12,  180, 1, 6, 473507, 44429.70, 1, 65.73, 1: 51; 2: 36; 3: 10; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 420,  6, 10,  180, 1, 6, 473408, 44429.70, 1, 65.73, 1: 52; 2: 35; 3: 10; 4: 4; 6: 2; 
MAPK_Cancer_Cell_Fate_Network,  13,  4, 14,  180, 1, 6, 443520, 44429.70, 1, 65.73, 1: 50; 2: 35; 3: 15; 4: 1; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 151,  6, 10,  180, 1, 6, 473142, 44429.70, 1, 65.73, 1: 51; 2: 35; 3: 12; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 263, 10,  6,  180, 1, 6, 473413, 44429.70, 1, 65.73, 1: 56; 2: 29; 3: 9; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 577,  5, 12,  180, 1, 6, 473725, 44429.70, 1, 65.73, 1: 54; 2: 30; 3: 12; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 991, 10,  6,  180, 1, 6, 473480, 44429.70, 1, 65.73, 1: 55; 2: 29; 3: 12; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 498, 10,  6,  180, 1, 6, 473378, 44429.70, 1, 65.73, 1: 60; 2: 26; 3: 5; 4: 8; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 501,  7,  8,  180, 1, 6, 443520, 44429.70, 1, 65.73, 1: 53; 2: 33; 3: 9; 4: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 428,  6, 10,  181, 1, 6, 473631, 44429.70, 1, 65.73, 1: 51; 2: 34; 3: 14; 4: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network,  16, 10,  6,  181, 1, 6, 473261, 44429.70, 1, 65.73, 1: 57; 2: 29; 3: 8; 4: 5; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 799, 10,  6,  181, 1, 6, 473463, 44429.70, 1, 65.73, 1: 51; 2: 34; 3: 14; 4: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 196,  4, 14,  181, 1, 6, 443520, 44429.70, 1, 65.73, 1: 48; 2: 37; 3: 15; 4: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 922,  5, 12,  181, 1, 6, 473599, 44429.70, 1, 65.73, 1: 53; 2: 31; 3: 14; 4: 2; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 490,  7,  8,  181, 1, 6, 443520, 44429.70, 1, 65.73, 1: 50; 2: 39; 3: 8; 4: 3; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 877,  5, 12,  181, 1, 6, 473285, 44429.70, 1, 65.73, 1: 51; 2: 35; 3: 10; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 324,  8,  7,  181, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 33; 3: 12; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  95,  6, 10,  181, 1, 6, 473400, 44429.70, 1, 65.73, 1: 54; 2: 30; 3: 13; 4: 3; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 581,  6, 10,  181, 1, 6, 473502, 44429.70, 1, 65.73, 1: 49; 2: 38; 3: 11; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 699,  6, 10,  181, 1, 6, 473475, 44429.70, 1, 65.73, 1: 54; 2: 31; 3: 11; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 751,  8,  7,  181, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 35; 3: 8; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 293,  5, 12,  181, 1, 6, 473490, 44429.70, 1, 65.73, 1: 48; 2: 39; 3: 11; 4: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 810, 10,  6,  181, 1, 6, 473346, 44429.70, 1, 65.73, 1: 54; 2: 32; 3: 10; 4: 3; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 634,  7,  8,  181, 1, 6, 443520, 44429.70, 1, 65.73, 1: 54; 2: 32; 3: 8; 4: 7; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 743, 10,  6,  182, 1, 6, 473547, 44429.70, 1, 65.73, 1: 50; 2: 37; 3: 11; 4: 2; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 744, 10,  6,  182, 1, 6, 473467, 44429.70, 1, 65.73, 1: 55; 2: 30; 3: 10; 4: 5; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 999,  6, 10,  182, 1, 6, 473453, 44429.70, 1, 65.73, 1: 55; 2: 28; 3: 13; 4: 4; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 685,  5, 12,  182, 1, 6, 473568, 44429.70, 1, 65.73, 1: 52; 2: 34; 3: 11; 4: 3; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 543,  7,  8,  182, 1, 6, 443520, 44429.70, 1, 65.73, 1: 55; 2: 31; 3: 7; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 703,  4, 14,  182, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 32; 3: 13; 4: 4; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 704, 10,  6,  182, 1, 6, 473375, 44429.70, 1, 65.73, 1: 57; 2: 28; 3: 8; 4: 6; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 190,  4, 14,  182, 1, 6, 443520, 44429.70, 1, 65.73, 1: 48; 2: 37; 3: 14; 4: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  47,  6, 10,  182, 1, 6, 473315, 44429.70, 1, 65.73, 1: 50; 2: 39; 3: 7; 4: 3; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  30,  7,  8,  182, 1, 6, 443520, 44429.70, 1, 65.73, 1: 56; 2: 27; 3: 10; 4: 9; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 820,  7,  8,  183, 1, 6, 443520, 44429.70, 1, 65.73, 1: 51; 2: 36; 3: 8; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 979,  4, 14,  183, 1, 6, 443520, 44429.70, 1, 65.73, 1: 49; 2: 38; 3: 9; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 290,  4, 14,  183, 1, 6, 443520, 44429.70, 1, 65.73, 1: 50; 2: 38; 3: 8; 4: 3; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 681,  4, 14,  183, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 32; 3: 13; 4: 3; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 328,  8,  7,  183, 1, 6, 443520, 44429.70, 1, 65.73, 1: 49; 2: 36; 3: 13; 4: 3; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 105, 10,  6,  183, 1, 6, 473383, 44429.70, 1, 65.73, 1: 53; 2: 33; 3: 10; 4: 2; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  79,  7,  8,  183, 1, 6, 443520, 44429.70, 1, 65.73, 1: 53; 2: 34; 3: 7; 4: 6; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network,  91,  6, 10,  183, 1, 6, 473629, 44429.70, 1, 65.73, 1: 56; 2: 30; 3: 7; 4: 5; 5: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 195,  7,  8,  183, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 33; 3: 10; 4: 6; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 585,  7,  8,  183, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 36; 3: 7; 4: 4; 5: 2; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 701, 10,  6,  183, 1, 6, 473382, 44429.70, 1, 65.73, 1: 54; 2: 30; 3: 12; 4: 4; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 915,  4, 14,  183, 1, 6, 443520, 44429.70, 1, 65.73, 1: 51; 2: 36; 3: 8; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,   8,  8,  7,  183, 1, 6, 443520, 44429.70, 1, 65.73, 1: 48; 2: 36; 3: 15; 4: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 442,  8,  7,  183, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 33; 3: 9; 4: 8; 6: 1; 
MAPK_Cancer_Cell_Fate_Network,  17, 10,  6,  183, 1, 6, 473380, 44429.70, 1, 65.73, 1: 52; 2: 34; 3: 10; 4: 4; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 210,  5, 12,  183, 1, 6, 473454, 44429.70, 1, 65.73, 1: 54; 2: 30; 3: 12; 4: 3; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 274,  6, 10,  183, 1, 6, 473381, 44429.70, 1, 65.73, 1: 50; 2: 38; 3: 7; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 715,  7,  8,  183, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 34; 3: 9; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 898,  7,  9,  184, 1, 6, 492860, 44429.70, 0, 65.73, 1: 40; 2: 52; 3: 6; 4: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 789, 10,  6,  184, 1, 6, 473000, 44429.70, 1, 65.73, 1: 49; 2: 38; 3: 9; 4: 5; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 313,  5, 11,  184, 1, 6, 435105, 44429.70, 1, 65.73, 1: 52; 2: 28; 3: 18; 4: 4; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 113,  5, 12,  184, 1, 6, 473577, 44429.70, 1, 65.73, 1: 46; 2: 41; 3: 10; 4: 5; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 831,  4, 14,  184, 1, 6, 443520, 44429.70, 1, 65.73, 1: 50; 2: 31; 3: 18; 4: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 202, 10,  6,  184, 1, 6, 473414, 44429.70, 1, 65.73, 1: 49; 2: 37; 3: 10; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 691, 10,  6,  184, 1, 6, 473387, 44429.70, 1, 65.73, 1: 53; 2: 31; 3: 11; 4: 5; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 530,  5, 12,  185, 1, 6, 473456, 44429.70, 1, 65.73, 1: 51; 2: 36; 3: 6; 4: 7; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 783,  5, 12,  185, 1, 6, 473353, 44429.70, 1, 65.73, 1: 48; 2: 37; 3: 11; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 487,  5, 12,  185, 1, 6, 473459, 44429.70, 1, 65.73, 1: 50; 2: 33; 3: 13; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 921,  4, 14,  185, 1, 6, 443520, 44429.70, 1, 65.73, 1: 53; 2: 30; 3: 13; 4: 3; 5: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 823,  7,  8,  185, 1, 6, 443520, 44429.70, 1, 65.73, 1: 45; 2: 44; 3: 7; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 343,  4, 14,  185, 1, 6, 443520, 44429.70, 1, 65.73, 1: 50; 2: 34; 3: 11; 4: 7; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 465,  4, 14,  185, 1, 6, 443520, 44429.70, 1, 65.73, 1: 44; 2: 42; 3: 13; 4: 3; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 832,  7,  8,  185, 1, 6, 443520, 44429.70, 1, 65.73, 1: 53; 2: 33; 3: 6; 4: 8; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 396,  5, 12,  185, 1, 6, 473417, 44429.70, 0, 65.73, 1: 49; 2: 37; 3: 11; 4: 3; 5: 1; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 720,  7,  8,  185, 1, 6, 443520, 44429.70, 1, 65.73, 1: 51; 2: 31; 3: 14; 4: 6; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 791,  5, 12,  186, 1, 6, 473589, 44429.70, 1, 65.73, 1: 50; 2: 36; 3: 8; 4: 6; 5: 2; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 729,  5, 12,  186, 1, 6, 473570, 44429.70, 1, 65.73, 1: 52; 2: 29; 3: 15; 4: 5; 5: 1; 6: 1; 
MAPK_Cancer_Cell_Fate_Network, 264, 10,  6,  186, 1, 6, 473272, 44429.70, 1, 65.73, 1: 54; 2: 33; 3: 6; 4: 5; 5: 2; 6: 3; 
MAPK_Cancer_Cell_Fate_Network, 564,  4, 14,  186, 1, 6, 443520, 44429.70, 1, 65.73, 1: 52; 2: 30; 3: 14; 4: 5; 6: 2; 
MAPK_Cancer_Cell_Fate_Network, 987, 10,  6,  186, 1, 6, 473560, 44429.70, 1, 65.73, 1: 50; 2: 36; 3: 9; 4: 4; 5: 3; 6: 1; 
