Seed 1656949570
ARCH 0|F_ID 1|LIMIT 3
before: 
3(298)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 876,  7,  8,  130, 0, 3, 439272, 9033.49, 50, 0.00, 0: 8; 1: 53; 2: 31; 3: 5; 
Differentiation_of_T_lymphocytes, 840,  9,  6,  154, 0, 5, 426107, 9033.49, 1, 45.96, 0: 8; 1: 49; 2: 24; 3: 9; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes, 719,  6,  9,  154, 0, 5, 426067, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 30; 3: 8; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 508,  5, 11,  154, 0, 5, 432281, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 34; 3: 9; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 811,  9,  6,  154, 0, 5, 426108, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 30; 3: 5; 4: 7; 5: 1; 
Differentiation_of_T_lymphocytes, 185,  5, 11,  154, 0, 5, 432185, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 30; 3: 11; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 971,  5, 10,  154, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 33; 3: 9; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 420,  5, 10,  154, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 32; 3: 11; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes, 531,  5, 12,  154, 0, 5, 464018, 9033.49, 0, 45.96, 0: 8; 1: 46; 2: 28; 3: 9; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 480,  5, 11,  154, 0, 5, 432208, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 30; 3: 14; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 217,  7,  8,  154, 0, 5, 439195, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 32; 3: 3; 4: 5; 5: 3; 
Differentiation_of_T_lymphocytes, 102,  5, 10,  154, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 31; 3: 8; 4: 2; 5: 3; 
Differentiation_of_T_lymphocytes, 283,  5, 12,  154, 0, 5, 464122, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 29; 3: 13; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 670,  4, 13,  154, 0, 5, 410733, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 33; 3: 11; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 109,  9,  6,  154, 0, 5, 426078, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 33; 3: 3; 4: 6; 5: 2; 
Differentiation_of_T_lymphocytes, 302,  6,  9,  154, 0, 5, 426055, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 34; 3: 7; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 307,  5, 11,  155, 0, 5, 432190, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 32; 3: 10; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 394,  9,  6,  155, 0, 5, 426125, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 25; 3: 8; 4: 7; 5: 1; 
Differentiation_of_T_lymphocytes, 466,  5, 11,  155, 0, 5, 432263, 9033.49, 0, 45.96, 0: 8; 1: 43; 2: 32; 3: 9; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes,  82,  5, 11,  155, 0, 5, 432161, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 33; 3: 4; 4: 7; 5: 1; 
Differentiation_of_T_lymphocytes, 737,  6,  9,  155, 0, 5, 425764, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 28; 3: 9; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 511,  4, 14,  155, 0, 5, 439229, 9033.49, 1, 45.96, 0: 8; 1: 39; 2: 38; 3: 9; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 860,  5, 10,  155, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 37; 3: 8; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 170,  5, 11,  155, 0, 5, 432204, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 36; 3: 11; 5: 2; 
Differentiation_of_T_lymphocytes, 972,  5, 10,  155, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 31; 3: 8; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 146,  8,  7,  155, 0, 5, 439042, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 31; 3: 6; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes, 903,  6,  9,  155, 0, 5, 426069, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 23; 3: 12; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 649,  5, 11,  155, 0, 5, 432259, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 34; 3: 8; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 395,  8,  7,  155, 0, 5, 439437, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 30; 3: 5; 4: 6; 5: 2; 
Differentiation_of_T_lymphocytes, 999,  5, 10,  156, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 34; 3: 10; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 772,  7,  8,  156, 0, 5, 439129, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 32; 3: 5; 4: 7; 5: 1; 
Differentiation_of_T_lymphocytes, 609,  6,  9,  156, 0, 5, 426075, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 30; 3: 5; 4: 5; 5: 3; 
Differentiation_of_T_lymphocytes, 766,  6,  9,  156, 0, 5, 426010, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 32; 3: 8; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 243,  7,  8,  156, 0, 5, 439196, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 33; 3: 4; 4: 6; 5: 2; 
Differentiation_of_T_lymphocytes, 800,  6,  9,  156, 0, 5, 426081, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 34; 3: 7; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 722,  5, 10,  156, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 33; 3: 6; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 803,  6,  9,  156, 0, 5, 426077, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 33; 3: 4; 4: 6; 5: 2; 
Differentiation_of_T_lymphocytes, 892,  4, 14,  156, 0, 5, 439323, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 30; 3: 12; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 157,  5, 10,  156, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 31; 3: 10; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 326,  9,  6,  156, 0, 5, 426098, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 32; 3: 6; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes, 250,  5, 12,  156, 0, 5, 464247, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 34; 3: 10; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes,  91,  5, 10,  156, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 32; 3: 8; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 320,  6,  9,  156, 0, 5, 426118, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 28; 3: 8; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes, 687,  5, 10,  156, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 29; 3: 11; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 684,  5, 11,  156, 0, 5, 432157, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 34; 3: 8; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 114,  6,  9,  156, 0, 5, 425904, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 32; 3: 6; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes, 677,  5, 11,  156, 0, 5, 432084, 9033.49, 1, 45.96, 0: 8; 1: 39; 2: 39; 3: 6; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 100,  5, 11,  156, 0, 5, 432227, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 29; 3: 12; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 304,  8,  7,  156, 0, 5, 439034, 9033.49, 1, 45.96, 0: 8; 1: 48; 2: 28; 3: 4; 4: 5; 5: 4; 
Differentiation_of_T_lymphocytes, 368,  5, 12,  156, 0, 5, 463906, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 31; 3: 10; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 384,  5, 11,  156, 0, 5, 432086, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 32; 3: 9; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 914,  4, 14,  156, 0, 5, 439307, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 33; 3: 10; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 392,  7,  8,  156, 0, 5, 439093, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 35; 3: 8; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 532,  4, 14,  156, 0, 5, 439069, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 34; 3: 13; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 967,  9,  6,  156, 0, 5, 426071, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 30; 3: 7; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes,  74,  5, 12,  156, 0, 5, 464055, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 30; 3: 9; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes,  20,  4, 14,  156, 0, 5, 439322, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 26; 3: 11; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 587,  7,  8,  156, 0, 5, 439213, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 28; 3: 10; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes,  18,  5, 11,  156, 0, 5, 432206, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 33; 3: 10; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 439,  4, 13,  156, 0, 5, 410751, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 35; 3: 11; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 463,  5, 11,  156, 0, 5, 432287, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 26; 3: 11; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes,  95,  5, 10,  157, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 30; 3: 11; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 623,  4, 14,  157, 0, 5, 439108, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 30; 3: 14; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 336,  5, 11,  157, 0, 5, 432281, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 30; 3: 11; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 767,  5, 11,  157, 0, 5, 432167, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 33; 3: 8; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 386,  5, 12,  157, 0, 5, 463941, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 28; 3: 12; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 882,  4, 13,  157, 0, 5, 410775, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 34; 3: 10; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 926,  6,  9,  157, 0, 5, 426131, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 35; 3: 7; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 929,  5, 10,  157, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 33; 3: 11; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes,   2,  4, 13,  157, 0, 5, 410728, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 31; 3: 12; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 874,  5, 11,  157, 0, 5, 432204, 9033.49, 0, 45.96, 0: 8; 1: 43; 2: 30; 3: 11; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 498,  9,  6,  157, 0, 5, 426091, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 31; 3: 8; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes,  19,  5, 12,  157, 0, 5, 463954, 9033.49, 0, 45.96, 0: 8; 1: 42; 2: 32; 3: 10; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 855,  5, 11,  157, 0, 5, 432190, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 32; 3: 10; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 669,  5, 12,  157, 0, 5, 463965, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 33; 3: 11; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 674,  5, 11,  157, 0, 5, 432126, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 25; 3: 13; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 457,  5, 10,  157, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 38; 2: 39; 3: 8; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 814,  5, 10,  157, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 30; 3: 8; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 264,  9,  6,  157, 0, 5, 426089, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 32; 3: 8; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 893,  5, 12,  157, 0, 5, 464015, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 26; 3: 14; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 895,  5, 11,  157, 0, 5, 432256, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 28; 3: 10; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes,  78,  6,  9,  157, 0, 5, 426103, 9033.49, 1, 45.96, 0: 8; 1: 46; 2: 29; 3: 5; 4: 7; 5: 2; 
Differentiation_of_T_lymphocytes, 917,  5, 10,  158, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 33; 3: 7; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 540,  6,  9,  158, 0, 5, 426074, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 31; 3: 8; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 273,  4, 13,  158, 0, 5, 410717, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 29; 3: 12; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 529,  4, 14,  158, 0, 5, 439265, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 33; 3: 10; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 831,  4, 14,  158, 0, 5, 439081, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 35; 3: 9; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 362,  4, 13,  158, 0, 5, 410735, 9033.49, 1, 45.96, 0: 8; 1: 38; 2: 36; 3: 13; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 155,  4, 13,  158, 0, 5, 410754, 9033.49, 1, 45.96, 0: 8; 1: 39; 2: 35; 3: 12; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 809,  5, 11,  158, 0, 5, 432230, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 33; 3: 10; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 452,  9,  6,  158, 0, 5, 426061, 9033.49, 0, 45.96, 0: 8; 1: 44; 2: 30; 3: 7; 4: 7; 5: 1; 
Differentiation_of_T_lymphocytes,  77,  9,  6,  158, 0, 5, 426102, 9033.49, 0, 45.96, 0: 8; 1: 41; 2: 35; 3: 6; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes,  63,  4, 14,  158, 0, 5, 439053, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 30; 3: 11; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 459,  5, 11,  158, 0, 5, 432233, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 35; 3: 10; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 383,  5, 11,  158, 0, 5, 432302, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 31; 3: 8; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 228,  6,  9,  158, 0, 5, 426087, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 31; 3: 6; 4: 6; 5: 2; 
Differentiation_of_T_lymphocytes, 192,  4, 13,  158, 0, 5, 410781, 9033.49, 1, 45.96, 0: 8; 1: 39; 2: 34; 3: 14; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 742,  5, 10,  158, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 36; 3: 7; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 242,  5, 11,  158, 0, 5, 432287, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 37; 3: 5; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 723,  9,  6,  158, 0, 5, 426024, 9033.49, 0, 45.96, 0: 8; 1: 46; 2: 29; 3: 5; 4: 6; 5: 3; 
Differentiation_of_T_lymphocytes, 636,  5, 11,  158, 0, 5, 432215, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 31; 3: 11; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 740,  6,  9,  159, 0, 5, 426129, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 29; 3: 11; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 259,  4, 14,  159, 0, 5, 439296, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 34; 3: 11; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 725,  5, 10,  159, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 35; 3: 8; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 605,  9,  6,  159, 0, 5, 426086, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 34; 3: 1; 4: 6; 5: 4; 
Differentiation_of_T_lymphocytes, 212,  5, 11,  159, 0, 5, 432063, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 36; 3: 7; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 119,  5, 10,  159, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 39; 2: 37; 3: 8; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 965,  4, 13,  159, 0, 5, 410742, 9033.49, 1, 45.96, 0: 8; 1: 39; 2: 35; 3: 11; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 288,  5, 12,  159, 0, 5, 464232, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 34; 3: 7; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 764,  9,  6,  159, 0, 5, 426115, 9033.49, 0, 45.96, 0: 8; 1: 45; 2: 29; 3: 8; 4: 3; 5: 4; 
Differentiation_of_T_lymphocytes, 593,  4, 13,  159, 0, 5, 410707, 9033.49, 1, 45.96, 0: 8; 1: 38; 2: 35; 3: 14; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 546,  5, 10,  159, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 35; 3: 8; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 657,  5, 11,  159, 0, 5, 432114, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 32; 3: 8; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 341,  4, 14,  159, 0, 5, 439296, 9033.49, 1, 45.96, 0: 8; 1: 39; 2: 35; 3: 11; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 373,  4, 14,  160, 0, 5, 439175, 9033.49, 1, 45.96, 0: 8; 1: 39; 2: 33; 3: 14; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 158,  5, 11,  160, 0, 5, 432086, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 32; 3: 11; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 577,  5, 12,  160, 0, 5, 463846, 9033.49, 1, 45.96, 0: 8; 1: 39; 2: 35; 3: 10; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 724,  8,  7,  160, 0, 5, 439187, 9033.49, 1, 45.96, 0: 8; 1: 45; 2: 29; 3: 5; 4: 8; 5: 2; 
Differentiation_of_T_lymphocytes, 685,  5, 12,  160, 0, 5, 463890, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 30; 3: 11; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes,  25,  4, 14,  160, 0, 5, 439255, 9033.49, 1, 45.96, 0: 8; 1: 38; 2: 36; 3: 11; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 557,  5, 11,  160, 0, 5, 432199, 9033.49, 1, 45.96, 0: 8; 1: 39; 2: 36; 3: 8; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 583,  4, 14,  160, 0, 5, 439335, 9033.49, 1, 45.96, 0: 8; 1: 39; 2: 33; 3: 14; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 798,  5, 11,  160, 0, 5, 432179, 9033.49, 0, 45.96, 0: 8; 1: 43; 2: 30; 3: 9; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes, 652,  4, 13,  160, 0, 5, 410754, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 28; 3: 9; 4: 7; 5: 1; 
Differentiation_of_T_lymphocytes, 875,  4, 14,  160, 0, 5, 438838, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 27; 3: 11; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 441,  5, 10,  160, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 37; 2: 38; 3: 10; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 739,  9,  6,  160, 0, 5, 426063, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 32; 3: 8; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes,  10,  5, 11,  160, 0, 5, 432124, 9033.49, 1, 45.96, 0: 8; 1: 38; 2: 36; 3: 11; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes,  81,  5, 11,  160, 0, 5, 432242, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 27; 3: 11; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 193,  5, 12,  160, 0, 5, 463952, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 30; 3: 11; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 256,  5, 10,  160, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 29; 3: 14; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 474,  4, 13,  160, 0, 5, 410767, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 32; 3: 10; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 408,  5, 12,  160, 0, 5, 463976, 9033.49, 1, 45.96, 0: 8; 1: 47; 2: 27; 3: 6; 4: 4; 5: 5; 
Differentiation_of_T_lymphocytes, 708,  5, 10,  160, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 32; 3: 11; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes,  42,  4, 13,  161, 0, 5, 410745, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 29; 3: 15; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 646,  4, 14,  161, 0, 5, 439230, 9033.49, 1, 45.96, 0: 8; 1: 37; 2: 37; 3: 11; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 819,  9,  6,  161, 0, 5, 426160, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 27; 3: 12; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 966,  5, 10,  161, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 38; 2: 36; 3: 10; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 638,  4, 14,  161, 0, 5, 439165, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 27; 3: 13; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 247,  5, 10,  161, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 29; 3: 15; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 987,  9,  6,  161, 0, 5, 426009, 9033.49, 1, 45.96, 0: 8; 1: 44; 2: 30; 3: 6; 4: 6; 5: 3; 
Differentiation_of_T_lymphocytes, 472,  4, 13,  161, 0, 5, 410713, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 28; 3: 17; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 763,  4, 13,  161, 0, 5, 410717, 9033.49, 0, 45.96, 0: 8; 1: 34; 2: 42; 3: 10; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 311,  4, 14,  161, 0, 5, 439393, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 31; 3: 14; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 458,  4, 13,  162, 0, 5, 410726, 9033.49, 1, 45.96, 0: 8; 1: 40; 2: 31; 3: 13; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 801,  4, 14,  162, 0, 5, 439219, 9033.49, 1, 45.96, 0: 8; 1: 39; 2: 34; 3: 12; 4: 1; 5: 3; 
Differentiation_of_T_lymphocytes, 902,  4, 14,  162, 0, 5, 439159, 9033.49, 1, 45.96, 0: 8; 1: 39; 2: 33; 3: 12; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 733,  4, 13,  162, 0, 5, 410758, 9033.49, 1, 45.96, 0: 8; 1: 43; 2: 25; 3: 16; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 381,  5, 11,  162, 0, 5, 432177, 9033.49, 1, 45.96, 0: 8; 1: 38; 2: 35; 3: 11; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 172,  5, 10,  162, 0, 5, 395675, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 33; 3: 9; 4: 2; 5: 4; 
Differentiation_of_T_lymphocytes, 173,  8,  7,  162, 0, 5, 439264, 9033.49, 1, 45.96, 0: 8; 1: 41; 2: 34; 3: 7; 4: 3; 5: 4; 
Differentiation_of_T_lymphocytes, 156,  4, 13,  162, 0, 5, 410784, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 30; 3: 11; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 996,  4, 14,  162, 0, 5, 439168, 9033.49, 1, 45.96, 0: 8; 1: 42; 2: 31; 3: 8; 4: 6; 5: 2; 
