Seed 1656949570
ARCH 1|F_ID 0|LIMIT 4
before: 
3(417)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 429,  7, 10,  165, 1, 3, 557233, 11999.60, 0, 0.00, 1: 98; 2: 29; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 380,  5, 15,  179, 0, 4, 589906, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 28; 3: 5; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 801,  9,  8,  179, 0, 4, 569987, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 29; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 262,  7, 11,  179, 0, 4, 605333, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 31; 3: 2; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 335,  6, 13,  179, 0, 4, 609810, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 28; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 238,  9,  8,  179, 0, 4, 570080, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 34; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 537,  5, 14,  179, 0, 4, 556640, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 33; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 802,  6, 12,  179, 0, 4, 570111, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 27; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 756,  6, 13,  179, 0, 4, 610227, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 27; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 888,  6, 13,  179, 0, 4, 610278, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 33; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 869,  5, 14,  179, 0, 4, 556967, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 31; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 168,  7, 11,  179, 0, 4, 605598, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 29; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 714,  7, 10,  179, 0, 4, 557130, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 26; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 477,  5, 14,  179, 0, 4, 556985, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 31; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  47,  7, 11,  179, 0, 4, 605487, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 30; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 970,  6, 13,  179, 0, 4, 610776, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 27; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 432,  5, 14,  179, 0, 4, 557113, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 24; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  14,  7, 11,  179, 0, 4, 604438, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 27; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 185,  5, 15,  179, 0, 4, 590532, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 33; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 675,  6, 12,  179, 0, 4, 570368, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 25; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  50,  5, 15,  179, 0, 4, 590797, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 29; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 161,  7, 10,  179, 0, 4, 557170, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 27; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 364,  5, 14,  179, 0, 4, 556968, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 33; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 866,  6, 12,  179, 0, 4, 570597, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 31; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 227, 10,  7,  179, 0, 4, 557296, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 26; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  33,  7, 10,  179, 0, 4, 557263, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 34; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 509,  6, 13,  179, 0, 4, 609985, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 25; 3: 5; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 708,  5, 14,  179, 0, 4, 557225, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 29; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 670,  5, 16,  179, 0, 4, 623203, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 30; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 367,  9,  8,  179, 0, 4, 570121, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 32; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 416,  5, 14,  179, 0, 4, 557114, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 30; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 715,  6, 13,  180, 0, 4, 610940, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 27; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  86,  9,  8,  180, 0, 4, 570462, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 25; 3: 7; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 109,  7, 10,  180, 0, 4, 557169, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 33; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 561, 10,  7,  180, 0, 4, 557186, 11999.60, 1, 67.46, 0: 1; 1: 85; 2: 39; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 748,  8,  9,  180, 0, 4, 570277, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 26; 3: 5; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  64,  9,  8,  180, 0, 4, 570358, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 30; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 658,  5, 16,  180, 0, 4, 621639, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 33; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 628,  7, 10,  180, 0, 4, 557164, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 31; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 630,  7, 10,  180, 0, 4, 557108, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 36; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 699,  9,  8,  180, 0, 4, 570186, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 28; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 819, 10,  7,  180, 0, 4, 557116, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 27; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  71,  6, 13,  180, 0, 4, 610582, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 27; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 604,  8,  9,  180, 0, 4, 570312, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 32; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  80,  6, 13,  180, 0, 4, 609547, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 26; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  92,  5, 14,  180, 0, 4, 556962, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 27; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 117, 10,  7,  180, 0, 4, 557305, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 32; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  68,  5, 14,  180, 0, 4, 557213, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 30; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 752, 10,  7,  180, 0, 4, 557027, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 32; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 583,  6, 13,  180, 0, 4, 610181, 11999.60, 1, 67.46, 0: 1; 1: 96; 2: 21; 3: 6; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 738,  7, 11,  180, 0, 4, 604971, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 27; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 759, 10,  7,  180, 0, 4, 556971, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 36; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 736,  7, 10,  180, 0, 4, 557186, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 32; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 597,  6, 13,  180, 0, 4, 609898, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 28; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 792,  9,  8,  180, 0, 4, 569501, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 25; 3: 7; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 903,  6, 12,  180, 0, 4, 570350, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 22; 3: 10; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 848,  5, 14,  180, 0, 4, 557251, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 33; 3: 3; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 155,  6, 12,  180, 0, 4, 570469, 11999.60, 1, 67.46, 0: 1; 1: 85; 2: 38; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 342,  7, 10,  180, 0, 4, 557217, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 33; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 406, 10,  7,  180, 0, 4, 557175, 11999.60, 1, 67.46, 0: 1; 1: 85; 2: 39; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 157, 10,  7,  180, 0, 4, 557177, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 35; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 510, 10,  7,  180, 0, 4, 557284, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 27; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 505,  9,  8,  180, 0, 4, 570110, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 34; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 329,  5, 14,  180, 0, 4, 557233, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 33; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 863,  6, 12,  180, 0, 4, 570593, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 31; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 433,  5, 16,  180, 0, 4, 622459, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 32; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 988,  5, 14,  180, 0, 4, 557274, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 28; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 439,  6, 13,  180, 0, 4, 610371, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 28; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 977,  5, 16,  180, 0, 4, 622712, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 29; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 964,  5, 15,  180, 0, 4, 590784, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 28; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 976,  7, 10,  180, 0, 4, 557316, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 29; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 886,  5, 15,  180, 0, 4, 590423, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 31; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 302,  5, 14,  180, 0, 4, 557228, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 26; 3: 5; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 221,  5, 14,  180, 0, 4, 557277, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 26; 3: 11; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 222,  9,  8,  180, 0, 4, 570204, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 30; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 879,  9,  8,  180, 0, 4, 570673, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 30; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 530,  6, 13,  180, 0, 4, 610523, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 33; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 258,  5, 16,  180, 0, 4, 620873, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 948,  6, 12,  180, 0, 4, 570566, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 36; 3: 3; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  18,  8,  9,  180, 0, 4, 570402, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 30; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 355,  5, 14,  180, 0, 4, 557351, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 34; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 951, 10,  7,  180, 0, 4, 557021, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 28; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 272,  6, 12,  180, 0, 4, 569802, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 28; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 943,  9,  8,  180, 0, 4, 570351, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 32; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 369,  9,  8,  180, 0, 4, 569786, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 30; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 234,  6, 13,  180, 0, 4, 609125, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 31; 3: 4; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  15,  8,  9,  180, 0, 4, 569945, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 31; 3: 4; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 153,  9,  8,  180, 0, 4, 570174, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 28; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 357,  5, 14,  181, 0, 4, 557125, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 26; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 811,  5, 16,  181, 0, 4, 622701, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 26; 3: 7; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 447,  7, 10,  181, 0, 4, 557306, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 445,  5, 14,  181, 0, 4, 557107, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 25; 3: 9; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 317,  5, 15,  181, 0, 4, 590820, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 28; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 320,  7, 11,  181, 0, 4, 605466, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 34; 3: 3; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  44,  8,  9,  181, 0, 4, 570477, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 32; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 440,  5, 16,  181, 0, 4, 623017, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 787,  5, 16,  181, 0, 4, 623220, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 31; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 784,  7, 10,  181, 0, 4, 557217, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 36; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 438,  5, 15,  181, 0, 4, 590577, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 31; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 703,  7, 10,  181, 0, 4, 557232, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 33; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 775, 10,  7,  181, 0, 4, 557101, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 33; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 216,  6, 13,  181, 0, 4, 610523, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 27; 3: 11; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 428,  5, 15,  181, 0, 4, 590856, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 31; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 427,  5, 16,  181, 0, 4, 622909, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 26; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 956,  5, 16,  181, 0, 4, 622713, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 651,  5, 14,  181, 0, 4, 556999, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 365,  6, 12,  181, 0, 4, 570418, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 29; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 402,  5, 16,  181, 0, 4, 623200, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 33; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 778,  5, 15,  181, 0, 4, 589738, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 922,  7, 11,  181, 0, 4, 605063, 11999.60, 1, 67.46, 0: 1; 1: 94; 2: 22; 3: 9; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 648,  8,  9,  181, 0, 4, 570477, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 30; 3: 5; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 260,  7, 10,  181, 0, 4, 556820, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 32; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 593,  6, 12,  181, 0, 4, 569941, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 32; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 727,  6, 12,  181, 0, 4, 570102, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 28; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 862,  5, 16,  181, 0, 4, 622490, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 29; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 991,  7, 11,  181, 0, 4, 605705, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 34; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 986,  5, 16,  181, 0, 4, 622530, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 33; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 599,  5, 15,  181, 0, 4, 590575, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 28; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 278,  6, 13,  181, 0, 4, 610839, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 32; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 138,  5, 15,  181, 0, 4, 590559, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 31; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 486,  9,  8,  181, 0, 4, 570332, 11999.60, 1, 67.46, 0: 1; 1: 92; 2: 26; 3: 7; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 311,  8,  9,  181, 0, 4, 570524, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 34; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 255,  5, 14,  181, 0, 4, 557243, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 28; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 140, 10,  7,  181, 0, 4, 557323, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 29; 3: 4; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 850,  5, 16,  181, 0, 4, 622330, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 32; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 996,  5, 16,  181, 0, 4, 622101, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 31; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 251,  5, 15,  181, 0, 4, 590705, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 35; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 552,  8,  9,  181, 0, 4, 570451, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 224,  5, 16,  181, 0, 4, 622343, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 28; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 646,  7, 10,  182, 0, 4, 557270, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 28; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 531,  5, 15,  182, 0, 4, 590347, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 26; 3: 12; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 149,  5, 15,  182, 0, 4, 590498, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 33; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 191,  6, 12,  182, 0, 4, 570154, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 29; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 740,  5, 14,  182, 0, 4, 557232, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 345,  7, 11,  182, 0, 4, 604986, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 32; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 397,  6, 12,  182, 0, 4, 570542, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 27; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  75,  5, 16,  182, 0, 4, 622755, 11999.60, 1, 67.46, 0: 1; 1: 95; 2: 19; 3: 11; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 796,  6, 13,  182, 0, 4, 610608, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 32; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 395,  5, 16,  182, 0, 4, 622775, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 30; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 568,  6, 12,  182, 0, 4, 570530, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 31; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  85,  5, 15,  182, 0, 4, 590688, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 32; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 937,  5, 16,  182, 0, 4, 622459, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 34; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 547,  5, 14,  182, 0, 4, 557197, 11999.60, 1, 67.46, 0: 1; 1: 88; 2: 32; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 674, 10,  7,  182, 0, 4, 557344, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 36; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 504,  6, 12,  182, 0, 4, 570318, 11999.60, 1, 67.46, 0: 1; 1: 91; 2: 27; 3: 7; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 971,  6, 13,  182, 0, 4, 610410, 11999.60, 1, 67.46, 0: 1; 1: 90; 2: 29; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 169, 10,  7,  182, 0, 4, 557226, 11999.60, 1, 67.46, 0: 1; 1: 86; 2: 36; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 607,  5, 16,  182, 0, 4, 621596, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 32; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 980,  6, 13,  182, 0, 4, 610569, 11999.60, 1, 67.46, 0: 1; 1: 87; 2: 34; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 316, 10,  7,  182, 0, 4, 557105, 11999.60, 1, 67.46, 0: 1; 1: 89; 2: 29; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 720,  5, 16,  182, 0, 4, 622221, 11999.60, 1, 67.46, 0: 1; 1: 93; 2: 24; 3: 7; 4: 5; 
