Seed 1656949570
ARCH 0|F_ID 2|LIMIT 4
before: 
4(993)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 326,  9,  8,  225, 0, 4, 570202, 16660.03, 0, 0.00, 0: 1; 1: 67; 2: 35; 3: 20; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo,  88,  5, 16,  288, 0, 6, 622526, 16660.03, 1, 80.98, 0: 1; 1: 46; 2: 35; 3: 23; 4: 23; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 881,  5, 15,  288, 0, 6, 590652, 16660.03, 1, 80.98, 0: 1; 1: 53; 2: 27; 3: 21; 4: 24; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 232,  5, 16,  289, 0, 6, 622439, 16660.03, 1, 80.98, 0: 1; 1: 50; 2: 33; 3: 23; 4: 16; 5: 2; 6: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 897,  5, 14,  289, 0, 6, 557188, 16660.03, 0, 80.98, 0: 1; 1: 51; 2: 28; 3: 22; 4: 25; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 104,  6, 13,  290, 0, 6, 610177, 16660.03, 1, 80.98, 0: 1; 1: 46; 2: 39; 3: 18; 4: 22; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 758,  5, 15,  290, 0, 6, 590635, 16660.03, 1, 80.98, 0: 1; 1: 47; 2: 34; 3: 19; 4: 28; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 711,  5, 14,  291, 0, 6, 557181, 16660.03, 1, 80.98, 0: 1; 1: 41; 2: 44; 3: 21; 4: 18; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 966,  5, 16,  291, 0, 6, 622543, 16660.03, 1, 80.98, 0: 1; 1: 45; 2: 38; 3: 20; 4: 22; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 462,  5, 15,  291, 0, 6, 590613, 16660.03, 1, 80.98, 0: 1; 1: 54; 2: 26; 3: 24; 4: 16; 5: 5; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 928,  6, 12,  291, 0, 6, 570315, 16660.03, 1, 80.98, 0: 1; 1: 52; 2: 32; 3: 16; 4: 19; 5: 9; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 811,  5, 16,  291, 0, 6, 622461, 16660.03, 1, 80.98, 0: 1; 1: 46; 2: 40; 3: 15; 4: 23; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 933,  5, 16,  291, 0, 6, 622545, 16660.03, 1, 80.98, 0: 1; 1: 44; 2: 39; 3: 21; 4: 22; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 327,  5, 16,  291, 0, 6, 622618, 16660.03, 0, 80.98, 0: 1; 1: 47; 2: 33; 3: 24; 4: 20; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 787,  5, 16,  291, 0, 6, 622468, 16660.03, 1, 80.98, 0: 1; 1: 47; 2: 36; 3: 22; 4: 18; 5: 2; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 812,  6, 12,  291, 0, 6, 570317, 16660.03, 1, 80.98, 0: 1; 1: 46; 2: 35; 3: 28; 4: 13; 5: 3; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 833,  5, 16,  292, 0, 6, 622520, 16660.03, 1, 80.98, 0: 1; 1: 47; 2: 37; 3: 21; 4: 17; 5: 2; 6: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 408,  5, 15,  292, 0, 6, 590535, 16660.03, 1, 80.98, 0: 1; 1: 45; 2: 37; 3: 20; 4: 23; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 729,  5, 16,  292, 0, 6, 622521, 16660.03, 1, 80.98, 0: 1; 1: 51; 2: 27; 3: 22; 4: 25; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 688,  5, 15,  292, 0, 6, 590615, 16660.03, 1, 80.98, 0: 1; 1: 48; 2: 34; 3: 20; 4: 22; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 185,  5, 15,  293, 0, 6, 590600, 16660.03, 0, 80.98, 0: 1; 1: 49; 2: 30; 3: 22; 4: 23; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 740,  5, 14,  293, 0, 6, 557159, 16660.03, 1, 80.98, 0: 1; 1: 46; 2: 35; 3: 23; 4: 20; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 572,  5, 14,  293, 0, 6, 557126, 16660.03, 1, 80.98, 0: 1; 1: 48; 2: 31; 3: 21; 4: 26; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 669,  5, 14,  293, 0, 6, 557159, 16660.03, 1, 80.98, 0: 1; 1: 44; 2: 36; 3: 25; 4: 20; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 848,  5, 14,  294, 0, 6, 557154, 16660.03, 1, 80.98, 0: 1; 1: 47; 2: 30; 3: 29; 4: 18; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 457,  5, 14,  294, 0, 6, 557162, 16660.03, 1, 80.98, 0: 1; 1: 46; 2: 31; 3: 27; 4: 21; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 380,  5, 15,  295, 0, 6, 590573, 16660.03, 1, 80.98, 0: 1; 1: 49; 2: 30; 3: 20; 4: 26; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 212,  5, 14,  295, 0, 6, 557177, 16660.03, 1, 80.98, 0: 1; 1: 45; 2: 34; 3: 22; 4: 26; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 302,  5, 14,  296, 0, 6, 557183, 16660.03, 1, 80.98, 0: 1; 1: 42; 2: 41; 3: 17; 4: 26; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 200,  5, 16,  297, 0, 6, 622637, 16660.03, 1, 80.98, 0: 1; 1: 42; 2: 39; 3: 26; 4: 15; 5: 3; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 293,  5, 14,  298, 0, 6, 557195, 16660.03, 1, 80.98, 0: 1; 1: 49; 2: 29; 3: 25; 4: 17; 5: 6; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 587,  5, 14,  298, 0, 6, 557300, 16660.03, 1, 80.98, 0: 1; 1: 48; 2: 31; 3: 22; 4: 21; 5: 4; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 747,  5, 15,  298, 0, 6, 590652, 16660.03, 1, 80.98, 0: 1; 1: 52; 2: 26; 3: 18; 4: 27; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 773,  5, 14,  298, 0, 6, 557161, 16660.03, 1, 80.98, 0: 1; 1: 43; 2: 38; 3: 19; 4: 25; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 358,  5, 15,  298, 0, 6, 590661, 16660.03, 1, 80.98, 0: 1; 1: 42; 2: 34; 3: 29; 4: 20; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 744,  5, 14,  299, 0, 6, 557153, 16660.03, 1, 80.98, 0: 1; 1: 45; 2: 32; 3: 27; 4: 20; 5: 1; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 996,  5, 16,  299, 0, 6, 622568, 16660.03, 1, 80.98, 0: 1; 1: 43; 2: 37; 3: 21; 4: 23; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 522,  5, 14,  300, 0, 6, 557198, 16660.03, 0, 80.98, 0: 1; 1: 45; 2: 33; 3: 20; 4: 28; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  29,  5, 16,  300, 0, 6, 622512, 16660.03, 1, 80.98, 0: 1; 1: 49; 2: 28; 3: 20; 4: 27; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  40,  5, 14,  300, 0, 6, 557183, 16660.03, 1, 80.98, 0: 1; 1: 50; 2: 28; 3: 18; 4: 28; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 832,  5, 14,  300, 0, 6, 557191, 16660.03, 1, 80.98, 0: 1; 1: 46; 2: 30; 3: 22; 4: 28; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 733,  5, 16,  301, 0, 6, 622460, 16660.03, 1, 80.98, 0: 1; 1: 49; 2: 23; 3: 30; 4: 22; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 372,  5, 16,  301, 0, 6, 622447, 16660.03, 1, 80.98, 0: 1; 1: 49; 2: 25; 3: 29; 4: 20; 5: 1; 6: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 433,  5, 16,  302, 0, 6, 622539, 16660.03, 0, 80.98, 0: 1; 1: 43; 2: 36; 3: 18; 4: 28; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,   2,  5, 14,  302, 0, 6, 557173, 16660.03, 1, 80.98, 0: 1; 1: 45; 2: 34; 3: 25; 4: 17; 5: 2; 6: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 357,  5, 14,  302, 0, 6, 557158, 16660.03, 1, 80.98, 0: 1; 1: 42; 2: 38; 3: 21; 4: 23; 5: 1; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 656,  5, 16,  303, 0, 6, 622487, 16660.03, 1, 80.98, 0: 1; 1: 45; 2: 29; 3: 24; 4: 28; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 501,  5, 14,  303, 0, 6, 557162, 16660.03, 1, 80.98, 0: 1; 1: 48; 2: 25; 3: 22; 4: 32; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 629,  5, 16,  303, 0, 6, 622528, 16660.03, 1, 80.98, 0: 1; 1: 45; 2: 33; 3: 22; 4: 23; 5: 2; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 440,  5, 16,  303, 0, 6, 622483, 16660.03, 1, 80.98, 0: 1; 1: 45; 2: 31; 3: 25; 4: 22; 5: 3; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 872,  5, 16,  304, 0, 6, 622531, 16660.03, 1, 80.98, 0: 1; 1: 46; 2: 34; 3: 21; 4: 19; 5: 3; 6: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 317,  5, 15,  304, 0, 6, 590843, 16660.03, 1, 80.98, 0: 1; 1: 46; 2: 28; 3: 25; 4: 24; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 427,  5, 16,  305, 0, 6, 622532, 16660.03, 1, 80.98, 0: 1; 1: 41; 2: 35; 3: 23; 4: 27; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 197,  5, 16,  306, 0, 6, 622528, 16660.03, 1, 80.98, 0: 1; 1: 42; 2: 35; 3: 18; 4: 32; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 990,  5, 14,  306, 0, 6, 557205, 16660.03, 1, 80.98, 0: 1; 1: 47; 2: 30; 3: 19; 4: 25; 5: 6; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 393,  5, 16,  308, 0, 6, 622443, 16660.03, 1, 80.98, 0: 1; 1: 42; 2: 33; 3: 23; 4: 26; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 701,  5, 16,  309, 0, 6, 622555, 16660.03, 0, 80.98, 0: 1; 1: 43; 2: 34; 3: 16; 4: 31; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 339,  5, 16,  309, 0, 6, 622415, 16660.03, 1, 80.98, 0: 1; 1: 44; 2: 29; 3: 23; 4: 29; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 225,  5, 15,  309, 0, 6, 590580, 16660.03, 1, 80.98, 0: 1; 1: 45; 2: 25; 3: 25; 4: 32; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 332,  5, 16,  310, 0, 6, 622520, 16660.03, 1, 80.98, 0: 1; 1: 42; 2: 34; 3: 24; 4: 21; 5: 4; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 154,  6, 13,  310, 0, 6, 610387, 16660.03, 1, 80.98, 0: 1; 1: 47; 2: 29; 3: 15; 4: 33; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 839,  5, 16,  311, 0, 6, 622579, 16660.03, 1, 80.98, 0: 1; 1: 37; 2: 37; 3: 23; 4: 30; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 497,  5, 16,  311, 0, 6, 622564, 16660.03, 1, 80.98, 0: 1; 1: 45; 2: 25; 3: 27; 4: 28; 5: 1; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 300,  5, 15,  312, 0, 6, 590638, 16660.03, 1, 80.98, 0: 1; 1: 42; 2: 30; 3: 24; 4: 29; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 108,  5, 15,  313, 0, 6, 590422, 16660.03, 1, 80.98, 0: 1; 1: 41; 2: 31; 3: 28; 4: 22; 5: 4; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 757,  5, 16,  313, 0, 6, 622469, 16660.03, 0, 80.98, 0: 1; 1: 41; 2: 35; 3: 20; 4: 26; 5: 4; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 827,  5, 14,  313, 0, 6, 557162, 16660.03, 1, 80.98, 0: 1; 1: 40; 2: 36; 3: 18; 4: 30; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 734,  5, 16,  316, 0, 6, 622659, 16660.03, 1, 80.98, 0: 1; 1: 43; 2: 25; 3: 28; 4: 29; 5: 1; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 198,  5, 15,  318, 0, 6, 590553, 16660.03, 1, 80.98, 0: 1; 1: 39; 2: 34; 3: 24; 4: 25; 5: 3; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 634,  5, 15,  321, 0, 6, 590627, 16660.03, 1, 80.98, 0: 1; 1: 43; 2: 28; 3: 25; 4: 24; 5: 3; 6: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 306,  5, 15,  323, 0, 6, 590533, 16660.03, 0, 80.98, 0: 1; 1: 39; 2: 27; 3: 24; 4: 38; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 696,  6, 12,  324, 0, 6, 570253, 16660.03, 1, 80.98, 0: 1; 1: 43; 2: 24; 3: 29; 4: 24; 5: 4; 6: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  98,  5, 16,  324, 0, 6, 622427, 16660.03, 1, 80.98, 0: 1; 1: 40; 2: 26; 3: 27; 4: 32; 5: 1; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 448,  5, 15,  326, 0, 6, 590584, 16660.03, 1, 80.98, 0: 1; 1: 36; 2: 28; 3: 32; 4: 29; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 226,  5, 15,  326, 0, 6, 590571, 16660.03, 1, 80.98, 0: 1; 1: 38; 2: 31; 3: 21; 4: 34; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 956,  5, 16,  330, 0, 6, 622299, 16660.03, 1, 80.98, 0: 1; 1: 35; 2: 30; 3: 25; 4: 36; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 613,  5, 14,  339, 0, 6, 557054, 16660.03, 1, 80.98, 0: 1; 1: 35; 2: 33; 3: 23; 4: 27; 5: 5; 6: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  95,  5, 15,  340, 0, 6, 590634, 16660.03, 0, 80.98, 0: 1; 1: 37; 2: 26; 3: 23; 4: 36; 5: 4; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 173,  5, 15,  344, 0, 6, 590485, 16660.03, 1, 80.98, 0: 1; 1: 29; 2: 37; 3: 22; 4: 35; 5: 1; 6: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 236,  5, 15,  347, 0, 6, 590591, 16660.03, 1, 80.98, 0: 1; 1: 28; 2: 28; 3: 32; 4: 39; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 432,  5, 14,  357, 0, 6, 557184, 16660.03, 1, 80.98, 0: 1; 1: 22; 2: 37; 3: 25; 4: 42; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 403,  5, 14,  359, 0, 6, 557149, 16660.03, 0, 80.98, 0: 1; 1: 28; 2: 28; 3: 25; 4: 43; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 750,  5, 15,  359, 0, 6, 590557, 16660.03, 1, 80.98, 0: 1; 1: 30; 2: 20; 3: 35; 4: 39; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 304,  5, 14,  362, 0, 6, 557144, 16660.03, 1, 80.98, 0: 1; 1: 28; 2: 27; 3: 26; 4: 42; 5: 2; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,  85,  5, 15,  362, 0, 6, 590480, 16660.03, 1, 80.98, 0: 1; 1: 32; 2: 25; 3: 24; 4: 38; 5: 4; 6: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  69,  5, 14,  363, 0, 6, 557184, 16660.03, 1, 80.98, 0: 1; 1: 26; 2: 28; 3: 27; 4: 42; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 525,  5, 15,  375, 0, 6, 590539, 16660.03, 1, 80.98, 0: 1; 1: 24; 2: 24; 3: 30; 4: 46; 5: 1; 6: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 577,  5, 16,  377, 0, 6, 622464, 16660.03, 1, 80.98, 0: 1; 1: 28; 2: 21; 3: 30; 4: 39; 5: 5; 6: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 785,  5, 14,  383, 0, 6, 557174, 16660.03, 0, 80.98, 0: 1; 1: 18; 2: 24; 3: 37; 4: 45; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 442,  7, 10,  247, 0, 7, 557202, 16660.03, 0, 80.98, 0: 1; 1: 60; 2: 36; 3: 20; 4: 12; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 605,  7, 11,  248, 0, 7, 604853, 16660.03, 1, 80.98, 0: 1; 1: 65; 2: 33; 3: 15; 4: 11; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 118, 10,  7,  251, 0, 7, 557182, 16660.03, 1, 80.98, 0: 1; 1: 58; 2: 41; 3: 17; 4: 7; 5: 5; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 805,  8,  9,  251, 0, 7, 570214, 16660.03, 1, 80.98, 0: 1; 1: 66; 2: 29; 3: 17; 4: 13; 5: 1; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 889,  7, 10,  252, 0, 7, 557161, 16660.03, 1, 80.98, 0: 1; 1: 65; 2: 31; 3: 17; 4: 9; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 292,  8,  9,  252, 0, 7, 570290, 16660.03, 1, 80.98, 0: 1; 1: 63; 2: 33; 3: 20; 4: 8; 6: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 789,  8,  9,  252, 0, 7, 570289, 16660.03, 1, 80.98, 0: 1; 1: 62; 2: 35; 3: 17; 4: 11; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 367,  9,  8,  253, 0, 7, 570299, 16660.03, 1, 80.98, 0: 1; 1: 62; 2: 33; 3: 18; 4: 12; 5: 2; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 431,  7, 11,  254, 0, 7, 605021, 16660.03, 1, 80.98, 0: 1; 1: 62; 2: 34; 3: 13; 4: 17; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 695,  7, 10,  254, 0, 7, 557160, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 41; 3: 13; 4: 10; 5: 3; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 162,  7, 10,  255, 0, 7, 557168, 16660.03, 0, 80.98, 0: 1; 1: 61; 2: 34; 3: 17; 4: 13; 5: 2; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 689,  8,  9,  256, 0, 7, 570278, 16660.03, 1, 80.98, 0: 1; 1: 65; 2: 29; 3: 19; 4: 9; 5: 3; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 482,  9,  8,  256, 0, 7, 570288, 16660.03, 1, 80.98, 0: 1; 1: 60; 2: 34; 3: 20; 4: 9; 5: 5; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 297,  7, 10,  256, 0, 7, 557174, 16660.03, 1, 80.98, 0: 1; 1: 64; 2: 27; 3: 22; 4: 11; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 721, 10,  7,  256, 0, 7, 557187, 16660.03, 1, 80.98, 0: 1; 1: 57; 2: 37; 3: 22; 4: 8; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 633,  7, 10,  256, 0, 7, 557152, 16660.03, 1, 80.98, 0: 1; 1: 57; 2: 42; 3: 12; 4: 14; 5: 2; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 222,  9,  8,  257, 0, 7, 570245, 16660.03, 1, 80.98, 0: 1; 1: 57; 2: 41; 3: 15; 4: 10; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  65,  7, 11,  257, 0, 7, 604987, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 31; 3: 25; 4: 12; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 702,  9,  8,  257, 0, 7, 570280, 16660.03, 0, 80.98, 0: 1; 1: 67; 2: 27; 3: 17; 4: 11; 5: 2; 6: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 510, 10,  7,  257, 0, 7, 557178, 16660.03, 0, 80.98, 0: 1; 1: 61; 2: 30; 3: 22; 4: 12; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  31,  8,  9,  257, 0, 7, 570278, 16660.03, 1, 80.98, 0: 1; 1: 57; 2: 40; 3: 16; 4: 11; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 661,  7, 10,  257, 0, 7, 557141, 16660.03, 0, 80.98, 0: 1; 1: 59; 2: 37; 3: 14; 4: 16; 5: 1; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 543,  9,  8,  258, 0, 7, 570274, 16660.03, 1, 80.98, 0: 1; 1: 61; 2: 39; 3: 10; 4: 12; 5: 2; 6: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  99,  7, 11,  259, 0, 7, 604983, 16660.03, 1, 80.98, 0: 1; 1: 63; 2: 30; 3: 18; 4: 13; 5: 2; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 626,  7, 11,  259, 0, 7, 604950, 16660.03, 1, 80.98, 0: 1; 1: 63; 2: 30; 3: 16; 4: 15; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 919, 10,  7,  260, 0, 7, 557198, 16660.03, 1, 80.98, 0: 1; 1: 57; 2: 39; 3: 16; 4: 11; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 949,  6, 13,  260, 0, 7, 610118, 16660.03, 1, 80.98, 0: 1; 1: 56; 2: 39; 3: 15; 4: 17; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 959,  7, 11,  260, 0, 7, 605010, 16660.03, 1, 80.98, 0: 1; 1: 64; 2: 27; 3: 21; 4: 11; 5: 2; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 780,  7, 10,  260, 0, 7, 557127, 16660.03, 1, 80.98, 0: 1; 1: 67; 2: 24; 3: 18; 4: 13; 5: 4; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  72,  7, 11,  261, 0, 7, 604973, 16660.03, 1, 80.98, 0: 1; 1: 54; 2: 45; 3: 14; 4: 10; 5: 2; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 580,  7, 11,  261, 0, 7, 604942, 16660.03, 1, 80.98, 0: 1; 1: 61; 2: 33; 3: 17; 4: 12; 5: 2; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 446,  9,  8,  261, 0, 7, 570216, 16660.03, 1, 80.98, 0: 1; 1: 58; 2: 38; 3: 14; 4: 12; 5: 6; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 694,  6, 12,  261, 0, 7, 570330, 16660.03, 1, 80.98, 0: 1; 1: 56; 2: 38; 3: 19; 4: 12; 5: 1; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 371,  8,  9,  261, 0, 7, 570303, 16660.03, 0, 80.98, 0: 1; 1: 60; 2: 32; 3: 20; 4: 10; 5: 6; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 851,  7, 10,  262, 0, 7, 557191, 16660.03, 1, 80.98, 0: 1; 1: 62; 2: 25; 3: 26; 4: 12; 5: 1; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  89,  8,  9,  263, 0, 7, 570274, 16660.03, 0, 80.98, 0: 1; 1: 58; 2: 33; 3: 19; 4: 15; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 481,  8,  9,  263, 0, 7, 570220, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 38; 3: 14; 4: 9; 5: 5; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  77,  8,  9,  263, 0, 7, 570254, 16660.03, 1, 80.98, 0: 1; 1: 52; 2: 46; 3: 16; 4: 8; 5: 4; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 505,  9,  8,  263, 0, 7, 570256, 16660.03, 1, 80.98, 0: 1; 1: 58; 2: 36; 3: 17; 4: 11; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 858,  7, 11,  263, 0, 7, 604999, 16660.03, 0, 80.98, 0: 1; 1: 55; 2: 35; 3: 21; 4: 17; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 723,  6, 13,  263, 0, 7, 610216, 16660.03, 1, 80.98, 0: 1; 1: 61; 2: 30; 3: 21; 4: 11; 5: 2; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 582,  7, 11,  263, 0, 7, 604894, 16660.03, 1, 80.98, 0: 1; 1: 57; 2: 36; 3: 18; 4: 15; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 257,  6, 12,  264, 0, 7, 570284, 16660.03, 1, 80.98, 0: 1; 1: 59; 2: 31; 3: 22; 4: 12; 5: 2; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 610,  9,  8,  264, 0, 7, 570322, 16660.03, 1, 80.98, 0: 1; 1: 61; 2: 29; 3: 21; 4: 12; 5: 3; 6: 2; 7: 1; 
