Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
3(324)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 820,  7, 11,  175, 1, 3, 605299, 16942.19, 41, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo,  42,  6, 12,  230, 0, 6, 570389, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 34; 3: 9; 4: 8; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  38,  7, 10,  230, 0, 6, 557178, 16942.19, 1, 85.52, 0: 1; 1: 74; 2: 31; 3: 11; 4: 6; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 434,  9,  8,  230, 0, 6, 570397, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 31; 3: 15; 4: 6; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 580,  7, 11,  230, 0, 6, 604878, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 35; 3: 9; 4: 9; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 402,  5, 16,  230, 0, 6, 622066, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 34; 3: 16; 4: 6; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 579,  9,  8,  230, 0, 6, 570384, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 36; 3: 10; 4: 6; 5: 3; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 582,  7, 11,  230, 0, 6, 604758, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 39; 3: 14; 4: 7; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 549,  8,  9,  230, 0, 6, 570289, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 40; 3: 17; 4: 6; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 289,  6, 12,  231, 0, 6, 570468, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 39; 3: 12; 4: 6; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 714,  7, 10,  231, 0, 6, 557105, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 38; 3: 10; 4: 6; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 581,  5, 14,  231, 0, 6, 557212, 16942.19, 0, 85.52, 0: 1; 1: 65; 2: 38; 3: 16; 4: 9; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 833,  5, 16,  231, 0, 6, 622812, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 32; 3: 14; 4: 11; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 754,  5, 15,  231, 0, 6, 590696, 16942.19, 1, 85.52, 0: 1; 1: 60; 2: 47; 3: 14; 4: 6; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 362,  5, 14,  231, 0, 6, 556985, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 43; 3: 15; 4: 4; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  96,  6, 12,  231, 0, 6, 570314, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 42; 3: 7; 4: 11; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 689,  8,  9,  231, 0, 6, 570241, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 39; 3: 13; 4: 8; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 910,  8,  9,  231, 0, 6, 570266, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 41; 3: 13; 4: 6; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  77,  8,  9,  231, 0, 6, 570329, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 31; 3: 15; 4: 9; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 610,  9,  8,  231, 0, 6, 570225, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 30; 3: 9; 4: 7; 5: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 626,  7, 11,  231, 0, 6, 605215, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 47; 3: 8; 4: 6; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 284, 10,  7,  231, 0, 6, 557163, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 38; 3: 16; 4: 5; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,   6,  8,  9,  231, 0, 6, 570308, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 43; 3: 20; 4: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 721, 10,  7,  231, 0, 6, 557192, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 38; 3: 14; 4: 6; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 431,  7, 11,  231, 0, 6, 605062, 16942.19, 1, 85.52, 0: 1; 1: 75; 2: 25; 3: 14; 4: 12; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 112,  5, 14,  231, 0, 6, 557165, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 40; 3: 11; 4: 9; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 123,  7, 10,  231, 0, 6, 557201, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 33; 3: 15; 4: 6; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 319,  8,  9,  231, 0, 6, 570396, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 36; 3: 8; 4: 15; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 109,  7, 10,  231, 0, 6, 557187, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 38; 3: 13; 4: 7; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 811,  5, 16,  231, 0, 6, 622508, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 42; 3: 9; 4: 5; 5: 3; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  63, 10,  7,  231, 0, 6, 557099, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 32; 3: 17; 4: 9; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 388,  5, 14,  232, 0, 6, 557212, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 44; 3: 15; 4: 5; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 394,  9,  8,  232, 0, 6, 570288, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 37; 3: 11; 4: 5; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 636,  5, 14,  232, 0, 6, 557129, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 44; 3: 11; 4: 8; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 176,  5, 14,  232, 0, 6, 557177, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 40; 3: 8; 4: 10; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 902,  9,  8,  232, 0, 6, 570323, 16942.19, 1, 85.52, 0: 1; 1: 76; 2: 26; 3: 13; 4: 6; 5: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 223,  7, 11,  232, 0, 6, 605029, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 43; 3: 16; 4: 5; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 375,  8,  9,  232, 0, 6, 570387, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 47; 3: 12; 4: 6; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 241,  5, 14,  232, 0, 6, 557149, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 34; 3: 14; 4: 5; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 604,  8,  9,  232, 0, 6, 570021, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 40; 3: 19; 4: 1; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 107,  6, 13,  232, 0, 6, 610369, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 40; 3: 16; 4: 6; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 874,  7, 11,  232, 0, 6, 605075, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 41; 3: 12; 4: 7; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 774,  5, 14,  232, 0, 6, 557253, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 38; 3: 16; 4: 8; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 877,  6, 12,  232, 0, 6, 570514, 16942.19, 1, 85.52, 0: 1; 1: 71; 2: 34; 3: 10; 4: 8; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 559,  8,  9,  232, 0, 6, 570337, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 41; 3: 13; 4: 6; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 315,  8,  9,  232, 0, 6, 570381, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 39; 3: 16; 4: 5; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 506,  7, 10,  232, 0, 6, 557208, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 42; 3: 9; 4: 7; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  94,  8,  9,  232, 0, 6, 570287, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 29; 3: 19; 4: 9; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 327,  5, 16,  233, 0, 6, 622560, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 35; 3: 17; 4: 6; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 869,  5, 14,  233, 0, 6, 557150, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 37; 3: 8; 4: 7; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 457,  5, 14,  233, 0, 6, 557134, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 33; 3: 15; 4: 8; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 224,  5, 16,  233, 0, 6, 622490, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 38; 3: 14; 4: 11; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 442,  7, 10,  233, 0, 6, 557178, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 34; 3: 12; 4: 7; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 744,  5, 14,  233, 0, 6, 557163, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 38; 3: 11; 4: 9; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 162,  7, 10,  233, 0, 6, 557182, 16942.19, 1, 85.52, 0: 1; 1: 76; 2: 27; 3: 10; 4: 8; 5: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 261,  7, 11,  233, 0, 6, 605001, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 32; 3: 14; 4: 9; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 975,  6, 13,  233, 0, 6, 610005, 16942.19, 1, 85.52, 0: 1; 1: 72; 2: 30; 3: 15; 4: 5; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 133, 10,  7,  233, 0, 6, 557218, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 39; 3: 12; 4: 8; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 495,  6, 13,  234, 0, 6, 610335, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 41; 3: 17; 4: 3; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 219,  6, 13,  234, 0, 6, 610215, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 40; 3: 16; 4: 8; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 933,  5, 16,  234, 0, 6, 622580, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 39; 3: 10; 4: 8; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 605,  7, 11,  234, 0, 6, 604876, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 39; 3: 14; 4: 7; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 271,  5, 15,  234, 0, 6, 590606, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 36; 3: 18; 4: 4; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 851,  7, 10,  234, 0, 6, 557158, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 32; 3: 16; 4: 5; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 217,  7, 11,  234, 0, 6, 605061, 16942.19, 1, 85.52, 0: 1; 1: 59; 2: 48; 3: 13; 4: 6; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 637,  6, 13,  234, 0, 6, 609995, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 36; 3: 17; 4: 6; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 468,  6, 12,  234, 0, 6, 570302, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 36; 3: 15; 4: 6; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 180,  6, 12,  234, 0, 6, 570303, 16942.19, 1, 85.52, 0: 1; 1: 73; 2: 28; 3: 13; 4: 10; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 393,  5, 16,  234, 0, 6, 622547, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 40; 3: 13; 4: 6; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 531,  5, 15,  235, 0, 6, 590669, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 40; 3: 12; 4: 8; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 345,  7, 11,  235, 0, 6, 605035, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 36; 3: 14; 4: 7; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 207,  5, 15,  235, 0, 6, 590665, 16942.19, 1, 85.52, 0: 1; 1: 59; 2: 44; 3: 18; 4: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 661,  7, 10,  235, 0, 6, 557066, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 37; 3: 11; 4: 7; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 977,  5, 16,  235, 0, 6, 622743, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 33; 3: 16; 4: 6; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 519,  5, 14,  235, 0, 6, 557171, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 35; 3: 10; 4: 8; 5: 3; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  19,  7, 11,  235, 0, 6, 604984, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 38; 3: 14; 4: 9; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 336,  7, 11,  235, 0, 6, 605192, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 36; 3: 18; 4: 7; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 766,  7, 11,  235, 0, 6, 605024, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 43; 3: 15; 4: 8; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 624,  5, 15,  235, 0, 6, 590630, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 44; 3: 15; 4: 5; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 715,  6, 13,  235, 0, 6, 610316, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 36; 3: 8; 4: 11; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 692,  6, 12,  236, 0, 6, 570298, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 33; 3: 12; 4: 8; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 699,  9,  8,  236, 0, 6, 570248, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 34; 3: 13; 4: 11; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 998, 10,  7,  236, 0, 6, 557178, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 36; 3: 17; 4: 8; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 294,  5, 16,  236, 0, 6, 622101, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 31; 3: 17; 4: 7; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 685,  6, 12,  236, 0, 6, 570354, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 42; 3: 12; 4: 8; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 753,  8,  9,  236, 0, 6, 570349, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 39; 3: 14; 4: 9; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 838,  8,  9,  236, 0, 6, 570443, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 38; 3: 13; 4: 7; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 850,  5, 16,  236, 0, 6, 622577, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 28; 3: 19; 4: 8; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 546,  5, 14,  236, 0, 6, 557149, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 36; 3: 14; 4: 10; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 865,  5, 15,  236, 0, 6, 590772, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 38; 3: 14; 4: 4; 5: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 427,  5, 16,  236, 0, 6, 622664, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 33; 3: 12; 4: 9; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 168,  7, 11,  236, 0, 6, 605151, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 39; 3: 15; 4: 5; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 469,  5, 15,  236, 0, 6, 590632, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 34; 3: 17; 4: 6; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 463, 10,  7,  236, 0, 6, 557205, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 42; 3: 12; 4: 8; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 823,  5, 14,  236, 0, 6, 557176, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 35; 3: 13; 4: 8; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 291,  6, 13,  236, 0, 6, 610021, 16942.19, 1, 85.52, 0: 1; 1: 55; 2: 56; 3: 8; 4: 6; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  99,  7, 11,  237, 0, 6, 604907, 16942.19, 1, 85.52, 0: 1; 1: 59; 2: 45; 3: 16; 4: 6; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 826, 10,  7,  237, 0, 6, 557185, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 36; 3: 15; 4: 11; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 137,  7, 11,  237, 0, 6, 605031, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 33; 3: 15; 4: 8; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 809,  6, 13,  237, 0, 6, 610265, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 34; 3: 13; 4: 9; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 144,  5, 14,  237, 0, 6, 557176, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 31; 3: 13; 4: 11; 5: 2; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,   1,  5, 16,  237, 0, 6, 622403, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 44; 3: 11; 4: 11; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  83,  8,  9,  237, 0, 6, 570331, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 39; 3: 9; 4: 10; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 164,  6, 12,  237, 0, 6, 570182, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 34; 3: 11; 4: 9; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  22,  7, 11,  237, 0, 6, 605003, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 41; 3: 13; 4: 9; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 979, 10,  7,  237, 0, 6, 557208, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 38; 3: 15; 4: 9; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 185,  5, 15,  237, 0, 6, 590627, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 42; 3: 14; 4: 7; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 936,  5, 14,  237, 0, 6, 557232, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 34; 3: 18; 4: 7; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 946,  5, 16,  237, 0, 6, 622774, 16942.19, 1, 85.52, 0: 1; 1: 68; 2: 35; 3: 13; 4: 7; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 374,  7, 11,  237, 0, 6, 605161, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 37; 3: 19; 4: 8; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 499, 10,  7,  237, 0, 6, 557164, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 37; 3: 9; 4: 12; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 309,  7, 11,  237, 0, 6, 604951, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 39; 3: 15; 4: 10; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 473,  6, 13,  237, 0, 6, 609952, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 38; 3: 14; 4: 7; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 318, 10,  7,  237, 0, 6, 557217, 16942.19, 1, 85.52, 0: 1; 1: 61; 2: 46; 3: 8; 4: 11; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 355,  5, 14,  237, 0, 6, 557211, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 45; 3: 8; 4: 10; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 761,  6, 13,  238, 0, 6, 610237, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 43; 3: 12; 4: 7; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 609,  5, 15,  238, 0, 6, 590603, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 40; 3: 14; 4: 8; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 538,  9,  8,  238, 0, 6, 570220, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 35; 3: 11; 4: 5; 5: 3; 6: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 324,  5, 15,  238, 0, 6, 590769, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 30; 3: 25; 4: 4; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  76,  5, 16,  238, 0, 6, 622520, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 35; 3: 14; 4: 8; 5: 3; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 169, 10,  7,  238, 0, 6, 557163, 16942.19, 1, 85.52, 0: 1; 1: 60; 2: 44; 3: 14; 4: 8; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 432,  5, 14,  238, 0, 6, 557204, 16942.19, 1, 85.52, 0: 1; 1: 67; 2: 36; 3: 13; 4: 8; 5: 2; 6: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 759, 10,  7,  238, 0, 6, 557083, 16942.19, 1, 85.52, 0: 1; 1: 63; 2: 41; 3: 13; 4: 7; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 730,  5, 15,  238, 0, 6, 590371, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 36; 3: 14; 4: 8; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  78,  7, 10,  238, 0, 6, 557281, 16942.19, 1, 85.52, 0: 1; 1: 64; 2: 43; 3: 9; 4: 6; 5: 5; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 526,  6, 13,  238, 0, 6, 610319, 16942.19, 1, 85.52, 0: 1; 1: 57; 2: 52; 3: 9; 4: 6; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 686,  8,  9,  238, 0, 6, 570396, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 36; 3: 13; 4: 10; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 804, 10,  7,  238, 0, 6, 557092, 16942.19, 1, 85.52, 0: 1; 1: 60; 2: 45; 3: 12; 4: 9; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 853,  5, 16,  238, 0, 6, 622422, 16942.19, 1, 85.52, 0: 1; 1: 69; 2: 31; 3: 15; 4: 9; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 282,  9,  8,  238, 0, 6, 570294, 16942.19, 1, 85.52, 0: 1; 1: 70; 2: 37; 3: 10; 4: 2; 5: 4; 6: 6; 
Bortezomib_Responses_in_U266_Human_Myelo,  31,  8,  9,  239, 0, 6, 570305, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 40; 3: 10; 4: 8; 5: 4; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 346,  6, 13,  239, 0, 6, 610273, 16942.19, 1, 85.52, 0: 1; 1: 65; 2: 37; 3: 15; 4: 6; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 527,  6, 13,  239, 0, 6, 610081, 16942.19, 1, 85.52, 0: 1; 1: 62; 2: 43; 3: 10; 4: 10; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  67,  5, 16,  239, 0, 6, 622519, 16942.19, 1, 85.52, 0: 1; 1: 66; 2: 35; 3: 13; 4: 12; 5: 2; 6: 1; 
