Seed 1656949570
ARCH 1|F_ID 1|LIMIT 4
before: 
103(216)
Melhor resultado nxn: CD4_T_cell_signaling, 432, 14, 14,  500, 1, 3, 1583856, 33154.60, 29, 0.00, 1: 210; 2: 118; 3: 18; 
CD4_T_cell_signaling, 464, 16, 12,  541, 0, 5, 1539750, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 121; 3: 22; 4: 10; 5: 1; 
CD4_T_cell_signaling, 887, 16, 12,  541, 0, 5, 1539692, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 121; 3: 22; 4: 10; 5: 1; 
CD4_T_cell_signaling, 769, 13, 15,  541, 0, 5, 1568198, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 110; 3: 21; 4: 13; 5: 2; 
CD4_T_cell_signaling, 997,  8, 24,  541, 0, 5, 1539705, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 115; 3: 29; 4: 6; 5: 2; 
CD4_T_cell_signaling, 413,  8, 25,  541, 0, 5, 1606459, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 113; 3: 33; 4: 4; 5: 2; 
CD4_T_cell_signaling,  83,  8, 24,  541, 0, 5, 1539772, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 111; 3: 30; 4: 8; 5: 1; 
CD4_T_cell_signaling, 156, 15, 13,  541, 0, 5, 1568008, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 110; 3: 26; 4: 7; 5: 4; 
CD4_T_cell_signaling,  65,  8, 26,  541, 0, 5, 1664211, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 110; 3: 27; 4: 9; 5: 2; 
CD4_T_cell_signaling, 577,  9, 21,  541, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 112; 3: 25; 4: 11; 5: 1; 
CD4_T_cell_signaling, 586, 10, 19,  541, 0, 5, 1526092, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 109; 3: 24; 4: 10; 5: 3; 
CD4_T_cell_signaling, 953, 15, 13,  541, 0, 5, 1568154, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 127; 3: 15; 4: 10; 5: 3; 
CD4_T_cell_signaling, 961, 15, 13,  541, 0, 5, 1568327, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 122; 3: 20; 4: 7; 5: 4; 
CD4_T_cell_signaling, 499, 16, 12,  541, 0, 5, 1539723, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 114; 3: 27; 4: 9; 5: 1; 
CD4_T_cell_signaling, 359,  9, 21,  541, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 110; 3: 23; 4: 9; 5: 4; 
CD4_T_cell_signaling, 132,  8, 26,  541, 0, 5, 1664049, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 112; 3: 20; 4: 13; 5: 2; 
CD4_T_cell_signaling,  84,  8, 25,  541, 0, 5, 1606494, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 109; 3: 27; 4: 8; 5: 3; 
CD4_T_cell_signaling, 544,  9, 21,  541, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 122; 3: 23; 4: 9; 5: 1; 
CD4_T_cell_signaling, 102,  9, 22,  542, 0, 5, 1595366, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 128; 3: 16; 4: 12; 5: 1; 
CD4_T_cell_signaling, 800,  8, 24,  542, 0, 5, 1539754, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 100; 3: 31; 4: 10; 5: 2; 
CD4_T_cell_signaling, 140,  9, 22,  542, 0, 5, 1595538, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 122; 3: 22; 4: 10; 5: 1; 
CD4_T_cell_signaling, 462, 13, 15,  542, 0, 5, 1568313, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 110; 3: 24; 4: 10; 5: 3; 
CD4_T_cell_signaling, 468, 12, 17,  542, 0, 5, 1626005, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 120; 3: 20; 4: 12; 5: 1; 
CD4_T_cell_signaling, 257,  9, 22,  542, 0, 5, 1595563, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 106; 3: 24; 4: 10; 5: 4; 
CD4_T_cell_signaling, 651,  8, 24,  542, 0, 5, 1539623, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 117; 3: 21; 4: 11; 5: 2; 
CD4_T_cell_signaling, 657, 14, 14,  542, 0, 5, 1583826, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 114; 3: 23; 4: 8; 5: 4; 
CD4_T_cell_signaling, 746, 16, 12,  542, 0, 5, 1539656, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 122; 3: 24; 4: 6; 5: 3; 
CD4_T_cell_signaling, 727, 16, 12,  542, 0, 5, 1539680, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 111; 3: 19; 4: 13; 5: 3; 
CD4_T_cell_signaling, 976,  8, 25,  542, 0, 5, 1606266, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 115; 3: 24; 4: 11; 5: 1; 
CD4_T_cell_signaling, 846, 10, 20,  542, 0, 5, 1606603, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 110; 3: 28; 4: 6; 5: 4; 
CD4_T_cell_signaling, 469,  8, 25,  542, 0, 5, 1606733, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 110; 3: 23; 4: 8; 5: 5; 
CD4_T_cell_signaling, 613, 10, 19,  542, 0, 5, 1526102, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 110; 3: 24; 4: 10; 5: 3; 
CD4_T_cell_signaling, 488, 10, 19,  542, 0, 5, 1526105, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 114; 3: 25; 4: 8; 5: 3; 
CD4_T_cell_signaling, 701,  9, 21,  542, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 120; 3: 22; 4: 8; 5: 3; 
CD4_T_cell_signaling, 404,  8, 25,  542, 0, 5, 1606637, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 116; 3: 23; 4: 10; 5: 2; 
CD4_T_cell_signaling, 203,  9, 22,  542, 0, 5, 1595693, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 108; 3: 29; 4: 6; 5: 4; 
CD4_T_cell_signaling,  23, 10, 19,  543, 0, 5, 1526090, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 113; 3: 27; 4: 6; 5: 4; 
CD4_T_cell_signaling, 977, 12, 16,  543, 0, 5, 1539720, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 121; 3: 18; 4: 12; 5: 2; 
CD4_T_cell_signaling, 416, 14, 14,  543, 0, 5, 1583846, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 119; 3: 24; 4: 10; 5: 1; 
CD4_T_cell_signaling, 144, 14, 14,  543, 0, 5, 1583783, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 108; 3: 25; 4: 9; 5: 4; 
CD4_T_cell_signaling, 409, 16, 12,  543, 0, 5, 1539751, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 123; 3: 23; 4: 8; 5: 2; 
CD4_T_cell_signaling, 726, 12, 16,  543, 0, 5, 1539725, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 104; 3: 22; 4: 11; 5: 5; 
CD4_T_cell_signaling, 930, 11, 18,  543, 0, 5, 1595658, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 113; 3: 19; 4: 10; 5: 5; 
CD4_T_cell_signaling, 929, 10, 19,  543, 0, 5, 1526073, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 122; 3: 23; 4: 7; 5: 3; 
CD4_T_cell_signaling, 713,  8, 25,  543, 0, 5, 1606603, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 112; 3: 25; 4: 9; 5: 3; 
CD4_T_cell_signaling, 828,  8, 25,  543, 0, 5, 1606439, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 107; 3: 25; 4: 12; 5: 2; 
CD4_T_cell_signaling, 153, 15, 13,  543, 0, 5, 1568266, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 116; 3: 30; 4: 7; 5: 1; 
CD4_T_cell_signaling, 954, 13, 15,  543, 0, 5, 1568212, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 104; 3: 23; 4: 13; 5: 3; 
CD4_T_cell_signaling, 918, 16, 12,  543, 0, 5, 1539717, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 118; 3: 27; 4: 7; 5: 2; 
CD4_T_cell_signaling, 494,  8, 26,  543, 0, 5, 1664370, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 119; 3: 27; 4: 8; 5: 1; 
CD4_T_cell_signaling,  74, 13, 15,  543, 0, 5, 1568298, 33154.60, 1, 227.44, 0: 4; 1: 196; 2: 111; 3: 18; 4: 14; 5: 3; 
CD4_T_cell_signaling, 648, 14, 14,  543, 0, 5, 1583834, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 107; 3: 30; 4: 6; 5: 4; 
CD4_T_cell_signaling, 600,  8, 24,  543, 0, 5, 1539708, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 109; 3: 33; 4: 6; 5: 2; 
CD4_T_cell_signaling, 209,  9, 21,  543, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 102; 3: 28; 4: 9; 5: 4; 
CD4_T_cell_signaling, 604, 10, 19,  543, 0, 5, 1526060, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 124; 3: 29; 4: 5; 5: 1; 
CD4_T_cell_signaling, 442,  8, 25,  543, 0, 5, 1606561, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 110; 3: 30; 4: 9; 5: 1; 
CD4_T_cell_signaling, 522,  8, 24,  543, 0, 5, 1539758, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 121; 3: 23; 4: 10; 5: 1; 
CD4_T_cell_signaling,  87,  9, 21,  543, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 117; 3: 22; 4: 12; 5: 1; 
CD4_T_cell_signaling, 905, 14, 14,  543, 0, 5, 1583932, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 114; 3: 29; 4: 7; 5: 2; 
CD4_T_cell_signaling,  43, 12, 17,  543, 0, 5, 1626277, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 109; 3: 26; 4: 8; 5: 4; 
CD4_T_cell_signaling, 876, 14, 14,  543, 0, 5, 1584007, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 111; 3: 27; 4: 8; 5: 3; 
CD4_T_cell_signaling, 625, 12, 17,  543, 0, 5, 1626264, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 114; 3: 28; 4: 9; 5: 1; 
CD4_T_cell_signaling, 633, 10, 20,  543, 0, 5, 1606374, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 118; 3: 32; 4: 5; 5: 1; 
CD4_T_cell_signaling, 817,  9, 21,  543, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 120; 3: 23; 4: 9; 5: 2; 
CD4_T_cell_signaling,  32,  8, 26,  543, 0, 5, 1664264, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 116; 3: 31; 4: 5; 5: 2; 
CD4_T_cell_signaling, 762, 15, 13,  544, 0, 5, 1568297, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 121; 3: 22; 4: 7; 5: 4; 
CD4_T_cell_signaling, 491, 14, 14,  544, 0, 5, 1583916, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 113; 3: 24; 4: 11; 5: 2; 
CD4_T_cell_signaling,  11, 16, 12,  544, 0, 5, 1539685, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 128; 3: 20; 4: 10; 5: 1; 
CD4_T_cell_signaling, 389, 16, 12,  544, 0, 5, 1539723, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 109; 3: 28; 4: 11; 5: 1; 
CD4_T_cell_signaling, 388, 10, 19,  544, 0, 5, 1526102, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 120; 3: 22; 4: 10; 5: 2; 
CD4_T_cell_signaling, 164, 16, 12,  544, 0, 5, 1539773, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 115; 3: 20; 4: 13; 5: 2; 
CD4_T_cell_signaling, 311, 14, 14,  544, 0, 5, 1583893, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 101; 3: 27; 4: 13; 5: 2; 
CD4_T_cell_signaling, 996,  8, 26,  544, 0, 5, 1664190, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 111; 3: 27; 4: 7; 5: 4; 
CD4_T_cell_signaling, 869, 10, 19,  544, 0, 5, 1526107, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 119; 3: 29; 4: 7; 5: 1; 
CD4_T_cell_signaling, 447,  8, 25,  544, 0, 5, 1606498, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 121; 3: 29; 4: 5; 5: 2; 
CD4_T_cell_signaling, 197,  9, 21,  544, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 115; 3: 25; 4: 7; 5: 4; 
CD4_T_cell_signaling, 192, 15, 13,  544, 0, 5, 1568087, 33154.60, 1, 227.44, 0: 4; 1: 182; 2: 130; 3: 19; 4: 10; 5: 1; 
CD4_T_cell_signaling, 906, 14, 14,  544, 0, 5, 1583866, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 110; 3: 27; 4: 10; 5: 2; 
CD4_T_cell_signaling, 622,  8, 25,  544, 0, 5, 1606604, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 110; 3: 26; 4: 12; 5: 1; 
CD4_T_cell_signaling, 319, 14, 14,  544, 0, 5, 1583708, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 121; 3: 17; 4: 9; 5: 5; 
CD4_T_cell_signaling,  22,  8, 26,  544, 0, 5, 1664444, 33154.60, 1, 227.44, 0: 4; 1: 203; 2: 97; 3: 26; 4: 11; 5: 5; 
CD4_T_cell_signaling,   2, 10, 19,  544, 0, 5, 1526105, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 117; 3: 25; 4: 9; 5: 2; 
CD4_T_cell_signaling, 883, 15, 13,  544, 0, 5, 1568225, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 113; 3: 21; 4: 13; 5: 2; 
CD4_T_cell_signaling, 377, 16, 12,  545, 0, 5, 1539720, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 124; 3: 21; 4: 7; 5: 4; 
CD4_T_cell_signaling, 527, 11, 18,  545, 0, 5, 1595604, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 109; 3: 33; 4: 8; 5: 1; 
CD4_T_cell_signaling,   3,  9, 23,  545, 0, 5, 1649471, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 119; 3: 25; 4: 10; 5: 1; 
CD4_T_cell_signaling, 716, 12, 17,  545, 0, 5, 1626418, 33154.60, 1, 227.44, 0: 4; 1: 198; 2: 105; 3: 24; 4: 10; 5: 5; 
CD4_T_cell_signaling,  81, 14, 14,  545, 0, 5, 1583810, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 116; 3: 20; 4: 9; 5: 5; 
CD4_T_cell_signaling, 967, 16, 12,  545, 0, 5, 1539675, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 118; 3: 25; 4: 9; 5: 2; 
CD4_T_cell_signaling, 583,  9, 23,  545, 0, 5, 1649781, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 115; 3: 20; 4: 12; 5: 3; 
CD4_T_cell_signaling, 860, 15, 13,  545, 0, 5, 1568176, 33154.60, 1, 227.44, 0: 4; 1: 180; 2: 130; 3: 24; 4: 7; 5: 1; 
CD4_T_cell_signaling, 287,  9, 23,  545, 0, 5, 1649532, 33154.60, 1, 227.44, 0: 4; 1: 200; 2: 98; 3: 31; 4: 9; 5: 4; 
CD4_T_cell_signaling, 506,  8, 25,  545, 0, 5, 1606610, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 122; 3: 20; 4: 11; 5: 2; 
CD4_T_cell_signaling, 223,  9, 21,  545, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 112; 3: 25; 4: 11; 5: 2; 
CD4_T_cell_signaling, 982, 10, 19,  545, 0, 5, 1526080, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 110; 3: 29; 4: 9; 5: 2; 
CD4_T_cell_signaling, 744,  8, 24,  546, 0, 5, 1539697, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 116; 3: 29; 4: 6; 5: 3; 
CD4_T_cell_signaling, 725, 15, 13,  546, 0, 5, 1568235, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 119; 3: 24; 4: 7; 5: 4; 
CD4_T_cell_signaling, 808,  9, 22,  546, 0, 5, 1595628, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 117; 3: 20; 4: 13; 5: 2; 
CD4_T_cell_signaling, 773, 14, 14,  546, 0, 5, 1583729, 33154.60, 1, 227.44, 0: 4; 1: 184; 2: 122; 3: 28; 4: 6; 5: 2; 
CD4_T_cell_signaling, 950,  8, 26,  546, 0, 5, 1664451, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 109; 3: 22; 4: 13; 5: 3; 
CD4_T_cell_signaling, 850,  9, 21,  546, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 117; 3: 20; 4: 13; 5: 2; 
CD4_T_cell_signaling, 733, 12, 16,  546, 0, 5, 1539720, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 106; 3: 33; 4: 8; 5: 2; 
CD4_T_cell_signaling, 500,  9, 22,  546, 0, 5, 1595507, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 108; 3: 25; 4: 10; 5: 4; 
CD4_T_cell_signaling, 313, 14, 14,  546, 0, 5, 1583824, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 115; 3: 26; 4: 7; 5: 4; 
CD4_T_cell_signaling, 640,  8, 26,  546, 0, 5, 1664543, 33154.60, 1, 227.44, 0: 4; 1: 181; 2: 127; 3: 26; 4: 7; 5: 1; 
CD4_T_cell_signaling, 693,  8, 25,  546, 0, 5, 1606385, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 110; 3: 31; 4: 8; 5: 2; 
CD4_T_cell_signaling, 116, 10, 20,  546, 0, 5, 1606359, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 121; 3: 17; 4: 11; 5: 4; 
CD4_T_cell_signaling, 498, 13, 15,  546, 0, 5, 1568146, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 111; 3: 31; 4: 9; 5: 1; 
CD4_T_cell_signaling,  76,  8, 26,  546, 0, 5, 1663893, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 110; 3: 28; 4: 10; 5: 2; 
CD4_T_cell_signaling,  28, 12, 17,  546, 0, 5, 1626372, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 110; 3: 31; 4: 8; 5: 2; 
CD4_T_cell_signaling, 704, 13, 15,  546, 0, 5, 1568139, 33154.60, 1, 227.44, 0: 4; 1: 197; 2: 109; 3: 19; 4: 11; 5: 6; 
CD4_T_cell_signaling, 264, 11, 18,  546, 0, 5, 1595472, 33154.60, 1, 227.44, 0: 4; 1: 201; 2: 95; 3: 30; 4: 15; 5: 1; 
CD4_T_cell_signaling, 673, 10, 20,  546, 0, 5, 1606709, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 118; 3: 20; 4: 14; 5: 1; 
CD4_T_cell_signaling, 641,  8, 25,  547, 0, 5, 1606483, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 115; 3: 20; 4: 14; 5: 2; 
CD4_T_cell_signaling,  80, 15, 13,  547, 0, 5, 1568090, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 113; 3: 23; 4: 14; 5: 1; 
CD4_T_cell_signaling, 624, 13, 15,  547, 0, 5, 1568121, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 121; 3: 17; 4: 10; 5: 5; 
CD4_T_cell_signaling,  45, 15, 13,  547, 0, 5, 1568100, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 122; 3: 23; 4: 7; 5: 4; 
CD4_T_cell_signaling,  50,  8, 25,  547, 0, 5, 1606472, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 118; 3: 28; 4: 9; 5: 1; 
CD4_T_cell_signaling,  59, 15, 13,  547, 0, 5, 1568275, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 122; 3: 18; 4: 9; 5: 5; 
CD4_T_cell_signaling, 216, 15, 13,  547, 0, 5, 1568155, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 112; 3: 22; 4: 11; 5: 4; 
CD4_T_cell_signaling, 366,  9, 21,  547, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 122; 3: 22; 4: 9; 5: 3; 
CD4_T_cell_signaling, 539,  8, 25,  547, 0, 5, 1606423, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 113; 3: 32; 4: 8; 5: 1; 
CD4_T_cell_signaling, 507,  8, 25,  547, 0, 5, 1606354, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 115; 3: 24; 4: 10; 5: 3; 
CD4_T_cell_signaling, 451,  8, 26,  547, 0, 5, 1664319, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 107; 3: 28; 4: 10; 5: 3; 
CD4_T_cell_signaling, 807,  8, 24,  547, 0, 5, 1539708, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 109; 3: 31; 4: 10; 5: 1; 
CD4_T_cell_signaling, 424,  8, 26,  547, 0, 5, 1664269, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 114; 3: 25; 4: 11; 5: 2; 
CD4_T_cell_signaling, 870,  9, 23,  547, 0, 5, 1649675, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 107; 3: 29; 4: 12; 5: 1; 
CD4_T_cell_signaling, 324,  8, 25,  547, 0, 5, 1606570, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 116; 3: 26; 4: 11; 5: 1; 
CD4_T_cell_signaling,  18, 14, 14,  547, 0, 5, 1583911, 33154.60, 1, 227.44, 0: 4; 1: 195; 2: 104; 3: 30; 4: 11; 5: 2; 
CD4_T_cell_signaling, 426, 11, 18,  548, 0, 5, 1595439, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 114; 3: 25; 4: 10; 5: 3; 
CD4_T_cell_signaling, 151, 10, 19,  548, 0, 5, 1526101, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 115; 3: 28; 4: 9; 5: 2; 
CD4_T_cell_signaling, 481,  8, 24,  548, 0, 5, 1539768, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 119; 3: 28; 4: 9; 5: 1; 
CD4_T_cell_signaling, 446, 11, 18,  548, 0, 5, 1595558, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 113; 3: 29; 4: 9; 5: 2; 
CD4_T_cell_signaling, 204, 11, 18,  548, 0, 5, 1595403, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 102; 3: 35; 4: 10; 5: 1; 
CD4_T_cell_signaling, 407, 16, 12,  548, 0, 5, 1539715, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 108; 3: 31; 4: 8; 5: 3; 
CD4_T_cell_signaling, 372, 12, 16,  548, 0, 5, 1539734, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 119; 3: 27; 4: 7; 5: 3; 
CD4_T_cell_signaling, 995, 16, 12,  548, 0, 5, 1539725, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 120; 3: 22; 4: 10; 5: 3; 
CD4_T_cell_signaling, 157,  9, 22,  548, 0, 5, 1595504, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 118; 3: 28; 4: 8; 5: 2; 
CD4_T_cell_signaling, 503,  8, 26,  548, 0, 5, 1663864, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 119; 3: 28; 4: 9; 5: 1; 
CD4_T_cell_signaling, 330, 13, 15,  548, 0, 5, 1568163, 33154.60, 1, 227.44, 0: 4; 1: 183; 2: 122; 3: 28; 4: 8; 5: 1; 
CD4_T_cell_signaling, 337,  9, 21,  548, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 116; 3: 32; 4: 6; 5: 2; 
CD4_T_cell_signaling, 627, 10, 20,  548, 0, 5, 1606687, 33154.60, 1, 227.44, 0: 4; 1: 191; 2: 110; 3: 30; 4: 8; 5: 3; 
CD4_T_cell_signaling, 837,  9, 22,  548, 0, 5, 1595406, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 121; 3: 25; 4: 9; 5: 2; 
CD4_T_cell_signaling, 256,  8, 25,  548, 0, 5, 1606538, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 113; 3: 20; 4: 15; 5: 2; 
CD4_T_cell_signaling, 250,  9, 21,  548, 0, 5, 1527876, 33154.60, 1, 227.44, 0: 4; 1: 192; 2: 111; 3: 27; 4: 7; 5: 5; 
CD4_T_cell_signaling, 100,  8, 26,  548, 0, 5, 1664291, 33154.60, 1, 227.44, 0: 4; 1: 187; 2: 114; 3: 33; 4: 6; 5: 2; 
CD4_T_cell_signaling, 952,  9, 22,  549, 0, 5, 1595489, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 117; 3: 22; 4: 10; 5: 4; 
CD4_T_cell_signaling, 531, 13, 15,  549, 0, 5, 1568234, 33154.60, 1, 227.44, 0: 4; 1: 193; 2: 104; 3: 34; 4: 9; 5: 2; 
CD4_T_cell_signaling, 562, 14, 14,  549, 0, 5, 1583781, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 121; 3: 21; 4: 12; 5: 2; 
CD4_T_cell_signaling, 935,  8, 26,  549, 0, 5, 1664158, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 109; 3: 32; 4: 10; 5: 1; 
CD4_T_cell_signaling, 973, 10, 20,  549, 0, 5, 1606599, 33154.60, 1, 227.44, 0: 4; 1: 186; 2: 120; 3: 23; 4: 11; 5: 2; 
CD4_T_cell_signaling, 592, 16, 12,  549, 0, 5, 1539719, 33154.60, 1, 227.44, 0: 4; 1: 185; 2: 122; 3: 22; 4: 11; 5: 2; 
CD4_T_cell_signaling, 226, 13, 15,  549, 0, 5, 1568187, 33154.60, 1, 227.44, 0: 4; 1: 189; 2: 114; 3: 27; 4: 9; 5: 3; 
CD4_T_cell_signaling, 350, 13, 15,  549, 0, 5, 1568246, 33154.60, 1, 227.44, 0: 4; 1: 188; 2: 120; 3: 20; 4: 9; 5: 5; 
CD4_T_cell_signaling, 441,  8, 25,  549, 0, 5, 1606448, 33154.60, 1, 227.44, 0: 4; 1: 199; 2: 101; 3: 23; 4: 16; 5: 3; 
CD4_T_cell_signaling, 650,  9, 23,  549, 0, 5, 1649822, 33154.60, 1, 227.44, 0: 4; 1: 194; 2: 101; 3: 36; 4: 10; 5: 1; 
CD4_T_cell_signaling, 662,  8, 26,  549, 0, 5, 1664376, 33154.60, 1, 227.44, 0: 4; 1: 182; 2: 122; 3: 31; 4: 5; 5: 2; 
CD4_T_cell_signaling, 429, 13, 15,  549, 0, 5, 1568142, 33154.60, 1, 227.44, 0: 4; 1: 190; 2: 111; 3: 29; 4: 10; 5: 2; 
