Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
23(611)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 559,  9,  9,  170, 1, 3, 639198, 17907.34, 0, 0.00, 1: 55; 2: 38; 3: 13; 
Glucose_Repression_Signaling_2009, 347, 10,  8,  206, 1, 5, 634051, 17907.34, 0, 61.60, 1: 42; 2: 32; 3: 29; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 212,  6, 14,  206, 1, 5, 658743, 17907.34, 1, 61.60, 1: 40; 2: 36; 3: 27; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 108,  5, 15,  206, 1, 5, 596389, 17907.34, 1, 61.60, 1: 42; 2: 33; 3: 28; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 211,  5, 15,  206, 1, 5, 596396, 17907.34, 1, 61.60, 1: 43; 2: 30; 3: 30; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 737, 10,  8,  206, 1, 5, 633994, 17907.34, 1, 61.60, 1: 48; 2: 27; 3: 24; 4: 3; 5: 4; 
Glucose_Repression_Signaling_2009, 714,  8, 10,  206, 1, 5, 634088, 17907.34, 1, 61.60, 1: 41; 2: 34; 3: 29; 5: 2; 
Glucose_Repression_Signaling_2009, 897,  6, 14,  206, 1, 5, 658792, 17907.34, 1, 61.60, 1: 43; 2: 32; 3: 26; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 571,  5, 16,  206, 1, 5, 634064, 17907.34, 1, 61.60, 1: 39; 2: 40; 3: 23; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 494,  5, 16,  206, 1, 5, 634073, 17907.34, 1, 61.60, 1: 40; 2: 36; 3: 27; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 887,  7, 12,  206, 1, 5, 658697, 17907.34, 1, 61.60, 1: 45; 2: 27; 3: 31; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 457,  6, 14,  206, 1, 5, 658749, 17907.34, 1, 61.60, 1: 45; 2: 30; 3: 25; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 462,  5, 15,  206, 1, 5, 596409, 17907.34, 1, 61.60, 1: 40; 2: 35; 3: 29; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 836,  9,  9,  206, 1, 5, 639142, 17907.34, 1, 61.60, 1: 44; 2: 35; 3: 20; 4: 3; 5: 4; 
Glucose_Repression_Signaling_2009, 470,  8, 10,  206, 1, 5, 634056, 17907.34, 1, 61.60, 1: 53; 2: 21; 3: 22; 4: 5; 5: 5; 
Glucose_Repression_Signaling_2009, 992,  6, 14,  206, 1, 5, 658738, 17907.34, 1, 61.60, 1: 46; 2: 31; 3: 22; 4: 3; 5: 4; 
Glucose_Repression_Signaling_2009, 119,  8, 10,  207, 1, 5, 634025, 17907.34, 1, 61.60, 1: 43; 2: 32; 3: 27; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 436,  7, 12,  207, 1, 5, 658695, 17907.34, 1, 61.60, 1: 43; 2: 34; 3: 24; 4: 1; 5: 4; 
Glucose_Repression_Signaling_2009, 202,  5, 16,  207, 1, 5, 634047, 17907.34, 1, 61.60, 1: 41; 2: 34; 3: 28; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 877,  7, 12,  207, 1, 5, 658627, 17907.34, 0, 61.60, 1: 48; 2: 23; 3: 29; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 363,  7, 12,  207, 1, 5, 658716, 17907.34, 1, 61.60, 1: 46; 2: 31; 3: 23; 5: 6; 
Glucose_Repression_Signaling_2009, 954,  8, 10,  207, 1, 5, 634031, 17907.34, 1, 61.60, 1: 42; 2: 31; 3: 30; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009,  38,  8, 10,  207, 1, 5, 634123, 17907.34, 1, 61.60, 1: 43; 2: 34; 3: 23; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 960,  7, 12,  207, 1, 5, 658661, 17907.34, 1, 61.60, 1: 45; 2: 31; 3: 23; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009, 236,  5, 15,  207, 1, 5, 596392, 17907.34, 1, 61.60, 1: 46; 2: 27; 3: 28; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 121,  5, 15,  207, 1, 5, 596405, 17907.34, 1, 61.60, 1: 43; 2: 28; 3: 33; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 198,  5, 15,  208, 1, 5, 596413, 17907.34, 1, 61.60, 1: 48; 2: 24; 3: 27; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009, 473,  6, 13,  208, 1, 5, 619559, 17907.34, 1, 61.60, 1: 40; 2: 35; 3: 28; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 609,  5, 15,  208, 1, 5, 596397, 17907.34, 1, 61.60, 1: 39; 2: 38; 3: 25; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 234,  6, 13,  208, 1, 5, 619533, 17907.34, 1, 61.60, 1: 41; 2: 36; 3: 24; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 677,  7, 11,  208, 1, 5, 613166, 17907.34, 1, 61.60, 1: 49; 2: 22; 3: 29; 4: 2; 5: 4; 
Glucose_Repression_Signaling_2009, 573,  8, 10,  208, 1, 5, 634066, 17907.34, 1, 61.60, 1: 40; 2: 33; 3: 31; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 182, 11,  7,  208, 1, 5, 613201, 17907.34, 1, 61.60, 1: 47; 2: 26; 3: 27; 4: 2; 5: 4; 
Glucose_Repression_Signaling_2009, 650,  6, 13,  208, 1, 5, 619549, 17907.34, 0, 61.60, 1: 39; 2: 34; 3: 32; 5: 1; 
Glucose_Repression_Signaling_2009,  18,  9,  9,  208, 1, 5, 639144, 17907.34, 1, 61.60, 1: 43; 2: 30; 3: 29; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 980,  6, 13,  208, 1, 5, 619544, 17907.34, 1, 61.60, 1: 47; 2: 24; 3: 29; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 879, 10,  8,  208, 1, 5, 634072, 17907.34, 1, 61.60, 1: 43; 2: 35; 3: 22; 4: 1; 5: 5; 
Glucose_Repression_Signaling_2009,  30,  7, 11,  208, 1, 5, 613185, 17907.34, 1, 61.60, 1: 45; 2: 27; 3: 29; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 224,  5, 16,  208, 1, 5, 634048, 17907.34, 1, 61.60, 1: 45; 2: 29; 3: 26; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 932, 10,  8,  209, 1, 5, 634062, 17907.34, 1, 61.60, 1: 44; 2: 32; 3: 23; 4: 3; 5: 4; 
Glucose_Repression_Signaling_2009, 663,  9,  9,  209, 1, 5, 639131, 17907.34, 1, 61.60, 1: 43; 2: 36; 3: 20; 4: 1; 5: 6; 
Glucose_Repression_Signaling_2009, 500, 11,  7,  209, 1, 5, 613204, 17907.34, 1, 61.60, 1: 42; 2: 33; 3: 25; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 858,  7, 11,  209, 1, 5, 613199, 17907.34, 1, 61.60, 1: 41; 2: 35; 3: 25; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 522,  6, 14,  209, 1, 5, 658748, 17907.34, 1, 61.60, 1: 42; 2: 33; 3: 26; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 237,  7, 12,  209, 1, 5, 658769, 17907.34, 1, 61.60, 1: 47; 2: 25; 3: 26; 4: 6; 5: 2; 
Glucose_Repression_Signaling_2009,  32,  5, 16,  209, 1, 5, 633980, 17907.34, 1, 61.60, 1: 43; 2: 31; 3: 27; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 161,  8, 10,  209, 1, 5, 634059, 17907.34, 1, 61.60, 1: 43; 2: 31; 3: 27; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 103, 10,  8,  210, 1, 5, 634046, 17907.34, 1, 61.60, 1: 42; 2: 32; 3: 27; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 780,  8, 10,  210, 1, 5, 634053, 17907.34, 1, 61.60, 1: 41; 2: 34; 3: 26; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 145,  6, 13,  210, 1, 5, 619484, 17907.34, 1, 61.60, 1: 38; 2: 37; 3: 27; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 653,  9,  9,  210, 1, 5, 639203, 17907.34, 1, 61.60, 1: 43; 2: 33; 3: 23; 4: 3; 5: 4; 
Glucose_Repression_Signaling_2009, 993,  7, 11,  210, 1, 5, 613196, 17907.34, 1, 61.60, 1: 38; 2: 36; 3: 29; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 623, 10,  8,  210, 1, 5, 634039, 17907.34, 1, 61.60, 1: 41; 2: 34; 3: 25; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 861, 10,  8,  211, 1, 5, 634092, 17907.34, 1, 61.60, 1: 48; 2: 28; 3: 21; 4: 1; 5: 8; 
Glucose_Repression_Signaling_2009,  84,  5, 15,  211, 1, 5, 596407, 17907.34, 1, 61.60, 1: 40; 2: 33; 3: 29; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 424,  7, 11,  211, 1, 5, 613220, 17907.34, 1, 61.60, 1: 40; 2: 34; 3: 28; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009,  75,  5, 16,  211, 1, 5, 634049, 17907.34, 1, 61.60, 1: 44; 2: 27; 3: 30; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 775, 11,  7,  211, 1, 5, 613196, 17907.34, 0, 61.60, 1: 40; 2: 30; 3: 34; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 356, 10,  8,  211, 1, 5, 634041, 17907.34, 1, 61.60, 1: 40; 2: 32; 3: 30; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 185,  5, 15,  211, 1, 5, 596409, 17907.34, 1, 61.60, 1: 40; 2: 30; 3: 34; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 280,  5, 15,  211, 1, 5, 596404, 17907.34, 1, 61.60, 1: 38; 2: 38; 3: 25; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 572,  6, 14,  212, 1, 5, 658719, 17907.34, 1, 61.60, 1: 39; 2: 37; 3: 25; 4: 1; 5: 4; 
Glucose_Repression_Signaling_2009, 429,  8, 10,  212, 1, 5, 634021, 17907.34, 1, 61.60, 1: 39; 2: 37; 3: 25; 4: 1; 5: 4; 
Glucose_Repression_Signaling_2009, 258,  5, 16,  212, 1, 5, 634048, 17907.34, 1, 61.60, 1: 37; 2: 39; 3: 25; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 392,  9,  9,  213, 1, 5, 639127, 17907.34, 1, 61.60, 1: 42; 2: 32; 3: 25; 4: 3; 5: 4; 
Glucose_Repression_Signaling_2009, 589,  8, 10,  214, 1, 5, 634045, 17907.34, 1, 61.60, 1: 40; 2: 30; 3: 31; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009,  65,  7, 11,  214, 1, 5, 613192, 17907.34, 1, 61.60, 1: 41; 2: 31; 3: 27; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 803,  7, 12,  214, 1, 5, 658724, 17907.34, 1, 61.60, 1: 38; 2: 34; 3: 30; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 618, 11,  7,  214, 1, 5, 613177, 17907.34, 1, 61.60, 1: 49; 2: 28; 3: 16; 4: 4; 5: 9; 
Glucose_Repression_Signaling_2009, 702, 10,  8,  214, 1, 5, 634043, 17907.34, 1, 61.60, 1: 43; 2: 32; 3: 22; 4: 4; 5: 5; 
Glucose_Repression_Signaling_2009, 693,  5, 15,  214, 1, 5, 596393, 17907.34, 1, 61.60, 1: 39; 2: 30; 3: 35; 5: 2; 
Glucose_Repression_Signaling_2009, 219,  6, 13,  214, 1, 5, 619521, 17907.34, 1, 61.60, 1: 39; 2: 35; 3: 26; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 614,  6, 13,  215, 1, 5, 619528, 17907.34, 1, 61.60, 1: 41; 2: 30; 3: 29; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 914, 10,  8,  215, 1, 5, 634013, 17907.34, 1, 61.60, 1: 41; 2: 29; 3: 32; 5: 4; 
Glucose_Repression_Signaling_2009, 404,  5, 15,  215, 1, 5, 596413, 17907.34, 1, 61.60, 1: 39; 2: 31; 3: 32; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 840, 10,  8,  215, 1, 5, 633970, 17907.34, 1, 61.60, 1: 41; 2: 30; 3: 30; 4: 1; 5: 4; 
Glucose_Repression_Signaling_2009, 294,  5, 16,  215, 1, 5, 634085, 17907.34, 1, 61.60, 1: 38; 2: 37; 3: 25; 4: 2; 5: 4; 
Glucose_Repression_Signaling_2009, 970,  6, 13,  215, 1, 5, 619538, 17907.34, 1, 61.60, 1: 40; 2: 29; 3: 33; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 537,  6, 14,  215, 1, 5, 658613, 17907.34, 1, 61.60, 1: 40; 2: 32; 3: 29; 4: 1; 5: 4; 
Glucose_Repression_Signaling_2009, 782,  6, 14,  216, 1, 5, 658647, 17907.34, 0, 61.60, 1: 40; 2: 30; 3: 32; 5: 4; 
Glucose_Repression_Signaling_2009, 126,  7, 11,  216, 1, 5, 613159, 17907.34, 1, 61.60, 1: 41; 2: 28; 3: 33; 5: 4; 
Glucose_Repression_Signaling_2009, 420,  6, 13,  216, 1, 5, 619512, 17907.34, 1, 61.60, 1: 38; 2: 34; 3: 29; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 184,  7, 11,  216, 1, 5, 613171, 17907.34, 1, 61.60, 1: 40; 2: 32; 3: 28; 4: 2; 5: 4; 
Glucose_Repression_Signaling_2009, 977,  5, 16,  216, 1, 5, 634043, 17907.34, 1, 61.60, 1: 36; 2: 36; 3: 30; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 955,  6, 13,  216, 1, 5, 619614, 17907.34, 1, 61.60, 1: 35; 2: 35; 3: 34; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 247,  8, 10,  216, 1, 5, 634070, 17907.34, 1, 61.60, 1: 43; 2: 26; 3: 32; 5: 5; 
Glucose_Repression_Signaling_2009, 175,  8, 10,  217, 1, 5, 634073, 17907.34, 1, 61.60, 1: 38; 2: 31; 3: 33; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 183,  8, 10,  217, 1, 5, 634031, 17907.34, 1, 61.60, 1: 34; 2: 39; 3: 30; 5: 3; 
Glucose_Repression_Signaling_2009, 271,  5, 15,  217, 1, 5, 596413, 17907.34, 1, 61.60, 1: 38; 2: 33; 3: 30; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 741,  9,  9,  217, 1, 5, 639173, 17907.34, 1, 61.60, 1: 40; 2: 32; 3: 27; 4: 3; 5: 4; 
Glucose_Repression_Signaling_2009, 918,  7, 12,  218, 1, 5, 658717, 17907.34, 1, 61.60, 1: 38; 2: 33; 3: 30; 4: 1; 5: 4; 
Glucose_Repression_Signaling_2009, 306,  5, 15,  218, 1, 5, 596421, 17907.34, 1, 61.60, 1: 37; 2: 34; 3: 30; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 519,  6, 14,  219, 1, 5, 658674, 17907.34, 1, 61.60, 1: 41; 2: 30; 3: 27; 4: 3; 5: 5; 
Glucose_Repression_Signaling_2009, 715,  6, 13,  219, 1, 5, 619564, 17907.34, 1, 61.60, 1: 34; 2: 39; 3: 28; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 266,  7, 11,  219, 1, 5, 613193, 17907.34, 1, 61.60, 1: 35; 2: 33; 3: 35; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009,  50,  5, 15,  219, 1, 5, 596404, 17907.34, 1, 61.60, 1: 38; 2: 32; 3: 30; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 285,  7, 12,  220, 1, 5, 658801, 17907.34, 1, 61.60, 1: 36; 2: 33; 3: 32; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 270,  7, 11,  220, 1, 5, 613178, 17907.34, 1, 61.60, 1: 37; 2: 32; 3: 32; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 656,  5, 16,  220, 1, 5, 634045, 17907.34, 1, 61.60, 1: 37; 2: 30; 3: 34; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 169, 11,  7,  220, 1, 5, 613188, 17907.34, 1, 61.60, 1: 40; 2: 31; 3: 28; 4: 1; 5: 6; 
Glucose_Repression_Signaling_2009, 722,  7, 11,  221, 1, 5, 613195, 17907.34, 0, 61.60, 1: 41; 2: 24; 3: 36; 4: 1; 5: 4; 
Glucose_Repression_Signaling_2009, 640,  7, 11,  221, 1, 5, 613190, 17907.34, 1, 61.60, 1: 36; 2: 33; 3: 33; 5: 4; 
Glucose_Repression_Signaling_2009, 292,  9,  9,  221, 1, 5, 639152, 17907.34, 1, 61.60, 1: 39; 2: 30; 3: 30; 4: 3; 5: 4; 
Glucose_Repression_Signaling_2009, 870,  6, 13,  221, 1, 5, 619524, 17907.34, 1, 61.60, 1: 26; 2: 47; 3: 32; 5: 1; 
Glucose_Repression_Signaling_2009, 794,  6, 14,  221, 1, 5, 658715, 17907.34, 1, 61.60, 1: 34; 2: 35; 3: 33; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 120,  7, 11,  222, 1, 5, 613183, 17907.34, 1, 61.60, 1: 43; 2: 25; 3: 28; 4: 5; 5: 5; 
Glucose_Repression_Signaling_2009, 872,  5, 16,  222, 1, 5, 634062, 17907.34, 1, 61.60, 1: 38; 2: 33; 3: 27; 4: 3; 5: 5; 
Glucose_Repression_Signaling_2009, 941,  8, 10,  223, 1, 5, 634089, 17907.34, 1, 61.60, 1: 37; 2: 30; 3: 32; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 883, 10,  8,  223, 1, 5, 633998, 17907.34, 1, 61.60, 1: 35; 2: 30; 3: 38; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 127,  7, 11,  223, 1, 5, 613201, 17907.34, 1, 61.60, 1: 40; 2: 27; 3: 31; 4: 4; 5: 4; 
Glucose_Repression_Signaling_2009, 419,  6, 13,  223, 1, 5, 619591, 17907.34, 1, 61.60, 1: 34; 2: 32; 3: 37; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 153, 10,  8,  223, 1, 5, 634117, 17907.34, 1, 61.60, 1: 36; 2: 36; 3: 27; 4: 1; 5: 6; 
Glucose_Repression_Signaling_2009, 351,  5, 15,  223, 1, 5, 596419, 17907.34, 1, 61.60, 1: 35; 2: 33; 3: 31; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 160,  7, 12,  223, 1, 5, 658745, 17907.34, 1, 61.60, 1: 37; 2: 30; 3: 32; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 503,  7, 11,  224, 1, 5, 613196, 17907.34, 1, 61.60, 1: 35; 2: 29; 3: 38; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 545,  9,  9,  224, 1, 5, 639197, 17907.34, 1, 61.60, 1: 38; 2: 29; 3: 33; 4: 1; 5: 5; 
Glucose_Repression_Signaling_2009, 430,  5, 15,  224, 1, 5, 596406, 17907.34, 1, 61.60, 1: 33; 2: 35; 3: 34; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 720,  5, 16,  224, 1, 5, 634071, 17907.34, 1, 61.60, 1: 36; 2: 27; 3: 39; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 709,  6, 13,  224, 1, 5, 619544, 17907.34, 1, 61.60, 1: 33; 2: 33; 3: 36; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 107,  6, 13,  224, 1, 5, 619555, 17907.34, 1, 61.60, 1: 29; 2: 39; 3: 36; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 844,  6, 13,  224, 1, 5, 619542, 17907.34, 1, 61.60, 1: 35; 2: 31; 3: 35; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009,  19,  7, 11,  225, 1, 5, 613172, 17907.34, 1, 61.60, 1: 36; 2: 29; 3: 37; 5: 4; 
Glucose_Repression_Signaling_2009,   3,  6, 13,  226, 1, 5, 619542, 17907.34, 1, 61.60, 1: 34; 2: 29; 3: 39; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009,  16, 11,  7,  226, 1, 5, 613183, 17907.34, 1, 61.60, 1: 37; 2: 31; 3: 30; 4: 3; 5: 5; 
Glucose_Repression_Signaling_2009, 141, 10,  8,  226, 1, 5, 634053, 17907.34, 1, 61.60, 1: 33; 2: 38; 3: 28; 4: 2; 5: 5; 
Glucose_Repression_Signaling_2009, 532, 11,  7,  226, 1, 5, 613169, 17907.34, 1, 61.60, 1: 33; 2: 35; 3: 31; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009,  92,  6, 14,  227, 1, 5, 658778, 17907.34, 1, 61.60, 1: 32; 2: 34; 3: 36; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 902, 10,  8,  227, 1, 5, 633994, 17907.34, 1, 61.60, 1: 37; 2: 33; 3: 28; 5: 8; 
Glucose_Repression_Signaling_2009,  88,  5, 16,  227, 1, 5, 634140, 17907.34, 1, 61.60, 1: 37; 2: 28; 3: 35; 4: 1; 5: 5; 
Glucose_Repression_Signaling_2009, 213,  5, 15,  227, 1, 5, 596415, 17907.34, 1, 61.60, 1: 33; 2: 30; 3: 40; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 961,  6, 13,  227, 1, 5, 619520, 17907.34, 1, 61.60, 1: 34; 2: 32; 3: 34; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 358,  5, 15,  227, 1, 5, 596385, 17907.34, 1, 61.60, 1: 37; 2: 24; 3: 40; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 474,  7, 11,  227, 1, 5, 613199, 17907.34, 1, 61.60, 1: 36; 2: 33; 3: 28; 4: 4; 5: 5; 
Glucose_Repression_Signaling_2009, 769,  5, 15,  228, 1, 5, 596411, 17907.34, 1, 61.60, 1: 31; 2: 38; 3: 30; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009, 380,  5, 15,  228, 1, 5, 596419, 17907.34, 1, 61.60, 1: 38; 2: 27; 3: 33; 4: 3; 5: 5; 
Glucose_Repression_Signaling_2009, 882,  7, 11,  228, 1, 5, 613221, 17907.34, 1, 61.60, 1: 38; 2: 22; 3: 41; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 880,  7, 12,  229, 1, 5, 658627, 17907.34, 1, 61.60, 1: 35; 2: 26; 3: 41; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 434, 10,  8,  229, 1, 5, 634059, 17907.34, 1, 61.60, 1: 32; 2: 35; 3: 33; 4: 2; 5: 4; 
Glucose_Repression_Signaling_2009, 789,  9,  9,  229, 1, 5, 639133, 17907.34, 1, 61.60, 1: 38; 2: 32; 3: 25; 4: 3; 5: 8; 
Glucose_Repression_Signaling_2009, 689,  9,  9,  229, 1, 5, 639132, 17907.34, 1, 61.60, 1: 36; 2: 24; 3: 42; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 561, 11,  7,  229, 1, 5, 613194, 17907.34, 1, 61.60, 1: 35; 2: 26; 3: 39; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 408,  5, 15,  230, 1, 5, 596414, 17907.34, 1, 61.60, 1: 31; 2: 37; 3: 31; 4: 3; 5: 4; 
Glucose_Repression_Signaling_2009, 395,  5, 16,  230, 1, 5, 634186, 17907.34, 1, 61.60, 1: 34; 2: 28; 3: 38; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 888,  6, 13,  230, 1, 5, 619523, 17907.34, 1, 61.60, 1: 34; 2: 35; 3: 27; 4: 5; 5: 5; 
Glucose_Repression_Signaling_2009,  39, 11,  7,  230, 1, 5, 613180, 17907.34, 1, 61.60, 1: 37; 2: 28; 3: 33; 4: 2; 5: 6; 
Glucose_Repression_Signaling_2009, 277,  6, 14,  230, 1, 5, 658662, 17907.34, 1, 61.60, 1: 36; 2: 24; 3: 40; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 651,  6, 14,  231, 1, 5, 658868, 17907.34, 1, 61.60, 1: 30; 2: 34; 3: 37; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 805,  9,  9,  231, 1, 5, 639092, 17907.34, 1, 61.60, 1: 32; 2: 39; 3: 26; 4: 2; 5: 7; 
Glucose_Repression_Signaling_2009,   6,  9,  9,  231, 1, 5, 639104, 17907.34, 1, 61.60, 1: 36; 2: 30; 3: 32; 4: 1; 5: 7; 
Glucose_Repression_Signaling_2009, 497,  5, 16,  231, 1, 5, 634061, 17907.34, 1, 61.60, 1: 34; 2: 30; 3: 34; 4: 5; 5: 3; 
Glucose_Repression_Signaling_2009,  43,  7, 12,  231, 1, 5, 658650, 17907.34, 1, 61.60, 1: 31; 2: 34; 3: 36; 4: 1; 5: 4; 
Glucose_Repression_Signaling_2009, 506,  8, 10,  231, 1, 5, 634013, 17907.34, 1, 61.60, 1: 34; 2: 31; 3: 34; 4: 2; 5: 5; 
Glucose_Repression_Signaling_2009, 298,  6, 13,  233, 1, 5, 619560, 17907.34, 1, 61.60, 1: 35; 2: 23; 3: 43; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 496,  8, 10,  233, 1, 5, 634049, 17907.34, 1, 61.60, 1: 38; 2: 26; 3: 33; 4: 1; 5: 8; 
Glucose_Repression_Signaling_2009, 591,  7, 12,  234, 1, 5, 658774, 17907.34, 1, 61.60, 1: 31; 2: 38; 3: 26; 4: 6; 5: 5; 
Glucose_Repression_Signaling_2009, 731,  6, 13,  235, 1, 5, 619556, 17907.34, 0, 61.60, 1: 33; 2: 32; 3: 32; 4: 3; 5: 6; 
Glucose_Repression_Signaling_2009, 777,  8, 10,  235, 1, 5, 634079, 17907.34, 1, 61.60, 1: 28; 2: 36; 3: 37; 4: 1; 5: 4; 
Glucose_Repression_Signaling_2009, 329,  6, 14,  236, 1, 5, 658625, 17907.34, 1, 61.60, 1: 27; 2: 42; 3: 28; 4: 4; 5: 5; 
Glucose_Repression_Signaling_2009, 396,  7, 12,  236, 1, 5, 658715, 17907.34, 0, 61.60, 1: 27; 2: 36; 3: 38; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 354,  7, 11,  237, 1, 5, 613208, 17907.34, 1, 61.60, 1: 29; 2: 28; 3: 46; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 495,  6, 13,  239, 1, 5, 619553, 17907.34, 1, 61.60, 1: 27; 2: 32; 3: 42; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 278,  6, 13,  239, 1, 5, 619655, 17907.34, 0, 61.60, 1: 29; 2: 30; 3: 41; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 217,  7, 11,  239, 1, 5, 613112, 17907.34, 1, 61.60, 1: 29; 2: 30; 3: 41; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 291,  6, 13,  240, 1, 5, 619544, 17907.34, 1, 61.60, 1: 29; 2: 29; 3: 42; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009,  14,  7, 11,  241, 1, 5, 613092, 17907.34, 1, 61.60, 1: 29; 2: 33; 3: 36; 4: 2; 5: 6; 
