Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
2(499)
Melhor resultado nxn: HGF_Signaling_in_Keratinocytes, 745,  7, 11,  127, 1, 2, 607250, 42480.03, 67, 0.00, 1: 79; 2: 24; 
HGF_Signaling_in_Keratinocytes, 236,  5, 15,  172, 1, 5, 592134, 42480.03, 1, 58.80, 1: 53; 2: 36; 3: 10; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 226,  5, 15,  172, 1, 5, 591733, 42480.03, 1, 58.80, 1: 52; 2: 39; 3: 7; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 892,  7, 11,  172, 1, 5, 606989, 42480.03, 1, 58.80, 1: 52; 2: 37; 3: 11; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 895,  6, 13,  172, 1, 5, 612179, 42480.03, 1, 58.80, 1: 55; 2: 33; 3: 10; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 168,  7, 11,  172, 1, 5, 607070, 42480.03, 1, 58.80, 1: 53; 2: 37; 3: 8; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 730,  5, 15,  172, 1, 5, 592099, 42480.03, 1, 58.80, 1: 56; 2: 31; 3: 11; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 428,  5, 15,  172, 1, 5, 592309, 42480.03, 1, 58.80, 1: 51; 2: 40; 3: 8; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 705,  9,  8,  172, 1, 5, 571101, 42480.03, 1, 58.80, 1: 60; 2: 25; 3: 12; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 785,  5, 14,  172, 1, 5, 557612, 42480.03, 1, 58.80, 1: 55; 2: 33; 3: 10; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 412,  6, 13,  173, 1, 5, 612741, 42480.03, 1, 58.80, 1: 56; 2: 29; 3: 14; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 686,  8,  9,  173, 1, 5, 571074, 42480.03, 1, 58.80, 1: 54; 2: 35; 3: 8; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 277,  5, 14,  173, 1, 5, 557680, 42480.03, 1, 58.80, 1: 53; 2: 35; 3: 11; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 988,  5, 14,  173, 1, 5, 557646, 42480.03, 1, 58.80, 1: 58; 2: 29; 3: 9; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 479,  6, 13,  173, 1, 5, 612402, 42480.03, 1, 58.80, 1: 56; 2: 30; 3: 12; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 929,  8,  9,  173, 1, 5, 571133, 42480.03, 1, 58.80, 1: 53; 2: 35; 3: 11; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 768,  5, 15,  173, 1, 5, 592055, 42480.03, 1, 58.80, 1: 49; 2: 40; 3: 13; 5: 1; 
HGF_Signaling_in_Keratinocytes, 517,  8,  9,  173, 1, 5, 571193, 42480.03, 1, 58.80, 1: 52; 2: 39; 3: 7; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 233,  6, 13,  173, 1, 5, 612531, 42480.03, 1, 58.80, 1: 55; 2: 33; 3: 9; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 220,  5, 15,  173, 1, 5, 592128, 42480.03, 1, 58.80, 1: 56; 2: 30; 3: 13; 4: 2; 5: 2; 
HGF_Signaling_in_Keratinocytes,  23,  8,  9,  173, 1, 5, 571378, 42480.03, 1, 58.80, 1: 52; 2: 38; 3: 8; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 185,  5, 15,  173, 1, 5, 591974, 42480.03, 1, 58.80, 1: 53; 2: 36; 3: 9; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 154,  6, 13,  173, 1, 5, 612143, 42480.03, 1, 58.80, 1: 52; 2: 37; 3: 10; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 317,  5, 15,  173, 1, 5, 592334, 42480.03, 1, 58.80, 1: 50; 2: 40; 3: 10; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 292,  8,  9,  173, 1, 5, 571123, 42480.03, 1, 58.80, 1: 57; 2: 29; 3: 11; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 351,  5, 15,  173, 1, 5, 592037, 42480.03, 1, 58.80, 1: 54; 2: 35; 3: 8; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 557, 10,  7,  173, 1, 5, 557616, 42480.03, 1, 58.80, 1: 56; 2: 32; 3: 8; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 826, 10,  7,  173, 1, 5, 557655, 42480.03, 1, 58.80, 1: 57; 2: 30; 3: 10; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 804, 10,  7,  173, 1, 5, 557595, 42480.03, 1, 58.80, 1: 52; 2: 39; 3: 6; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 998, 10,  7,  173, 1, 5, 557672, 42480.03, 1, 58.80, 1: 56; 2: 31; 3: 10; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 307,  5, 15,  173, 1, 5, 592357, 42480.03, 1, 58.80, 1: 52; 2: 38; 3: 8; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 518,  7, 10,  174, 1, 5, 557635, 42480.03, 1, 58.80, 1: 51; 2: 37; 3: 12; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 660,  7, 10,  174, 1, 5, 557580, 42480.03, 1, 58.80, 1: 59; 2: 27; 3: 8; 4: 8; 5: 1; 
HGF_Signaling_in_Keratinocytes, 215,  9,  8,  174, 1, 5, 571248, 42480.03, 1, 58.80, 1: 53; 2: 36; 3: 8; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes,   3,  6, 13,  174, 1, 5, 612278, 42480.03, 1, 58.80, 1: 52; 2: 38; 3: 7; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 882,  7, 11,  174, 1, 5, 606967, 42480.03, 1, 58.80, 1: 58; 2: 26; 3: 13; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 424,  7, 11,  174, 1, 5, 606907, 42480.03, 1, 58.80, 1: 56; 2: 30; 3: 11; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 715,  6, 13,  174, 1, 5, 612459, 42480.03, 1, 58.80, 1: 50; 2: 39; 3: 11; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 159, 10,  7,  174, 1, 5, 557664, 42480.03, 1, 58.80, 1: 51; 2: 39; 3: 9; 4: 2; 5: 2; 
HGF_Signaling_in_Keratinocytes, 900,  7, 11,  174, 1, 5, 606747, 42480.03, 1, 58.80, 1: 55; 2: 33; 3: 9; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes,   7, 10,  7,  174, 1, 5, 557648, 42480.03, 1, 58.80, 1: 54; 2: 35; 3: 8; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes,  82, 10,  7,  174, 1, 5, 557539, 42480.03, 1, 58.80, 1: 53; 2: 38; 3: 5; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 532, 10,  7,  174, 1, 5, 557663, 42480.03, 1, 58.80, 1: 55; 2: 34; 3: 7; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 401,  7, 11,  174, 1, 5, 606936, 42480.03, 1, 58.80, 1: 51; 2: 40; 3: 7; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 634,  5, 15,  174, 1, 5, 591995, 42480.03, 1, 58.80, 1: 55; 2: 33; 3: 9; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 302,  5, 14,  174, 1, 5, 557598, 42480.03, 1, 58.80, 1: 57; 2: 30; 3: 9; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 456,  7, 11,  174, 1, 5, 606899, 42480.03, 1, 58.80, 1: 50; 2: 40; 3: 9; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 783,  7, 11,  174, 1, 5, 607079, 42480.03, 1, 58.80, 1: 48; 2: 43; 3: 9; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes,  89,  8,  9,  174, 1, 5, 571283, 42480.03, 1, 58.80, 1: 53; 2: 35; 3: 10; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 927,  8,  9,  175, 1, 5, 571058, 42480.03, 1, 58.80, 1: 54; 2: 35; 3: 6; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes, 439,  6, 13,  175, 1, 5, 612260, 42480.03, 1, 58.80, 1: 53; 2: 36; 3: 8; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 916,  8,  9,  175, 1, 5, 571198, 42480.03, 1, 58.80, 1: 49; 2: 43; 3: 5; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes,  72,  7, 11,  175, 1, 5, 607090, 42480.03, 1, 58.80, 1: 51; 2: 39; 3: 8; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 438,  5, 15,  175, 1, 5, 592143, 42480.03, 1, 58.80, 1: 56; 2: 29; 3: 13; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 940, 10,  7,  175, 1, 5, 557640, 42480.03, 1, 58.80, 1: 54; 2: 34; 3: 8; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 367,  9,  8,  175, 1, 5, 571300, 42480.03, 1, 58.80, 1: 52; 2: 36; 3: 10; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 671,  5, 15,  175, 1, 5, 592027, 42480.03, 1, 58.80, 1: 53; 2: 33; 3: 13; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 368,  8,  9,  175, 1, 5, 571248, 42480.03, 1, 58.80, 1: 54; 2: 35; 3: 6; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes, 739,  8,  9,  175, 1, 5, 571182, 42480.03, 1, 58.80, 1: 52; 2: 38; 3: 6; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 472,  7, 11,  175, 1, 5, 607155, 42480.03, 1, 58.80, 1: 50; 2: 40; 3: 8; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes,  26,  8,  9,  175, 1, 5, 571238, 42480.03, 1, 58.80, 1: 53; 2: 35; 3: 9; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 321,  9,  8,  175, 1, 5, 571114, 42480.03, 1, 58.80, 1: 53; 2: 35; 3: 9; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 198,  5, 15,  175, 1, 5, 592061, 42480.03, 1, 58.80, 1: 48; 2: 44; 3: 6; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 582,  7, 11,  175, 1, 5, 606562, 42480.03, 1, 58.80, 1: 54; 2: 32; 3: 13; 4: 2; 5: 2; 
HGF_Signaling_in_Keratinocytes, 385,  5, 16,  175, 1, 5, 625180, 42480.03, 1, 58.80, 1: 57; 2: 28; 3: 11; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 421,  8,  9,  175, 1, 5, 571261, 42480.03, 1, 58.80, 1: 52; 2: 38; 3: 8; 4: 2; 5: 3; 
HGF_Signaling_in_Keratinocytes, 874,  7, 11,  175, 1, 5, 606803, 42480.03, 1, 58.80, 1: 52; 2: 34; 3: 14; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 395,  5, 16,  175, 1, 5, 624814, 42480.03, 1, 58.80, 1: 54; 2: 30; 3: 16; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 984,  8,  9,  175, 1, 5, 571266, 42480.03, 1, 58.80, 1: 57; 2: 28; 3: 12; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 461, 10,  7,  176, 1, 5, 557655, 42480.03, 1, 58.80, 1: 56; 2: 31; 3: 7; 4: 8; 5: 1; 
HGF_Signaling_in_Keratinocytes, 898,  7, 10,  176, 1, 5, 557615, 42480.03, 1, 58.80, 1: 54; 2: 33; 3: 9; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 487, 10,  7,  176, 1, 5, 557651, 42480.03, 1, 58.80, 1: 52; 2: 35; 3: 12; 4: 2; 5: 2; 
HGF_Signaling_in_Keratinocytes, 653,  8,  9,  176, 1, 5, 571131, 42480.03, 1, 58.80, 1: 55; 2: 30; 3: 12; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 712, 10,  7,  176, 1, 5, 557641, 42480.03, 1, 58.80, 1: 52; 2: 35; 3: 11; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 983,  7, 10,  176, 1, 5, 557574, 42480.03, 1, 58.80, 1: 54; 2: 33; 3: 10; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes,  55,  6, 13,  176, 1, 5, 612446, 42480.03, 1, 58.80, 1: 49; 2: 40; 3: 10; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 466, 10,  7,  176, 1, 5, 557657, 42480.03, 1, 58.80, 1: 54; 2: 33; 3: 9; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 893,  8,  9,  176, 1, 5, 571252, 42480.03, 1, 58.80, 1: 49; 2: 42; 3: 7; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 775, 10,  7,  176, 1, 5, 557666, 42480.03, 1, 58.80, 1: 52; 2: 34; 3: 13; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 265,  8,  9,  176, 1, 5, 571115, 42480.03, 1, 58.80, 1: 48; 2: 42; 3: 9; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 689,  8,  9,  176, 1, 5, 571146, 42480.03, 1, 58.80, 1: 56; 2: 29; 3: 11; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 859,  6, 13,  176, 1, 5, 611957, 42480.03, 1, 58.80, 1: 51; 2: 37; 3: 10; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 234,  6, 13,  176, 1, 5, 612381, 42480.03, 1, 58.80, 1: 52; 2: 36; 3: 10; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 213,  5, 15,  176, 1, 5, 592299, 42480.03, 1, 58.80, 1: 46; 2: 45; 3: 10; 5: 2; 
HGF_Signaling_in_Keratinocytes, 819, 10,  7,  176, 1, 5, 557625, 42480.03, 1, 58.80, 1: 52; 2: 35; 3: 12; 4: 2; 5: 2; 
HGF_Signaling_in_Keratinocytes, 196, 10,  7,  176, 1, 5, 557683, 42480.03, 1, 58.80, 1: 55; 2: 33; 3: 6; 4: 8; 5: 1; 
HGF_Signaling_in_Keratinocytes, 171,  7, 11,  176, 1, 5, 606851, 42480.03, 1, 58.80, 1: 52; 2: 36; 3: 9; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 756,  6, 13,  176, 1, 5, 612485, 42480.03, 1, 58.80, 1: 49; 2: 40; 3: 10; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 157, 10,  7,  176, 1, 5, 557643, 42480.03, 1, 58.80, 1: 52; 2: 35; 3: 11; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 911, 10,  7,  176, 1, 5, 557672, 42480.03, 1, 58.80, 1: 50; 2: 40; 3: 8; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 748,  8,  9,  176, 1, 5, 571163, 42480.03, 1, 58.80, 1: 51; 2: 37; 3: 11; 4: 2; 5: 2; 
HGF_Signaling_in_Keratinocytes, 120,  7, 11,  176, 1, 5, 606466, 42480.03, 1, 58.80, 1: 57; 2: 28; 3: 11; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 454,  6, 13,  176, 1, 5, 612036, 42480.03, 1, 58.80, 1: 51; 2: 38; 3: 10; 4: 1; 5: 3; 
HGF_Signaling_in_Keratinocytes,  94,  8,  9,  176, 1, 5, 571069, 42480.03, 1, 58.80, 1: 52; 2: 35; 3: 11; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 500, 10,  7,  177, 1, 5, 557608, 42480.03, 1, 58.80, 1: 52; 2: 35; 3: 11; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 789,  8,  9,  177, 1, 5, 571105, 42480.03, 1, 58.80, 1: 53; 2: 35; 3: 8; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 836,  8,  9,  177, 1, 5, 571326, 42480.03, 1, 58.80, 1: 55; 2: 31; 3: 9; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes, 706, 10,  7,  177, 1, 5, 557611, 42480.03, 1, 58.80, 1: 55; 2: 30; 3: 11; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 650,  6, 13,  177, 1, 5, 611889, 42480.03, 1, 58.80, 1: 52; 2: 36; 3: 9; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 856,  6, 13,  177, 1, 5, 612734, 42480.03, 1, 58.80, 1: 51; 2: 37; 3: 9; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 674, 10,  7,  177, 1, 5, 557618, 42480.03, 1, 58.80, 1: 51; 2: 35; 3: 14; 4: 1; 5: 2; 
HGF_Signaling_in_Keratinocytes, 664,  6, 13,  177, 1, 5, 612445, 42480.03, 1, 58.80, 1: 52; 2: 35; 3: 10; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 931,  9,  8,  177, 1, 5, 571300, 42480.03, 1, 58.80, 1: 54; 2: 31; 3: 13; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 262,  7, 11,  177, 1, 5, 607171, 42480.03, 1, 58.80, 1: 52; 2: 36; 3: 9; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 595,  9,  8,  177, 1, 5, 571059, 42480.03, 1, 58.80, 1: 54; 2: 33; 3: 9; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 563,  7, 11,  177, 1, 5, 606753, 42480.03, 1, 58.80, 1: 51; 2: 38; 3: 8; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 539,  5, 15,  177, 1, 5, 592092, 42480.03, 1, 58.80, 1: 51; 2: 35; 3: 14; 4: 1; 5: 2; 
HGF_Signaling_in_Keratinocytes, 536,  6, 13,  177, 1, 5, 612169, 42480.03, 1, 58.80, 1: 49; 2: 39; 3: 11; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 516, 10,  7,  177, 1, 5, 557655, 42480.03, 1, 58.80, 1: 48; 2: 42; 3: 9; 4: 2; 5: 2; 
HGF_Signaling_in_Keratinocytes, 481,  8,  9,  177, 1, 5, 571080, 42480.03, 1, 58.80, 1: 53; 2: 30; 3: 17; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes,  22,  7, 11,  177, 1, 5, 607042, 42480.03, 1, 58.80, 1: 54; 2: 30; 3: 14; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 314, 10,  7,  177, 1, 5, 557676, 42480.03, 1, 58.80, 1: 56; 2: 29; 3: 10; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes, 305,  6, 13,  177, 1, 5, 612389, 42480.03, 1, 58.80, 1: 53; 2: 35; 3: 9; 4: 3; 5: 3; 
HGF_Signaling_in_Keratinocytes, 642,  7, 11,  177, 1, 5, 607133, 42480.03, 1, 58.80, 1: 55; 2: 30; 3: 11; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 179,  6, 12,  177, 1, 5, 571277, 42480.03, 1, 58.80, 1: 61; 2: 23; 3: 10; 4: 5; 5: 4; 
HGF_Signaling_in_Keratinocytes, 178,  6, 12,  177, 1, 5, 571146, 42480.03, 1, 58.80, 1: 57; 2: 28; 3: 9; 4: 8; 5: 1; 
HGF_Signaling_in_Keratinocytes, 172,  7, 11,  177, 1, 5, 606741, 42480.03, 1, 58.80, 1: 50; 2: 38; 3: 10; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 166,  8,  9,  177, 1, 5, 571166, 42480.03, 1, 58.80, 1: 50; 2: 37; 3: 13; 4: 1; 5: 2; 
HGF_Signaling_in_Keratinocytes, 136,  5, 15,  177, 1, 5, 592196, 42480.03, 1, 58.80, 1: 51; 2: 37; 3: 9; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 111,  6, 13,  177, 1, 5, 612686, 42480.03, 1, 58.80, 1: 53; 2: 34; 3: 9; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 108,  5, 15,  177, 1, 5, 592058, 42480.03, 1, 58.80, 1: 54; 2: 31; 3: 12; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 102, 10,  7,  177, 1, 5, 557617, 42480.03, 1, 58.80, 1: 54; 2: 31; 3: 13; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes,  51,  7, 10,  177, 1, 5, 557614, 42480.03, 1, 58.80, 1: 53; 2: 32; 3: 14; 4: 2; 5: 2; 
HGF_Signaling_in_Keratinocytes, 860,  6, 13,  178, 1, 5, 612059, 42480.03, 1, 58.80, 1: 53; 2: 34; 3: 8; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes, 915,  5, 15,  178, 1, 5, 592230, 42480.03, 1, 58.80, 1: 52; 2: 35; 3: 10; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 473,  6, 13,  178, 1, 5, 612206, 42480.03, 1, 58.80, 1: 49; 2: 37; 3: 14; 4: 2; 5: 1; 
HGF_Signaling_in_Keratinocytes, 418, 10,  7,  178, 1, 5, 557678, 42480.03, 1, 58.80, 1: 50; 2: 37; 3: 11; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 414,  7, 11,  178, 1, 5, 607086, 42480.03, 1, 58.80, 1: 53; 2: 34; 3: 9; 4: 5; 5: 2; 
HGF_Signaling_in_Keratinocytes, 380,  5, 15,  178, 1, 5, 592140, 42480.03, 1, 58.80, 1: 55; 2: 29; 3: 13; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 521,  5, 15,  178, 1, 5, 592337, 42480.03, 1, 58.80, 1: 50; 2: 38; 3: 9; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 112,  5, 14,  178, 1, 5, 557637, 42480.03, 1, 58.80, 1: 50; 2: 38; 3: 9; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 798,  7, 11,  178, 1, 5, 606994, 42480.03, 1, 58.80, 1: 55; 2: 31; 3: 8; 4: 8; 5: 1; 
HGF_Signaling_in_Keratinocytes, 341,  5, 15,  178, 1, 5, 591746, 42480.03, 1, 58.80, 1: 51; 2: 36; 3: 10; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 697,  8,  9,  178, 1, 5, 571254, 42480.03, 1, 58.80, 1: 54; 2: 32; 3: 9; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes, 318, 10,  7,  178, 1, 5, 557537, 42480.03, 1, 58.80, 1: 50; 2: 39; 3: 7; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 552,  8,  9,  178, 1, 5, 571085, 42480.03, 1, 58.80, 1: 50; 2: 38; 3: 9; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 654,  5, 15,  178, 1, 5, 592178, 42480.03, 1, 58.80, 1: 50; 2: 37; 3: 11; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 287,  6, 13,  178, 1, 5, 612659, 42480.03, 1, 58.80, 1: 51; 2: 37; 3: 8; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 938, 10,  7,  178, 1, 5, 557656, 42480.03, 1, 58.80, 1: 54; 2: 32; 3: 9; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes, 652,  6, 13,  178, 1, 5, 612266, 42480.03, 1, 58.80, 1: 53; 2: 35; 3: 7; 4: 6; 5: 2; 
HGF_Signaling_in_Keratinocytes, 857, 10,  7,  178, 1, 5, 557641, 42480.03, 1, 58.80, 1: 55; 2: 30; 3: 10; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes, 599,  5, 15,  178, 1, 5, 592165, 42480.03, 1, 58.80, 1: 52; 2: 35; 3: 10; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 597,  6, 13,  178, 1, 5, 612174, 42480.03, 1, 58.80, 1: 51; 2: 36; 3: 11; 4: 3; 5: 2; 
HGF_Signaling_in_Keratinocytes, 106, 10,  7,  179, 1, 5, 557651, 42480.03, 1, 58.80, 1: 53; 2: 31; 3: 13; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 921,  5, 15,  179, 1, 5, 592179, 42480.03, 1, 58.80, 1: 52; 2: 34; 3: 11; 4: 4; 5: 2; 
HGF_Signaling_in_Keratinocytes, 766,  7, 11,  179, 1, 5, 606690, 42480.03, 1, 58.80, 1: 52; 2: 34; 3: 10; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes,  44,  8,  9,  179, 1, 5, 571185, 42480.03, 1, 58.80, 1: 51; 2: 35; 3: 11; 4: 5; 5: 1; 
HGF_Signaling_in_Keratinocytes, 266,  7, 11,  179, 1, 5, 606624, 42480.03, 1, 58.80, 1: 48; 2: 39; 3: 12; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 132,  7, 11,  179, 1, 5, 606887, 42480.03, 1, 58.80, 1: 51; 2: 34; 3: 13; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 480, 10,  7,  179, 1, 5, 557607, 42480.03, 1, 58.80, 1: 50; 2: 36; 3: 12; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 554,  8,  9,  179, 1, 5, 571297, 42480.03, 1, 58.80, 1: 53; 2: 33; 3: 11; 4: 3; 5: 3; 
HGF_Signaling_in_Keratinocytes,  31,  8,  9,  179, 1, 5, 571073, 42480.03, 1, 58.80, 1: 49; 2: 40; 3: 7; 4: 6; 5: 1; 
HGF_Signaling_in_Keratinocytes, 400,  6, 13,  179, 1, 5, 612280, 42480.03, 1, 58.80, 1: 46; 2: 44; 3: 9; 4: 2; 5: 2; 
HGF_Signaling_in_Keratinocytes, 291,  6, 13,  179, 1, 5, 612292, 42480.03, 1, 58.80, 1: 52; 2: 32; 3: 14; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 275, 10,  7,  179, 1, 5, 557660, 42480.03, 1, 58.80, 1: 57; 2: 28; 3: 9; 4: 6; 5: 3; 
HGF_Signaling_in_Keratinocytes, 283,  6, 13,  179, 1, 5, 612043, 42480.03, 1, 58.80, 1: 47; 2: 42; 3: 9; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 878,  6, 13,  179, 1, 5, 612418, 42480.03, 1, 58.80, 1: 47; 2: 42; 3: 9; 4: 4; 5: 1; 
HGF_Signaling_in_Keratinocytes, 750,  5, 15,  179, 1, 5, 592184, 42480.03, 1, 58.80, 1: 51; 2: 37; 3: 7; 4: 7; 5: 1; 
HGF_Signaling_in_Keratinocytes, 899,  7, 11,  179, 1, 5, 606791, 42480.03, 1, 58.80, 1: 49; 2: 37; 3: 13; 4: 3; 5: 1; 
HGF_Signaling_in_Keratinocytes, 580,  7, 11,  180, 1, 5, 606881, 42480.03, 1, 58.80, 1: 52; 2: 33; 3: 12; 4: 4; 5: 2; 
