Seed 1656949570
ARCH 0|F_ID 1|LIMIT 4
before: 
4(202)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 267,  9,  8,  228, 0, 4, 570342, 12440.03, 0, 0.00, 0: 1; 1: 62; 2: 41; 3: 20; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 689,  8,  9,  255, 0, 7, 570184, 12440.03, 0, 81.15, 0: 1; 1: 54; 2: 47; 3: 13; 4: 10; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 683,  6, 13,  255, 0, 7, 610022, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 48; 3: 15; 4: 4; 5: 5; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 829,  6, 13,  255, 0, 7, 610306, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 42; 3: 19; 4: 8; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 406, 10,  7,  255, 0, 7, 557186, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 42; 3: 21; 4: 5; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 795,  9,  8,  255, 0, 7, 570264, 12440.03, 1, 81.15, 0: 1; 1: 58; 2: 39; 3: 19; 4: 7; 5: 4; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 586,  8,  9,  255, 0, 7, 570345, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 44; 3: 20; 4: 8; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 788,  6, 13,  255, 0, 7, 610114, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 47; 3: 12; 4: 8; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  90,  6, 12,  255, 0, 7, 570297, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 43; 3: 23; 4: 5; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 533,  7, 10,  255, 0, 7, 557202, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 49; 3: 23; 4: 3; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 641,  7, 10,  255, 0, 7, 557187, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 43; 3: 20; 4: 6; 5: 2; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  74,  7, 10,  255, 0, 7, 557152, 12440.03, 1, 81.15, 0: 1; 1: 57; 2: 42; 3: 16; 4: 8; 5: 3; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 173,  5, 15,  256, 0, 7, 590599, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 46; 3: 21; 4: 8; 5: 1; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 736,  7, 10,  256, 0, 7, 557195, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 52; 3: 14; 4: 8; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 948,  6, 12,  256, 0, 7, 570330, 12440.03, 1, 81.15, 0: 1; 1: 61; 2: 34; 3: 20; 4: 8; 5: 3; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 384,  6, 12,  256, 0, 7, 570276, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 46; 3: 12; 4: 10; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 961,  6, 13,  257, 0, 7, 610175, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 47; 3: 14; 4: 10; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 923,  9,  8,  257, 0, 7, 570256, 12440.03, 0, 81.15, 0: 1; 1: 51; 2: 47; 3: 19; 4: 7; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 150,  6, 12,  257, 0, 7, 570365, 12440.03, 1, 81.15, 0: 1; 1: 57; 2: 39; 3: 18; 4: 9; 5: 5; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 366,  7, 11,  257, 0, 7, 605040, 12440.03, 0, 81.15, 0: 1; 1: 52; 2: 45; 3: 20; 4: 7; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 919, 10,  7,  257, 0, 7, 557138, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 49; 3: 13; 4: 10; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 301, 10,  7,  257, 0, 7, 557182, 12440.03, 0, 81.15, 0: 1; 1: 53; 2: 47; 3: 16; 4: 8; 5: 2; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 745,  7, 11,  258, 0, 7, 604993, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 46; 3: 20; 4: 4; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 343,  8,  9,  258, 0, 7, 570287, 12440.03, 1, 81.15, 0: 1; 1: 57; 2: 40; 3: 17; 4: 9; 5: 3; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 482,  9,  8,  258, 0, 7, 570356, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 49; 3: 18; 4: 7; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 224,  5, 16,  258, 0, 7, 622565, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 45; 3: 17; 4: 9; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 969, 10,  7,  258, 0, 7, 557081, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 41; 3: 16; 4: 14; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 439,  6, 13,  258, 0, 7, 610251, 12440.03, 1, 81.15, 0: 1; 1: 56; 2: 42; 3: 16; 4: 10; 5: 2; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  21,  9,  8,  258, 0, 7, 570289, 12440.03, 1, 81.15, 0: 1; 1: 47; 2: 53; 3: 17; 4: 8; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 980,  6, 13,  258, 0, 7, 610291, 12440.03, 1, 81.15, 0: 1; 1: 59; 2: 36; 3: 17; 4: 11; 5: 5; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 808,  6, 12,  258, 0, 7, 570317, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 43; 3: 17; 4: 7; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 514,  9,  8,  258, 0, 7, 570325, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 45; 3: 19; 4: 9; 5: 2; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 994,  7, 10,  259, 0, 7, 557200, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 42; 3: 21; 4: 7; 5: 1; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 970,  6, 13,  259, 0, 7, 610158, 12440.03, 1, 81.15, 0: 1; 1: 56; 2: 40; 3: 17; 4: 11; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 186, 10,  7,  259, 0, 7, 557199, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 46; 3: 13; 4: 10; 5: 3; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 457,  5, 14,  259, 0, 7, 557165, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 48; 3: 16; 4: 10; 5: 1; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 398,  8,  9,  259, 0, 7, 570282, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 50; 3: 9; 4: 8; 5: 4; 6: 2; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 569,  6, 13,  259, 0, 7, 610299, 12440.03, 1, 81.15, 0: 1; 1: 60; 2: 35; 3: 17; 4: 11; 5: 3; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 592,  6, 12,  259, 0, 7, 570259, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 44; 3: 16; 4: 9; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  83,  8,  9,  259, 0, 7, 570279, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 48; 3: 14; 4: 9; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 182, 10,  7,  259, 0, 7, 557166, 12440.03, 0, 81.15, 0: 1; 1: 50; 2: 46; 3: 20; 4: 10; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 421,  8,  9,  260, 0, 7, 570296, 12440.03, 1, 81.15, 0: 1; 1: 59; 2: 39; 3: 12; 4: 13; 5: 3; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 444,  7, 10,  260, 0, 7, 557176, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 42; 3: 17; 4: 9; 5: 3; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 906,  8,  9,  260, 0, 7, 570301, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 45; 3: 19; 4: 6; 5: 6; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 158,  9,  8,  260, 0, 7, 570273, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 48; 3: 19; 4: 7; 5: 2; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 567,  7, 11,  260, 0, 7, 604971, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 45; 3: 21; 4: 8; 5: 1; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 340, 10,  7,  260, 0, 7, 557170, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 42; 3: 18; 4: 10; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 107,  6, 13,  261, 0, 7, 610217, 12440.03, 0, 81.15, 0: 1; 1: 51; 2: 43; 3: 25; 4: 4; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 181,  9,  8,  261, 0, 7, 570301, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 41; 3: 18; 4: 8; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 797,  9,  8,  261, 0, 7, 570329, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 46; 3: 18; 4: 9; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 984,  8,  9,  261, 0, 7, 570270, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 42; 3: 18; 4: 6; 5: 6; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 195,  8,  9,  261, 0, 7, 570265, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 45; 3: 18; 4: 6; 5: 3; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 191,  6, 12,  261, 0, 7, 570273, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 39; 3: 23; 4: 5; 5: 4; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 486,  9,  8,  262, 0, 7, 570289, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 40; 3: 19; 4: 8; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 739,  8,  9,  262, 0, 7, 570353, 12440.03, 0, 81.15, 0: 1; 1: 50; 2: 45; 3: 20; 4: 10; 5: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 558,  9,  8,  263, 0, 7, 570300, 12440.03, 1, 81.15, 0: 1; 1: 57; 2: 43; 3: 15; 4: 5; 5: 2; 6: 4; 7: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 118, 10,  7,  263, 0, 7, 557147, 12440.03, 0, 81.15, 0: 1; 1: 54; 2: 41; 3: 18; 4: 11; 5: 3; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 943,  9,  8,  263, 0, 7, 570293, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 47; 3: 19; 4: 9; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  79,  6, 12,  263, 0, 7, 570337, 12440.03, 0, 81.15, 0: 1; 1: 52; 2: 39; 3: 24; 4: 11; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 306,  5, 15,  263, 0, 7, 590441, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 42; 3: 23; 4: 9; 5: 2; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 674, 10,  7,  264, 0, 7, 557190, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 43; 3: 18; 4: 9; 5: 2; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 642,  7, 11,  264, 0, 7, 605102, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 46; 3: 16; 4: 9; 5: 6; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 279,  9,  8,  264, 0, 7, 570279, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 44; 3: 15; 4: 11; 5: 3; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  47,  7, 11,  264, 0, 7, 604798, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 48; 3: 22; 4: 5; 5: 3; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 152,  6, 13,  264, 0, 7, 610292, 12440.03, 1, 81.15, 0: 1; 1: 58; 2: 37; 3: 16; 4: 10; 5: 5; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  15,  8,  9,  264, 0, 7, 570324, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 45; 3: 16; 4: 6; 5: 6; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 275, 10,  7,  264, 0, 7, 557155, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 43; 3: 18; 4: 12; 5: 1; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 693,  5, 15,  265, 0, 7, 590642, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 44; 3: 20; 4: 7; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 322,  5, 15,  265, 0, 7, 590556, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 42; 3: 23; 4: 8; 5: 2; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 425,  9,  8,  265, 0, 7, 570320, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 47; 3: 10; 4: 12; 5: 4; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 988,  5, 14,  265, 0, 7, 557210, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 40; 3: 19; 4: 9; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 673,  7, 10,  265, 0, 7, 557200, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 43; 3: 18; 4: 7; 5: 5; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 376, 10,  7,  265, 0, 7, 557186, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 51; 3: 10; 4: 10; 5: 6; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  63, 10,  7,  265, 0, 7, 557145, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 48; 3: 13; 4: 12; 5: 5; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 286,  6, 13,  265, 0, 7, 610260, 12440.03, 0, 81.15, 0: 1; 1: 49; 2: 49; 3: 17; 4: 5; 5: 8; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 627,  7, 10,  265, 0, 7, 557186, 12440.03, 1, 81.15, 0: 1; 1: 47; 2: 51; 3: 18; 4: 7; 5: 3; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 170,  7, 10,  265, 0, 7, 557120, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 44; 3: 16; 4: 12; 5: 2; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 420,  6, 13,  265, 0, 7, 610236, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 45; 3: 17; 4: 9; 5: 6; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 993,  7, 11,  266, 0, 7, 604967, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 43; 3: 17; 4: 8; 5: 5; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 126,  7, 11,  266, 0, 7, 604819, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 38; 3: 20; 4: 9; 5: 5; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  29,  5, 16,  266, 0, 7, 622832, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 46; 3: 18; 4: 11; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 717,  6, 12,  266, 0, 7, 570285, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 40; 3: 19; 4: 11; 5: 5; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 644,  8,  9,  266, 0, 7, 570248, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 42; 3: 21; 4: 4; 5: 5; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 400,  6, 13,  266, 0, 7, 610392, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 47; 3: 21; 4: 7; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 773,  5, 14,  267, 0, 7, 557157, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 48; 3: 19; 4: 5; 5: 4; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 776,  9,  8,  267, 0, 7, 570300, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 46; 3: 15; 4: 11; 5: 3; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 785,  5, 14,  267, 0, 7, 557120, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 45; 3: 22; 4: 9; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 837,  6, 12,  267, 0, 7, 570259, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 42; 3: 20; 4: 11; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 536,  6, 13,  267, 0, 7, 610274, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 42; 3: 21; 4: 5; 5: 7; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 764,  5, 15,  268, 0, 7, 590958, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 48; 3: 20; 4: 5; 5: 5; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 485,  5, 14,  268, 0, 7, 557078, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 45; 3: 20; 4: 10; 5: 2; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  57,  5, 16,  268, 0, 7, 622274, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 45; 3: 20; 4: 13; 5: 1; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 909,  5, 16,  268, 0, 7, 622705, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 43; 3: 20; 4: 8; 5: 5; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 450,  5, 16,  268, 0, 7, 622683, 12440.03, 1, 81.15, 0: 1; 1: 48; 2: 46; 3: 19; 4: 11; 5: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 753,  8,  9,  268, 0, 7, 570306, 12440.03, 1, 81.15, 0: 1; 1: 55; 2: 39; 3: 19; 4: 6; 5: 7; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 667,  6, 12,  269, 0, 7, 570268, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 44; 3: 17; 4: 13; 5: 3; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 553,  6, 12,  269, 0, 7, 570373, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 43; 3: 18; 4: 7; 5: 6; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 370, 10,  7,  269, 0, 7, 557187, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 50; 3: 14; 4: 8; 5: 4; 6: 2; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  69,  5, 14,  269, 0, 7, 557181, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 44; 3: 18; 4: 10; 5: 6; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 590,  9,  8,  269, 0, 7, 570496, 12440.03, 1, 81.15, 0: 1; 1: 58; 2: 37; 3: 16; 4: 10; 5: 2; 6: 3; 7: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 932,  9,  8,  269, 0, 7, 570379, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 42; 3: 20; 4: 7; 5: 4; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 436,  6, 12,  269, 0, 7, 570298, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 38; 3: 21; 4: 10; 5: 6; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 712, 10,  7,  269, 0, 7, 557190, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 41; 3: 25; 4: 11; 5: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 955,  6, 13,  269, 0, 7, 610355, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 42; 3: 15; 4: 10; 5: 3; 6: 4; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  94,  8,  9,  270, 0, 7, 570197, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 48; 3: 10; 4: 12; 5: 5; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 360,  6, 13,  270, 0, 7, 610288, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 39; 3: 22; 4: 9; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 852,  7, 11,  270, 0, 7, 604977, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 43; 3: 22; 4: 9; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 849, 10,  7,  270, 0, 7, 557185, 12440.03, 1, 81.15, 0: 1; 1: 46; 2: 51; 3: 17; 4: 8; 5: 4; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 411,  5, 14,  270, 0, 7, 557143, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 42; 3: 22; 4: 8; 5: 5; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 650,  6, 13,  270, 0, 7, 610301, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 42; 3: 25; 4: 8; 5: 2; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 815, 10,  7,  270, 0, 7, 557189, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 42; 3: 20; 4: 10; 5: 3; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  28,  6, 12,  271, 0, 7, 570275, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 42; 3: 24; 4: 8; 5: 4; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 541,  9,  8,  271, 0, 7, 570272, 12440.03, 1, 81.15, 0: 1; 1: 49; 2: 43; 3: 20; 4: 11; 5: 5; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 665,  5, 14,  271, 0, 7, 557182, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 37; 3: 20; 4: 13; 5: 5; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 952,  6, 12,  271, 0, 7, 570250, 12440.03, 0, 81.15, 0: 1; 1: 37; 2: 59; 3: 21; 4: 9; 5: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 296,  5, 16,  271, 0, 7, 622544, 12440.03, 1, 81.15, 0: 1; 1: 50; 2: 41; 3: 22; 4: 9; 5: 6; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 284, 10,  7,  271, 0, 7, 557118, 12440.03, 1, 81.15, 0: 1; 1: 47; 2: 51; 3: 15; 4: 8; 5: 5; 6: 1; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 489,  7, 10,  271, 0, 7, 557110, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 42; 3: 13; 4: 13; 5: 6; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 504,  6, 12,  271, 0, 7, 570511, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 44; 3: 12; 4: 9; 5: 9; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 211,  5, 15,  271, 0, 7, 590625, 12440.03, 1, 81.15, 0: 1; 1: 46; 2: 49; 3: 18; 4: 10; 5: 4; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 630,  7, 10,  272, 0, 7, 557156, 12440.03, 1, 81.15, 0: 1; 1: 41; 2: 52; 3: 24; 4: 8; 5: 2; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 584,  7, 10,  272, 0, 7, 557172, 12440.03, 0, 81.15, 0: 1; 1: 52; 2: 40; 3: 19; 4: 9; 5: 8; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 308,  7, 10,  272, 0, 7, 557169, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 42; 3: 16; 4: 11; 5: 5; 6: 2; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  11,  6, 12,  272, 0, 7, 570320, 12440.03, 1, 81.15, 0: 1; 1: 51; 2: 46; 3: 11; 4: 12; 5: 7; 6: 1; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 326,  9,  8,  272, 0, 7, 570180, 12440.03, 1, 81.15, 0: 1; 1: 52; 2: 38; 3: 25; 4: 6; 5: 4; 6: 3; 7: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 686,  8,  9,  272, 0, 7, 570349, 12440.03, 1, 81.15, 0: 1; 1: 53; 2: 43; 3: 14; 4: 10; 5: 5; 6: 2; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,   8, 10,  7,  272, 0, 7, 557151, 12440.03, 1, 81.15, 0: 1; 1: 56; 2: 38; 3: 15; 4: 12; 5: 3; 6: 3; 7: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 102, 10,  7,  272, 0, 7, 557157, 12440.03, 1, 81.15, 0: 1; 1: 54; 2: 40; 3: 19; 4: 7; 5: 3; 6: 4; 7: 2; 
