Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
3(591)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 549,  7,  8,  130, 0, 3, 439086, 30005.01, 0, 0.00, 0: 8; 1: 52; 2: 33; 3: 4; 
Differentiation_of_T_lymphocytes, 406,  5, 12,  151, 0, 5, 464060, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 33; 3: 8; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 719,  6,  9,  151, 0, 5, 426099, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 37; 3: 6; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 943,  5, 10,  151, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 33; 3: 8; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 723,  9,  6,  151, 0, 5, 426153, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 32; 3: 10; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 691,  9,  6,  152, 0, 5, 426039, 30005.01, 1, 46.39, 0: 8; 1: 45; 2: 32; 3: 7; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 597,  8,  7,  152, 0, 5, 439156, 30005.01, 1, 46.39, 0: 8; 1: 45; 2: 32; 3: 7; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 576,  8,  7,  152, 0, 5, 439168, 30005.01, 1, 46.39, 0: 8; 1: 47; 2: 31; 3: 3; 4: 6; 5: 2; 
Differentiation_of_T_lymphocytes, 118,  7,  8,  152, 0, 5, 439261, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 37; 3: 5; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 135,  6,  9,  152, 0, 5, 426004, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 37; 3: 6; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 795,  9,  6,  152, 0, 5, 426038, 30005.01, 0, 46.39, 0: 8; 1: 46; 2: 30; 3: 7; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 847,  9,  6,  152, 0, 5, 426089, 30005.01, 1, 46.39, 0: 8; 1: 46; 2: 31; 3: 6; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 849,  6,  9,  152, 0, 5, 426091, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 34; 3: 6; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 477,  7,  8,  152, 0, 5, 439116, 30005.01, 1, 46.39, 0: 8; 1: 46; 2: 31; 3: 5; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 209,  6,  9,  152, 0, 5, 426082, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 37; 3: 5; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 824,  7,  8,  152, 0, 5, 438928, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 34; 3: 5; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 464,  6,  9,  152, 0, 5, 426089, 30005.01, 1, 46.39, 0: 8; 1: 45; 2: 31; 3: 9; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 510,  5, 11,  152, 0, 5, 432204, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 37; 3: 8; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 394,  9,  6,  153, 0, 5, 426052, 30005.01, 1, 46.39, 0: 8; 1: 47; 2: 30; 3: 5; 4: 4; 5: 3; 
Differentiation_of_T_lymphocytes, 533,  5, 10,  153, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 39; 3: 9; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 285,  8,  7,  153, 0, 5, 439190, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 33; 3: 6; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 782,  7,  8,  153, 0, 5, 439217, 30005.01, 1, 46.39, 0: 8; 1: 47; 2: 30; 3: 4; 4: 6; 5: 2; 
Differentiation_of_T_lymphocytes, 883,  8,  7,  153, 0, 5, 439320, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 38; 3: 5; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 542,  9,  6,  153, 0, 5, 426060, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 36; 3: 5; 4: 2; 5: 3; 
Differentiation_of_T_lymphocytes, 548,  5, 11,  153, 0, 5, 432029, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 35; 3: 8; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 641,  4, 13,  153, 0, 5, 410739, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 38; 3: 11; 5: 1; 
Differentiation_of_T_lymphocytes, 753,  8,  7,  153, 0, 5, 439119, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 34; 3: 4; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 395,  8,  7,  153, 0, 5, 439111, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 33; 3: 7; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 662,  7,  8,  153, 0, 5, 439251, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 37; 3: 4; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 695,  5, 10,  153, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 39; 3: 6; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 768,  8,  7,  153, 0, 5, 439184, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 33; 3: 6; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 907,  9,  6,  153, 0, 5, 426023, 30005.01, 0, 46.39, 0: 8; 1: 41; 2: 36; 3: 9; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 690,  5, 10,  153, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 37; 2: 43; 3: 7; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 727,  9,  6,  153, 0, 5, 426086, 30005.01, 1, 46.39, 0: 8; 1: 48; 2: 26; 3: 8; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 490,  7,  8,  153, 0, 5, 439235, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 37; 3: 3; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 944,  5, 12,  153, 0, 5, 463987, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 31; 3: 11; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes, 142,  5, 11,  153, 0, 5, 432125, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 39; 3: 9; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 191,  9,  6,  153, 0, 5, 426045, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 40; 3: 4; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 202,  9,  6,  153, 0, 5, 426062, 30005.01, 0, 46.39, 0: 8; 1: 44; 2: 32; 3: 9; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 812,  5, 10,  153, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 33; 3: 9; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 150,  6,  9,  154, 0, 5, 426126, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 34; 3: 6; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 613,  5, 10,  154, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 39; 3: 8; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 198,  5, 11,  154, 0, 5, 432158, 30005.01, 1, 46.39, 0: 8; 1: 45; 2: 31; 3: 7; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 891,  9,  6,  154, 0, 5, 426106, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 32; 3: 7; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 572,  4, 14,  154, 0, 5, 439248, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 30; 3: 14; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 716,  7,  8,  154, 0, 5, 439290, 30005.01, 1, 46.39, 0: 8; 1: 46; 2: 31; 3: 4; 4: 6; 5: 2; 
Differentiation_of_T_lymphocytes, 453,  5, 12,  154, 0, 5, 464046, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 31; 3: 10; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 390,  9,  6,  154, 0, 5, 426055, 30005.01, 1, 46.39, 0: 8; 1: 48; 2: 29; 3: 4; 4: 4; 5: 4; 
Differentiation_of_T_lymphocytes, 389,  9,  6,  154, 0, 5, 426045, 30005.01, 0, 46.39, 0: 8; 1: 42; 2: 35; 3: 7; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 596,  8,  7,  154, 0, 5, 439191, 30005.01, 1, 46.39, 0: 8; 1: 45; 2: 29; 3: 10; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 332,  5, 12,  154, 0, 5, 464041, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 35; 3: 10; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 442,  8,  7,  154, 0, 5, 439006, 30005.01, 1, 46.39, 0: 8; 1: 47; 2: 31; 3: 3; 4: 4; 5: 4; 
Differentiation_of_T_lymphocytes, 621,  7,  8,  155, 0, 5, 439177, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 39; 3: 5; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 441,  5, 10,  155, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 38; 3: 9; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 254,  7,  8,  155, 0, 5, 439256, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 35; 3: 9; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 427,  7,  8,  155, 0, 5, 439126, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 33; 3: 6; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 574,  7,  8,  155, 0, 5, 439148, 30005.01, 1, 46.39, 0: 8; 1: 47; 2: 29; 3: 4; 4: 7; 5: 2; 
Differentiation_of_T_lymphocytes, 942,  5, 10,  155, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 35; 3: 12; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 282,  4, 14,  155, 0, 5, 439275, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 34; 3: 14; 5: 1; 
Differentiation_of_T_lymphocytes, 631,  5, 10,  155, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 34; 3: 11; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 382,  4, 14,  155, 0, 5, 439200, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 37; 3: 8; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 105,  9,  6,  155, 0, 5, 425971, 30005.01, 1, 46.39, 0: 8; 1: 45; 2: 31; 3: 6; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes, 516,  8,  7,  155, 0, 5, 439228, 30005.01, 1, 46.39, 0: 8; 1: 45; 2: 33; 3: 4; 4: 3; 5: 4; 
Differentiation_of_T_lymphocytes, 238,  5, 12,  155, 0, 5, 464068, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 30; 3: 13; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 675,  6,  9,  155, 0, 5, 426120, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 32; 3: 10; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes,  87,  6,  9,  155, 0, 5, 426102, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 31; 3: 8; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 809,  5, 11,  155, 0, 5, 432205, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 33; 3: 10; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 777,  7,  8,  155, 0, 5, 439333, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 36; 3: 5; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 157,  5, 10,  156, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 35; 3: 11; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 682,  5, 12,  156, 0, 5, 463981, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 36; 3: 9; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 120,  9,  6,  156, 0, 5, 426131, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 35; 3: 5; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes,   8,  8,  7,  156, 0, 5, 439241, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 33; 3: 5; 4: 4; 5: 3; 
Differentiation_of_T_lymphocytes, 455,  5, 11,  156, 0, 5, 432206, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 29; 3: 11; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 841,  5, 12,  156, 0, 5, 463714, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 37; 3: 10; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 578,  5, 10,  156, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 36; 3: 9; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 913,  5, 10,  156, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 38; 3: 8; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 657,  5, 11,  156, 0, 5, 432074, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 35; 3: 9; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 195,  7,  8,  156, 0, 5, 439244, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 37; 3: 7; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 132,  5, 11,  156, 0, 5, 432193, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 31; 3: 8; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 100,  5, 11,  156, 0, 5, 432120, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 32; 3: 11; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 595,  5, 12,  156, 0, 5, 464189, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 34; 3: 10; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 149,  7,  8,  157, 0, 5, 439198, 30005.01, 1, 46.39, 0: 8; 1: 46; 2: 30; 3: 5; 4: 4; 5: 4; 
Differentiation_of_T_lymphocytes, 544,  6,  9,  157, 0, 5, 426148, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 33; 3: 8; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 618,  5, 12,  157, 0, 5, 463984, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 35; 3: 13; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 443,  5, 12,  157, 0, 5, 464063, 30005.01, 1, 46.39, 0: 8; 1: 37; 2: 41; 3: 7; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 888,  4, 13,  157, 0, 5, 410755, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 34; 3: 12; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 607,  6,  9,  157, 0, 5, 426093, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 32; 3: 8; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 887,  5, 12,  157, 0, 5, 463998, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 35; 3: 10; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 619,  6,  9,  157, 0, 5, 426061, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 30; 3: 9; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 230,  6,  9,  157, 0, 5, 426036, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 40; 3: 4; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 528,  5, 11,  157, 0, 5, 432111, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 37; 3: 9; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 625,  7,  8,  157, 0, 5, 439286, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 38; 3: 4; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 482,  6,  9,  157, 0, 5, 426180, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 39; 3: 4; 4: 3; 5: 3; 
Differentiation_of_T_lymphocytes, 134,  5, 11,  157, 0, 5, 432168, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 34; 3: 9; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 776,  6,  9,  157, 0, 5, 426083, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 36; 3: 9; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 562,  7,  8,  157, 0, 5, 439168, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 38; 3: 3; 4: 4; 5: 3; 
Differentiation_of_T_lymphocytes, 577,  5, 12,  157, 0, 5, 464056, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 37; 3: 7; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 698,  5, 10,  157, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 35; 3: 10; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes,  85,  4, 13,  157, 0, 5, 410765, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 33; 3: 14; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 445,  9,  6,  157, 0, 5, 426067, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 36; 3: 5; 4: 6; 5: 1; 
Differentiation_of_T_lymphocytes, 349,  4, 13,  158, 0, 5, 410776, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 35; 3: 10; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 775,  9,  6,  158, 0, 5, 426133, 30005.01, 1, 46.39, 0: 8; 1: 46; 2: 29; 3: 5; 4: 6; 5: 3; 
Differentiation_of_T_lymphocytes, 685,  5, 12,  158, 0, 5, 464037, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 31; 3: 11; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 250,  5, 12,  158, 0, 5, 463955, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 31; 3: 11; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 717,  5, 11,  158, 0, 5, 432144, 30005.01, 0, 46.39, 0: 8; 1: 39; 2: 36; 3: 10; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 444,  5, 12,  158, 0, 5, 464045, 30005.01, 0, 46.39, 0: 8; 1: 41; 2: 33; 3: 10; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 489,  5, 11,  158, 0, 5, 432157, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 37; 3: 6; 4: 4; 5: 2; 
Differentiation_of_T_lymphocytes, 971,  5, 10,  158, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 36; 2: 43; 3: 5; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 305,  5, 12,  158, 0, 5, 463855, 30005.01, 1, 46.39, 0: 8; 1: 38; 2: 38; 3: 9; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 492,  5, 11,  158, 0, 5, 432202, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 36; 3: 10; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 308,  9,  6,  158, 0, 5, 426084, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 37; 3: 4; 4: 4; 5: 3; 
Differentiation_of_T_lymphocytes, 367,  5, 10,  158, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 32; 3: 9; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 783,  5, 12,  158, 0, 5, 464303, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 35; 3: 12; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 175,  8,  7,  158, 0, 5, 439163, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 34; 3: 6; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes, 534,  6,  9,  158, 0, 5, 425940, 30005.01, 1, 46.39, 0: 8; 1: 37; 2: 41; 3: 6; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 410,  5, 11,  158, 0, 5, 432156, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 30; 3: 13; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 665,  5, 10,  158, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 31; 3: 12; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 740,  6,  9,  158, 0, 5, 426046, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 38; 3: 6; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes,  82,  5, 11,  158, 0, 5, 432245, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 31; 3: 11; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 166,  9,  6,  158, 0, 5, 426123, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 36; 3: 5; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes, 636,  5, 11,  159, 0, 5, 432192, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 33; 3: 9; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 903,  6,  9,  159, 0, 5, 426096, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 32; 3: 6; 4: 2; 5: 5; 
Differentiation_of_T_lymphocytes, 278,  5, 12,  159, 0, 5, 464050, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 34; 3: 11; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 449,  6,  9,  159, 0, 5, 425954, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 34; 3: 6; 4: 4; 5: 3; 
Differentiation_of_T_lymphocytes, 561,  5, 12,  159, 0, 5, 464030, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 34; 3: 13; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 774,  8,  7,  159, 0, 5, 439209, 30005.01, 1, 46.39, 0: 8; 1: 44; 2: 32; 3: 4; 4: 6; 5: 3; 
Differentiation_of_T_lymphocytes, 766,  6,  9,  159, 0, 5, 426008, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 35; 3: 6; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes, 972,  5, 10,  159, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 33; 3: 7; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes, 212,  5, 11,  159, 0, 5, 432142, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 31; 3: 10; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 785,  7,  8,  159, 0, 5, 439236, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 36; 3: 9; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 789,  9,  6,  159, 0, 5, 426023, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 35; 3: 3; 4: 7; 5: 2; 
Differentiation_of_T_lymphocytes, 648,  7,  8,  159, 0, 5, 439315, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 34; 3: 4; 4: 8; 5: 1; 
Differentiation_of_T_lymphocytes, 106,  5, 12,  159, 0, 5, 464200, 30005.01, 1, 46.39, 0: 8; 1: 37; 2: 39; 3: 9; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 268,  5, 11,  159, 0, 5, 432300, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 34; 3: 13; 4: 2; 5: 1; 
Differentiation_of_T_lymphocytes, 420,  5, 10,  159, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 31; 3: 10; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 235,  7,  8,  159, 0, 5, 439199, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 37; 3: 5; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes, 616,  5, 12,  159, 0, 5, 463979, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 31; 3: 14; 4: 1; 5: 2; 
Differentiation_of_T_lymphocytes,  10,  5, 11,  159, 0, 5, 432069, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 30; 3: 13; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 370,  4, 13,  160, 0, 5, 410778, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 32; 3: 16; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 708,  5, 10,  160, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 39; 2: 36; 3: 9; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 440,  6,  9,  160, 0, 5, 426073, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 37; 3: 5; 4: 4; 5: 3; 
Differentiation_of_T_lymphocytes,  45,  8,  7,  160, 0, 5, 439226, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 33; 3: 3; 4: 8; 5: 2; 
Differentiation_of_T_lymphocytes, 325,  6,  9,  160, 0, 5, 426118, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 34; 3: 9; 4: 5; 5: 1; 
Differentiation_of_T_lymphocytes, 910,  5, 12,  160, 0, 5, 463970, 30005.01, 1, 46.39, 0: 8; 1: 38; 2: 36; 3: 11; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 457,  5, 10,  160, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 38; 2: 38; 3: 9; 4: 1; 5: 3; 
Differentiation_of_T_lymphocytes,  56,  4, 14,  160, 0, 5, 439267, 30005.01, 1, 46.39, 0: 8; 1: 38; 2: 34; 3: 15; 4: 1; 5: 1; 
Differentiation_of_T_lymphocytes, 114,  6,  9,  160, 0, 5, 426090, 30005.01, 0, 46.39, 0: 8; 1: 38; 2: 37; 3: 9; 4: 4; 5: 1; 
Differentiation_of_T_lymphocytes, 351,  9,  6,  160, 0, 5, 426160, 30005.01, 1, 46.39, 0: 8; 1: 43; 2: 30; 3: 9; 4: 5; 5: 2; 
Differentiation_of_T_lymphocytes,  21,  5, 10,  160, 0, 5, 395675, 30005.01, 1, 46.39, 0: 8; 1: 38; 2: 38; 3: 8; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 354,  4, 13,  160, 0, 5, 410766, 30005.01, 1, 46.39, 0: 8; 1: 42; 2: 28; 3: 15; 4: 3; 5: 1; 
Differentiation_of_T_lymphocytes, 155,  4, 13,  160, 0, 5, 410753, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 31; 3: 13; 4: 2; 5: 2; 
Differentiation_of_T_lymphocytes, 788,  5, 12,  160, 0, 5, 464284, 30005.01, 1, 46.39, 0: 8; 1: 40; 2: 34; 3: 10; 4: 3; 5: 2; 
Differentiation_of_T_lymphocytes, 163,  4, 13,  160, 0, 5, 410768, 30005.01, 1, 46.39, 0: 8; 1: 41; 2: 30; 3: 14; 4: 3; 5: 1; 
