Seed 1656949570
ARCH 2|F_ID 2|LIMIT 3
before: 
3(1000)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 726,  6, 10,  188, 1, 3, 470520, 16882.14, 0, 0.00, 1: 86; 2: 45; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 924,  5, 12,  235, 0, 6, 470528, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 38; 3: 14; 4: 9; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  20,  4, 14,  235, 0, 6, 442689, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 35; 3: 18; 4: 10; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 863,  6, 10,  235, 0, 6, 470293, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 38; 3: 11; 4: 11; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 691,  9,  6,  235, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 69; 2: 34; 3: 13; 4: 7; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 613,  6, 10,  235, 0, 6, 470504, 16882.14, 1, 85.65, 0: 6; 1: 69; 2: 32; 3: 17; 4: 6; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 943,  6, 10,  235, 0, 6, 470441, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 35; 3: 13; 4: 12; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 987,  9,  6,  235, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 36; 3: 18; 4: 8; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 186,  7,  8,  235, 0, 6, 442647, 16882.14, 0, 85.65, 0: 6; 1: 69; 2: 34; 3: 12; 4: 10; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 128,  6, 10,  235, 0, 6, 470484, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 44; 3: 10; 4: 11; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 339,  6,  9,  235, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 45; 3: 16; 4: 8; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 543,  7,  8,  235, 0, 6, 442647, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 38; 3: 15; 4: 7; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 825,  7,  8,  236, 0, 6, 442687, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 42; 3: 14; 4: 8; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 948,  5, 12,  236, 0, 6, 470441, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 38; 3: 15; 4: 7; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 757,  6, 10,  236, 0, 6, 470479, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 39; 3: 10; 4: 7; 5: 3; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 144,  4, 14,  236, 0, 6, 442652, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 43; 3: 19; 4: 7; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 598,  7,  8,  236, 0, 6, 442659, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 34; 3: 18; 4: 8; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 166,  9,  6,  236, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 68; 2: 36; 3: 10; 4: 10; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 121,  7,  8,  236, 0, 6, 442679, 16882.14, 1, 85.65, 0: 6; 1: 68; 2: 33; 3: 17; 4: 5; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 227,  4, 14,  236, 0, 6, 442672, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 36; 3: 15; 4: 8; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 696,  4, 14,  236, 0, 6, 442647, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 40; 3: 16; 4: 6; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 843,  7,  8,  236, 0, 6, 442649, 16882.14, 1, 85.65, 0: 6; 1: 69; 2: 35; 3: 9; 4: 11; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 518,  9,  6,  236, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 68; 2: 35; 3: 14; 4: 7; 5: 2; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 909,  7,  8,  236, 0, 6, 442628, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 36; 3: 13; 4: 10; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  83,  5, 12,  236, 0, 6, 470457, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 43; 3: 20; 4: 5; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 996,  4, 14,  236, 0, 6, 442665, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 36; 3: 16; 4: 10; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 726,  6, 10,  236, 0, 6, 470520, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 39; 3: 10; 4: 7; 5: 3; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 571,  7,  8,  237, 0, 6, 442634, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 42; 3: 11; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 127,  9,  6,  237, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 40; 3: 8; 4: 10; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 191,  9,  6,  237, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 36; 3: 21; 4: 7; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 894,  7,  8,  237, 0, 6, 442650, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 41; 3: 12; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 941,  6, 10,  237, 0, 6, 470472, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 46; 3: 10; 4: 5; 5: 3; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 531,  5, 12,  237, 0, 6, 470332, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 44; 3: 14; 4: 9; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 324,  8,  7,  237, 0, 6, 442634, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 40; 3: 18; 4: 5; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 366,  9,  6,  237, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 71; 2: 30; 3: 12; 4: 11; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 106,  5, 12,  237, 0, 6, 470400, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 42; 3: 16; 4: 7; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 261,  5, 13,  237, 0, 6, 499369, 16882.14, 1, 85.65, 0: 6; 1: 54; 2: 53; 3: 15; 4: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 602,  4, 14,  237, 0, 6, 442655, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 34; 3: 17; 4: 9; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 195,  7,  8,  238, 0, 6, 442648, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 42; 3: 12; 4: 8; 5: 1; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 662,  7,  8,  238, 0, 6, 442674, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 41; 3: 16; 4: 5; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 487,  5, 12,  238, 0, 6, 470534, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 40; 3: 13; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 572,  4, 14,  238, 0, 6, 442637, 16882.14, 1, 85.65, 0: 6; 1: 68; 2: 31; 3: 17; 4: 10; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 190,  4, 14,  238, 0, 6, 442668, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 37; 3: 17; 4: 11; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 418,  4, 14,  238, 0, 6, 442681, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 47; 3: 14; 4: 8; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 451,  4, 14,  238, 0, 6, 442677, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 42; 3: 20; 4: 6; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 448,  6, 10,  238, 0, 6, 470492, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 42; 3: 10; 4: 5; 5: 3; 6: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 180,  6, 10,  238, 0, 6, 470432, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 34; 3: 18; 4: 7; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 587,  7,  8,  238, 0, 6, 442634, 16882.14, 1, 85.65, 0: 6; 1: 69; 2: 32; 3: 16; 4: 4; 5: 7; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 616,  5, 12,  238, 0, 6, 470547, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 40; 3: 16; 4: 5; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 159,  9,  6,  238, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 43; 3: 14; 4: 7; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 179,  8,  7,  238, 0, 6, 442674, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 43; 3: 13; 4: 9; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 737,  6,  9,  238, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 40; 3: 16; 4: 8; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 263,  9,  6,  238, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 34; 3: 18; 4: 6; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 906,  7,  8,  238, 0, 6, 442667, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 41; 3: 9; 4: 8; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 535,  9,  6,  238, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 41; 3: 12; 4: 7; 5: 2; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 615,  5, 12,  239, 0, 6, 470522, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 35; 3: 15; 4: 9; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 537,  6, 10,  239, 0, 6, 470650, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 41; 3: 14; 4: 8; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  87,  6,  9,  239, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 47; 3: 9; 4: 8; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 299,  8,  7,  239, 0, 6, 442621, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 45; 3: 16; 4: 8; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 875,  4, 14,  239, 0, 6, 442708, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 47; 3: 11; 4: 8; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 925,  9,  6,  239, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 45; 3: 14; 4: 5; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 704,  9,  6,  239, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 39; 3: 11; 4: 10; 5: 1; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 762,  6, 10,  239, 0, 6, 470447, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 38; 3: 9; 4: 8; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 549,  7,  8,  239, 0, 6, 442639, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 35; 3: 13; 4: 9; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 826,  9,  6,  239, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 36; 3: 11; 4: 10; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  26,  6, 10,  239, 0, 6, 470400, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 43; 3: 14; 4: 6; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 169,  7,  8,  239, 0, 6, 442630, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 35; 3: 11; 4: 13; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 116,  7,  8,  239, 0, 6, 442640, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 39; 3: 13; 4: 8; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 794,  6, 10,  239, 0, 6, 470469, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 36; 3: 14; 4: 5; 5: 4; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 922,  5, 12,  239, 0, 6, 470595, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 38; 3: 15; 4: 8; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 989,  6, 10,  239, 0, 6, 470551, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 36; 3: 15; 4: 6; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 371,  4, 14,  239, 0, 6, 442673, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 39; 3: 14; 4: 7; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 358,  6, 10,  240, 0, 6, 470388, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 40; 3: 14; 4: 6; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 473,  7,  8,  240, 0, 6, 442649, 16882.14, 0, 85.65, 0: 6; 1: 62; 2: 40; 3: 15; 4: 8; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 271,  7,  8,  240, 0, 6, 442678, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 31; 3: 20; 4: 9; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 606,  8,  7,  240, 0, 6, 442668, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 36; 3: 18; 4: 10; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 401,  4, 14,  240, 0, 6, 442633, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 37; 3: 15; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 716,  7,  8,  240, 0, 6, 442673, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 44; 3: 14; 4: 6; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  49,  5, 12,  240, 0, 6, 470503, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 35; 3: 17; 4: 7; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 712,  5, 12,  240, 0, 6, 470473, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 39; 3: 17; 4: 7; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 815,  9,  6,  240, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 42; 3: 10; 4: 8; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 147,  4, 14,  240, 0, 6, 442667, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 44; 3: 18; 4: 6; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 877,  5, 12,  241, 0, 6, 470395, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 47; 3: 16; 4: 6; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  71,  6,  9,  241, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 48; 3: 14; 4: 5; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 527,  9,  6,  241, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 38; 3: 17; 4: 9; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 110,  8,  7,  241, 0, 6, 442654, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 43; 3: 9; 4: 10; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 433,  6,  9,  241, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 43; 3: 17; 4: 6; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 692,  9,  6,  241, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 43; 3: 11; 4: 7; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 338,  7,  8,  241, 0, 6, 442680, 16882.14, 1, 85.65, 0: 6; 1: 70; 2: 33; 3: 12; 4: 4; 5: 7; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  64,  6, 10,  241, 0, 6, 470424, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 33; 3: 15; 4: 8; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 471,  9,  6,  241, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 42; 3: 13; 4: 7; 5: 2; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 654,  7,  8,  241, 0, 6, 442666, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 35; 3: 18; 4: 5; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  84,  6, 10,  241, 0, 6, 470332, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 37; 3: 16; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 758,  8,  7,  241, 0, 6, 442634, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 49; 3: 9; 4: 8; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 878,  4, 14,  241, 0, 6, 442687, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 36; 3: 23; 4: 7; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 860,  6, 10,  242, 0, 6, 470489, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 40; 3: 12; 4: 9; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 241,  6,  9,  242, 0, 6, 427869, 16882.14, 0, 85.65, 0: 6; 1: 57; 2: 45; 3: 18; 4: 5; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 417,  6, 10,  242, 0, 6, 470402, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 44; 3: 11; 4: 7; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 884,  8,  7,  242, 0, 6, 442674, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 45; 3: 17; 4: 7; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 101,  5, 12,  242, 0, 6, 470486, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 40; 3: 14; 4: 9; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  40,  4, 14,  242, 0, 6, 442606, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 41; 3: 18; 4: 5; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 415,  8,  7,  242, 0, 6, 442638, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 40; 3: 17; 4: 6; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 400,  7,  8,  242, 0, 6, 442593, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 36; 3: 16; 4: 6; 5: 3; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 738,  6,  9,  242, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 44; 3: 15; 4: 6; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 936,  9,  6,  242, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 40; 3: 10; 4: 9; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 364,  4, 14,  242, 0, 6, 442682, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 42; 3: 20; 4: 6; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 813,  7,  8,  242, 0, 6, 442693, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 40; 3: 14; 4: 9; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 276,  6, 10,  242, 0, 6, 470512, 16882.14, 1, 85.65, 0: 6; 1: 67; 2: 30; 3: 19; 4: 8; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 408,  5, 12,  242, 0, 6, 470516, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 42; 3: 16; 4: 7; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 585,  7,  8,  242, 0, 6, 442677, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 37; 3: 14; 4: 9; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 950,  5, 11,  242, 0, 6, 434819, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 44; 3: 12; 4: 8; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 105,  9,  6,  242, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 39; 3: 16; 4: 7; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 109,  9,  6,  242, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 59; 2: 44; 3: 14; 4: 8; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 668,  5, 12,  243, 0, 6, 470527, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 35; 3: 21; 4: 4; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 676,  9,  6,  243, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 65; 2: 35; 3: 15; 4: 8; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 791,  5, 12,  243, 0, 6, 470515, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 40; 3: 15; 4: 10; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 280,  5, 13,  243, 0, 6, 499387, 16882.14, 0, 85.65, 0: 6; 1: 53; 2: 53; 3: 13; 4: 7; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 685,  5, 12,  243, 0, 6, 470549, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 42; 3: 11; 4: 8; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 278,  5, 12,  243, 0, 6, 470432, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 40; 3: 9; 4: 9; 5: 6; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 491,  4, 14,  243, 0, 6, 442693, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 43; 3: 21; 4: 5; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 563,  7,  8,  243, 0, 6, 442658, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 43; 3: 14; 4: 7; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 229,  7,  8,  243, 0, 6, 442636, 16882.14, 1, 85.65, 0: 6; 1: 64; 2: 35; 3: 17; 4: 9; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 150,  6,  9,  243, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 60; 2: 40; 3: 17; 4: 9; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 707,  9,  6,  243, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 63; 2: 38; 3: 14; 4: 9; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 114,  6,  9,  243, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 40; 3: 16; 4: 8; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  74,  5, 12,  243, 0, 6, 470530, 16882.14, 1, 85.65, 0: 6; 1: 62; 2: 40; 3: 14; 4: 7; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 273,  5, 13,  243, 0, 6, 499465, 16882.14, 1, 85.65, 0: 6; 1: 58; 2: 46; 3: 12; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 446,  5, 12,  243, 0, 6, 470403, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 37; 3: 20; 4: 8; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 964,  9,  6,  244, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 66; 2: 32; 3: 18; 4: 8; 5: 2; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   5,  6,  9,  244, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 61; 2: 39; 3: 15; 4: 11; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 534,  6,  9,  244, 0, 6, 427869, 16882.14, 1, 85.65, 0: 6; 1: 57; 2: 47; 3: 10; 4: 13; 5: 1; 6: 1; 
