Seed 1656949570
ARCH 1|F_ID 2|LIMIT 4
before: 
3(148)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 775, 12,  9,  336, 1, 3, 865794, 26664.03, 0, 0.00, 1: 133; 2: 79; 3: 15; 
EGFR_&_ErbB_Signaling, 818, 12,  9,  388, 1, 6, 865854, 26664.03, 1, 159.63, 1: 130; 2: 61; 3: 16; 4: 13; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 457,  7, 16,  388, 1, 6, 891089, 26664.03, 1, 159.63, 1: 129; 2: 60; 3: 20; 4: 12; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 620, 11, 10,  388, 1, 6, 879033, 26664.03, 1, 159.63, 1: 128; 2: 62; 3: 19; 4: 12; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 870, 10, 11,  388, 1, 6, 878998, 26664.03, 1, 159.63, 1: 131; 2: 54; 3: 26; 4: 10; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 531,  7, 15,  388, 1, 6, 840840, 26664.03, 1, 159.63, 1: 131; 2: 57; 3: 21; 4: 12; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling,  78,  6, 18,  388, 1, 6, 865742, 26664.03, 1, 159.63, 1: 121; 2: 69; 3: 24; 4: 9; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling, 485, 11, 10,  388, 1, 6, 879020, 26664.03, 1, 159.63, 1: 131; 2: 58; 3: 19; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 743,  6, 18,  388, 1, 6, 865797, 26664.03, 1, 159.63, 1: 129; 2: 62; 3: 17; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling,  59, 11, 10,  388, 1, 6, 879000, 26664.03, 1, 159.63, 1: 129; 2: 67; 3: 10; 4: 12; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 952,  7, 16,  388, 1, 6, 891137, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 18; 4: 15; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling, 598,  8, 14,  388, 1, 6, 891058, 26664.03, 1, 159.63, 1: 132; 2: 61; 3: 12; 4: 14; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 298, 12,  9,  389, 1, 6, 865785, 26664.03, 1, 159.63, 1: 129; 2: 58; 3: 23; 4: 11; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 788,  7, 15,  389, 1, 6, 840840, 26664.03, 1, 159.63, 1: 124; 2: 66; 3: 21; 4: 11; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 193, 12,  9,  389, 1, 6, 865750, 26664.03, 1, 159.63, 1: 132; 2: 57; 3: 17; 4: 14; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 355,  7, 16,  389, 1, 6, 891084, 26664.03, 1, 159.63, 1: 129; 2: 59; 3: 22; 4: 10; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 592,  9, 12,  389, 1, 6, 865809, 26664.03, 1, 159.63, 1: 132; 2: 54; 3: 25; 4: 8; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 487, 12,  9,  389, 1, 6, 865779, 26664.03, 1, 159.63, 1: 128; 2: 62; 3: 18; 4: 13; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 923,  7, 16,  389, 1, 6, 891098, 26664.03, 1, 159.63, 1: 135; 2: 54; 3: 17; 4: 13; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 707, 12,  9,  389, 1, 6, 865762, 26664.03, 1, 159.63, 1: 129; 2: 61; 3: 19; 4: 10; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 670, 11, 10,  389, 1, 6, 879055, 26664.03, 1, 159.63, 1: 121; 2: 72; 3: 17; 4: 14; 5: 1; 6: 2; 
EGFR_&_ErbB_Signaling, 177,  8, 14,  389, 1, 6, 891117, 26664.03, 1, 159.63, 1: 128; 2: 62; 3: 17; 4: 15; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 431,  7, 15,  389, 1, 6, 840840, 26664.03, 1, 159.63, 1: 129; 2: 61; 3: 21; 4: 6; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 560,  7, 15,  389, 1, 6, 840840, 26664.03, 1, 159.63, 1: 128; 2: 55; 3: 28; 4: 14; 5: 1; 6: 1; 
EGFR_&_ErbB_Signaling, 209, 12,  9,  389, 1, 6, 865789, 26664.03, 1, 159.63, 1: 127; 2: 65; 3: 16; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 765, 11, 10,  389, 1, 6, 879014, 26664.03, 1, 159.63, 1: 127; 2: 62; 3: 22; 4: 9; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 961,  6, 19,  389, 1, 6, 908487, 26664.03, 1, 159.63, 1: 129; 2: 62; 3: 15; 4: 15; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 228,  9, 12,  389, 1, 6, 865738, 26664.03, 1, 159.63, 1: 130; 2: 57; 3: 23; 4: 10; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 594,  9, 12,  389, 1, 6, 865915, 26664.03, 1, 159.63, 1: 127; 2: 62; 3: 21; 4: 11; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 647,  8, 13,  390, 1, 6, 830180, 26664.03, 1, 159.63, 1: 122; 2: 71; 3: 14; 4: 17; 5: 2; 6: 1; 
EGFR_&_ErbB_Signaling, 892,  7, 17,  390, 1, 6, 940603, 26664.03, 1, 159.63, 1: 130; 2: 55; 3: 25; 4: 11; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 715,  7, 17,  390, 1, 6, 940293, 26664.03, 1, 159.63, 1: 128; 2: 62; 3: 18; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 931,  6, 20,  390, 1, 6, 947827, 26664.03, 1, 159.63, 1: 131; 2: 56; 3: 21; 4: 13; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 629,  8, 14,  390, 1, 6, 891363, 26664.03, 1, 159.63, 1: 126; 2: 66; 3: 17; 4: 11; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 705,  7, 16,  390, 1, 6, 891134, 26664.03, 1, 159.63, 1: 128; 2: 62; 3: 20; 4: 9; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 908, 10, 11,  390, 1, 6, 878900, 26664.03, 1, 159.63, 1: 128; 2: 63; 3: 19; 4: 8; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 500,  6, 19,  390, 1, 6, 908221, 26664.03, 1, 159.63, 1: 128; 2: 60; 3: 21; 4: 13; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 122,  9, 12,  390, 1, 6, 865853, 26664.03, 1, 159.63, 1: 134; 2: 53; 3: 20; 4: 12; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling,  40,  6, 20,  390, 1, 6, 947829, 26664.03, 1, 159.63, 1: 130; 2: 60; 3: 21; 4: 6; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 539,  8, 13,  390, 1, 6, 830180, 26664.03, 1, 159.63, 1: 128; 2: 61; 3: 19; 4: 14; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 330, 12,  9,  390, 1, 6, 865721, 26664.03, 1, 159.63, 1: 127; 2: 64; 3: 18; 4: 12; 5: 3; 6: 3; 
EGFR_&_ErbB_Signaling, 392, 10, 11,  390, 1, 6, 879043, 26664.03, 1, 159.63, 1: 126; 2: 67; 3: 15; 4: 12; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 446,  6, 18,  390, 1, 6, 865773, 26664.03, 1, 159.63, 1: 129; 2: 59; 3: 23; 4: 8; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 537,  7, 16,  390, 1, 6, 891161, 26664.03, 1, 159.63, 1: 130; 2: 57; 3: 22; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling,  50,  8, 13,  390, 1, 6, 830180, 26664.03, 1, 159.63, 1: 122; 2: 69; 3: 22; 4: 9; 5: 2; 6: 3; 
EGFR_&_ErbB_Signaling,  65, 10, 11,  390, 1, 6, 879057, 26664.03, 1, 159.63, 1: 123; 2: 70; 3: 17; 4: 10; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling,  73, 12,  9,  390, 1, 6, 865827, 26664.03, 1, 159.63, 1: 131; 2: 58; 3: 19; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling,  80,  6, 19,  390, 1, 6, 908058, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 19; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 323,  8, 13,  390, 1, 6, 830180, 26664.03, 1, 159.63, 1: 125; 2: 65; 3: 19; 4: 13; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 210,  7, 15,  390, 1, 6, 840840, 26664.03, 1, 159.63, 1: 131; 2: 59; 3: 19; 4: 9; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 361,  6, 20,  390, 1, 6, 947323, 26664.03, 1, 159.63, 1: 127; 2: 61; 3: 22; 4: 11; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 577,  6, 18,  390, 1, 6, 865887, 26664.03, 1, 159.63, 1: 126; 2: 66; 3: 16; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 384,  8, 14,  390, 1, 6, 890891, 26664.03, 1, 159.63, 1: 131; 2: 61; 3: 14; 4: 12; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 103,  7, 16,  390, 1, 6, 890990, 26664.03, 1, 159.63, 1: 127; 2: 65; 3: 17; 4: 9; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 468,  6, 20,  390, 1, 6, 947768, 26664.03, 1, 159.63, 1: 127; 2: 60; 3: 22; 4: 14; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling, 429,  9, 12,  390, 1, 6, 865815, 26664.03, 1, 159.63, 1: 129; 2: 62; 3: 15; 4: 15; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 410,  8, 14,  390, 1, 6, 891081, 26664.03, 1, 159.63, 1: 127; 2: 64; 3: 18; 4: 10; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 278, 12,  9,  390, 1, 6, 865770, 26664.03, 1, 159.63, 1: 131; 2: 59; 3: 16; 4: 13; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling,   3,  7, 17,  390, 1, 6, 940427, 26664.03, 1, 159.63, 1: 128; 2: 60; 3: 23; 4: 9; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 149, 10, 11,  390, 1, 6, 879084, 26664.03, 1, 159.63, 1: 125; 2: 70; 3: 11; 4: 14; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 366, 12,  9,  390, 1, 6, 865806, 26664.03, 1, 159.63, 1: 124; 2: 66; 3: 21; 4: 11; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 602,  6, 20,  390, 1, 6, 947839, 26664.03, 1, 159.63, 1: 129; 2: 59; 3: 21; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 768,  6, 19,  391, 1, 6, 908051, 26664.03, 1, 159.63, 1: 129; 2: 60; 3: 18; 4: 14; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 121,  7, 17,  391, 1, 6, 940113, 26664.03, 1, 159.63, 1: 123; 2: 68; 3: 18; 4: 13; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 333, 10, 11,  391, 1, 6, 879085, 26664.03, 1, 159.63, 1: 124; 2: 67; 3: 19; 4: 10; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 780,  7, 16,  391, 1, 6, 890949, 26664.03, 1, 159.63, 1: 128; 2: 62; 3: 19; 4: 11; 5: 4; 6: 3; 
EGFR_&_ErbB_Signaling, 389,  9, 12,  391, 1, 6, 865786, 26664.03, 1, 159.63, 1: 126; 2: 65; 3: 15; 4: 16; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 449,  6, 18,  391, 1, 6, 865834, 26664.03, 1, 159.63, 1: 127; 2: 65; 3: 16; 4: 10; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 929,  8, 13,  391, 1, 6, 830180, 26664.03, 1, 159.63, 1: 126; 2: 62; 3: 24; 4: 7; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 534, 12,  9,  391, 1, 6, 865839, 26664.03, 1, 159.63, 1: 133; 2: 53; 3: 19; 4: 16; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 836, 10, 11,  391, 1, 6, 879140, 26664.03, 1, 159.63, 1: 129; 2: 58; 3: 24; 4: 7; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling,  85,  6, 19,  391, 1, 6, 908132, 26664.03, 1, 159.63, 1: 125; 2: 65; 3: 19; 4: 12; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 672,  6, 18,  391, 1, 6, 865786, 26664.03, 1, 159.63, 1: 123; 2: 63; 3: 27; 4: 10; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling, 494,  8, 14,  391, 1, 6, 891100, 26664.03, 1, 159.63, 1: 129; 2: 59; 3: 20; 4: 13; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 902,  6, 20,  391, 1, 6, 947687, 26664.03, 1, 159.63, 1: 130; 2: 57; 3: 20; 4: 14; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 963,  8, 13,  391, 1, 6, 830180, 26664.03, 1, 159.63, 1: 126; 2: 65; 3: 17; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 415, 11, 10,  391, 1, 6, 879175, 26664.03, 1, 159.63, 1: 128; 2: 59; 3: 24; 4: 9; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 447,  7, 16,  391, 1, 6, 890963, 26664.03, 1, 159.63, 1: 128; 2: 63; 3: 17; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 987,  6, 18,  391, 1, 6, 865787, 26664.03, 1, 159.63, 1: 127; 2: 61; 3: 22; 4: 11; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 229, 10, 11,  391, 1, 6, 878935, 26664.03, 1, 159.63, 1: 128; 2: 59; 3: 21; 4: 14; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 582,  8, 13,  391, 1, 6, 830180, 26664.03, 1, 159.63, 1: 125; 2: 67; 3: 17; 4: 11; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 723, 12,  9,  391, 1, 6, 865747, 26664.03, 1, 159.63, 1: 126; 2: 64; 3: 18; 4: 13; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 433,  6, 18,  392, 1, 6, 865797, 26664.03, 1, 159.63, 1: 123; 2: 69; 3: 17; 4: 12; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 294,  6, 20,  392, 1, 6, 947623, 26664.03, 1, 159.63, 1: 132; 2: 56; 3: 17; 4: 15; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 382,  6, 20,  392, 1, 6, 947739, 26664.03, 1, 159.63, 1: 123; 2: 69; 3: 17; 4: 12; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 432,  6, 20,  392, 1, 6, 947758, 26664.03, 1, 159.63, 1: 130; 2: 53; 3: 26; 4: 13; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 492, 10, 11,  392, 1, 6, 879015, 26664.03, 1, 159.63, 1: 126; 2: 63; 3: 21; 4: 10; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 877,  9, 12,  392, 1, 6, 865756, 26664.03, 1, 159.63, 1: 133; 2: 57; 3: 15; 4: 13; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 315,  7, 17,  392, 1, 6, 940611, 26664.03, 1, 159.63, 1: 132; 2: 55; 3: 18; 4: 15; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 101,  7, 15,  392, 1, 6, 840840, 26664.03, 1, 159.63, 1: 125; 2: 63; 3: 23; 4: 10; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 778,  7, 15,  392, 1, 6, 840840, 26664.03, 1, 159.63, 1: 129; 2: 58; 3: 21; 4: 13; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 599,  7, 17,  392, 1, 6, 940698, 26664.03, 1, 159.63, 1: 127; 2: 64; 3: 17; 4: 10; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 990,  8, 14,  392, 1, 6, 891025, 26664.03, 1, 159.63, 1: 125; 2: 64; 3: 20; 4: 12; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 419,  8, 13,  392, 1, 6, 830180, 26664.03, 1, 159.63, 1: 122; 2: 68; 3: 21; 4: 10; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 920,  7, 16,  392, 1, 6, 891252, 26664.03, 1, 159.63, 1: 130; 2: 61; 3: 14; 4: 13; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 881,  6, 19,  392, 1, 6, 908180, 26664.03, 1, 159.63, 1: 128; 2: 61; 3: 17; 4: 15; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 288, 12,  9,  392, 1, 6, 865753, 26664.03, 1, 159.63, 1: 123; 2: 68; 3: 17; 4: 14; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 960,  9, 12,  392, 1, 6, 865863, 26664.03, 1, 159.63, 1: 127; 2: 66; 3: 13; 4: 13; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 309,  8, 13,  392, 1, 6, 830180, 26664.03, 1, 159.63, 1: 124; 2: 69; 3: 14; 4: 13; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 725, 11, 10,  392, 1, 6, 879053, 26664.03, 1, 159.63, 1: 129; 2: 61; 3: 16; 4: 14; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 522,  9, 12,  392, 1, 6, 865796, 26664.03, 1, 159.63, 1: 129; 2: 57; 3: 22; 4: 14; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 156,  7, 16,  392, 1, 6, 890905, 26664.03, 1, 159.63, 1: 137; 2: 49; 3: 18; 4: 14; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 305, 12,  9,  392, 1, 6, 865820, 26664.03, 1, 159.63, 1: 121; 2: 72; 3: 16; 4: 13; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 455,  8, 14,  392, 1, 6, 891163, 26664.03, 1, 159.63, 1: 129; 2: 60; 3: 19; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 974, 12,  9,  392, 1, 6, 865746, 26664.03, 1, 159.63, 1: 131; 2: 56; 3: 19; 4: 14; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 719,  7, 15,  392, 1, 6, 840840, 26664.03, 1, 159.63, 1: 125; 2: 65; 3: 20; 4: 9; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 664, 12,  9,  392, 1, 6, 865755, 26664.03, 1, 159.63, 1: 127; 2: 62; 3: 19; 4: 13; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 525, 12,  9,  392, 1, 6, 865804, 26664.03, 1, 159.63, 1: 133; 2: 54; 3: 17; 4: 16; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 399,  6, 18,  392, 1, 6, 865850, 26664.03, 1, 159.63, 1: 127; 2: 62; 3: 18; 4: 14; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 838, 12,  9,  393, 1, 6, 865673, 26664.03, 1, 159.63, 1: 129; 2: 61; 3: 16; 4: 13; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 784, 11, 10,  393, 1, 6, 878974, 26664.03, 1, 159.63, 1: 126; 2: 64; 3: 17; 4: 13; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 441, 11, 10,  393, 1, 6, 879026, 26664.03, 1, 159.63, 1: 128; 2: 59; 3: 21; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 888,  8, 13,  393, 1, 6, 830180, 26664.03, 1, 159.63, 1: 126; 2: 64; 3: 16; 4: 15; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 141,  9, 12,  393, 1, 6, 865704, 26664.03, 1, 159.63, 1: 127; 2: 61; 3: 21; 4: 10; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 241,  9, 12,  393, 1, 6, 865863, 26664.03, 1, 159.63, 1: 130; 2: 60; 3: 14; 4: 15; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 407, 12,  9,  393, 1, 6, 865724, 26664.03, 1, 159.63, 1: 132; 2: 55; 3: 17; 4: 16; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 578, 11, 10,  393, 1, 6, 878967, 26664.03, 1, 159.63, 1: 126; 2: 64; 3: 17; 4: 14; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 817,  6, 18,  393, 1, 6, 865834, 26664.03, 1, 159.63, 1: 129; 2: 59; 3: 21; 4: 10; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 301, 10, 11,  393, 1, 6, 879079, 26664.03, 1, 159.63, 1: 126; 2: 63; 3: 20; 4: 10; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling,  31,  7, 15,  393, 1, 6, 840840, 26664.03, 1, 159.63, 1: 128; 2: 61; 3: 16; 4: 16; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 328,  8, 13,  393, 1, 6, 830180, 26664.03, 1, 159.63, 1: 124; 2: 68; 3: 16; 4: 11; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 116,  6, 20,  393, 1, 6, 947773, 26664.03, 1, 159.63, 1: 127; 2: 62; 3: 20; 4: 10; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 826,  7, 15,  393, 1, 6, 840840, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 17; 4: 12; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 546,  7, 16,  393, 1, 6, 891086, 26664.03, 1, 159.63, 1: 124; 2: 65; 3: 22; 4: 9; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling,  21,  7, 16,  393, 1, 6, 890993, 26664.03, 1, 159.63, 1: 125; 2: 67; 3: 15; 4: 13; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 285, 11, 10,  393, 1, 6, 879056, 26664.03, 1, 159.63, 1: 128; 2: 62; 3: 18; 4: 10; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 957,  6, 19,  393, 1, 6, 908343, 26664.03, 1, 159.63, 1: 127; 2: 62; 3: 17; 4: 15; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling,  60,  6, 18,  393, 1, 6, 865798, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 19; 4: 10; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 510, 10, 11,  393, 1, 6, 879238, 26664.03, 1, 159.63, 1: 132; 2: 52; 3: 24; 4: 11; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 618,  7, 15,  393, 1, 6, 840840, 26664.03, 1, 159.63, 1: 127; 2: 61; 3: 20; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 937,  8, 14,  393, 1, 6, 890959, 26664.03, 1, 159.63, 1: 129; 2: 58; 3: 21; 4: 12; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 495, 12,  9,  393, 1, 6, 865744, 26664.03, 1, 159.63, 1: 122; 2: 71; 3: 16; 4: 10; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 680, 11, 10,  393, 1, 6, 879027, 26664.03, 1, 159.63, 1: 134; 2: 56; 3: 11; 4: 17; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 758,  6, 19,  394, 1, 6, 908350, 26664.03, 1, 159.63, 1: 129; 2: 57; 3: 23; 4: 9; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 617,  6, 19,  394, 1, 6, 908048, 26664.03, 1, 159.63, 1: 130; 2: 60; 3: 18; 4: 9; 5: 6; 6: 4; 
EGFR_&_ErbB_Signaling, 727,  9, 12,  394, 1, 6, 865891, 26664.03, 1, 159.63, 1: 128; 2: 56; 3: 23; 4: 16; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling, 319,  7, 17,  394, 1, 6, 940373, 26664.03, 1, 159.63, 1: 125; 2: 67; 3: 16; 4: 9; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 219, 10, 11,  394, 1, 6, 879058, 26664.03, 1, 159.63, 1: 128; 2: 59; 3: 22; 4: 10; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 414,  7, 17,  394, 1, 6, 940521, 26664.03, 1, 159.63, 1: 125; 2: 65; 3: 17; 4: 13; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 728,  7, 15,  394, 1, 6, 840840, 26664.03, 1, 159.63, 1: 125; 2: 64; 3: 18; 4: 14; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling,  15, 12,  9,  394, 1, 6, 865889, 26664.03, 1, 159.63, 1: 123; 2: 69; 3: 16; 4: 11; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling,  11,  6, 18,  394, 1, 6, 865757, 26664.03, 1, 159.63, 1: 124; 2: 64; 3: 22; 4: 10; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 211,  8, 13,  394, 1, 6, 830180, 26664.03, 1, 159.63, 1: 125; 2: 64; 3: 19; 4: 13; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 571,  6, 20,  394, 1, 6, 947553, 26664.03, 1, 159.63, 1: 132; 2: 56; 3: 17; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 591,  6, 18,  394, 1, 6, 865748, 26664.03, 1, 159.63, 1: 127; 2: 59; 3: 22; 4: 13; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 398,  7, 15,  394, 1, 6, 840840, 26664.03, 1, 159.63, 1: 123; 2: 66; 3: 21; 4: 12; 5: 2; 6: 3; 
EGFR_&_ErbB_Signaling, 988,  8, 14,  394, 1, 6, 891095, 26664.03, 1, 159.63, 1: 126; 2: 63; 3: 19; 4: 11; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 687, 11, 10,  394, 1, 6, 879149, 26664.03, 1, 159.63, 1: 125; 2: 65; 3: 16; 4: 15; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 178,  6, 18,  394, 1, 6, 865793, 26664.03, 1, 159.63, 1: 123; 2: 66; 3: 21; 4: 11; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 548,  7, 17,  394, 1, 6, 940717, 26664.03, 1, 159.63, 1: 122; 2: 71; 3: 13; 4: 15; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 544, 12,  9,  394, 1, 6, 865787, 26664.03, 1, 159.63, 1: 127; 2: 63; 3: 17; 4: 11; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 265,  7, 15,  394, 1, 6, 840840, 26664.03, 1, 159.63, 1: 126; 2: 62; 3: 22; 4: 8; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 668,  6, 18,  394, 1, 6, 865916, 26664.03, 1, 159.63, 1: 128; 2: 61; 3: 17; 4: 13; 5: 7; 6: 1; 
