Seed 1656949570
ARCH 0|F_ID 2|LIMIT 4
before: 
4(300)
Melhor resultado nxn: EGFR_&_ErbB_Signaling,  12,  8, 14,  495, 1, 4, 891073, 27200.04, 161, 0.00, 1: 77; 2: 66; 3: 50; 4: 34; 
EGFR_&_ErbB_Signaling,  89,  7, 17,  591, 1, 15, 940517, 27200.04, 0, 158.22, 1: 69; 2: 45; 3: 47; 4: 53; 5: 10; 7: 2; 15: 1; 
EGFR_&_ErbB_Signaling, 147,  7, 17,  609, 1, 15, 940464, 27200.04, 0, 158.22, 1: 70; 2: 43; 3: 36; 4: 59; 5: 16; 7: 2; 15: 1; 
EGFR_&_ErbB_Signaling, 298, 12,  9,  613, 1, 15, 865818, 27200.04, 0, 158.22, 1: 63; 2: 49; 3: 46; 4: 53; 5: 13; 7: 1; 15: 2; 
EGFR_&_ErbB_Signaling, 406, 12,  9,  618, 1, 15, 865796, 27200.04, 0, 158.22, 1: 64; 2: 50; 3: 44; 4: 45; 5: 17; 6: 2; 7: 2; 8: 2; 15: 1; 
EGFR_&_ErbB_Signaling, 515,  9, 12,  627, 1, 15, 865833, 27200.04, 0, 158.22, 1: 58; 2: 51; 3: 39; 4: 59; 5: 16; 6: 2; 7: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 471,  7, 15,  631, 1, 15, 840840, 27200.04, 0, 158.22, 1: 55; 2: 61; 3: 35; 4: 55; 5: 12; 6: 4; 7: 3; 9: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 593, 11, 10,  632, 1, 15, 879000, 27200.04, 0, 158.22, 1: 56; 2: 49; 3: 43; 4: 64; 5: 10; 7: 4; 15: 1; 
EGFR_&_ErbB_Signaling, 339,  9, 12,  634, 1, 15, 865814, 27200.04, 0, 158.22, 1: 64; 2: 53; 3: 34; 4: 52; 5: 15; 6: 4; 7: 1; 11: 3; 15: 1; 
EGFR_&_ErbB_Signaling, 773,  8, 14,  634, 1, 15, 891050, 27200.04, 0, 158.22, 1: 54; 2: 46; 3: 46; 4: 70; 5: 7; 6: 1; 7: 2; 15: 1; 
EGFR_&_ErbB_Signaling, 775, 12,  9,  642, 1, 15, 865791, 27200.04, 0, 158.22, 1: 46; 2: 49; 3: 54; 4: 66; 5: 10; 7: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 368, 12,  9,  657, 1, 15, 865772, 27200.04, 0, 158.22, 1: 46; 2: 48; 3: 54; 4: 59; 5: 15; 6: 1; 7: 3; 15: 1; 
EGFR_&_ErbB_Signaling, 709,  7, 15,  659, 1, 15, 840840, 27200.04, 0, 158.22, 1: 59; 2: 56; 3: 33; 4: 53; 5: 10; 6: 9; 8: 3; 9: 1; 11: 1; 14: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 819, 12,  9,  660, 1, 15, 865780, 27200.04, 0, 158.22, 1: 55; 2: 46; 3: 39; 4: 66; 5: 15; 7: 2; 8: 1; 9: 1; 11: 1; 15: 1; 
EGFR_&_ErbB_Signaling,  84,  8, 13,  665, 1, 15, 830180, 27200.04, 0, 158.22, 1: 44; 2: 44; 3: 49; 4: 78; 5: 9; 7: 2; 15: 1; 
EGFR_&_ErbB_Signaling, 262, 12,  9,  667, 1, 15, 865794, 27200.04, 0, 158.22, 1: 43; 2: 45; 3: 58; 4: 65; 5: 10; 6: 1; 7: 3; 8: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 566, 12,  9,  683, 1, 15, 865776, 27200.04, 0, 158.22, 1: 55; 2: 46; 3: 26; 4: 75; 5: 18; 7: 4; 11: 1; 14: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 365, 11, 10,  685, 1, 15, 879042, 27200.04, 0, 158.22, 1: 56; 2: 53; 3: 41; 4: 42; 5: 15; 6: 10; 7: 1; 8: 4; 9: 1; 10: 2; 14: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 631,  7, 16,  686, 1, 15, 891054, 27200.04, 0, 158.22, 1: 41; 2: 40; 3: 57; 4: 76; 5: 6; 6: 3; 8: 1; 9: 1; 10: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 462, 12,  9,  693, 1, 15, 865744, 27200.04, 0, 158.22, 1: 55; 2: 48; 3: 38; 4: 51; 5: 12; 6: 16; 7: 1; 8: 4; 14: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 135,  7, 15,  703, 1, 15, 840840, 27200.04, 0, 158.22, 1: 41; 2: 47; 3: 43; 4: 73; 5: 11; 6: 5; 7: 4; 8: 1; 11: 1; 15: 1; 
EGFR_&_ErbB_Signaling,  24, 12,  9,  707, 1, 15, 865795, 27200.04, 0, 158.22, 1: 47; 2: 38; 3: 42; 4: 78; 5: 13; 6: 1; 7: 2; 8: 2; 9: 1; 10: 1; 11: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 183,  6, 18,  710, 1, 15, 865766, 27200.04, 0, 158.22, 1: 28; 2: 47; 3: 56; 4: 79; 5: 12; 6: 2; 7: 1; 10: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 197,  6, 18,  711, 1, 15, 865817, 27200.04, 0, 158.22, 1: 41; 2: 44; 3: 47; 4: 71; 5: 16; 7: 2; 8: 3; 11: 1; 13: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 500,  6, 19,  722, 1, 15, 908217, 27200.04, 0, 158.22, 1: 45; 2: 50; 3: 42; 4: 57; 5: 16; 6: 4; 7: 4; 8: 2; 9: 1; 10: 4; 11: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 750, 12,  9,  723, 1, 15, 865765, 27200.04, 0, 158.22, 1: 35; 2: 47; 3: 43; 4: 72; 5: 19; 6: 4; 7: 5; 8: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 424,  7, 17,  724, 1, 15, 940541, 27200.04, 0, 158.22, 1: 37; 2: 35; 3: 55; 4: 82; 5: 7; 6: 2; 7: 4; 8: 3; 10: 1; 15: 1; 
EGFR_&_ErbB_Signaling, 983,  8, 14,  738, 1, 15, 891034, 27200.04, 0, 158.22, 1: 38; 2: 48; 3: 41; 4: 67; 5: 12; 6: 14; 7: 1; 8: 2; 9: 1; 10: 1; 12: 1; 15: 1; 
EGFR_&_ErbB_Signaling,  30,  7, 17,  760, 1, 15, 940642, 27200.04, 0, 158.22, 1: 32; 2: 39; 3: 48; 4: 82; 5: 13; 6: 2; 7: 2; 8: 2; 9: 4; 10: 2; 15: 1; 
EGFR_&_ErbB_Signaling, 357,  8, 14,  564, 1, 16, 891035, 27200.04, 0, 158.22, 1: 72; 2: 48; 3: 48; 4: 54; 5: 4; 16: 1; 
EGFR_&_ErbB_Signaling, 403, 11, 10,  570, 1, 16, 878997, 27200.04, 0, 158.22, 1: 68; 2: 49; 3: 54; 4: 52; 5: 2; 8: 1; 16: 1; 
EGFR_&_ErbB_Signaling, 483,  8, 14,  579, 1, 16, 890971, 27200.04, 0, 158.22, 1: 68; 2: 52; 3: 43; 4: 55; 5: 7; 7: 1; 16: 1; 
EGFR_&_ErbB_Signaling,  83, 12,  9,  598, 1, 16, 865814, 27200.04, 0, 158.22, 1: 70; 2: 53; 3: 35; 4: 56; 5: 7; 6: 1; 7: 2; 11: 2; 16: 1; 
EGFR_&_ErbB_Signaling, 291, 10, 11,  618, 1, 16, 879034, 27200.04, 1, 158.22, 1: 74; 2: 51; 3: 37; 4: 36; 5: 13; 6: 8; 7: 1; 8: 4; 9: 1; 10: 1; 16: 1; 
EGFR_&_ErbB_Signaling, 475, 11, 10,  621, 1, 16, 879022, 27200.04, 0, 158.22, 1: 68; 2: 49; 3: 37; 4: 43; 5: 20; 6: 8; 8: 1; 16: 1; 
EGFR_&_ErbB_Signaling, 382,  6, 20,  622, 1, 16, 947585, 27200.04, 1, 158.22, 1: 68; 2: 58; 3: 44; 4: 35; 5: 8; 6: 4; 8: 4; 9: 1; 10: 1; 11: 1; 12: 2; 16: 1; 
EGFR_&_ErbB_Signaling, 988,  8, 14,  626, 1, 16, 891087, 27200.04, 0, 158.22, 1: 53; 2: 54; 3: 43; 4: 64; 5: 9; 6: 2; 7: 1; 16: 1; 
EGFR_&_ErbB_Signaling, 274,  6, 19,  640, 1, 16, 908178, 27200.04, 0, 158.22, 1: 59; 2: 53; 3: 42; 4: 46; 5: 14; 6: 7; 7: 4; 9: 1; 16: 1; 
EGFR_&_ErbB_Signaling, 206, 10, 11,  642, 1, 16, 879056, 27200.04, 0, 158.22, 1: 55; 2: 49; 3: 48; 4: 62; 5: 9; 9: 1; 12: 1; 15: 1; 16: 1; 
EGFR_&_ErbB_Signaling, 596, 11, 10,  646, 1, 16, 879092, 27200.04, 0, 158.22, 1: 59; 2: 50; 3: 39; 4: 53; 5: 14; 6: 7; 7: 2; 8: 2; 16: 1; 
EGFR_&_ErbB_Signaling, 172,  8, 13,  660, 1, 16, 830180, 27200.04, 0, 158.22, 1: 43; 2: 46; 3: 56; 4: 73; 5: 2; 6: 5; 9: 1; 16: 1; 
EGFR_&_ErbB_Signaling, 628, 11, 10,  673, 1, 16, 879072, 27200.04, 1, 158.22, 1: 59; 2: 45; 3: 45; 4: 44; 5: 12; 6: 14; 7: 3; 8: 4; 16: 1; 
EGFR_&_ErbB_Signaling, 345,  8, 13,  680, 1, 16, 830180, 27200.04, 0, 158.22, 1: 48; 2: 51; 3: 51; 4: 49; 5: 6; 6: 17; 7: 1; 8: 2; 10: 1; 16: 1; 
EGFR_&_ErbB_Signaling,  70,  7, 16,  691, 1, 16, 891001, 27200.04, 0, 158.22, 1: 53; 2: 39; 3: 42; 4: 68; 5: 7; 6: 11; 7: 3; 8: 3; 16: 1; 
EGFR_&_ErbB_Signaling, 850,  9, 12,  691, 1, 16, 865795, 27200.04, 1, 158.22, 1: 48; 2: 56; 3: 49; 4: 44; 5: 12; 6: 11; 8: 2; 10: 1; 13: 2; 14: 1; 16: 1; 
EGFR_&_ErbB_Signaling, 685,  6, 18,  711, 1, 16, 865780, 27200.04, 0, 158.22, 1: 41; 2: 49; 3: 45; 4: 65; 5: 9; 6: 7; 7: 6; 8: 4; 16: 1; 
EGFR_&_ErbB_Signaling, 897,  7, 16,  720, 1, 16, 891080, 27200.04, 0, 158.22, 1: 39; 2: 51; 3: 44; 4: 60; 5: 10; 6: 17; 7: 3; 9: 2; 16: 1; 
EGFR_&_ErbB_Signaling, 550,  7, 15,  734, 1, 16, 840840, 27200.04, 0, 158.22, 1: 40; 2: 41; 3: 45; 4: 68; 5: 16; 6: 9; 7: 3; 8: 2; 9: 2; 16: 1; 
EGFR_&_ErbB_Signaling, 910, 12,  9,  737, 1, 16, 865757, 27200.04, 0, 158.22, 1: 28; 2: 47; 3: 52; 4: 73; 5: 16; 6: 4; 7: 2; 8: 3; 9: 1; 16: 1; 
EGFR_&_ErbB_Signaling, 366, 12,  9,  765, 1, 16, 865770, 27200.04, 0, 158.22, 1: 37; 2: 44; 3: 38; 4: 63; 5: 17; 6: 18; 7: 7; 8: 2; 16: 1; 
EGFR_&_ErbB_Signaling, 413,  8, 13,  766, 1, 16, 830180, 27200.04, 1, 158.22, 1: 40; 2: 48; 3: 38; 4: 65; 5: 11; 6: 15; 7: 1; 8: 4; 14: 4; 16: 1; 
EGFR_&_ErbB_Signaling, 490, 10, 11,  562, 1, 17, 879059, 27200.04, 0, 158.22, 1: 70; 2: 54; 3: 47; 4: 49; 5: 6; 17: 1; 
EGFR_&_ErbB_Signaling, 219, 10, 11,  591, 1, 17, 879015, 27200.04, 0, 158.22, 1: 69; 2: 44; 3: 53; 4: 50; 5: 8; 7: 1; 11: 1; 17: 1; 
EGFR_&_ErbB_Signaling, 143,  7, 16,  619, 1, 17, 891088, 27200.04, 0, 158.22, 1: 62; 2: 60; 3: 42; 4: 41; 5: 7; 6: 9; 7: 2; 8: 1; 9: 1; 10: 1; 17: 1; 
EGFR_&_ErbB_Signaling, 785,  6, 20,  623, 1, 17, 947504, 27200.04, 0, 158.22, 1: 60; 2: 53; 3: 38; 4: 58; 5: 12; 6: 1; 7: 4; 17: 1; 
EGFR_&_ErbB_Signaling, 353, 12,  9,  627, 1, 17, 865800, 27200.04, 0, 158.22, 1: 64; 2: 57; 3: 28; 4: 55; 5: 14; 6: 2; 7: 3; 8: 2; 9: 1; 17: 1; 
EGFR_&_ErbB_Signaling, 645,  7, 15,  661, 1, 17, 840840, 27200.04, 0, 158.22, 1: 53; 2: 48; 3: 36; 4: 72; 5: 11; 6: 1; 7: 3; 8: 1; 9: 1; 17: 1; 
EGFR_&_ErbB_Signaling, 282,  6, 20,  667, 1, 17, 947683, 27200.04, 0, 158.22, 1: 52; 2: 50; 3: 37; 4: 69; 5: 13; 6: 1; 9: 3; 13: 1; 17: 1; 
EGFR_&_ErbB_Signaling, 253, 11, 10,  670, 1, 17, 879053, 27200.04, 0, 158.22, 1: 58; 2: 52; 3: 36; 4: 52; 5: 15; 6: 6; 7: 4; 8: 1; 13: 1; 15: 1; 17: 1; 
EGFR_&_ErbB_Signaling,  82, 10, 11,  670, 1, 17, 879019, 27200.04, 0, 158.22, 1: 58; 2: 50; 3: 46; 4: 42; 5: 11; 6: 13; 7: 2; 8: 2; 10: 1; 16: 1; 17: 1; 
EGFR_&_ErbB_Signaling, 322,  6, 19,  685, 1, 17, 908302, 27200.04, 0, 158.22, 1: 44; 2: 46; 3: 44; 4: 70; 5: 18; 6: 1; 7: 2; 10: 1; 17: 1; 
EGFR_&_ErbB_Signaling, 654, 10, 11,  703, 1, 17, 878990, 27200.04, 0, 158.22, 1: 50; 2: 48; 3: 37; 4: 60; 5: 18; 6: 5; 7: 4; 9: 3; 14: 1; 17: 1; 
EGFR_&_ErbB_Signaling, 748, 10, 11,  716, 1, 17, 879001, 27200.04, 0, 158.22, 1: 35; 2: 47; 3: 43; 4: 75; 5: 18; 6: 6; 7: 1; 8: 1; 17: 1; 
EGFR_&_ErbB_Signaling,  61, 11, 10,  739, 1, 17, 879050, 27200.04, 1, 158.22, 1: 47; 2: 49; 3: 42; 4: 46; 5: 17; 6: 15; 7: 1; 8: 5; 9: 1; 10: 2; 16: 1; 17: 1; 
EGFR_&_ErbB_Signaling, 561, 12,  9,  551, 1, 18, 865775, 27200.04, 0, 158.22, 1: 72; 2: 54; 3: 56; 4: 39; 5: 3; 7: 2; 18: 1; 
EGFR_&_ErbB_Signaling, 738, 12,  9,  620, 1, 18, 865758, 27200.04, 0, 158.22, 1: 71; 2: 49; 3: 37; 4: 41; 5: 17; 6: 7; 7: 2; 8: 1; 9: 1; 18: 1; 
EGFR_&_ErbB_Signaling, 198, 10, 11,  621, 1, 18, 879024, 27200.04, 0, 158.22, 1: 62; 2: 54; 3: 40; 4: 48; 5: 13; 6: 7; 7: 2; 18: 1; 
EGFR_&_ErbB_Signaling, 242,  8, 14,  644, 1, 18, 890954, 27200.04, 0, 158.22, 1: 59; 2: 48; 3: 40; 4: 57; 5: 13; 6: 6; 7: 2; 8: 1; 18: 1; 
EGFR_&_ErbB_Signaling, 664, 12,  9,  650, 1, 18, 865801, 27200.04, 0, 158.22, 1: 60; 2: 50; 3: 39; 4: 50; 5: 15; 6: 9; 7: 1; 9: 1; 10: 1; 18: 1; 
EGFR_&_ErbB_Signaling, 463, 10, 11,  657, 1, 18, 879049, 27200.04, 0, 158.22, 1: 52; 2: 57; 3: 40; 4: 52; 5: 11; 6: 11; 7: 1; 8: 1; 9: 1; 18: 1; 
EGFR_&_ErbB_Signaling, 595,  9, 12,  688, 1, 18, 865795, 27200.04, 0, 158.22, 1: 53; 2: 42; 3: 39; 4: 67; 5: 13; 6: 5; 7: 5; 8: 1; 10: 1; 18: 1; 
EGFR_&_ErbB_Signaling, 477,  6, 20,  729, 1, 18, 947693, 27200.04, 0, 158.22, 1: 42; 2: 36; 3: 58; 4: 69; 5: 6; 6: 3; 7: 3; 8: 6; 9: 1; 10: 1; 11: 1; 18: 1; 
EGFR_&_ErbB_Signaling, 269,  8, 14,  789, 1, 18, 891079, 27200.04, 1, 158.22, 1: 40; 2: 42; 3: 45; 4: 52; 5: 19; 6: 12; 7: 5; 8: 5; 9: 1; 10: 3; 11: 1; 12: 1; 18: 1; 
EGFR_&_ErbB_Signaling, 407, 12,  9,  584, 1, 19, 865797, 27200.04, 0, 158.22, 1: 72; 2: 48; 3: 49; 4: 43; 5: 11; 7: 2; 9: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 606, 11, 10,  589, 1, 19, 879038, 27200.04, 0, 158.22, 1: 66; 2: 52; 3: 42; 4: 56; 5: 10; 19: 1; 
EGFR_&_ErbB_Signaling, 563, 10, 11,  591, 1, 19, 879003, 27200.04, 0, 158.22, 1: 68; 2: 53; 3: 41; 4: 50; 5: 11; 6: 1; 7: 2; 19: 1; 
EGFR_&_ErbB_Signaling, 299, 11, 10,  613, 1, 19, 879015, 27200.04, 0, 158.22, 1: 64; 2: 61; 3: 39; 4: 45; 5: 10; 6: 1; 7: 4; 8: 1; 19: 2; 
EGFR_&_ErbB_Signaling, 569, 10, 11,  617, 1, 19, 879040, 27200.04, 0, 158.22, 1: 63; 2: 50; 3: 42; 4: 52; 5: 15; 6: 2; 7: 2; 19: 1; 
EGFR_&_ErbB_Signaling, 234, 10, 11,  624, 1, 19, 879068, 27200.04, 0, 158.22, 1: 55; 2: 52; 3: 44; 4: 64; 5: 9; 6: 1; 7: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 556, 10, 11,  632, 1, 19, 879019, 27200.04, 0, 158.22, 1: 52; 2: 51; 3: 51; 4: 56; 5: 15; 7: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 807, 12,  9,  633, 1, 19, 865769, 27200.04, 0, 158.22, 1: 55; 2: 55; 3: 45; 4: 55; 5: 11; 6: 1; 7: 3; 12: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 226, 12,  9,  638, 1, 19, 865808, 27200.04, 0, 158.22, 1: 63; 2: 57; 3: 38; 4: 46; 5: 10; 6: 4; 7: 4; 8: 2; 11: 1; 15: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 558, 11, 10,  648, 1, 19, 879012, 27200.04, 0, 158.22, 1: 65; 2: 46; 3: 37; 4: 56; 5: 11; 6: 4; 7: 2; 8: 2; 9: 2; 10: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 241,  9, 12,  653, 1, 19, 865804, 27200.04, 1, 158.22, 1: 59; 2: 50; 3: 48; 4: 33; 5: 22; 6: 11; 7: 1; 8: 2; 19: 1; 
EGFR_&_ErbB_Signaling, 127, 12,  9,  664, 1, 19, 865737, 27200.04, 0, 158.22, 1: 58; 2: 54; 3: 39; 4: 46; 5: 17; 6: 5; 7: 3; 8: 2; 9: 1; 17: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 884, 11, 10,  666, 1, 19, 879069, 27200.04, 0, 158.22, 1: 53; 2: 48; 3: 38; 4: 69; 5: 12; 7: 4; 9: 1; 11: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 386, 12,  9,  670, 1, 19, 865792, 27200.04, 0, 158.22, 1: 55; 2: 45; 3: 40; 4: 66; 5: 15; 7: 3; 9: 1; 17: 1; 19: 1; 
EGFR_&_ErbB_Signaling,  87,  7, 15,  687, 1, 19, 840840, 27200.04, 0, 158.22, 1: 45; 2: 40; 3: 48; 4: 77; 5: 11; 6: 1; 7: 3; 9: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 625,  8, 14,  691, 1, 19, 891084, 27200.04, 0, 158.22, 1: 39; 2: 46; 3: 60; 4: 66; 5: 9; 6: 2; 7: 1; 9: 2; 15: 1; 19: 1; 
EGFR_&_ErbB_Signaling,  81, 10, 11,  695, 1, 19, 879047, 27200.04, 1, 158.22, 1: 55; 2: 60; 3: 37; 4: 34; 5: 19; 6: 8; 7: 2; 8: 8; 10: 2; 13: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 778,  7, 15,  701, 1, 19, 840840, 27200.04, 0, 158.22, 1: 45; 2: 47; 3: 43; 4: 68; 5: 13; 6: 4; 7: 5; 18: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 555,  6, 18,  709, 1, 19, 865803, 27200.04, 0, 158.22, 1: 49; 2: 42; 3: 42; 4: 73; 5: 10; 6: 1; 7: 1; 8: 3; 9: 1; 10: 2; 11: 1; 12: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 125,  7, 17,  709, 1, 19, 940497, 27200.04, 0, 158.22, 1: 43; 2: 50; 3: 44; 4: 64; 5: 8; 6: 5; 7: 7; 8: 5; 19: 1; 
EGFR_&_ErbB_Signaling, 523,  6, 19,  711, 1, 19, 908275, 27200.04, 0, 158.22, 1: 35; 2: 41; 3: 53; 4: 83; 5: 8; 6: 3; 7: 1; 9: 1; 10: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 187,  6, 20,  713, 1, 19, 947750, 27200.04, 0, 158.22, 1: 54; 2: 42; 3: 42; 4: 57; 5: 11; 6: 9; 7: 5; 8: 1; 9: 2; 10: 1; 11: 2; 19: 1; 
EGFR_&_ErbB_Signaling, 914,  6, 20,  741, 1, 19, 947673, 27200.04, 0, 158.22, 1: 32; 2: 45; 3: 51; 4: 71; 5: 14; 6: 6; 7: 3; 8: 2; 10: 2; 19: 1; 
EGFR_&_ErbB_Signaling, 622, 11, 10,  763, 1, 19, 879068, 27200.04, 0, 158.22, 1: 29; 2: 42; 3: 37; 4: 92; 5: 11; 6: 9; 7: 5; 8: 1; 19: 1; 
EGFR_&_ErbB_Signaling, 874,  7, 17,  789, 1, 19, 940464, 27200.04, 0, 158.22, 1: 36; 2: 40; 3: 47; 4: 60; 5: 12; 6: 15; 7: 10; 8: 3; 9: 1; 10: 2; 19: 1; 
EGFR_&_ErbB_Signaling, 789, 12,  9,  846, 1, 19, 865790, 27200.04, 0, 158.22, 1: 41; 2: 40; 3: 46; 4: 47; 5: 13; 6: 17; 7: 3; 8: 7; 9: 3; 10: 4; 11: 1; 12: 1; 13: 1; 16: 1; 17: 1; 19: 1; 
EGFR_&_ErbB_Signaling,   2, 11, 10,  549, 1, 20, 879072, 27200.04, 0, 158.22, 1: 75; 2: 48; 3: 54; 4: 49; 20: 1; 
EGFR_&_ErbB_Signaling, 347, 11, 10,  589, 1, 20, 879027, 27200.04, 0, 158.22, 1: 74; 2: 53; 3: 37; 4: 43; 5: 13; 6: 3; 7: 2; 9: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 690, 11, 10,  610, 1, 20, 878999, 27200.04, 0, 158.22, 1: 69; 2: 50; 3: 37; 4: 53; 5: 12; 6: 2; 7: 1; 9: 1; 10: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 732, 11, 10,  629, 1, 20, 878993, 27200.04, 1, 158.22, 1: 73; 2: 49; 3: 37; 4: 39; 5: 11; 6: 11; 7: 3; 8: 2; 13: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 485, 11, 10,  633, 1, 20, 879027, 27200.04, 0, 158.22, 1: 52; 2: 55; 3: 45; 4: 62; 5: 8; 7: 4; 20: 1; 
EGFR_&_ErbB_Signaling, 847,  9, 12,  645, 1, 20, 865762, 27200.04, 0, 158.22, 1: 53; 2: 53; 3: 47; 4: 64; 5: 6; 9: 1; 11: 1; 19: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 243, 10, 11,  665, 1, 20, 879044, 27200.04, 1, 158.22, 1: 69; 2: 47; 3: 42; 4: 34; 5: 16; 6: 10; 7: 2; 8: 3; 9: 1; 16: 1; 17: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 822,  9, 12,  666, 1, 20, 865786, 27200.04, 0, 158.22, 1: 66; 2: 45; 3: 35; 4: 46; 5: 13; 6: 13; 7: 6; 8: 2; 20: 1; 
EGFR_&_ErbB_Signaling, 254, 10, 11,  687, 1, 20, 879041, 27200.04, 0, 158.22, 1: 49; 2: 58; 3: 41; 4: 54; 5: 9; 6: 4; 7: 5; 8: 2; 9: 2; 10: 1; 15: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 804, 10, 11,  696, 1, 20, 879024, 27200.04, 1, 158.22, 1: 64; 2: 49; 3: 39; 4: 30; 5: 18; 6: 16; 7: 4; 8: 3; 10: 1; 14: 1; 15: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 959,  8, 13,  709, 1, 20, 830180, 27200.04, 0, 158.22, 1: 37; 2: 40; 3: 52; 4: 82; 5: 9; 6: 2; 7: 2; 8: 1; 9: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 286,  7, 15,  712, 1, 20, 840840, 27200.04, 0, 158.22, 1: 40; 2: 48; 3: 45; 4: 70; 5: 9; 6: 9; 7: 2; 8: 1; 9: 1; 11: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 757,  7, 16,  720, 1, 20, 891032, 27200.04, 0, 158.22, 1: 49; 2: 43; 3: 38; 4: 65; 5: 13; 6: 14; 7: 1; 8: 1; 9: 1; 18: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 538, 11, 10,  734, 1, 20, 879045, 27200.04, 0, 158.22, 1: 38; 2: 39; 3: 45; 4: 82; 5: 15; 6: 2; 7: 3; 8: 1; 19: 1; 20: 1; 
EGFR_&_ErbB_Signaling,  96,  6, 18,  749, 1, 20, 865767, 27200.04, 0, 158.22, 1: 34; 2: 38; 3: 51; 4: 85; 5: 6; 6: 3; 7: 3; 8: 2; 9: 2; 11: 1; 12: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 726,  7, 16,  763, 1, 20, 891190, 27200.04, 0, 158.22, 1: 36; 2: 32; 3: 50; 4: 81; 5: 15; 6: 5; 7: 1; 8: 2; 9: 2; 11: 1; 12: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 511, 10, 11,  766, 1, 20, 879033, 27200.04, 1, 158.22, 1: 45; 2: 47; 3: 43; 4: 48; 5: 12; 6: 17; 7: 2; 8: 6; 9: 1; 10: 3; 11: 1; 12: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 611,  6, 20,  790, 1, 20, 947739, 27200.04, 1, 158.22, 1: 40; 2: 40; 3: 46; 4: 59; 5: 10; 6: 16; 7: 4; 8: 5; 10: 5; 12: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 843,  7, 17,  801, 1, 20, 940514, 27200.04, 0, 158.22, 1: 34; 2: 45; 3: 42; 4: 56; 5: 19; 6: 17; 7: 5; 8: 4; 10: 2; 11: 1; 12: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 444,  6, 18,  823, 1, 20, 865786, 27200.04, 0, 158.22, 1: 31; 2: 40; 3: 44; 4: 63; 5: 17; 6: 15; 7: 4; 8: 8; 9: 1; 10: 2; 12: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 448,  8, 13,  859, 1, 20, 830180, 27200.04, 0, 158.22, 1: 34; 2: 37; 3: 42; 4: 71; 5: 13; 6: 11; 7: 5; 8: 4; 9: 1; 10: 2; 12: 1; 14: 1; 16: 2; 18: 2; 20: 1; 
EGFR_&_ErbB_Signaling, 429,  9, 12,  587, 1, 21, 865797, 27200.04, 0, 158.22, 1: 67; 2: 53; 3: 46; 4: 50; 5: 7; 6: 1; 7: 2; 21: 1; 
EGFR_&_ErbB_Signaling, 701,  9, 12,  607, 1, 21, 865786, 27200.04, 0, 158.22, 1: 62; 2: 59; 3: 45; 4: 43; 5: 14; 6: 1; 9: 1; 14: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 229, 10, 11,  610, 1, 21, 879046, 27200.04, 0, 158.22, 1: 62; 2: 66; 3: 33; 4: 44; 5: 10; 6: 9; 8: 2; 21: 1; 
EGFR_&_ErbB_Signaling, 301, 10, 11,  610, 1, 21, 879061, 27200.04, 0, 158.22, 1: 67; 2: 47; 3: 50; 4: 52; 5: 5; 6: 1; 7: 3; 18: 1; 21: 1; 
