Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
3(951)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 367,  7, 16,  349, 1, 3, 891193, 75721.94, 0, 0.00, 1: 112; 2: 108; 3: 7; 
EGFR_&_ErbB_Signaling, 556, 10, 11,  582, 1, 21, 879039, 75721.94, 1, 183.43, 1: 75; 2: 76; 3: 33; 4: 16; 5: 15; 6: 5; 7: 3; 9: 1; 15: 1; 21: 2; 
EGFR_&_ErbB_Signaling, 719,  7, 15,  597, 1, 21, 840840, 75721.94, 1, 183.43, 1: 74; 2: 70; 3: 31; 4: 22; 5: 20; 6: 3; 7: 3; 8: 1; 16: 1; 18: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 847,  9, 12,  444, 1, 22, 865770, 75721.94, 0, 183.43, 1: 94; 2: 89; 3: 27; 4: 11; 5: 5; 22: 1; 
EGFR_&_ErbB_Signaling, 772,  8, 14,  449, 1, 22, 890990, 75721.94, 0, 183.43, 1: 91; 2: 96; 3: 23; 4: 9; 5: 4; 6: 2; 7: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 391,  7, 16,  467, 1, 22, 890971, 75721.94, 0, 183.43, 1: 93; 2: 73; 3: 40; 4: 14; 5: 6; 22: 1; 
EGFR_&_ErbB_Signaling, 990,  8, 14,  471, 1, 22, 890953, 75721.94, 0, 183.43, 1: 91; 2: 80; 3: 34; 4: 13; 5: 7; 9: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 384,  8, 14,  473, 1, 22, 890983, 75721.94, 0, 183.43, 1: 100; 2: 74; 3: 33; 4: 10; 5: 6; 6: 1; 7: 1; 21: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 402,  6, 20,  481, 1, 22, 947548, 75721.94, 0, 183.43, 1: 92; 2: 71; 3: 40; 4: 13; 5: 8; 6: 1; 7: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 988,  8, 14,  487, 1, 22, 891014, 75721.94, 0, 183.43, 1: 92; 2: 78; 3: 32; 4: 17; 5: 4; 6: 2; 21: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 826,  7, 15,  489, 1, 22, 840840, 75721.94, 0, 183.43, 1: 84; 2: 78; 3: 40; 4: 17; 5: 5; 7: 2; 22: 1; 
EGFR_&_ErbB_Signaling, 314,  7, 15,  493, 1, 22, 840840, 75721.94, 0, 183.43, 1: 80; 2: 86; 3: 31; 4: 22; 5: 5; 6: 1; 7: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 545,  7, 15,  496, 1, 22, 840840, 75721.94, 0, 183.43, 1: 84; 2: 77; 3: 41; 4: 15; 5: 7; 7: 1; 11: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 167,  7, 17,  502, 1, 22, 940340, 75721.94, 0, 183.43, 1: 74; 2: 85; 3: 40; 4: 20; 5: 6; 6: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 975,  8, 13,  503, 1, 22, 830180, 75721.94, 0, 183.43, 1: 80; 2: 80; 3: 37; 4: 21; 5: 5; 6: 1; 7: 1; 8: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 887,  6, 18,  508, 1, 22, 865853, 75721.94, 1, 183.43, 1: 88; 2: 73; 3: 35; 4: 13; 5: 11; 6: 3; 7: 2; 8: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 164,  9, 12,  512, 1, 22, 865732, 75721.94, 1, 183.43, 1: 93; 2: 64; 3: 34; 4: 17; 5: 14; 6: 2; 8: 1; 9: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 329,  9, 12,  515, 1, 22, 865881, 75721.94, 0, 183.43, 1: 86; 2: 82; 3: 32; 4: 15; 5: 6; 6: 1; 7: 1; 8: 1; 18: 2; 22: 1; 
EGFR_&_ErbB_Signaling, 896,  8, 14,  516, 1, 22, 890876, 75721.94, 1, 183.43, 1: 87; 2: 73; 3: 27; 4: 23; 5: 9; 6: 6; 7: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 456,  8, 13,  519, 1, 22, 830180, 75721.94, 0, 183.43, 1: 83; 2: 76; 3: 36; 4: 18; 5: 10; 6: 1; 7: 1; 19: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 922,  7, 15,  524, 1, 22, 840840, 75721.94, 0, 183.43, 1: 76; 2: 79; 3: 37; 4: 20; 5: 9; 6: 3; 7: 2; 22: 1; 
EGFR_&_ErbB_Signaling, 237,  8, 14,  524, 1, 22, 891153, 75721.94, 1, 183.43, 1: 97; 2: 71; 3: 23; 4: 14; 5: 11; 6: 6; 7: 2; 14: 1; 19: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 598,  8, 14,  530, 1, 22, 891051, 75721.94, 1, 183.43, 1: 83; 2: 72; 3: 32; 4: 22; 5: 10; 6: 3; 7: 3; 8: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 499,  7, 15,  542, 1, 22, 840840, 75721.94, 1, 183.43, 1: 75; 2: 79; 3: 31; 4: 23; 5: 11; 6: 6; 11: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 592,  9, 12,  545, 1, 22, 865838, 75721.94, 1, 183.43, 1: 92; 2: 70; 3: 27; 4: 15; 5: 13; 6: 5; 7: 1; 14: 1; 16: 1; 18: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 848,  8, 14,  546, 1, 22, 891128, 75721.94, 1, 183.43, 1: 94; 2: 62; 3: 34; 4: 17; 5: 8; 6: 7; 7: 2; 19: 1; 21: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 454,  6, 19,  547, 1, 22, 908209, 75721.94, 1, 183.43, 1: 77; 2: 73; 3: 32; 4: 24; 5: 14; 6: 2; 7: 4; 22: 1; 
EGFR_&_ErbB_Signaling, 618,  7, 15,  550, 1, 22, 840840, 75721.94, 1, 183.43, 1: 82; 2: 67; 3: 32; 4: 25; 5: 13; 6: 3; 8: 3; 9: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 101,  7, 15,  555, 1, 22, 840840, 75721.94, 1, 183.43, 1: 77; 2: 77; 3: 31; 4: 22; 5: 13; 6: 3; 7: 1; 10: 1; 21: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 630,  8, 14,  555, 1, 22, 890788, 75721.94, 1, 183.43, 1: 94; 2: 62; 3: 30; 4: 18; 5: 13; 6: 4; 7: 3; 21: 1; 22: 2; 
EGFR_&_ErbB_Signaling,  77,  7, 15,  560, 1, 22, 840840, 75721.94, 0, 183.43, 1: 79; 2: 69; 3: 34; 4: 22; 5: 11; 6: 5; 7: 5; 11: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 824,  8, 14,  565, 1, 22, 890941, 75721.94, 1, 183.43, 1: 91; 2: 65; 3: 26; 4: 24; 5: 10; 6: 5; 7: 1; 8: 1; 12: 1; 20: 1; 21: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 627,  8, 14,  566, 1, 22, 891202, 75721.94, 1, 183.43, 1: 94; 2: 62; 3: 25; 4: 20; 5: 12; 6: 9; 7: 2; 21: 1; 22: 2; 
EGFR_&_ErbB_Signaling, 165,  8, 13,  569, 1, 22, 830180, 75721.94, 1, 183.43, 1: 83; 2: 66; 3: 35; 4: 21; 5: 9; 6: 7; 7: 2; 9: 1; 14: 1; 19: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 223,  7, 15,  573, 1, 22, 840840, 75721.94, 1, 183.43, 1: 79; 2: 65; 3: 39; 4: 22; 5: 9; 6: 7; 7: 4; 22: 2; 
EGFR_&_ErbB_Signaling, 471,  7, 15,  577, 1, 22, 840840, 75721.94, 1, 183.43, 1: 80; 2: 65; 3: 29; 4: 25; 5: 13; 6: 9; 7: 2; 8: 2; 9: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 771,  7, 15,  578, 1, 22, 840840, 75721.94, 1, 183.43, 1: 77; 2: 66; 3: 33; 4: 28; 5: 15; 6: 5; 9: 1; 22: 2; 
EGFR_&_ErbB_Signaling, 747,  7, 15,  583, 1, 22, 840840, 75721.94, 1, 183.43, 1: 76; 2: 69; 3: 33; 4: 24; 5: 11; 6: 5; 7: 5; 8: 1; 12: 2; 22: 1; 
EGFR_&_ErbB_Signaling, 135,  7, 15,  598, 1, 22, 840840, 75721.94, 0, 183.43, 1: 73; 2: 72; 3: 33; 4: 24; 5: 12; 6: 5; 7: 3; 8: 1; 9: 1; 14: 1; 22: 2; 
EGFR_&_ErbB_Signaling, 496,  9, 12,  449, 1, 23, 865801, 75721.94, 0, 183.43, 1: 95; 2: 80; 3: 36; 4: 12; 5: 3; 23: 1; 
EGFR_&_ErbB_Signaling, 920,  7, 16,  469, 1, 23, 891135, 75721.94, 0, 183.43, 1: 97; 2: 77; 3: 35; 4: 13; 5: 3; 23: 2; 
EGFR_&_ErbB_Signaling, 654, 10, 11,  477, 1, 23, 879156, 75721.94, 0, 183.43, 1: 82; 2: 83; 3: 42; 4: 15; 5: 4; 23: 1; 
EGFR_&_ErbB_Signaling,  39,  8, 13,  483, 1, 23, 830180, 75721.94, 0, 183.43, 1: 74; 2: 107; 3: 28; 4: 14; 5: 2; 22: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 383,  8, 14,  485, 1, 23, 891172, 75721.94, 1, 183.43, 1: 99; 2: 69; 3: 25; 4: 20; 5: 8; 6: 5; 23: 1; 
EGFR_&_ErbB_Signaling,  62,  7, 16,  495, 1, 23, 890994, 75721.94, 0, 183.43, 1: 87; 2: 75; 3: 38; 4: 12; 5: 11; 6: 3; 23: 1; 
EGFR_&_ErbB_Signaling, 176,  9, 12,  496, 1, 23, 865909, 75721.94, 0, 183.43, 1: 95; 2: 66; 3: 41; 4: 15; 5: 4; 6: 3; 7: 1; 18: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 756,  8, 13,  503, 1, 23, 830180, 75721.94, 0, 183.43, 1: 78; 2: 85; 3: 42; 4: 17; 5: 2; 6: 1; 22: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 809, 10, 11,  505, 1, 23, 879064, 75721.94, 0, 183.43, 1: 80; 2: 77; 3: 43; 4: 15; 5: 8; 6: 2; 7: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 811,  9, 12,  508, 1, 23, 865804, 75721.94, 1, 183.43, 1: 90; 2: 73; 3: 29; 4: 19; 5: 13; 9: 1; 12: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 190,  8, 14,  512, 1, 23, 891146, 75721.94, 1, 183.43, 1: 100; 2: 59; 3: 29; 4: 21; 5: 9; 6: 4; 7: 3; 10: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 883,  7, 16,  518, 1, 23, 890994, 75721.94, 1, 183.43, 1: 99; 2: 54; 3: 32; 4: 22; 5: 12; 6: 6; 8: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 529,  8, 14,  524, 1, 23, 891093, 75721.94, 1, 183.43, 1: 95; 2: 67; 3: 26; 4: 20; 5: 8; 6: 6; 7: 2; 10: 1; 14: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 309,  8, 13,  534, 1, 23, 830180, 75721.94, 0, 183.43, 1: 76; 2: 73; 3: 46; 4: 18; 5: 9; 6: 1; 7: 2; 14: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 242,  8, 14,  536, 1, 23, 890886, 75721.94, 1, 183.43, 1: 89; 2: 74; 3: 26; 4: 17; 5: 11; 6: 4; 7: 3; 10: 1; 20: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 174,  8, 13,  540, 1, 23, 830180, 75721.94, 0, 183.43, 1: 77; 2: 74; 3: 44; 4: 20; 5: 6; 6: 2; 7: 1; 9: 1; 22: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 877,  9, 12,  544, 1, 23, 865886, 75721.94, 1, 183.43, 1: 89; 2: 64; 3: 28; 4: 20; 5: 17; 6: 5; 8: 2; 9: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 709,  7, 15,  545, 1, 23, 840840, 75721.94, 1, 183.43, 1: 87; 2: 65; 3: 32; 4: 21; 5: 11; 6: 4; 7: 4; 9: 2; 23: 1; 
EGFR_&_ErbB_Signaling, 279,  9, 12,  550, 1, 23, 865806, 75721.94, 0, 183.43, 1: 90; 2: 65; 3: 34; 4: 17; 5: 10; 6: 7; 8: 1; 18: 1; 19: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 109,  9, 12,  551, 1, 23, 865867, 75721.94, 1, 183.43, 1: 82; 2: 76; 3: 30; 4: 21; 5: 10; 6: 2; 7: 3; 18: 1; 19: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 888,  8, 13,  567, 1, 23, 830180, 75721.94, 1, 183.43, 1: 84; 2: 65; 3: 32; 4: 27; 5: 6; 6: 5; 7: 4; 8: 2; 22: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 159,  7, 15,  568, 1, 23, 840840, 75721.94, 1, 183.43, 1: 81; 2: 63; 3: 30; 4: 27; 5: 14; 6: 9; 7: 1; 9: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 185, 10, 11,  585, 1, 23, 878879, 75721.94, 1, 183.43, 1: 76; 2: 68; 3: 36; 4: 24; 5: 16; 6: 1; 7: 2; 12: 1; 17: 2; 23: 1; 
EGFR_&_ErbB_Signaling, 657, 10, 11,  592, 1, 23, 878952, 75721.94, 1, 183.43, 1: 79; 2: 65; 3: 31; 4: 27; 5: 12; 6: 5; 7: 4; 8: 1; 16: 1; 17: 1; 23: 1; 
EGFR_&_ErbB_Signaling,   8,  8, 13,  601, 1, 23, 830180, 75721.94, 1, 183.43, 1: 83; 2: 70; 3: 28; 4: 23; 5: 14; 6: 2; 7: 2; 18: 1; 20: 1; 22: 1; 23: 2; 
EGFR_&_ErbB_Signaling, 205,  7, 16,  459, 1, 24, 891054, 75721.94, 0, 183.43, 1: 91; 2: 84; 3: 33; 4: 13; 5: 5; 24: 1; 
EGFR_&_ErbB_Signaling, 903,  6, 18,  466, 1, 24, 865821, 75721.94, 0, 183.43, 1: 92; 2: 80; 3: 33; 4: 14; 5: 7; 24: 1; 
EGFR_&_ErbB_Signaling,  93,  7, 16,  474, 1, 24, 890768, 75721.94, 0, 183.43, 1: 90; 2: 72; 3: 46; 4: 13; 5: 4; 6: 1; 24: 1; 
EGFR_&_ErbB_Signaling,  58,  8, 14,  476, 1, 24, 890931, 75721.94, 0, 183.43, 1: 89; 2: 80; 3: 34; 4: 17; 5: 5; 8: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 708,  7, 16,  476, 1, 24, 890704, 75721.94, 0, 183.43, 1: 98; 2: 68; 3: 34; 4: 17; 5: 6; 6: 3; 24: 1; 
EGFR_&_ErbB_Signaling, 419,  8, 13,  489, 1, 24, 830180, 75721.94, 0, 183.43, 1: 85; 2: 86; 3: 32; 4: 16; 5: 5; 7: 1; 16: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 582,  8, 13,  493, 1, 24, 830180, 75721.94, 0, 183.43, 1: 77; 2: 90; 3: 38; 4: 13; 5: 4; 6: 2; 7: 2; 24: 1; 
EGFR_&_ErbB_Signaling, 977,  7, 16,  495, 1, 24, 891242, 75721.94, 0, 183.43, 1: 92; 2: 76; 3: 34; 4: 11; 5: 8; 6: 4; 17: 1; 24: 1; 
EGFR_&_ErbB_Signaling,  31,  7, 15,  497, 1, 24, 840840, 75721.94, 0, 183.43, 1: 77; 2: 85; 3: 37; 4: 21; 5: 5; 6: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 321,  7, 16,  507, 1, 24, 891019, 75721.94, 1, 183.43, 1: 93; 2: 73; 3: 26; 4: 15; 5: 10; 6: 7; 7: 2; 24: 1; 
EGFR_&_ErbB_Signaling, 447,  7, 16,  517, 1, 24, 891030, 75721.94, 1, 183.43, 1: 95; 2: 63; 3: 30; 4: 17; 5: 14; 6: 5; 7: 2; 24: 1; 
EGFR_&_ErbB_Signaling, 436,  8, 14,  518, 1, 24, 891118, 75721.94, 1, 183.43, 1: 93; 2: 62; 3: 33; 4: 18; 5: 15; 6: 4; 7: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 269,  8, 14,  523, 1, 24, 890672, 75721.94, 1, 183.43, 1: 93; 2: 66; 3: 26; 4: 18; 5: 15; 6: 7; 7: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 576,  7, 16,  533, 1, 24, 891202, 75721.94, 0, 183.43, 1: 92; 2: 58; 3: 38; 4: 15; 5: 15; 6: 5; 7: 2; 8: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 141,  9, 12,  540, 1, 24, 865911, 75721.94, 1, 183.43, 1: 91; 2: 67; 3: 22; 4: 22; 5: 11; 6: 10; 7: 2; 8: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 550,  7, 15,  541, 1, 24, 840840, 75721.94, 0, 183.43, 1: 80; 2: 71; 3: 44; 4: 16; 5: 10; 6: 2; 7: 2; 23: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 792,  8, 14,  545, 1, 24, 891026, 75721.94, 0, 183.43, 1: 85; 2: 66; 3: 37; 4: 16; 5: 10; 6: 7; 7: 3; 8: 2; 24: 1; 
EGFR_&_ErbB_Signaling, 858,  7, 15,  547, 1, 24, 840840, 75721.94, 0, 183.43, 1: 84; 2: 65; 3: 41; 4: 21; 5: 8; 6: 4; 7: 1; 9: 1; 22: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 815,  7, 15,  548, 1, 24, 840840, 75721.94, 0, 183.43, 1: 78; 2: 68; 3: 36; 4: 26; 5: 13; 6: 2; 7: 3; 24: 1; 
EGFR_&_ErbB_Signaling, 136,  8, 13,  550, 1, 24, 830180, 75721.94, 1, 183.43, 1: 82; 2: 66; 3: 31; 4: 25; 5: 16; 6: 3; 7: 3; 24: 1; 
EGFR_&_ErbB_Signaling,  17,  7, 15,  551, 1, 24, 840840, 75721.94, 1, 183.43, 1: 83; 2: 65; 3: 29; 4: 28; 5: 14; 6: 4; 7: 3; 24: 1; 
EGFR_&_ErbB_Signaling, 557,  7, 17,  555, 1, 24, 940499, 75721.94, 1, 183.43, 1: 78; 2: 72; 3: 27; 4: 33; 5: 8; 6: 5; 7: 1; 8: 1; 11: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 509,  7, 17,  559, 1, 24, 940603, 75721.94, 1, 183.43, 1: 76; 2: 70; 3: 32; 4: 31; 5: 12; 6: 1; 7: 2; 9: 1; 10: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 154,  7, 15,  561, 1, 24, 840840, 75721.94, 1, 183.43, 1: 83; 2: 62; 3: 31; 4: 27; 5: 16; 6: 2; 7: 4; 9: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 319,  7, 17,  561, 1, 24, 940529, 75721.94, 1, 183.43, 1: 89; 2: 59; 3: 34; 4: 21; 5: 11; 6: 4; 7: 4; 8: 1; 9: 1; 10: 2; 24: 1; 
EGFR_&_ErbB_Signaling, 171,  7, 17,  564, 1, 24, 940785, 75721.94, 1, 183.43, 1: 86; 2: 62; 3: 36; 4: 22; 5: 9; 6: 5; 7: 1; 8: 1; 9: 2; 12: 1; 14: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 955,  8, 13,  571, 1, 24, 830180, 75721.94, 1, 183.43, 1: 81; 2: 67; 3: 36; 4: 24; 5: 10; 6: 4; 7: 2; 19: 1; 21: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 531,  7, 15,  575, 1, 24, 840840, 75721.94, 1, 183.43, 1: 76; 2: 76; 3: 29; 4: 25; 5: 9; 6: 6; 7: 2; 9: 1; 10: 1; 22: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 438,  7, 17,  576, 1, 24, 940576, 75721.94, 1, 183.43, 1: 75; 2: 74; 3: 31; 4: 22; 5: 16; 6: 3; 7: 4; 22: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 634, 10, 11,  577, 1, 24, 879021, 75721.94, 1, 183.43, 1: 83; 2: 61; 3: 39; 4: 21; 5: 8; 6: 8; 7: 4; 15: 1; 16: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 261,  8, 13,  604, 1, 24, 830180, 75721.94, 1, 183.43, 1: 79; 2: 63; 3: 40; 4: 24; 5: 10; 6: 3; 7: 3; 9: 1; 19: 1; 20: 1; 22: 1; 24: 1; 
EGFR_&_ErbB_Signaling,  69,  7, 16,  459, 1, 25, 890997, 75721.94, 0, 183.43, 1: 90; 2: 87; 3: 33; 4: 11; 5: 3; 6: 2; 25: 1; 
EGFR_&_ErbB_Signaling, 156,  7, 16,  462, 1, 25, 891150, 75721.94, 0, 183.43, 1: 99; 2: 75; 3: 32; 4: 12; 5: 6; 7: 2; 25: 1; 
EGFR_&_ErbB_Signaling, 533,  7, 16,  481, 1, 25, 891163, 75721.94, 0, 183.43, 1: 95; 2: 72; 3: 36; 4: 13; 5: 6; 6: 3; 9: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 395,  7, 16,  487, 1, 25, 890933, 75721.94, 0, 183.43, 1: 95; 2: 73; 3: 32; 4: 14; 5: 7; 6: 2; 7: 2; 8: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 232,  7, 16,  489, 1, 25, 890988, 75721.94, 0, 183.43, 1: 88; 2: 73; 3: 41; 4: 15; 5: 7; 6: 2; 25: 1; 
EGFR_&_ErbB_Signaling, 351,  7, 15,  490, 1, 25, 840840, 75721.94, 0, 183.43, 1: 72; 2: 95; 3: 43; 4: 11; 5: 2; 6: 1; 7: 2; 25: 1; 
EGFR_&_ErbB_Signaling, 642,  6, 19,  496, 1, 25, 908034, 75721.94, 0, 183.43, 1: 77; 2: 83; 3: 40; 4: 23; 5: 2; 6: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 362,  7, 16,  507, 1, 25, 891075, 75721.94, 1, 183.43, 1: 96; 2: 67; 3: 27; 4: 22; 5: 8; 6: 4; 8: 1; 11: 1; 25: 1; 
EGFR_&_ErbB_Signaling,  45,  7, 16,  508, 1, 25, 891171, 75721.94, 0, 183.43, 1: 88; 2: 80; 3: 31; 4: 17; 5: 7; 6: 1; 9: 1; 24: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 901,  8, 14,  510, 1, 25, 891029, 75721.94, 1, 183.43, 1: 96; 2: 61; 3: 29; 4: 22; 5: 16; 6: 2; 25: 1; 
EGFR_&_ErbB_Signaling, 874,  7, 17,  513, 1, 25, 940285, 75721.94, 0, 183.43, 1: 91; 2: 61; 3: 39; 4: 24; 5: 7; 6: 2; 7: 1; 8: 1; 25: 1; 
EGFR_&_ErbB_Signaling,  48,  8, 14,  517, 1, 25, 890823, 75721.94, 1, 183.43, 1: 99; 2: 64; 3: 26; 4: 19; 5: 13; 6: 4; 22: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 797,  7, 16,  518, 1, 25, 891093, 75721.94, 0, 183.43, 1: 95; 2: 74; 3: 29; 4: 16; 5: 7; 6: 3; 22: 1; 24: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 985,  7, 16,  521, 1, 25, 891058, 75721.94, 1, 183.43, 1: 93; 2: 63; 3: 36; 4: 14; 5: 12; 6: 5; 7: 1; 8: 2; 25: 1; 
EGFR_&_ErbB_Signaling, 623,  8, 14,  521, 1, 25, 890986, 75721.94, 1, 183.43, 1: 94; 2: 66; 3: 31; 4: 19; 5: 11; 6: 3; 8: 1; 20: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 999,  7, 16,  526, 1, 25, 890963, 75721.94, 1, 183.43, 1: 89; 2: 72; 3: 26; 4: 21; 5: 11; 6: 3; 7: 3; 12: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 548,  7, 17,  528, 1, 25, 940658, 75721.94, 0, 183.43, 1: 83; 2: 63; 3: 44; 4: 27; 5: 6; 6: 1; 7: 1; 11: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 420,  8, 13,  529, 1, 25, 830180, 75721.94, 1, 183.43, 1: 84; 2: 68; 3: 35; 4: 23; 5: 10; 6: 5; 7: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 814,  7, 16,  532, 1, 25, 891306, 75721.94, 1, 183.43, 1: 94; 2: 71; 3: 27; 4: 17; 5: 8; 6: 3; 7: 4; 12: 1; 24: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 995,  9, 12,  535, 1, 25, 865866, 75721.94, 1, 183.43, 1: 95; 2: 67; 3: 25; 4: 14; 5: 12; 6: 8; 7: 2; 8: 2; 12: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 766,  7, 15,  537, 1, 25, 840840, 75721.94, 1, 183.43, 1: 90; 2: 63; 3: 30; 4: 22; 5: 13; 6: 5; 7: 2; 9: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 220,  7, 17,  542, 1, 25, 940887, 75721.94, 0, 183.43, 1: 78; 2: 75; 3: 39; 4: 23; 5: 7; 7: 2; 9: 1; 22: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 168,  6, 19,  546, 1, 25, 908259, 75721.94, 0, 183.43, 1: 78; 2: 73; 3: 39; 4: 20; 5: 8; 6: 4; 8: 3; 12: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 125,  7, 17,  548, 1, 25, 940730, 75721.94, 1, 183.43, 1: 81; 2: 68; 3: 30; 4: 29; 5: 12; 6: 4; 7: 1; 9: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 637,  7, 17,  548, 1, 25, 940597, 75721.94, 1, 183.43, 1: 79; 2: 71; 3: 33; 4: 24; 5: 12; 6: 4; 7: 1; 8: 2; 25: 1; 
EGFR_&_ErbB_Signaling, 867,  7, 17,  549, 1, 25, 940061, 75721.94, 1, 183.43, 1: 69; 2: 84; 3: 34; 4: 19; 5: 14; 6: 4; 7: 1; 8: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 674,  7, 17,  551, 1, 25, 940662, 75721.94, 1, 183.43, 1: 81; 2: 65; 3: 38; 4: 21; 5: 12; 6: 8; 9: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 790,  7, 16,  553, 1, 25, 891308, 75721.94, 1, 183.43, 1: 91; 2: 60; 3: 29; 4: 21; 5: 13; 6: 8; 7: 1; 8: 2; 10: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 599,  7, 17,  554, 1, 25, 940669, 75721.94, 1, 183.43, 1: 80; 2: 69; 3: 31; 4: 25; 5: 12; 6: 6; 7: 2; 8: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 480,  7, 17,  555, 1, 25, 940686, 75721.94, 1, 183.43, 1: 83; 2: 66; 3: 36; 4: 24; 5: 12; 6: 3; 9: 1; 24: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 461,  7, 17,  561, 1, 25, 940721, 75721.94, 1, 183.43, 1: 76; 2: 73; 3: 32; 4: 25; 5: 10; 6: 4; 7: 5; 9: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 138,  7, 17,  564, 1, 25, 940714, 75721.94, 1, 183.43, 1: 80; 2: 72; 3: 32; 4: 22; 5: 11; 6: 5; 7: 2; 8: 1; 24: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 608,  7, 16,  574, 1, 25, 890941, 75721.94, 1, 183.43, 1: 85; 2: 65; 3: 28; 4: 20; 5: 15; 6: 7; 7: 4; 10: 1; 15: 1; 25: 1; 
EGFR_&_ErbB_Signaling, 148,  8, 13,  576, 1, 25, 830180, 75721.94, 1, 183.43, 1: 80; 2: 64; 3: 33; 4: 27; 5: 11; 6: 4; 7: 4; 8: 1; 10: 1; 11: 1; 25: 1; 
