Seed 1656949570
ARCH 1|F_ID 3|LIMIT 4
before: 
3(992)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 682,  9, 12,  339, 1, 3, 865815, 74000.52, 0, 0.00, 1: 123; 2: 96; 3: 8; 
EGFR_&_ErbB_Signaling, 659, 12,  9,  407, 1, 6, 865855, 74000.52, 1, 164.86, 1: 110; 2: 84; 3: 12; 4: 13; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 209, 12,  9,  407, 1, 6, 865736, 74000.52, 1, 164.86, 1: 118; 2: 69; 3: 17; 4: 16; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 176,  9, 12,  407, 1, 6, 865812, 74000.52, 1, 164.86, 1: 117; 2: 72; 3: 18; 4: 11; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 664, 12,  9,  407, 1, 6, 865753, 74000.52, 1, 164.86, 1: 115; 2: 73; 3: 17; 4: 16; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 382,  6, 20,  407, 1, 6, 947883, 74000.52, 1, 164.86, 1: 111; 2: 83; 3: 13; 4: 12; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 735,  7, 17,  407, 1, 6, 940503, 74000.52, 1, 164.86, 1: 110; 2: 83; 3: 15; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 923,  7, 16,  407, 1, 6, 891124, 74000.52, 1, 164.86, 1: 114; 2: 77; 3: 17; 4: 10; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 464,  7, 15,  408, 1, 6, 840840, 74000.52, 1, 164.86, 1: 115; 2: 76; 3: 12; 4: 17; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 753,  6, 19,  408, 1, 6, 908209, 74000.52, 1, 164.86, 1: 115; 2: 73; 3: 19; 4: 11; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 166, 12,  9,  408, 1, 6, 865840, 74000.52, 1, 164.86, 1: 118; 2: 71; 3: 14; 4: 15; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 761, 12,  9,  408, 1, 6, 865800, 74000.52, 1, 164.86, 1: 115; 2: 77; 3: 13; 4: 12; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 467,  9, 12,  408, 1, 6, 865748, 74000.52, 1, 164.86, 1: 107; 2: 87; 3: 13; 4: 14; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 848,  8, 14,  408, 1, 6, 891111, 74000.52, 1, 164.86, 1: 109; 2: 82; 3: 16; 4: 14; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 508, 10, 11,  408, 1, 6, 878954, 74000.52, 1, 164.86, 1: 120; 2: 70; 3: 14; 4: 11; 5: 10; 6: 2; 
EGFR_&_ErbB_Signaling, 705,  7, 16,  408, 1, 6, 891158, 74000.52, 1, 164.86, 1: 119; 2: 68; 3: 18; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 296,  6, 18,  408, 1, 6, 865849, 74000.52, 1, 164.86, 1: 111; 2: 79; 3: 18; 4: 12; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 450,  6, 20,  408, 1, 6, 947673, 74000.52, 1, 164.86, 1: 116; 2: 74; 3: 16; 4: 12; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling,   1,  6, 20,  408, 1, 6, 947858, 74000.52, 1, 164.86, 1: 112; 2: 78; 3: 16; 4: 14; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 836, 10, 11,  408, 1, 6, 878924, 74000.52, 1, 164.86, 1: 109; 2: 83; 3: 14; 4: 15; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 106,  7, 15,  408, 1, 6, 840840, 74000.52, 1, 164.86, 1: 112; 2: 83; 3: 12; 4: 10; 5: 6; 6: 4; 
EGFR_&_ErbB_Signaling, 275,  7, 15,  408, 1, 6, 840840, 74000.52, 1, 164.86, 1: 111; 2: 79; 3: 19; 4: 9; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 673,  6, 20,  408, 1, 6, 948105, 74000.52, 1, 164.86, 1: 114; 2: 74; 3: 18; 4: 15; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 991, 12,  9,  408, 1, 6, 865841, 74000.52, 1, 164.86, 1: 111; 2: 83; 3: 10; 4: 15; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling,  80,  6, 19,  408, 1, 6, 907804, 74000.52, 1, 164.86, 1: 111; 2: 80; 3: 15; 4: 14; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 818, 12,  9,  408, 1, 6, 865773, 74000.52, 1, 164.86, 1: 122; 2: 65; 3: 16; 4: 13; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 669,  6, 18,  408, 1, 6, 865786, 74000.52, 1, 164.86, 1: 111; 2: 78; 3: 19; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 286,  7, 15,  408, 1, 6, 840840, 74000.52, 1, 164.86, 1: 112; 2: 79; 3: 15; 4: 13; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 328,  8, 13,  408, 1, 6, 830180, 74000.52, 1, 164.86, 1: 116; 2: 74; 3: 17; 4: 9; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 283, 12,  9,  408, 1, 6, 865880, 74000.52, 1, 164.86, 1: 115; 2: 78; 3: 10; 4: 15; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 394,  6, 18,  408, 1, 6, 865734, 74000.52, 1, 164.86, 1: 107; 2: 83; 3: 21; 4: 9; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 325,  6, 18,  408, 1, 6, 865740, 74000.52, 1, 164.86, 1: 112; 2: 80; 3: 14; 4: 13; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 965,  8, 13,  408, 1, 6, 830180, 74000.52, 1, 164.86, 1: 116; 2: 78; 3: 11; 4: 11; 5: 7; 6: 4; 
EGFR_&_ErbB_Signaling, 592,  9, 12,  408, 1, 6, 865745, 74000.52, 1, 164.86, 1: 108; 2: 85; 3: 17; 4: 9; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 720,  8, 14,  408, 1, 6, 890966, 74000.52, 1, 164.86, 1: 114; 2: 76; 3: 14; 4: 16; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 140,  6, 19,  408, 1, 6, 908239, 74000.52, 1, 164.86, 1: 113; 2: 78; 3: 15; 4: 12; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling,  53,  6, 19,  408, 1, 6, 908100, 74000.52, 1, 164.86, 1: 115; 2: 76; 3: 14; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 578, 11, 10,  408, 1, 6, 878997, 74000.52, 1, 164.86, 1: 117; 2: 72; 3: 17; 4: 11; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 155, 11, 10,  408, 1, 6, 879079, 74000.52, 1, 164.86, 1: 112; 2: 77; 3: 17; 4: 16; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 118,  7, 17,  408, 1, 6, 940565, 74000.52, 1, 164.86, 1: 115; 2: 77; 3: 13; 4: 13; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 853,  6, 20,  408, 1, 6, 947765, 74000.52, 1, 164.86, 1: 111; 2: 74; 3: 24; 4: 14; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling,  31,  7, 15,  409, 1, 6, 840840, 74000.52, 1, 164.86, 1: 116; 2: 74; 3: 15; 4: 11; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 625,  8, 14,  409, 1, 6, 891155, 74000.52, 1, 164.86, 1: 112; 2: 75; 3: 21; 4: 13; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 498,  9, 12,  409, 1, 6, 865779, 74000.52, 1, 164.86, 1: 115; 2: 73; 3: 19; 4: 10; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 295,  7, 16,  409, 1, 6, 891153, 74000.52, 1, 164.86, 1: 112; 2: 80; 3: 16; 4: 9; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 158,  8, 14,  409, 1, 6, 891100, 74000.52, 1, 164.86, 1: 112; 2: 80; 3: 11; 4: 17; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 598,  8, 14,  409, 1, 6, 890986, 74000.52, 1, 164.86, 1: 112; 2: 81; 3: 14; 4: 10; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 514,  6, 20,  409, 1, 6, 947562, 74000.52, 1, 164.86, 1: 114; 2: 75; 3: 18; 4: 11; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 898,  9, 12,  409, 1, 6, 865685, 74000.52, 1, 164.86, 1: 111; 2: 82; 3: 11; 4: 15; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling,  41, 11, 10,  409, 1, 6, 879240, 74000.52, 1, 164.86, 1: 110; 2: 86; 3: 10; 4: 12; 5: 5; 6: 4; 
EGFR_&_ErbB_Signaling, 604,  8, 13,  409, 1, 6, 830180, 74000.52, 1, 164.86, 1: 109; 2: 85; 3: 11; 4: 14; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 488, 11, 10,  409, 1, 6, 879000, 74000.52, 1, 164.86, 1: 115; 2: 76; 3: 14; 4: 13; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling,  42, 11, 10,  409, 1, 6, 879124, 74000.52, 1, 164.86, 1: 120; 2: 70; 3: 12; 4: 14; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 120, 12,  9,  409, 1, 6, 865823, 74000.52, 1, 164.86, 1: 119; 2: 74; 3: 11; 4: 11; 5: 7; 6: 5; 
EGFR_&_ErbB_Signaling, 221, 11, 10,  409, 1, 6, 879098, 74000.52, 1, 164.86, 1: 112; 2: 81; 3: 12; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 534, 12,  9,  409, 1, 6, 865761, 74000.52, 1, 164.86, 1: 107; 2: 85; 3: 17; 4: 10; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 190,  8, 14,  409, 1, 6, 891137, 74000.52, 1, 164.86, 1: 112; 2: 77; 3: 18; 4: 13; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 849,  7, 15,  409, 1, 6, 840840, 74000.52, 1, 164.86, 1: 111; 2: 82; 3: 14; 4: 12; 5: 4; 6: 4; 
EGFR_&_ErbB_Signaling, 366, 12,  9,  409, 1, 6, 865742, 74000.52, 1, 164.86, 1: 115; 2: 76; 3: 14; 4: 12; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 740,  9, 12,  410, 1, 6, 865807, 74000.52, 1, 164.86, 1: 111; 2: 82; 3: 11; 4: 15; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 688, 12,  9,  410, 1, 6, 865783, 74000.52, 1, 164.86, 1: 111; 2: 80; 3: 14; 4: 14; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 426,  6, 18,  410, 1, 6, 865884, 74000.52, 1, 164.86, 1: 111; 2: 81; 3: 14; 4: 12; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 751,  7, 16,  410, 1, 6, 891073, 74000.52, 1, 164.86, 1: 118; 2: 73; 3: 12; 4: 11; 5: 12; 6: 1; 
EGFR_&_ErbB_Signaling, 135,  7, 15,  410, 1, 6, 840840, 74000.52, 1, 164.86, 1: 108; 2: 85; 3: 13; 4: 13; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 756,  8, 13,  410, 1, 6, 830180, 74000.52, 1, 164.86, 1: 118; 2: 71; 3: 15; 4: 13; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 517, 10, 11,  410, 1, 6, 879015, 74000.52, 1, 164.86, 1: 114; 2: 75; 3: 14; 4: 17; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 996,  8, 14,  410, 1, 6, 891151, 74000.52, 1, 164.86, 1: 114; 2: 78; 3: 13; 4: 11; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 226, 12,  9,  410, 1, 6, 865819, 74000.52, 1, 164.86, 1: 120; 2: 67; 3: 17; 4: 12; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 976, 11, 10,  410, 1, 6, 879015, 74000.52, 1, 164.86, 1: 111; 2: 81; 3: 16; 4: 10; 5: 5; 6: 4; 
EGFR_&_ErbB_Signaling, 621,  6, 20,  410, 1, 6, 947763, 74000.52, 1, 164.86, 1: 116; 2: 71; 3: 19; 4: 11; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 576,  7, 16,  410, 1, 6, 891094, 74000.52, 1, 164.86, 1: 113; 2: 77; 3: 14; 4: 16; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 301, 10, 11,  410, 1, 6, 879070, 74000.52, 1, 164.86, 1: 116; 2: 76; 3: 10; 4: 14; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 439,  8, 13,  410, 1, 6, 830180, 74000.52, 1, 164.86, 1: 115; 2: 75; 3: 15; 4: 12; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 419,  8, 13,  410, 1, 6, 830180, 74000.52, 1, 164.86, 1: 111; 2: 80; 3: 15; 4: 13; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 939,  8, 14,  410, 1, 6, 891002, 74000.52, 1, 164.86, 1: 112; 2: 82; 3: 11; 4: 12; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 628, 11, 10,  410, 1, 6, 879033, 74000.52, 1, 164.86, 1: 117; 2: 76; 3: 9; 4: 12; 5: 12; 6: 1; 
EGFR_&_ErbB_Signaling, 608,  7, 16,  410, 1, 6, 891268, 74000.52, 1, 164.86, 1: 114; 2: 73; 3: 20; 4: 12; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 191,  9, 12,  410, 1, 6, 865878, 74000.52, 1, 164.86, 1: 112; 2: 82; 3: 8; 4: 17; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 581,  7, 16,  411, 1, 6, 891203, 74000.52, 1, 164.86, 1: 112; 2: 81; 3: 11; 4: 14; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 854,  6, 19,  411, 1, 6, 908194, 74000.52, 1, 164.86, 1: 114; 2: 74; 3: 17; 4: 14; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 324,  6, 19,  411, 1, 6, 908223, 74000.52, 1, 164.86, 1: 109; 2: 82; 3: 14; 4: 15; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 916,  6, 19,  411, 1, 6, 908303, 74000.52, 1, 164.86, 1: 114; 2: 77; 3: 14; 4: 10; 5: 11; 6: 1; 
EGFR_&_ErbB_Signaling,  51,  8, 14,  411, 1, 6, 891066, 74000.52, 1, 164.86, 1: 114; 2: 75; 3: 18; 4: 9; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 960,  9, 12,  411, 1, 6, 865868, 74000.52, 1, 164.86, 1: 110; 2: 83; 3: 14; 4: 9; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 558, 11, 10,  411, 1, 6, 879210, 74000.52, 1, 164.86, 1: 113; 2: 78; 3: 14; 4: 12; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 103,  7, 16,  411, 1, 6, 891103, 74000.52, 1, 164.86, 1: 116; 2: 77; 3: 12; 4: 9; 5: 9; 6: 4; 
EGFR_&_ErbB_Signaling, 804, 10, 11,  411, 1, 6, 878890, 74000.52, 1, 164.86, 1: 112; 2: 77; 3: 18; 4: 11; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 623,  8, 14,  411, 1, 6, 891145, 74000.52, 1, 164.86, 1: 114; 2: 80; 3: 12; 4: 8; 5: 9; 6: 4; 
EGFR_&_ErbB_Signaling, 308,  6, 18,  411, 1, 6, 865754, 74000.52, 1, 164.86, 1: 112; 2: 78; 3: 16; 4: 12; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 252,  7, 17,  411, 1, 6, 940615, 74000.52, 1, 164.86, 1: 115; 2: 79; 3: 8; 4: 14; 5: 8; 6: 3; 
EGFR_&_ErbB_Signaling, 459, 10, 11,  411, 1, 6, 878981, 74000.52, 1, 164.86, 1: 120; 2: 67; 3: 17; 4: 10; 5: 12; 6: 1; 
EGFR_&_ErbB_Signaling, 175, 11, 10,  411, 1, 6, 879081, 74000.52, 1, 164.86, 1: 111; 2: 79; 3: 17; 4: 10; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 629,  8, 14,  411, 1, 6, 890906, 74000.52, 1, 164.86, 1: 113; 2: 77; 3: 14; 4: 14; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 472,  8, 13,  411, 1, 6, 830180, 74000.52, 1, 164.86, 1: 112; 2: 79; 3: 14; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling,   2, 11, 10,  412, 1, 6, 879126, 74000.52, 1, 164.86, 1: 109; 2: 83; 3: 16; 4: 9; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 974, 12,  9,  412, 1, 6, 865841, 74000.52, 1, 164.86, 1: 115; 2: 75; 3: 13; 4: 13; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 350,  6, 18,  412, 1, 6, 865696, 74000.52, 1, 164.86, 1: 114; 2: 75; 3: 16; 4: 12; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 967,  6, 18,  412, 1, 6, 865845, 74000.52, 1, 164.86, 1: 110; 2: 81; 3: 14; 4: 14; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling,  11,  6, 18,  412, 1, 6, 865776, 74000.52, 1, 164.86, 1: 113; 2: 78; 3: 11; 4: 16; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 782,  6, 20,  412, 1, 6, 948004, 74000.52, 1, 164.86, 1: 113; 2: 76; 3: 16; 4: 14; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 376,  8, 13,  412, 1, 6, 830180, 74000.52, 1, 164.86, 1: 116; 2: 74; 3: 14; 4: 12; 5: 8; 6: 3; 
EGFR_&_ErbB_Signaling, 444,  6, 18,  412, 1, 6, 865841, 74000.52, 1, 164.86, 1: 112; 2: 79; 3: 14; 4: 12; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 375,  6, 19,  412, 1, 6, 908098, 74000.52, 1, 164.86, 1: 113; 2: 75; 3: 18; 4: 11; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 110,  7, 16,  412, 1, 6, 890894, 74000.52, 1, 164.86, 1: 110; 2: 82; 3: 13; 4: 13; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 482,  9, 12,  412, 1, 6, 865702, 74000.52, 1, 164.86, 1: 116; 2: 77; 3: 8; 4: 15; 5: 8; 6: 3; 
EGFR_&_ErbB_Signaling, 936,  9, 12,  412, 1, 6, 865879, 74000.52, 1, 164.86, 1: 119; 2: 73; 3: 11; 4: 9; 5: 12; 6: 3; 
EGFR_&_ErbB_Signaling, 123, 11, 10,  412, 1, 6, 879139, 74000.52, 1, 164.86, 1: 113; 2: 78; 3: 13; 4: 12; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling,  39,  8, 13,  412, 1, 6, 830180, 74000.52, 1, 164.86, 1: 114; 2: 76; 3: 14; 4: 14; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 882,  6, 19,  412, 1, 6, 908397, 74000.52, 1, 164.86, 1: 109; 2: 84; 3: 13; 4: 11; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 230,  6, 18,  412, 1, 6, 865911, 74000.52, 1, 164.86, 1: 114; 2: 74; 3: 16; 4: 16; 5: 4; 6: 3; 
EGFR_&_ErbB_Signaling,  48,  8, 14,  412, 1, 6, 890890, 74000.52, 1, 164.86, 1: 112; 2: 80; 3: 11; 4: 15; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 787,  8, 14,  412, 1, 6, 891036, 74000.52, 1, 164.86, 1: 110; 2: 85; 3: 8; 4: 13; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 749,  6, 19,  412, 1, 6, 907986, 74000.52, 1, 164.86, 1: 110; 2: 82; 3: 13; 4: 13; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 314,  7, 15,  412, 1, 6, 840840, 74000.52, 1, 164.86, 1: 109; 2: 81; 3: 17; 4: 11; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 235,  6, 20,  412, 1, 6, 947840, 74000.52, 1, 164.86, 1: 110; 2: 76; 3: 21; 4: 15; 5: 3; 6: 2; 
EGFR_&_ErbB_Signaling, 658, 11, 10,  412, 1, 6, 879105, 74000.52, 1, 164.86, 1: 110; 2: 84; 3: 7; 4: 18; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 634, 10, 11,  412, 1, 6, 879195, 74000.52, 1, 164.86, 1: 113; 2: 77; 3: 12; 4: 17; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 633,  8, 14,  412, 1, 6, 891085, 74000.52, 1, 164.86, 1: 120; 2: 73; 3: 9; 4: 11; 5: 9; 6: 5; 
EGFR_&_ErbB_Signaling, 257,  7, 16,  412, 1, 6, 891083, 74000.52, 1, 164.86, 1: 113; 2: 79; 3: 12; 4: 14; 5: 5; 6: 4; 
EGFR_&_ErbB_Signaling, 239,  6, 18,  413, 1, 6, 865820, 74000.52, 1, 164.86, 1: 109; 2: 83; 3: 14; 4: 10; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 838, 12,  9,  413, 1, 6, 865809, 74000.52, 1, 164.86, 1: 113; 2: 76; 3: 15; 4: 13; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 692,  9, 12,  413, 1, 6, 865719, 74000.52, 1, 164.86, 1: 115; 2: 73; 3: 15; 4: 14; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling,  64,  7, 16,  413, 1, 6, 891156, 74000.52, 1, 164.86, 1: 113; 2: 78; 3: 13; 4: 12; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 326,  9, 12,  413, 1, 6, 865754, 74000.52, 1, 164.86, 1: 114; 2: 75; 3: 16; 4: 13; 5: 5; 6: 4; 
EGFR_&_ErbB_Signaling, 930, 12,  9,  413, 1, 6, 865840, 74000.52, 1, 164.86, 1: 116; 2: 77; 3: 12; 4: 9; 5: 7; 6: 6; 
EGFR_&_ErbB_Signaling, 907,  6, 18,  413, 1, 6, 865648, 74000.52, 1, 164.86, 1: 107; 2: 85; 3: 15; 4: 11; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 685,  6, 18,  413, 1, 6, 865736, 74000.52, 1, 164.86, 1: 116; 2: 69; 3: 20; 4: 14; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 165,  8, 13,  413, 1, 6, 830180, 74000.52, 1, 164.86, 1: 118; 2: 72; 3: 13; 4: 12; 5: 8; 6: 4; 
EGFR_&_ErbB_Signaling, 443,  9, 12,  413, 1, 6, 865692, 74000.52, 1, 164.86, 1: 118; 2: 76; 3: 4; 4: 16; 5: 11; 6: 2; 
EGFR_&_ErbB_Signaling, 950, 10, 11,  413, 1, 6, 879066, 74000.52, 1, 164.86, 1: 106; 2: 85; 3: 15; 4: 14; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 863, 11, 10,  413, 1, 6, 879051, 74000.52, 1, 164.86, 1: 114; 2: 75; 3: 12; 4: 18; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 522,  9, 12,  413, 1, 6, 865797, 74000.52, 1, 164.86, 1: 104; 2: 88; 3: 14; 4: 15; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 107,  6, 19,  413, 1, 6, 908326, 74000.52, 1, 164.86, 1: 114; 2: 76; 3: 14; 4: 12; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 229, 10, 11,  413, 1, 6, 879104, 74000.52, 1, 164.86, 1: 109; 2: 80; 3: 20; 4: 9; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 801,  8, 14,  413, 1, 6, 891091, 74000.52, 1, 164.86, 1: 116; 2: 72; 3: 17; 4: 11; 5: 8; 6: 3; 
EGFR_&_ErbB_Signaling, 893, 12,  9,  413, 1, 6, 865775, 74000.52, 1, 164.86, 1: 109; 2: 80; 3: 18; 4: 11; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 153,  7, 16,  413, 1, 6, 891224, 74000.52, 1, 164.86, 1: 113; 2: 75; 3: 17; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 700, 10, 11,  413, 1, 6, 879238, 74000.52, 1, 164.86, 1: 108; 2: 82; 3: 17; 4: 12; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 953, 11, 10,  414, 1, 6, 879184, 74000.52, 1, 164.86, 1: 104; 2: 83; 3: 23; 4: 11; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 510, 10, 11,  414, 1, 6, 879152, 74000.52, 1, 164.86, 1: 118; 2: 74; 3: 9; 4: 12; 5: 11; 6: 3; 
EGFR_&_ErbB_Signaling, 431,  7, 15,  414, 1, 6, 840840, 74000.52, 1, 164.86, 1: 115; 2: 75; 3: 12; 4: 14; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 251,  8, 13,  414, 1, 6, 830180, 74000.52, 1, 164.86, 1: 115; 2: 74; 3: 14; 4: 14; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 963,  8, 13,  414, 1, 6, 830180, 74000.52, 1, 164.86, 1: 114; 2: 74; 3: 17; 4: 11; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 703,  6, 20,  414, 1, 6, 947827, 74000.52, 1, 164.86, 1: 113; 2: 77; 3: 13; 4: 14; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 802,  7, 16,  414, 1, 6, 891149, 74000.52, 1, 164.86, 1: 111; 2: 79; 3: 14; 4: 14; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 871, 12,  9,  414, 1, 6, 865720, 74000.52, 1, 164.86, 1: 111; 2: 79; 3: 14; 4: 13; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 567, 10, 11,  414, 1, 6, 879076, 74000.52, 1, 164.86, 1: 105; 2: 87; 3: 14; 4: 14; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 280,  8, 13,  414, 1, 6, 830180, 74000.52, 1, 164.86, 1: 112; 2: 79; 3: 12; 4: 14; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 528,  7, 17,  414, 1, 6, 940694, 74000.52, 1, 164.86, 1: 118; 2: 68; 3: 16; 4: 16; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 987,  6, 18,  414, 1, 6, 865743, 74000.52, 1, 164.86, 1: 117; 2: 71; 3: 14; 4: 14; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 300, 12,  9,  414, 1, 6, 865830, 74000.52, 1, 164.86, 1: 115; 2: 70; 3: 19; 4: 15; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 338,  6, 20,  414, 1, 6, 947670, 74000.52, 1, 164.86, 1: 109; 2: 81; 3: 14; 4: 15; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 929,  8, 13,  415, 1, 6, 830180, 74000.52, 1, 164.86, 1: 109; 2: 84; 3: 11; 4: 12; 5: 9; 6: 2; 
