Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
03(883)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 503,  7,  7,  101, 1, 3, 381964, 12166.34, 0, 0.00, 1: 37; 2: 20; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca, 466,  7,  7,  116, 1, 5, 381967, 12166.34, 1, 36.94, 1: 30; 2: 22; 3: 11; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  12,  8,  6,  116, 1, 5, 375600, 12166.34, 1, 36.94, 1: 30; 2: 22; 3: 11; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 793,  5, 10,  116, 1, 5, 388903, 12166.34, 1, 36.94, 1: 29; 2: 24; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 340,  7,  7,  116, 1, 5, 381974, 12166.34, 1, 36.94, 1: 30; 2: 23; 3: 10; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  97,  6,  8,  116, 1, 5, 375593, 12166.34, 1, 36.94, 1: 31; 2: 22; 3: 9; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 627,  5, 10,  116, 1, 5, 388884, 12166.34, 1, 36.94, 1: 29; 2: 24; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 350,  5, 10,  116, 1, 5, 388881, 12166.34, 1, 36.94, 1: 30; 2: 21; 3: 13; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 624,  9,  5,  116, 1, 5, 355057, 12166.34, 1, 36.94, 1: 32; 2: 18; 3: 13; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 439,  9,  5,  116, 1, 5, 355049, 12166.34, 1, 36.94, 1: 29; 2: 23; 3: 12; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 889,  8,  6,  116, 1, 5, 375604, 12166.34, 1, 36.94, 1: 32; 2: 20; 3: 9; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 109,  6,  8,  116, 1, 5, 375667, 12166.34, 1, 36.94, 1: 32; 2: 19; 3: 11; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 296,  5, 10,  116, 1, 5, 388809, 12166.34, 1, 36.94, 1: 29; 2: 23; 3: 12; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 863,  8,  6,  116, 1, 5, 375622, 12166.34, 1, 36.94, 1: 30; 2: 24; 3: 7; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 111,  5,  9,  116, 1, 5, 355054, 12166.34, 1, 36.94, 1: 30; 2: 21; 3: 13; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 578,  5, 10,  116, 1, 5, 388877, 12166.34, 1, 36.94, 1: 31; 2: 19; 3: 14; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 671,  5,  9,  116, 1, 5, 355051, 12166.34, 1, 36.94, 1: 27; 2: 28; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 399,  8,  6,  116, 1, 5, 375697, 12166.34, 1, 36.94, 1: 33; 2: 18; 3: 11; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 614,  9,  5,  116, 1, 5, 355065, 12166.34, 1, 36.94, 1: 32; 2: 18; 3: 13; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 672,  5, 10,  116, 1, 5, 388882, 12166.34, 1, 36.94, 1: 28; 2: 25; 3: 11; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 822,  6,  8,  116, 1, 5, 375635, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 12; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 772,  5, 10,  116, 1, 5, 388855, 12166.34, 1, 36.94, 1: 30; 2: 21; 3: 13; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 487,  9,  5,  116, 1, 5, 355045, 12166.34, 1, 36.94, 1: 30; 2: 21; 3: 13; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 949,  7,  7,  116, 1, 5, 381951, 12166.34, 1, 36.94, 1: 29; 2: 23; 3: 12; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 102,  7,  7,  116, 1, 5, 381951, 12166.34, 1, 36.94, 1: 32; 2: 18; 3: 13; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 869,  5, 10,  116, 1, 5, 388946, 12166.34, 1, 36.94, 1: 31; 2: 19; 3: 14; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 893,  5,  9,  116, 1, 5, 355062, 12166.34, 1, 36.94, 1: 28; 2: 26; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 240,  8,  6,  117, 1, 5, 375600, 12166.34, 1, 36.94, 1: 36; 2: 10; 3: 17; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  39,  5,  9,  117, 1, 5, 355075, 12166.34, 1, 36.94, 1: 33; 2: 15; 3: 15; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  61,  8,  6,  117, 1, 5, 375394, 12166.34, 1, 36.94, 1: 33; 2: 17; 3: 12; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 739,  5,  9,  117, 1, 5, 355056, 12166.34, 1, 36.94, 1: 30; 2: 20; 3: 14; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 721,  7,  7,  117, 1, 5, 381913, 12166.34, 1, 36.94, 1: 30; 2: 22; 3: 10; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 238,  8,  6,  117, 1, 5, 375637, 12166.34, 1, 36.94, 1: 30; 2: 21; 3: 12; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 120,  9,  5,  117, 1, 5, 355016, 12166.34, 1, 36.94, 1: 32; 2: 20; 3: 10; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  51,  5, 10,  117, 1, 5, 388849, 12166.34, 1, 36.94, 1: 31; 2: 18; 3: 15; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 626,  9,  5,  117, 1, 5, 355051, 12166.34, 1, 36.94, 1: 30; 2: 22; 3: 10; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 957,  7,  7,  117, 1, 5, 381925, 12166.34, 1, 36.94, 1: 28; 2: 24; 3: 12; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 918,  6,  8,  117, 1, 5, 375631, 12166.34, 1, 36.94, 1: 31; 2: 21; 3: 10; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 118,  5,  9,  117, 1, 5, 355059, 12166.34, 1, 36.94, 1: 27; 2: 26; 3: 11; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 153,  6,  8,  117, 1, 5, 375622, 12166.34, 1, 36.94, 1: 32; 2: 18; 3: 12; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 685,  8,  6,  117, 1, 5, 375629, 12166.34, 1, 36.94, 1: 30; 2: 23; 3: 8; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 373,  9,  5,  117, 1, 5, 355062, 12166.34, 1, 36.94, 1: 30; 2: 22; 3: 11; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 489,  8,  6,  117, 1, 5, 375663, 12166.34, 1, 36.94, 1: 31; 2: 22; 3: 7; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 602,  6,  8,  117, 1, 5, 375613, 12166.34, 1, 36.94, 1: 33; 2: 15; 3: 15; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 457,  6,  8,  118, 1, 5, 375642, 12166.34, 1, 36.94, 1: 30; 2: 21; 3: 12; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 577,  8,  6,  118, 1, 5, 375591, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 11; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  70,  6,  8,  118, 1, 5, 375633, 12166.34, 1, 36.94, 1: 28; 2: 25; 3: 9; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 194,  8,  6,  118, 1, 5, 375601, 12166.34, 1, 36.94, 1: 32; 2: 20; 3: 9; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 903,  8,  6,  118, 1, 5, 375630, 12166.34, 1, 36.94, 1: 28; 2: 24; 3: 11; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 986,  8,  6,  118, 1, 5, 375662, 12166.34, 1, 36.94, 1: 31; 2: 21; 3: 9; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 955,  9,  5,  118, 1, 5, 355050, 12166.34, 1, 36.94, 1: 34; 2: 16; 3: 11; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 987,  8,  6,  118, 1, 5, 375601, 12166.34, 1, 36.94, 1: 28; 2: 23; 3: 13; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 483,  8,  6,  118, 1, 5, 375636, 12166.34, 1, 36.94, 1: 31; 2: 21; 3: 9; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 144,  5, 10,  118, 1, 5, 388893, 12166.34, 1, 36.94, 1: 30; 2: 20; 3: 13; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 209,  9,  5,  118, 1, 5, 355060, 12166.34, 1, 36.94, 1: 30; 2: 22; 3: 10; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 824,  5, 10,  119, 1, 5, 388906, 12166.34, 1, 36.94, 1: 29; 2: 22; 3: 11; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 655,  9,  5,  119, 1, 5, 355044, 12166.34, 1, 36.94, 1: 26; 2: 26; 3: 12; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 121,  5,  9,  119, 1, 5, 355062, 12166.34, 1, 36.94, 1: 29; 2: 21; 3: 13; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 201,  8,  6,  119, 1, 5, 375661, 12166.34, 1, 36.94, 1: 31; 2: 17; 3: 15; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 598,  8,  6,  119, 1, 5, 375629, 12166.34, 1, 36.94, 1: 32; 2: 20; 3: 9; 5: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 463,  7,  7,  119, 1, 5, 381915, 12166.34, 1, 36.94, 1: 31; 2: 19; 3: 12; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 151,  9,  5,  119, 1, 5, 355057, 12166.34, 1, 36.94, 1: 28; 2: 24; 3: 10; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 502,  5, 10,  119, 1, 5, 388917, 12166.34, 1, 36.94, 1: 27; 2: 24; 3: 13; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 504,  8,  6,  119, 1, 5, 375571, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 10; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 393,  6,  8,  119, 1, 5, 375590, 12166.34, 1, 36.94, 1: 33; 2: 17; 3: 11; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 236,  9,  5,  119, 1, 5, 355052, 12166.34, 1, 36.94, 1: 28; 2: 25; 3: 9; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 736,  8,  6,  119, 1, 5, 375652, 12166.34, 1, 36.94, 1: 31; 2: 20; 3: 9; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 843,  9,  5,  119, 1, 5, 355054, 12166.34, 1, 36.94, 1: 28; 2: 23; 3: 12; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 361,  6,  8,  119, 1, 5, 375617, 12166.34, 1, 36.94, 1: 28; 2: 24; 3: 10; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 356,  8,  6,  119, 1, 5, 375650, 12166.34, 1, 36.94, 1: 26; 2: 27; 3: 10; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 727,  6,  8,  119, 1, 5, 375641, 12166.34, 1, 36.94, 1: 31; 2: 17; 3: 15; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 171,  9,  5,  119, 1, 5, 355053, 12166.34, 1, 36.94, 1: 25; 2: 29; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 332,  5, 10,  119, 1, 5, 388768, 12166.34, 1, 36.94, 1: 28; 2: 25; 3: 9; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 911,  9,  5,  119, 1, 5, 355203, 12166.34, 1, 36.94, 1: 30; 2: 20; 3: 12; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 565,  9,  5,  119, 1, 5, 355055, 12166.34, 1, 36.94, 1: 28; 2: 23; 3: 12; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 623,  8,  6,  119, 1, 5, 375598, 12166.34, 1, 36.94, 1: 32; 2: 19; 3: 9; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 325,  5, 10,  119, 1, 5, 388874, 12166.34, 1, 36.94, 1: 29; 2: 22; 3: 11; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 615,  6,  8,  119, 1, 5, 375649, 12166.34, 1, 36.94, 1: 32; 2: 16; 3: 15; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 926,  5, 10,  120, 1, 5, 388916, 12166.34, 1, 36.94, 1: 26; 2: 25; 3: 13; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 752,  9,  5,  120, 1, 5, 355036, 12166.34, 1, 36.94, 1: 29; 2: 22; 3: 11; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  35,  7,  7,  120, 1, 5, 381980, 12166.34, 1, 36.94, 1: 30; 2: 24; 3: 6; 4: 1; 5: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 998,  9,  5,  120, 1, 5, 355052, 12166.34, 1, 36.94, 1: 28; 2: 25; 3: 8; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 975,  9,  5,  120, 1, 5, 355044, 12166.34, 1, 36.94, 1: 29; 2: 20; 3: 14; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 969,  9,  5,  120, 1, 5, 355034, 12166.34, 1, 36.94, 1: 29; 2: 21; 3: 12; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  87,  7,  7,  120, 1, 5, 381971, 12166.34, 1, 36.94, 1: 29; 2: 21; 3: 12; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 916,  7,  7,  120, 1, 5, 381950, 12166.34, 1, 36.94, 1: 29; 2: 21; 3: 13; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 909,  6,  8,  120, 1, 5, 375654, 12166.34, 1, 36.94, 1: 29; 2: 22; 3: 11; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 529,  8,  6,  120, 1, 5, 375704, 12166.34, 1, 36.94, 1: 30; 2: 19; 3: 13; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  84,  9,  5,  120, 1, 5, 355049, 12166.34, 1, 36.94, 1: 29; 2: 22; 3: 11; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 462,  5,  9,  120, 1, 5, 355068, 12166.34, 1, 36.94, 1: 28; 2: 24; 3: 10; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 966,  5, 10,  120, 1, 5, 388858, 12166.34, 1, 36.94, 1: 29; 2: 20; 3: 14; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 285,  5, 10,  120, 1, 5, 388864, 12166.34, 1, 36.94, 1: 31; 2: 16; 3: 16; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 856,  9,  5,  120, 1, 5, 355057, 12166.34, 1, 36.94, 1: 28; 2: 24; 3: 10; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 579,  6,  8,  120, 1, 5, 375609, 12166.34, 1, 36.94, 1: 26; 2: 27; 3: 10; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  79,  5, 10,  120, 1, 5, 388801, 12166.34, 1, 36.94, 1: 29; 2: 23; 3: 9; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 280,  5,  9,  121, 1, 5, 355058, 12166.34, 1, 36.94, 1: 28; 2: 21; 3: 14; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 953,  5, 10,  121, 1, 5, 388857, 12166.34, 1, 36.94, 1: 30; 2: 16; 3: 18; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 826,  7,  7,  121, 1, 5, 381923, 12166.34, 1, 36.94, 1: 28; 2: 22; 3: 13; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 988,  8,  6,  121, 1, 5, 375654, 12166.34, 1, 36.94, 1: 30; 2: 19; 3: 12; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 689,  5,  9,  121, 1, 5, 355050, 12166.34, 1, 36.94, 1: 28; 2: 20; 3: 16; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 643,  9,  5,  121, 1, 5, 355041, 12166.34, 1, 36.94, 1: 27; 2: 26; 3: 8; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 544,  5,  9,  121, 1, 5, 355047, 12166.34, 1, 36.94, 1: 25; 2: 27; 3: 11; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 616,  5, 10,  121, 1, 5, 388873, 12166.34, 1, 36.94, 1: 30; 2: 17; 3: 16; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 233,  9,  5,  121, 1, 5, 355042, 12166.34, 1, 36.94, 1: 28; 2: 21; 3: 14; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 374,  9,  5,  122, 1, 5, 355054, 12166.34, 1, 36.94, 1: 29; 2: 23; 3: 8; 4: 2; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 532,  9,  5,  122, 1, 5, 355032, 12166.34, 1, 36.94, 1: 30; 2: 20; 3: 10; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 770,  6,  8,  122, 1, 5, 375664, 12166.34, 1, 36.94, 1: 28; 2: 20; 3: 15; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  10,  9,  5,  122, 1, 5, 355048, 12166.34, 1, 36.94, 1: 26; 2: 27; 3: 8; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 762,  7,  7,  122, 1, 5, 381958, 12166.34, 1, 36.94, 1: 26; 2: 25; 3: 11; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 231,  5, 10,  122, 1, 5, 388836, 12166.34, 1, 36.94, 1: 29; 2: 19; 3: 14; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 872,  5, 10,  122, 1, 5, 388903, 12166.34, 1, 36.94, 1: 28; 2: 19; 3: 17; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 419,  9,  5,  122, 1, 5, 355056, 12166.34, 1, 36.94, 1: 28; 2: 20; 3: 15; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 272,  5, 10,  122, 1, 5, 388895, 12166.34, 1, 36.94, 1: 28; 2: 20; 3: 15; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 328,  9,  5,  122, 1, 5, 355058, 12166.34, 1, 36.94, 1: 30; 2: 21; 3: 10; 5: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 379,  5,  9,  122, 1, 5, 355040, 12166.34, 1, 36.94, 1: 25; 2: 25; 3: 14; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 552,  9,  5,  122, 1, 5, 355043, 12166.34, 1, 36.94, 1: 27; 2: 23; 3: 12; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 553,  8,  6,  122, 1, 5, 375665, 12166.34, 1, 36.94, 1: 30; 2: 20; 3: 11; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 554,  4, 11,  122, 1, 5, 347182, 12166.34, 1, 36.94, 1: 30; 2: 15; 3: 19; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 849,  7,  7,  122, 1, 5, 381994, 12166.34, 1, 36.94, 1: 29; 2: 21; 3: 11; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 307,  9,  5,  123, 1, 5, 355028, 12166.34, 1, 36.94, 1: 29; 2: 17; 3: 17; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 310,  4, 12,  123, 1, 5, 375640, 12166.34, 1, 36.94, 1: 25; 2: 25; 3: 13; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 197,  8,  6,  123, 1, 5, 375706, 12166.34, 1, 36.94, 1: 31; 2: 18; 3: 11; 4: 2; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 603,  4, 12,  123, 1, 5, 375649, 12166.34, 1, 36.94, 1: 26; 2: 22; 3: 16; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 372,  8,  6,  123, 1, 5, 375666, 12166.34, 1, 36.94, 1: 27; 2: 21; 3: 15; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 348,  9,  5,  123, 1, 5, 355058, 12166.34, 1, 36.94, 1: 28; 2: 23; 3: 9; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 787,  5, 10,  123, 1, 5, 388868, 12166.34, 1, 36.94, 1: 27; 2: 20; 3: 17; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 165,  9,  5,  123, 1, 5, 355034, 12166.34, 1, 36.94, 1: 26; 2: 24; 3: 13; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 942,  5, 10,  123, 1, 5, 388840, 12166.34, 1, 36.94, 1: 26; 2: 22; 3: 16; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 283,  5,  9,  124, 1, 5, 355050, 12166.34, 1, 36.94, 1: 29; 2: 19; 3: 13; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 352,  8,  6,  124, 1, 5, 375583, 12166.34, 1, 36.94, 1: 27; 2: 26; 3: 6; 4: 3; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 133,  9,  5,  124, 1, 5, 355026, 12166.34, 1, 36.94, 1: 29; 2: 22; 3: 8; 4: 3; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 622,  8,  6,  124, 1, 5, 375661, 12166.34, 1, 36.94, 1: 30; 2: 19; 3: 11; 4: 2; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 461,  9,  5,  124, 1, 5, 355057, 12166.34, 1, 36.94, 1: 30; 2: 20; 3: 9; 4: 3; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 871,  9,  5,  124, 1, 5, 355052, 12166.34, 1, 36.94, 1: 30; 2: 18; 3: 13; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 386,  9,  5,  124, 1, 5, 355059, 12166.34, 1, 36.94, 1: 28; 2: 24; 3: 7; 4: 3; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 486,  4, 12,  124, 1, 5, 375665, 12166.34, 1, 36.94, 1: 26; 2: 21; 3: 17; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 625,  5, 10,  124, 1, 5, 388907, 12166.34, 1, 36.94, 1: 27; 2: 22; 3: 13; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 572,  8,  6,  124, 1, 5, 375674, 12166.34, 1, 36.94, 1: 31; 2: 19; 3: 9; 4: 2; 5: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 136,  9,  5,  124, 1, 5, 355047, 12166.34, 1, 36.94, 1: 28; 2: 20; 3: 14; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 892,  9,  5,  124, 1, 5, 355054, 12166.34, 1, 36.94, 1: 28; 2: 18; 3: 17; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 396,  5, 10,  124, 1, 5, 388917, 12166.34, 1, 36.94, 1: 28; 2: 20; 3: 13; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 792,  5, 10,  124, 1, 5, 388881, 12166.34, 1, 36.94, 1: 30; 2: 15; 3: 18; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 974,  9,  5,  125, 1, 5, 355059, 12166.34, 1, 36.94, 1: 27; 2: 21; 3: 13; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 309,  9,  5,  125, 1, 5, 355043, 12166.34, 1, 36.94, 1: 31; 2: 11; 3: 21; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 395,  4, 12,  125, 1, 5, 375647, 12166.34, 1, 36.94, 1: 25; 2: 22; 3: 17; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 803,  4, 12,  125, 1, 5, 375652, 12166.34, 1, 36.94, 1: 26; 2: 21; 3: 16; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 451,  9,  5,  125, 1, 5, 355054, 12166.34, 1, 36.94, 1: 26; 2: 22; 3: 15; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 620,  5, 10,  125, 1, 5, 388938, 12166.34, 1, 36.94, 1: 25; 2: 24; 3: 14; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  54,  4, 12,  125, 1, 5, 375670, 12166.34, 1, 36.94, 1: 26; 2: 20; 3: 18; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 812,  5, 10,  125, 1, 5, 388946, 12166.34, 1, 36.94, 1: 26; 2: 21; 3: 16; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  60,  8,  6,  125, 1, 5, 375621, 12166.34, 1, 36.94, 1: 25; 2: 25; 3: 11; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   2,  8,  6,  125, 1, 5, 375759, 12166.34, 1, 36.94, 1: 27; 2: 23; 3: 11; 4: 1; 5: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 534,  5,  9,  125, 1, 5, 355036, 12166.34, 1, 36.94, 1: 27; 2: 18; 3: 19; 5: 1; 
