Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
23(627)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 721,  7,  7,  103, 1, 3, 382033, 26748.27, 235, 0.00, 1: 33; 2: 26; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 928,  4, 12,  126, 1, 4, 375666, 26748.27, 1, 34.01, 1: 24; 2: 26; 3: 10; 4: 5; 
Treatment_of_Castration-Resistant_Prostate_Ca, 547,  4, 12,  126, 1, 4, 375715, 26748.27, 1, 34.01, 1: 20; 2: 32; 3: 10; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 600,  4, 11,  126, 1, 4, 347182, 26748.27, 1, 34.01, 1: 19; 2: 32; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 581,  4, 12,  126, 1, 4, 375576, 26748.27, 1, 34.01, 1: 24; 2: 25; 3: 12; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 576,  4, 12,  126, 1, 4, 375677, 26748.27, 1, 34.01, 1: 22; 2: 27; 3: 14; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 321,  4, 12,  126, 1, 4, 375611, 26748.27, 1, 34.01, 1: 21; 2: 30; 3: 11; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  54,  4, 12,  126, 1, 4, 375723, 26748.27, 1, 34.01, 1: 20; 2: 31; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 395,  4, 12,  126, 1, 4, 375628, 26748.27, 1, 34.01, 1: 19; 2: 33; 3: 11; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  88,  4, 12,  126, 1, 4, 375728, 26748.27, 1, 34.01, 1: 24; 2: 24; 3: 14; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 232,  4, 12,  126, 1, 4, 375590, 26748.27, 1, 34.01, 1: 21; 2: 28; 3: 15; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 437,  4, 12,  126, 1, 4, 375730, 26748.27, 1, 34.01, 1: 21; 2: 29; 3: 13; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 154,  4, 11,  126, 1, 4, 347182, 26748.27, 1, 34.01, 1: 21; 2: 30; 3: 11; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 143,  4, 12,  126, 1, 4, 375722, 26748.27, 1, 34.01, 1: 20; 2: 31; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  21,  4, 12,  126, 1, 4, 375596, 26748.27, 1, 34.01, 1: 23; 2: 26; 3: 13; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 499,  4, 11,  126, 1, 4, 347182, 26748.27, 1, 34.01, 1: 21; 2: 29; 3: 13; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 469,  4, 11,  126, 1, 4, 347182, 26748.27, 1, 34.01, 1: 23; 2: 25; 3: 15; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 290,  4, 12,  126, 1, 4, 375660, 26748.27, 1, 34.01, 1: 20; 2: 30; 3: 14; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 701,  4, 12,  127, 1, 4, 375627, 26748.27, 1, 34.01, 1: 20; 2: 30; 3: 13; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 654,  4, 11,  127, 1, 4, 347182, 26748.27, 1, 34.01, 1: 21; 2: 29; 3: 12; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 779,  4, 12,  127, 1, 4, 375647, 26748.27, 1, 34.01, 1: 19; 2: 32; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 486,  4, 12,  127, 1, 4, 375728, 26748.27, 1, 34.01, 1: 22; 2: 27; 3: 13; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 225,  4, 11,  127, 1, 4, 347182, 26748.27, 1, 34.01, 1: 19; 2: 31; 3: 14; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 861,  4, 12,  127, 1, 4, 375661, 26748.27, 1, 34.01, 1: 25; 2: 23; 3: 12; 4: 5; 
Treatment_of_Castration-Resistant_Prostate_Ca, 311,  4, 11,  127, 1, 4, 347182, 26748.27, 1, 34.01, 1: 21; 2: 30; 3: 10; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 241,  4, 12,  127, 1, 4, 375761, 26748.27, 1, 34.01, 1: 21; 2: 28; 3: 14; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 692,  4, 12,  127, 1, 4, 375687, 26748.27, 1, 34.01, 1: 23; 2: 25; 3: 14; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 631,  4, 12,  127, 1, 4, 375645, 26748.27, 1, 34.01, 1: 18; 2: 34; 3: 11; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 338,  4, 12,  127, 1, 4, 375660, 26748.27, 1, 34.01, 1: 20; 2: 30; 3: 13; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 508,  4, 11,  127, 1, 4, 347182, 26748.27, 1, 34.01, 1: 19; 2: 32; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  64,  4, 12,  127, 1, 4, 375538, 26748.27, 1, 34.01, 1: 19; 2: 32; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 442,  4, 12,  128, 1, 4, 375691, 26748.27, 1, 34.01, 1: 20; 2: 30; 3: 12; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 257,  4, 12,  128, 1, 4, 375389, 26748.27, 1, 34.01, 1: 23; 2: 25; 3: 13; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 570,  4, 11,  128, 1, 4, 347182, 26748.27, 1, 34.01, 1: 19; 2: 30; 3: 15; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 141,  4, 12,  128, 1, 4, 375656, 26748.27, 1, 34.01, 1: 22; 2: 26; 3: 14; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 507,  4, 12,  128, 1, 4, 375485, 26748.27, 1, 34.01, 1: 18; 2: 33; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 409,  4, 12,  128, 1, 4, 375715, 26748.27, 1, 34.01, 1: 23; 2: 25; 3: 13; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 322,  4, 11,  128, 1, 4, 347182, 26748.27, 1, 34.01, 1: 21; 2: 28; 3: 13; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 106,  4, 11,  128, 1, 4, 347182, 26748.27, 1, 34.01, 1: 20; 2: 29; 3: 14; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 540,  4, 12,  128, 1, 4, 375686, 26748.27, 1, 34.01, 1: 17; 2: 35; 3: 11; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 675,  4, 12,  129, 1, 4, 375711, 26748.27, 1, 34.01, 1: 24; 2: 20; 3: 19; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 258,  4, 12,  129, 1, 4, 375670, 26748.27, 1, 34.01, 1: 20; 2: 27; 3: 17; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 753,  4, 11,  129, 1, 4, 347182, 26748.27, 1, 34.01, 1: 17; 2: 34; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 411,  4, 12,  129, 1, 4, 375753, 26748.27, 1, 34.01, 1: 19; 2: 29; 3: 16; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 740,  4, 12,  130, 1, 4, 375723, 26748.27, 1, 34.01, 1: 19; 2: 30; 3: 13; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 205,  4, 12,  130, 1, 4, 375610, 26748.27, 1, 34.01, 1: 19; 2: 29; 3: 15; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 771,  4, 11,  130, 1, 4, 347182, 26748.27, 1, 34.01, 1: 17; 2: 33; 3: 13; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 454,  4, 11,  130, 1, 4, 347182, 26748.27, 1, 34.01, 1: 16; 2: 35; 3: 12; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 951,  4, 11,  131, 1, 4, 347182, 26748.27, 1, 34.01, 1: 15; 2: 37; 3: 10; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 757,  4, 12,  131, 1, 4, 375573, 26748.27, 0, 34.01, 1: 16; 2: 34; 3: 13; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 920,  4, 12,  131, 1, 4, 375644, 26748.27, 1, 34.01, 1: 20; 2: 29; 3: 11; 4: 5; 
Treatment_of_Castration-Resistant_Prostate_Ca, 813,  4, 11,  131, 1, 4, 347182, 26748.27, 1, 34.01, 1: 21; 2: 24; 3: 18; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 774,  4, 12,  131, 1, 4, 375663, 26748.27, 1, 34.01, 1: 21; 2: 25; 3: 16; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 763,  7,  7,  106, 1, 5, 382023, 26748.27, 1, 34.01, 1: 33; 2: 25; 3: 6; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 798,  7,  7,  106, 1, 5, 381960, 26748.27, 1, 34.01, 1: 32; 2: 27; 3: 5; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 721,  7,  7,  107, 1, 5, 382033, 26748.27, 1, 34.01, 1: 33; 2: 25; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 250,  6,  8,  107, 1, 5, 375628, 26748.27, 1, 34.01, 1: 31; 2: 28; 3: 5; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 346,  7,  7,  109, 1, 5, 381891, 26748.27, 1, 34.01, 1: 29; 2: 30; 3: 5; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 221,  8,  6,  109, 1, 5, 375654, 26748.27, 1, 34.01, 1: 30; 2: 28; 3: 6; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 108,  7,  7,  109, 1, 5, 381917, 26748.27, 1, 34.01, 1: 28; 2: 32; 3: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 115,  7,  7,  109, 1, 5, 382003, 26748.27, 1, 34.01, 1: 31; 2: 27; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 308,  8,  6,  109, 1, 5, 375662, 26748.27, 1, 34.01, 1: 32; 2: 26; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 498,  6,  8,  109, 1, 5, 375763, 26748.27, 1, 34.01, 1: 31; 2: 27; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 682,  6,  8,  110, 1, 5, 375601, 26748.27, 1, 34.01, 1: 30; 2: 27; 3: 7; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  32,  6,  8,  110, 1, 5, 375535, 26748.27, 1, 34.01, 1: 30; 2: 29; 3: 4; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 710,  7,  7,  111, 1, 5, 381964, 26748.27, 1, 34.01, 1: 32; 2: 23; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 916,  7,  7,  111, 1, 5, 381847, 26748.27, 1, 34.01, 1: 29; 2: 29; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 270,  7,  7,  111, 1, 5, 381932, 26748.27, 1, 34.01, 1: 30; 2: 28; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 319,  5,  9,  111, 1, 5, 355033, 26748.27, 1, 34.01, 1: 30; 2: 27; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 313,  7,  7,  112, 1, 5, 382064, 26748.27, 1, 34.01, 1: 34; 2: 21; 3: 6; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 150,  6,  8,  112, 1, 5, 375660, 26748.27, 1, 34.01, 1: 27; 2: 31; 3: 6; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 291,  7,  7,  112, 1, 5, 382000, 26748.27, 1, 34.01, 1: 29; 2: 28; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 161,  6,  8,  112, 1, 5, 375609, 26748.27, 1, 34.01, 1: 29; 2: 28; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 349,  7,  7,  112, 1, 5, 382124, 26748.27, 1, 34.01, 1: 28; 2: 30; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 585,  7,  7,  112, 1, 5, 382037, 26748.27, 1, 34.01, 1: 30; 2: 27; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 971,  7,  7,  112, 1, 5, 382036, 26748.27, 1, 34.01, 1: 29; 2: 29; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 661,  6,  8,  112, 1, 5, 375715, 26748.27, 1, 34.01, 1: 30; 2: 25; 3: 9; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 876,  7,  7,  112, 1, 5, 381966, 26748.27, 1, 34.01, 1: 30; 2: 26; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 461,  9,  5,  112, 1, 5, 355063, 26748.27, 1, 34.01, 1: 29; 2: 28; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 758,  7,  7,  112, 1, 5, 381990, 26748.27, 1, 34.01, 1: 32; 2: 22; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 568,  6,  8,  112, 1, 5, 375588, 26748.27, 1, 34.01, 1: 32; 2: 22; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 747,  7,  7,  112, 1, 5, 381987, 26748.27, 1, 34.01, 1: 31; 2: 24; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 778,  7,  7,  112, 1, 5, 381889, 26748.27, 1, 34.01, 1: 29; 2: 27; 3: 8; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 303,  5, 10,  113, 1, 5, 388957, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 8; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 254,  7,  7,  113, 1, 5, 381934, 26748.27, 1, 34.01, 1: 31; 2: 24; 3: 8; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 937,  8,  6,  113, 1, 5, 375583, 26748.27, 1, 34.01, 1: 30; 2: 26; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 168,  7,  7,  113, 1, 5, 381895, 26748.27, 1, 34.01, 1: 29; 2: 27; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 358,  7,  7,  113, 1, 5, 381990, 26748.27, 1, 34.01, 1: 29; 2: 28; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 245,  6,  8,  113, 1, 5, 375655, 26748.27, 1, 34.01, 1: 27; 2: 30; 3: 7; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 854,  7,  7,  113, 1, 5, 381925, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 8; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  56,  7,  7,  113, 1, 5, 382047, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 553,  8,  6,  113, 1, 5, 375641, 26748.27, 1, 34.01, 1: 30; 2: 25; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 457,  6,  8,  113, 1, 5, 375733, 26748.27, 1, 34.01, 1: 29; 2: 27; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 112,  8,  6,  113, 1, 5, 375679, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 924,  8,  6,  113, 1, 5, 375580, 26748.27, 1, 34.01, 1: 32; 2: 23; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 884,  8,  6,  113, 1, 5, 375635, 26748.27, 1, 34.01, 1: 26; 2: 32; 3: 6; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 797,  6,  8,  113, 1, 5, 375622, 26748.27, 1, 34.01, 1: 28; 2: 29; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  73,  5,  9,  114, 1, 5, 355059, 26748.27, 1, 34.01, 1: 30; 2: 24; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 365,  8,  6,  114, 1, 5, 375600, 26748.27, 1, 34.01, 1: 31; 2: 23; 3: 8; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 945,  8,  6,  114, 1, 5, 375697, 26748.27, 1, 34.01, 1: 27; 2: 30; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 489,  8,  6,  114, 1, 5, 375567, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 192,  7,  7,  114, 1, 5, 381913, 26748.27, 1, 34.01, 1: 35; 2: 19; 3: 5; 4: 4; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 198,  7,  7,  114, 1, 5, 381932, 26748.27, 1, 34.01, 1: 31; 2: 24; 3: 7; 4: 1; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 203,  8,  6,  114, 1, 5, 375645, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 233,  9,  5,  114, 1, 5, 355063, 26748.27, 1, 34.01, 1: 30; 2: 24; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 529,  8,  6,  114, 1, 5, 375669, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  28,  6,  8,  114, 1, 5, 375594, 26748.27, 1, 34.01, 1: 27; 2: 30; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 572,  8,  6,  114, 1, 5, 375607, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 849,  7,  7,  114, 1, 5, 381949, 26748.27, 1, 34.01, 1: 26; 2: 31; 3: 7; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 839,  8,  6,  114, 1, 5, 375712, 26748.27, 1, 34.01, 1: 33; 2: 22; 3: 5; 4: 3; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 513,  5, 10,  114, 1, 5, 388853, 26748.27, 1, 34.01, 1: 26; 2: 32; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 705,  6,  8,  114, 1, 5, 375642, 26748.27, 1, 34.01, 1: 26; 2: 32; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 412,  9,  5,  114, 1, 5, 355078, 26748.27, 1, 34.01, 1: 27; 2: 30; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 238,  8,  6,  115, 1, 5, 375670, 26748.27, 1, 34.01, 1: 29; 2: 27; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 188,  7,  7,  115, 1, 5, 381941, 26748.27, 1, 34.01, 1: 26; 2: 30; 3: 8; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 356,  8,  6,  115, 1, 5, 375661, 26748.27, 1, 34.01, 1: 27; 2: 30; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 837,  8,  6,  115, 1, 5, 375678, 26748.27, 1, 34.01, 1: 27; 2: 29; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 363,  5, 10,  115, 1, 5, 388756, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 328,  9,  5,  115, 1, 5, 355097, 26748.27, 1, 34.01, 1: 27; 2: 29; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 316,  9,  5,  115, 1, 5, 355066, 26748.27, 1, 34.01, 1: 29; 2: 26; 3: 8; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 666,  5, 10,  115, 1, 5, 388944, 26748.27, 1, 34.01, 1: 29; 2: 27; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 748,  7,  7,  115, 1, 5, 382027, 26748.27, 1, 34.01, 1: 31; 2: 24; 3: 5; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 891,  5,  9,  115, 1, 5, 355023, 26748.27, 1, 34.01, 1: 33; 2: 20; 3: 7; 4: 4; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 677,  9,  5,  115, 1, 5, 355090, 26748.27, 1, 34.01, 1: 27; 2: 30; 3: 5; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 292,  7,  7,  115, 1, 5, 382004, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 708,  6,  8,  115, 1, 5, 375818, 26748.27, 1, 34.01, 1: 25; 2: 33; 3: 5; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 302,  5, 10,  115, 1, 5, 388863, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 324,  7,  7,  115, 1, 5, 382048, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 696,  5, 10,  115, 1, 5, 388812, 26748.27, 1, 34.01, 1: 26; 2: 30; 3: 8; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 597,  5,  9,  115, 1, 5, 355029, 26748.27, 1, 34.01, 1: 26; 2: 32; 3: 4; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 452,  5, 10,  115, 1, 5, 388813, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 8; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 569,  7,  7,  115, 1, 5, 381965, 26748.27, 1, 34.01, 1: 29; 2: 28; 3: 4; 4: 2; 5: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  41,  5, 10,  115, 1, 5, 389026, 26748.27, 1, 34.01, 1: 26; 2: 31; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 434,  6,  8,  115, 1, 5, 375594, 26748.27, 1, 34.01, 1: 30; 2: 25; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 992,  5, 10,  115, 1, 5, 388922, 26748.27, 1, 34.01, 1: 26; 2: 30; 3: 8; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 480,  5,  9,  116, 1, 5, 355046, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  23,  7,  7,  116, 1, 5, 381899, 26748.27, 1, 34.01, 1: 28; 2: 28; 3: 5; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 557,  5,  9,  116, 1, 5, 355078, 26748.27, 1, 34.01, 1: 25; 2: 31; 3: 8; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 956,  5, 10,  116, 1, 5, 388836, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 406,  5,  9,  116, 1, 5, 355064, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 978,  5,  9,  116, 1, 5, 355081, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 326,  6,  8,  116, 1, 5, 375725, 26748.27, 1, 34.01, 1: 26; 2: 30; 3: 7; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 218,  9,  5,  116, 1, 5, 355076, 26748.27, 1, 34.01, 1: 28; 2: 26; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 551,  9,  5,  116, 1, 5, 355042, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  13,  8,  6,  116, 1, 5, 375698, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 398,  7,  7,  116, 1, 5, 381873, 26748.27, 1, 34.01, 1: 29; 2: 26; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 983,  8,  6,  116, 1, 5, 375640, 26748.27, 1, 34.01, 1: 29; 2: 26; 3: 6; 4: 3; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 331,  8,  6,  116, 1, 5, 375676, 26748.27, 1, 34.01, 1: 27; 2: 29; 3: 6; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 681,  5,  9,  116, 1, 5, 355047, 26748.27, 1, 34.01, 1: 26; 2: 29; 3: 9; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 776,  5, 10,  116, 1, 5, 388907, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 123,  5, 10,  116, 1, 5, 388794, 26748.27, 1, 34.01, 1: 28; 2: 26; 3: 9; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 650,  5,  9,  116, 1, 5, 355050, 26748.27, 1, 34.01, 1: 25; 2: 32; 3: 6; 4: 1; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 577,  8,  6,  116, 1, 5, 375653, 26748.27, 1, 34.01, 1: 28; 2: 27; 3: 7; 4: 2; 5: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 260,  5, 10,  116, 1, 5, 388812, 26748.27, 1, 34.01, 1: 26; 2: 30; 3: 7; 4: 1; 5: 1; 
