Seed 1656949570
ARCH 2|F_ID 3|LIMIT 3
before: 
02(547)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 927,  7,  7,   98, 1, 2, 383630, 32131.54, 0, 0.00, 1: 58; 2: 20; 
Guard_Cell_Abscisic_Acid_Signaling, 260,  5, 10,  130, 1, 5, 391083, 32131.54, 1, 45.87, 1: 44; 2: 22; 3: 8; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 976,  5, 10,  130, 1, 5, 390723, 32131.54, 1, 45.87, 1: 43; 2: 26; 3: 2; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 273,  6,  8,  130, 1, 5, 377099, 32131.54, 1, 45.87, 1: 43; 2: 24; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  75,  4, 12,  131, 1, 5, 377176, 32131.54, 1, 45.87, 1: 42; 2: 24; 3: 8; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  17,  7,  7,  131, 1, 5, 383751, 32131.54, 1, 45.87, 1: 42; 2: 26; 3: 4; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 825,  5, 10,  131, 1, 5, 390892, 32131.54, 1, 45.87, 1: 42; 2: 26; 3: 5; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 830,  9,  5,  131, 1, 5, 355410, 32131.54, 1, 45.87, 1: 39; 2: 29; 3: 7; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 577,  8,  6,  131, 1, 5, 376939, 32131.54, 1, 45.87, 1: 44; 2: 22; 3: 6; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 980,  7,  7,  131, 1, 5, 383250, 32131.54, 1, 45.87, 1: 40; 2: 28; 3: 6; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 584,  8,  6,  131, 1, 5, 377136, 32131.54, 1, 45.87, 1: 43; 2: 23; 3: 7; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 777,  5, 10,  131, 1, 5, 391019, 32131.54, 0, 45.87, 1: 41; 2: 27; 3: 5; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 442,  4, 12,  131, 1, 5, 376979, 32131.54, 1, 45.87, 1: 45; 2: 19; 3: 10; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 255,  5, 10,  131, 1, 5, 390575, 32131.54, 1, 45.87, 1: 42; 2: 25; 3: 7; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 916,  7,  7,  131, 1, 5, 383696, 32131.54, 1, 45.87, 1: 42; 2: 27; 3: 3; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 175,  8,  6,  131, 1, 5, 377110, 32131.54, 1, 45.87, 1: 43; 2: 24; 3: 5; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 193,  5,  9,  131, 1, 5, 355410, 32131.54, 1, 45.87, 1: 40; 2: 27; 3: 8; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 513,  5, 10,  131, 1, 5, 391027, 32131.54, 1, 45.87, 1: 42; 2: 24; 3: 8; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 514,  6,  8,  131, 1, 5, 377053, 32131.54, 1, 45.87, 1: 42; 2: 25; 3: 7; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  86,  4, 12,  131, 1, 5, 377048, 32131.54, 1, 45.87, 1: 44; 2: 22; 3: 6; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 134,  5,  9,  131, 1, 5, 355410, 32131.54, 1, 45.87, 1: 41; 2: 27; 3: 5; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 886,  7,  7,  131, 1, 5, 383641, 32131.54, 1, 45.87, 1: 44; 2: 23; 3: 4; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 200,  5, 10,  131, 1, 5, 390553, 32131.54, 1, 45.87, 1: 47; 2: 18; 3: 6; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 933,  4, 12,  131, 1, 5, 376871, 32131.54, 1, 45.87, 1: 43; 2: 24; 3: 7; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 199,  4, 12,  131, 1, 5, 377040, 32131.54, 1, 45.87, 1: 44; 2: 21; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 950,  7,  7,  132, 1, 5, 383680, 32131.54, 1, 45.87, 1: 38; 2: 29; 3: 9; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 872,  5, 10,  132, 1, 5, 390880, 32131.54, 1, 45.87, 1: 45; 2: 20; 3: 7; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 359,  7,  7,  132, 1, 5, 383343, 32131.54, 1, 45.87, 1: 38; 2: 31; 3: 5; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 867,  5,  9,  132, 1, 5, 355410, 32131.54, 1, 45.87, 1: 42; 2: 25; 3: 6; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 478,  5,  9,  132, 1, 5, 355410, 32131.54, 1, 45.87, 1: 43; 2: 21; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 234,  4, 11,  132, 1, 5, 347182, 32131.54, 1, 45.87, 1: 41; 2: 25; 3: 8; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 379,  5,  9,  132, 1, 5, 355410, 32131.54, 1, 45.87, 1: 43; 2: 23; 3: 6; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  23,  7,  7,  132, 1, 5, 383561, 32131.54, 1, 45.87, 1: 38; 2: 32; 3: 3; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 991,  5,  9,  132, 1, 5, 355410, 32131.54, 1, 45.87, 1: 43; 2: 22; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 453,  6,  8,  132, 1, 5, 376747, 32131.54, 1, 45.87, 1: 45; 2: 22; 3: 3; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 809,  7,  7,  132, 1, 5, 383675, 32131.54, 1, 45.87, 1: 40; 2: 29; 3: 3; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 465,  9,  5,  132, 1, 5, 355410, 32131.54, 1, 45.87, 1: 37; 2: 32; 3: 6; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 958,  7,  7,  132, 1, 5, 383439, 32131.54, 1, 45.87, 1: 42; 2: 22; 3: 11; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 595,  4, 12,  132, 1, 5, 376861, 32131.54, 1, 45.87, 1: 43; 2: 23; 3: 7; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 313,  7,  7,  132, 1, 5, 383752, 32131.54, 1, 45.87, 1: 44; 2: 20; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 352,  8,  6,  132, 1, 5, 377112, 32131.54, 1, 45.87, 1: 44; 2: 21; 3: 8; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 764,  4, 11,  132, 1, 5, 347182, 32131.54, 1, 45.87, 1: 41; 2: 25; 3: 8; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 839,  8,  6,  132, 1, 5, 376961, 32131.54, 1, 45.87, 1: 42; 2: 26; 3: 4; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  81,  4, 11,  132, 1, 5, 347182, 32131.54, 1, 45.87, 1: 42; 2: 24; 3: 7; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 641,  4, 12,  132, 1, 5, 376500, 32131.54, 1, 45.87, 1: 38; 2: 31; 3: 5; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 709,  4, 11,  132, 1, 5, 347182, 32131.54, 1, 45.87, 1: 39; 2: 27; 3: 10; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 778,  7,  7,  132, 1, 5, 383827, 32131.54, 1, 45.87, 1: 39; 2: 28; 3: 8; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 946,  4, 12,  132, 1, 5, 376615, 32131.54, 1, 45.87, 1: 39; 2: 28; 3: 8; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 346,  7,  7,  132, 1, 5, 383659, 32131.54, 1, 45.87, 1: 45; 2: 21; 3: 5; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 787,  5, 10,  132, 1, 5, 390913, 32131.54, 1, 45.87, 1: 43; 2: 23; 3: 6; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 390,  9,  5,  132, 1, 5, 355410, 32131.54, 1, 45.87, 1: 34; 2: 38; 3: 3; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 334,  4, 11,  133, 1, 5, 347182, 32131.54, 1, 45.87, 1: 38; 2: 28; 3: 10; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  38,  5, 10,  133, 1, 5, 391055, 32131.54, 1, 45.87, 1: 40; 2: 27; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 417,  5, 10,  133, 1, 5, 390834, 32131.54, 1, 45.87, 1: 44; 2: 22; 3: 4; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 869,  5, 10,  133, 1, 5, 390934, 32131.54, 1, 45.87, 1: 44; 2: 21; 3: 7; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 436,  5, 10,  133, 1, 5, 390611, 32131.54, 1, 45.87, 1: 42; 2: 23; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 962,  4, 12,  133, 1, 5, 377004, 32131.54, 1, 45.87, 1: 40; 2: 25; 3: 10; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 661,  6,  8,  133, 1, 5, 377073, 32131.54, 1, 45.87, 1: 42; 2: 24; 3: 6; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 428,  7,  7,  133, 1, 5, 383486, 32131.54, 1, 45.87, 1: 40; 2: 28; 3: 5; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 413,  5,  9,  133, 1, 5, 355410, 32131.54, 1, 45.87, 1: 43; 2: 22; 3: 7; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 210,  4, 11,  133, 1, 5, 347182, 32131.54, 0, 45.87, 1: 36; 2: 35; 3: 2; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 530,  4, 11,  133, 1, 5, 347182, 32131.54, 1, 45.87, 1: 40; 2: 25; 3: 10; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 735,  9,  5,  133, 1, 5, 355410, 32131.54, 1, 45.87, 1: 39; 2: 30; 3: 4; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 954,  5, 10,  133, 1, 5, 390574, 32131.54, 1, 45.87, 1: 42; 2: 23; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 776,  5, 10,  133, 1, 5, 390486, 32131.54, 1, 45.87, 1: 42; 2: 23; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  11,  5, 10,  133, 1, 5, 390906, 32131.54, 1, 45.87, 1: 45; 2: 20; 3: 8; 4: 1; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 107,  4, 11,  133, 1, 5, 347182, 32131.54, 1, 45.87, 1: 39; 2: 28; 3: 7; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 791,  4, 12,  133, 1, 5, 377076, 32131.54, 1, 45.87, 1: 46; 2: 16; 3: 10; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   7,  7,  7,  133, 1, 5, 383714, 32131.54, 1, 45.87, 1: 40; 2: 27; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 224,  5, 10,  133, 1, 5, 390541, 32131.54, 1, 45.87, 1: 42; 2: 24; 3: 7; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 228,  4, 12,  133, 1, 5, 376942, 32131.54, 1, 45.87, 1: 42; 2: 22; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 386,  9,  5,  133, 1, 5, 355410, 32131.54, 1, 45.87, 1: 37; 2: 33; 3: 3; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 405,  9,  5,  133, 1, 5, 355410, 32131.54, 1, 45.87, 1: 40; 2: 27; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 141,  4, 12,  133, 1, 5, 376879, 32131.54, 1, 45.87, 1: 44; 2: 20; 3: 8; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 248,  9,  5,  133, 1, 5, 355410, 32131.54, 1, 45.87, 1: 41; 2: 26; 3: 5; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 283,  5,  9,  133, 1, 5, 355410, 32131.54, 1, 45.87, 1: 43; 2: 21; 3: 10; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 683,  4, 11,  133, 1, 5, 347182, 32131.54, 1, 45.87, 1: 41; 2: 25; 3: 7; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 882,  4, 11,  133, 1, 5, 347182, 32131.54, 1, 45.87, 1: 42; 2: 24; 3: 6; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  57,  5, 10,  134, 1, 5, 390873, 32131.54, 1, 45.87, 1: 42; 2: 25; 3: 3; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 104,  7,  7,  134, 1, 5, 383703, 32131.54, 1, 45.87, 1: 41; 2: 24; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 288,  5,  9,  134, 1, 5, 355410, 32131.54, 1, 45.87, 1: 35; 2: 34; 3: 6; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 330,  9,  5,  134, 1, 5, 355410, 32131.54, 1, 45.87, 1: 39; 2: 28; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 961,  7,  7,  134, 1, 5, 383645, 32131.54, 1, 45.87, 1: 40; 2: 26; 3: 7; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 126,  7,  7,  134, 1, 5, 383545, 32131.54, 1, 45.87, 1: 37; 2: 29; 3: 10; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 652,  9,  5,  134, 1, 5, 355410, 32131.54, 1, 45.87, 1: 40; 2: 27; 3: 7; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  65,  7,  7,  134, 1, 5, 383777, 32131.54, 1, 45.87, 1: 37; 2: 33; 3: 2; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 456,  9,  5,  134, 1, 5, 355410, 32131.54, 1, 45.87, 1: 38; 2: 29; 3: 7; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 742,  5, 10,  134, 1, 5, 390831, 32131.54, 1, 45.87, 1: 40; 2: 26; 3: 7; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 490,  7,  7,  134, 1, 5, 383567, 32131.54, 1, 45.87, 1: 41; 2: 24; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 266,  5,  9,  134, 1, 5, 355410, 32131.54, 0, 45.87, 1: 38; 2: 31; 3: 4; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 483,  8,  6,  134, 1, 5, 377134, 32131.54, 1, 45.87, 1: 40; 2: 27; 3: 5; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 244,  8,  6,  134, 1, 5, 377196, 32131.54, 1, 45.87, 1: 44; 2: 22; 3: 5; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  52,  4, 11,  135, 1, 5, 347182, 32131.54, 1, 45.87, 1: 39; 2: 24; 3: 13; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 149,  4, 11,  135, 1, 5, 347182, 32131.54, 1, 45.87, 1: 39; 2: 26; 3: 10; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 720,  8,  6,  135, 1, 5, 376979, 32131.54, 1, 45.87, 1: 43; 2: 20; 3: 10; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 287,  9,  5,  135, 1, 5, 355410, 32131.54, 1, 45.87, 1: 40; 2: 28; 3: 3; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 151,  9,  5,  135, 1, 5, 355410, 32131.54, 1, 45.87, 1: 38; 2: 29; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 291,  7,  7,  135, 1, 5, 383610, 32131.54, 1, 45.87, 1: 41; 2: 23; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 908,  4, 11,  135, 1, 5, 347182, 32131.54, 1, 45.87, 1: 40; 2: 25; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 296,  5, 10,  135, 1, 5, 390815, 32131.54, 1, 45.87, 1: 42; 2: 24; 3: 6; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  83,  9,  5,  135, 1, 5, 355410, 32131.54, 1, 45.87, 1: 38; 2: 27; 3: 10; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 496,  4, 12,  135, 1, 5, 376899, 32131.54, 1, 45.87, 1: 45; 2: 16; 3: 12; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 766,  7,  7,  135, 1, 5, 383682, 32131.54, 1, 45.87, 1: 43; 2: 20; 3: 9; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  82,  7,  7,  135, 1, 5, 383715, 32131.54, 1, 45.87, 1: 42; 2: 23; 3: 7; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 602,  6,  8,  135, 1, 5, 377161, 32131.54, 1, 45.87, 1: 41; 2: 24; 3: 8; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  78,  5, 10,  135, 1, 5, 390749, 32131.54, 1, 45.87, 1: 43; 2: 23; 3: 5; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 521,  7,  7,  135, 1, 5, 383787, 32131.54, 1, 45.87, 1: 38; 2: 28; 3: 8; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  56,  7,  7,  135, 1, 5, 383300, 32131.54, 1, 45.87, 1: 41; 2: 23; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 562,  5,  9,  135, 1, 5, 355410, 32131.54, 1, 45.87, 1: 43; 2: 20; 3: 9; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  95,  5,  9,  135, 1, 5, 355410, 32131.54, 1, 45.87, 1: 40; 2: 24; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 828,  9,  5,  135, 1, 5, 355410, 32131.54, 1, 45.87, 1: 39; 2: 26; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 479,  4, 11,  136, 1, 5, 347182, 32131.54, 1, 45.87, 1: 41; 2: 24; 3: 7; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 315,  9,  5,  136, 1, 5, 355410, 32131.54, 1, 45.87, 1: 43; 2: 21; 3: 7; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  26,  4, 11,  136, 1, 5, 347182, 32131.54, 1, 45.87, 1: 40; 2: 23; 3: 11; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 100,  4, 11,  136, 1, 5, 347182, 32131.54, 1, 45.87, 1: 40; 2: 22; 3: 13; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  99,  7,  7,  136, 1, 5, 383695, 32131.54, 1, 45.87, 1: 35; 2: 32; 3: 8; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 523,  4, 11,  136, 1, 5, 347182, 32131.54, 1, 45.87, 1: 43; 2: 17; 3: 14; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 485,  5, 10,  136, 1, 5, 390917, 32131.54, 1, 45.87, 1: 40; 2: 26; 3: 6; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,   6,  5,  9,  136, 1, 5, 355410, 32131.54, 1, 45.87, 1: 38; 2: 27; 3: 9; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 292,  7,  7,  136, 1, 5, 383764, 32131.54, 1, 45.87, 1: 39; 2: 27; 3: 7; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 909,  6,  8,  136, 1, 5, 376994, 32131.54, 1, 45.87, 1: 47; 2: 14; 3: 9; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 421,  5,  9,  136, 1, 5, 355410, 32131.54, 1, 45.87, 1: 39; 2: 27; 3: 7; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 243,  7,  7,  136, 1, 5, 383657, 32131.54, 1, 45.87, 1: 39; 2: 28; 3: 6; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 350,  5, 10,  136, 1, 5, 390839, 32131.54, 1, 45.87, 1: 38; 2: 30; 3: 4; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 639,  4, 11,  136, 1, 5, 347182, 32131.54, 1, 45.87, 1: 40; 2: 25; 3: 8; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  47,  4, 11,  136, 1, 5, 347182, 32131.54, 1, 45.87, 1: 43; 2: 21; 3: 8; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 838,  5,  9,  136, 1, 5, 355410, 32131.54, 1, 45.87, 1: 37; 2: 29; 3: 8; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 105,  9,  5,  136, 1, 5, 355410, 32131.54, 1, 45.87, 1: 38; 2: 29; 3: 5; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 878,  4, 11,  136, 1, 5, 347182, 32131.54, 1, 45.87, 1: 37; 2: 30; 3: 7; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 765,  5, 10,  136, 1, 5, 390930, 32131.54, 1, 45.87, 1: 43; 2: 21; 3: 7; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 358,  7,  7,  136, 1, 5, 383815, 32131.54, 1, 45.87, 1: 42; 2: 23; 3: 6; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 111,  5,  9,  136, 1, 5, 355410, 32131.54, 1, 45.87, 1: 38; 2: 28; 3: 7; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 143,  4, 12,  136, 1, 5, 376740, 32131.54, 1, 45.87, 1: 43; 2: 19; 3: 11; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 549,  4, 11,  137, 1, 5, 347182, 32131.54, 1, 45.87, 1: 39; 2: 26; 3: 8; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 574,  7,  7,  137, 1, 5, 383735, 32131.54, 1, 45.87, 1: 37; 2: 30; 3: 6; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 767,  4, 12,  137, 1, 5, 376887, 32131.54, 1, 45.87, 1: 38; 2: 27; 3: 8; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 205,  4, 12,  137, 1, 5, 377167, 32131.54, 1, 45.87, 1: 41; 2: 24; 3: 6; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 188,  7,  7,  137, 1, 5, 383752, 32131.54, 1, 45.87, 1: 39; 2: 27; 3: 6; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 466,  7,  7,  137, 1, 5, 383528, 32131.54, 1, 45.87, 1: 35; 2: 33; 3: 5; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 476,  4, 11,  137, 1, 5, 347182, 32131.54, 1, 45.87, 1: 39; 2: 25; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 159,  4, 11,  137, 1, 5, 347182, 32131.54, 1, 45.87, 1: 36; 2: 28; 3: 12; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 753,  4, 11,  137, 1, 5, 347182, 32131.54, 1, 45.87, 1: 39; 2: 25; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 535,  7,  7,  137, 1, 5, 383772, 32131.54, 1, 45.87, 1: 39; 2: 29; 3: 2; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 280,  5,  9,  137, 1, 5, 355410, 32131.54, 1, 45.87, 1: 33; 2: 36; 3: 6; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 761,  9,  5,  137, 1, 5, 355410, 32131.54, 1, 45.87, 1: 38; 2: 26; 3: 10; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 789,  5,  9,  137, 1, 5, 355410, 32131.54, 1, 45.87, 1: 40; 2: 24; 3: 8; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 214,  7,  7,  137, 1, 5, 383503, 32131.54, 1, 45.87, 1: 40; 2: 25; 3: 6; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 843,  9,  5,  137, 1, 5, 355410, 32131.54, 1, 45.87, 1: 36; 2: 32; 3: 5; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  85,  7,  7,  137, 1, 5, 383837, 32131.54, 1, 45.87, 1: 36; 2: 31; 3: 6; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  80,  7,  7,  137, 1, 5, 383682, 32131.54, 1, 45.87, 1: 38; 2: 28; 3: 6; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 343,  7,  7,  137, 1, 5, 383666, 32131.54, 1, 45.87, 1: 39; 2: 26; 3: 7; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 969,  9,  5,  137, 1, 5, 355410, 32131.54, 1, 45.87, 1: 42; 2: 23; 3: 6; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 435,  9,  5,  137, 1, 5, 355410, 32131.54, 1, 45.87, 1: 38; 2: 28; 3: 6; 4: 5; 5: 1; 
