Seed 1656949570
ARCH 1|F_ID 3|LIMIT 3
before: 
02(715)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 958,  7,  7,   91, 1, 2, 383712, 29591.63, 0, 0.00, 1: 65; 2: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 321,  4, 12,  109, 1, 3, 376890, 29591.63, 1, 35.17, 1: 51; 2: 23; 3: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 243,  7,  7,   95, 1, 4, 383670, 29591.63, 1, 35.17, 1: 63; 2: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 586,  7,  7,   97, 1, 4, 383565, 29591.63, 1, 35.17, 1: 61; 2: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 208,  8,  6,   97, 1, 4, 376695, 29591.63, 1, 35.17, 1: 61; 2: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 795,  6,  8,   97, 1, 4, 377149, 29591.63, 1, 35.17, 1: 61; 2: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 449,  8,  6,   97, 1, 4, 376992, 29591.63, 1, 35.17, 1: 61; 2: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 403,  8,  6,   97, 1, 4, 376705, 29591.63, 1, 35.17, 1: 61; 2: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 573,  5, 10,   98, 1, 4, 390723, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 345,  5,  9,   98, 1, 4, 355410, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 615,  6,  8,   98, 1, 4, 377279, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 491,  6,  8,   98, 1, 4, 377103, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 949,  7,  7,   98, 1, 4, 383616, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 537,  6,  8,   98, 1, 4, 376848, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 212,  8,  6,   98, 1, 4, 376916, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 680,  5, 10,   98, 1, 4, 390600, 29591.63, 1, 35.17, 1: 62; 2: 14; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 299,  8,  6,   98, 1, 4, 376993, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 494,  5, 10,   98, 1, 4, 390472, 29591.63, 1, 35.17, 1: 61; 2: 15; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 391,  6,  8,   98, 1, 4, 377031, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 765,  5, 10,   98, 1, 4, 390998, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 382,  6,  8,   98, 1, 4, 377111, 29591.63, 1, 35.17, 1: 61; 2: 15; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 480,  5,  9,   98, 1, 4, 355410, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 918,  6,  8,   98, 1, 4, 377066, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 839,  8,  6,   98, 1, 4, 376914, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 349,  7,  7,   98, 1, 4, 383563, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 623,  8,  6,   98, 1, 4, 376750, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 463,  7,  7,   98, 1, 4, 383745, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 801,  5, 10,   98, 1, 4, 390723, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 721,  7,  7,   98, 1, 4, 383588, 29591.63, 1, 35.17, 1: 60; 2: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 912,  8,  6,   99, 1, 4, 376948, 29591.63, 1, 35.17, 1: 60; 2: 16; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 153,  6,  8,   99, 1, 4, 377071, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  93,  6,  8,   99, 1, 4, 376954, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 820,  7,  7,   99, 1, 4, 383446, 29591.63, 1, 35.17, 1: 60; 2: 16; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  69,  6,  8,   99, 1, 4, 377060, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 505,  6,  8,   99, 1, 4, 376912, 29591.63, 1, 35.17, 1: 60; 2: 16; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 282,  6,  8,   99, 1, 4, 376992, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 904,  4, 12,   99, 1, 4, 377011, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 533,  6,  8,   99, 1, 4, 376876, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  70,  6,  8,   99, 1, 4, 376925, 29591.63, 1, 35.17, 1: 60; 2: 16; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 927,  7,  7,   99, 1, 4, 383659, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  98,  6,  8,   99, 1, 4, 377186, 29591.63, 1, 35.17, 1: 61; 2: 15; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 111,  5,  9,   99, 1, 4, 355410, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 760,  8,  6,   99, 1, 4, 377180, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 407,  5,  9,   99, 1, 4, 355410, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 758,  7,  7,   99, 1, 4, 383381, 29591.63, 1, 35.17, 1: 60; 2: 16; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 854,  7,  7,   99, 1, 4, 383486, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  97,  6,  8,   99, 1, 4, 377149, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 752,  9,  5,   99, 1, 4, 355410, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 181,  8,  6,   99, 1, 4, 376985, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 355,  6,  8,   99, 1, 4, 377094, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 467,  6,  8,   99, 1, 4, 377021, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 344,  8,  6,   99, 1, 4, 376874, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 350,  5, 10,   99, 1, 4, 390535, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 683,  4, 11,   99, 1, 4, 347182, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 179,  6,  8,   99, 1, 4, 376904, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 424,  9,  5,   99, 1, 4, 355410, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 524,  8,  6,   99, 1, 4, 377118, 29591.63, 1, 35.17, 1: 59; 2: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 894,  5, 10,  100, 1, 4, 390867, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 213,  7,  7,  100, 1, 4, 383836, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 631,  4, 12,  100, 1, 4, 376918, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 337,  7,  7,  100, 1, 4, 383841, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 346,  7,  7,  100, 1, 4, 383677, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 643,  9,  5,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 339,  6,  8,  100, 1, 4, 377109, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 695,  6,  8,  100, 1, 4, 377052, 29591.63, 1, 35.17, 1: 60; 2: 16; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 734,  6,  8,  100, 1, 4, 377040, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 261,  9,  5,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 737,  8,  6,  100, 1, 4, 376823, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 739,  5,  9,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 60; 2: 16; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 827,  4, 12,  100, 1, 4, 376911, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 269,  5, 10,  100, 1, 4, 390611, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 489,  8,  6,  100, 1, 4, 376945, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 252,  9,  5,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 810,  6,  8,  100, 1, 4, 376911, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 278,  5,  9,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 145,  5,  9,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 115,  7,  7,  100, 1, 4, 383734, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 855,  4, 12,  100, 1, 4, 376926, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 284,  9,  5,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 685,  8,  6,  100, 1, 4, 376898, 29591.63, 1, 35.17, 1: 60; 2: 16; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 862,  6,  8,  100, 1, 4, 376997, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 676,  5, 10,  100, 1, 4, 390748, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 669,  5, 10,  100, 1, 4, 390967, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 309,  9,  5,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 789,  5,  9,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 200,  5, 10,  100, 1, 4, 390977, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 203,  8,  6,  100, 1, 4, 376803, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 326,  6,  8,  100, 1, 4, 376673, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 441,  5, 10,  100, 1, 4, 390963, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 400,  9,  5,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 950,  7,  7,  100, 1, 4, 383587, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  59,  5, 10,  100, 1, 4, 390758, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 558,  8,  6,  100, 1, 4, 376824, 29591.63, 1, 35.17, 1: 61; 2: 14; 3: 1; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 431,  7,  7,  100, 1, 4, 383348, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 585,  7,  7,  100, 1, 4, 383534, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 433,  5, 10,  100, 1, 4, 390806, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 539,  5,  9,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 937,  8,  6,  100, 1, 4, 376989, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 380,  5,  9,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  72,  9,  5,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  82,  7,  7,  100, 1, 4, 383770, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 982,  7,  7,  100, 1, 4, 383657, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  20,  5,  9,  100, 1, 4, 355410, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 475,  5, 10,  100, 1, 4, 390815, 29591.63, 1, 35.17, 1: 60; 2: 15; 3: 2; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 609,  7,  7,  100, 1, 4, 383486, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 504,  8,  6,  100, 1, 4, 376906, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 907,  8,  6,  100, 1, 4, 376876, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  22,  7,  7,  100, 1, 4, 383565, 29591.63, 1, 35.17, 1: 59; 2: 17; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 469,  4, 11,  100, 1, 4, 347182, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 364,  8,  6,  100, 1, 4, 376984, 29591.63, 1, 35.17, 1: 58; 2: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 845,  6,  8,  101, 1, 4, 376891, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 488,  8,  6,  101, 1, 4, 376813, 29591.63, 1, 35.17, 1: 59; 2: 16; 3: 2; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 832,  8,  6,  101, 1, 4, 377045, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 214,  7,  7,  101, 1, 4, 383433, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 574,  7,  7,  101, 1, 4, 383680, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 427,  5, 10,  101, 1, 4, 390901, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 292,  7,  7,  101, 1, 4, 383555, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 419,  9,  5,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 992,  5, 10,  101, 1, 4, 390247, 29591.63, 1, 35.17, 1: 61; 2: 14; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 856,  9,  5,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   5,  7,  7,  101, 1, 4, 383582, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 566,  9,  5,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 265,  7,  7,  101, 1, 4, 383487, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 131,  5, 10,  101, 1, 4, 390770, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 568,  6,  8,  101, 1, 4, 377191, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 401,  9,  5,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 206,  7,  7,  101, 1, 4, 383696, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  99,  7,  7,  101, 1, 4, 383646, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 236,  9,  5,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 238,  8,  6,  101, 1, 4, 376898, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 184,  5,  9,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 239,  8,  6,  101, 1, 4, 376928, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 457,  6,  8,  101, 1, 4, 377089, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  30,  5,  9,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 817,  5, 10,  101, 1, 4, 390892, 29591.63, 1, 35.17, 1: 59; 2: 16; 3: 2; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 529,  8,  6,  101, 1, 4, 376754, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 546,  4, 12,  101, 1, 4, 376950, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 968,  4, 11,  101, 1, 4, 347182, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 262,  5,  9,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 967,  8,  6,  101, 1, 4, 377062, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  42,  8,  6,  101, 1, 4, 376900, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 729,  8,  6,  101, 1, 4, 376660, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 434,  6,  8,  101, 1, 4, 376830, 29591.63, 1, 35.17, 1: 59; 2: 16; 3: 2; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 268,  6,  8,  101, 1, 4, 377086, 29591.63, 1, 35.17, 1: 59; 2: 17; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 473,  7,  7,  101, 1, 4, 383840, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 607,  6,  8,  101, 1, 4, 377057, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 940,  5,  9,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 318,  9,  5,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 307,  9,  5,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 938,  7,  7,  101, 1, 4, 383602, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 303,  5, 10,  101, 1, 4, 390725, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 646,  6,  8,  101, 1, 4, 377192, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 888,  5,  9,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 869,  5, 10,  101, 1, 4, 390633, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 891,  5,  9,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 941,  4, 12,  101, 1, 4, 377143, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 906,  5,  9,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 624,  9,  5,  101, 1, 4, 355410, 29591.63, 1, 35.17, 1: 57; 2: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 629,  8,  6,  101, 1, 4, 377066, 29591.63, 1, 35.17, 1: 59; 2: 16; 3: 2; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 903,  8,  6,  101, 1, 4, 376954, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  67,  4, 12,  101, 1, 4, 376908, 29591.63, 1, 35.17, 1: 59; 2: 16; 3: 2; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 357,  8,  6,  101, 1, 4, 377134, 29591.63, 1, 35.17, 1: 59; 2: 17; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 678,  4, 12,  101, 1, 4, 377129, 29591.63, 1, 35.17, 1: 58; 2: 18; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 330,  9,  5,  102, 1, 4, 355410, 29591.63, 1, 35.17, 1: 56; 2: 21; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 311,  4, 11,  102, 1, 4, 347182, 29591.63, 1, 35.17, 1: 57; 2: 19; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 263,  5, 10,  102, 1, 4, 391041, 29591.63, 1, 35.17, 1: 57; 2: 19; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 778,  7,  7,  102, 1, 4, 383762, 29591.63, 1, 35.17, 1: 57; 2: 19; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   4,  4, 12,  102, 1, 4, 377025, 29591.63, 1, 35.17, 1: 57; 2: 19; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  96,  5, 10,  102, 1, 4, 390799, 29591.63, 1, 35.17, 1: 57; 2: 19; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 384,  5, 10,  102, 1, 4, 390814, 29591.63, 1, 35.17, 1: 57; 2: 19; 3: 1; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 534,  5,  9,  102, 1, 4, 355410, 29591.63, 1, 35.17, 1: 56; 2: 21; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 822,  6,  8,  102, 1, 4, 377130, 29591.63, 1, 35.17, 1: 57; 2: 19; 3: 1; 4: 1; 
