Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
93(377)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 473,  7,  7,  126, 1, 3, 383595, 32649.12, 64, 0.00, 1: 38; 2: 32; 3: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 505,  6,  8,  147, 1, 5, 376968, 32649.12, 1, 41.62, 1: 32; 2: 31; 3: 9; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 952,  4, 12,  147, 1, 5, 376911, 32649.12, 1, 41.62, 1: 31; 2: 31; 3: 11; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 537,  6,  8,  147, 1, 5, 376958, 32649.12, 1, 41.62, 1: 30; 2: 33; 3: 10; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 317,  5,  9,  147, 1, 5, 355410, 32649.12, 1, 41.62, 1: 31; 2: 29; 3: 15; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 714,  4, 12,  147, 1, 5, 376995, 32649.12, 1, 41.62, 1: 33; 2: 30; 3: 7; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 971,  7,  7,  147, 1, 5, 383695, 32649.12, 0, 41.62, 1: 34; 2: 29; 3: 8; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 274,  4, 11,  147, 1, 5, 347182, 32649.12, 1, 41.62, 1: 34; 2: 26; 3: 12; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  48,  8,  6,  147, 1, 5, 377034, 32649.12, 1, 41.62, 1: 33; 2: 28; 3: 11; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 191,  4, 12,  147, 1, 5, 376893, 32649.12, 1, 41.62, 1: 34; 2: 24; 3: 16; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 232,  4, 12,  147, 1, 5, 377009, 32649.12, 1, 41.62, 1: 31; 2: 31; 3: 12; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 421,  5,  9,  147, 1, 5, 355410, 32649.12, 1, 41.62, 1: 32; 2: 30; 3: 11; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 991,  5,  9,  147, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 24; 3: 14; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 947,  5,  9,  147, 1, 5, 355410, 32649.12, 1, 41.62, 1: 29; 2: 35; 3: 9; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 493,  4, 12,  147, 1, 5, 376956, 32649.12, 1, 41.62, 1: 36; 2: 22; 3: 14; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 145,  5,  9,  147, 1, 5, 355410, 32649.12, 1, 41.62, 1: 35; 2: 24; 3: 14; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 169,  5,  9,  147, 1, 5, 355410, 32649.12, 1, 41.62, 1: 32; 2: 29; 3: 12; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 738,  5,  9,  147, 1, 5, 355410, 32649.12, 1, 41.62, 1: 30; 2: 34; 3: 9; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 942,  5, 10,  147, 1, 5, 390863, 32649.12, 1, 41.62, 1: 33; 2: 31; 3: 7; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 743,  8,  6,  147, 1, 5, 376994, 32649.12, 1, 41.62, 1: 34; 2: 29; 3: 8; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 128,  4, 12,  147, 1, 5, 376938, 32649.12, 1, 41.62, 1: 31; 2: 32; 3: 9; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 892,  9,  5,  147, 1, 5, 355410, 32649.12, 1, 41.62, 1: 32; 2: 31; 3: 9; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 785,  4, 12,  147, 1, 5, 376970, 32649.12, 1, 41.62, 1: 35; 2: 25; 3: 12; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 174,  9,  5,  147, 1, 5, 355410, 32649.12, 1, 41.62, 1: 30; 2: 35; 3: 8; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 643,  9,  5,  147, 1, 5, 355410, 32649.12, 0, 41.62, 1: 29; 2: 32; 3: 15; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 633,  8,  6,  148, 1, 5, 376964, 32649.12, 1, 41.62, 1: 31; 2: 35; 3: 6; 4: 1; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 954,  5, 10,  148, 1, 5, 390856, 32649.12, 1, 41.62, 1: 34; 2: 25; 3: 13; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 570,  4, 11,  148, 1, 5, 347182, 32649.12, 1, 41.62, 1: 29; 2: 33; 3: 12; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 222,  5, 10,  148, 1, 5, 390814, 32649.12, 1, 41.62, 1: 33; 2: 30; 3: 7; 4: 6; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 598,  8,  6,  148, 1, 5, 376917, 32649.12, 1, 41.62, 1: 33; 2: 29; 3: 10; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 447,  4, 12,  148, 1, 5, 376981, 32649.12, 1, 41.62, 1: 31; 2: 30; 3: 12; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 613,  6,  8,  148, 1, 5, 377064, 32649.12, 1, 41.62, 1: 33; 2: 31; 3: 7; 4: 3; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling,   9,  9,  5,  148, 1, 5, 355410, 32649.12, 1, 41.62, 1: 31; 2: 33; 3: 8; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 832,  8,  6,  148, 1, 5, 377039, 32649.12, 1, 41.62, 1: 30; 2: 36; 3: 6; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 749,  4, 11,  148, 1, 5, 347182, 32649.12, 1, 41.62, 1: 28; 2: 35; 3: 11; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 497,  4, 12,  148, 1, 5, 376993, 32649.12, 1, 41.62, 1: 34; 2: 25; 3: 13; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 675,  4, 12,  148, 1, 5, 376789, 32649.12, 1, 41.62, 1: 28; 2: 34; 3: 13; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 479,  4, 11,  149, 1, 5, 347182, 32649.12, 1, 41.62, 1: 34; 2: 25; 3: 13; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 189,  4, 12,  149, 1, 5, 377025, 32649.12, 1, 41.62, 1: 31; 2: 30; 3: 13; 4: 1; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 574,  7,  7,  149, 1, 5, 383594, 32649.12, 1, 41.62, 1: 30; 2: 29; 3: 16; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 623,  8,  6,  149, 1, 5, 376917, 32649.12, 1, 41.62, 1: 34; 2: 27; 3: 10; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 480,  5,  9,  149, 1, 5, 355410, 32649.12, 1, 41.62, 1: 30; 2: 32; 3: 10; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 582,  5,  9,  149, 1, 5, 355410, 32649.12, 1, 41.62, 1: 34; 2: 29; 3: 7; 4: 4; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 764,  4, 11,  149, 1, 5, 347182, 32649.12, 1, 41.62, 1: 28; 2: 33; 3: 14; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 230,  8,  6,  149, 1, 5, 377006, 32649.12, 1, 41.62, 1: 33; 2: 31; 3: 6; 4: 4; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 587,  4, 12,  149, 1, 5, 377004, 32649.12, 1, 41.62, 1: 33; 2: 28; 3: 11; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 134,  5,  9,  149, 1, 5, 355410, 32649.12, 1, 41.62, 1: 31; 2: 30; 3: 12; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 400,  9,  5,  149, 1, 5, 355410, 32649.12, 1, 41.62, 1: 31; 2: 33; 3: 7; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 701,  4, 12,  149, 1, 5, 376973, 32649.12, 1, 41.62, 1: 29; 2: 32; 3: 13; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 828,  9,  5,  149, 1, 5, 355410, 32649.12, 0, 41.62, 1: 33; 2: 26; 3: 13; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 301,  4, 11,  149, 1, 5, 347182, 32649.12, 1, 41.62, 1: 30; 2: 31; 3: 12; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 156,  4, 12,  149, 1, 5, 377063, 32649.12, 1, 41.62, 1: 32; 2: 28; 3: 12; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 740,  4, 12,  149, 1, 5, 376897, 32649.12, 1, 41.62, 1: 30; 2: 29; 3: 16; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 555,  8,  6,  149, 1, 5, 377038, 32649.12, 1, 41.62, 1: 31; 2: 31; 3: 9; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 754,  5,  9,  149, 1, 5, 355410, 32649.12, 1, 41.62, 1: 33; 2: 28; 3: 12; 4: 1; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling,  90,  4, 12,  149, 1, 5, 377019, 32649.12, 1, 41.62, 1: 30; 2: 32; 3: 11; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 461,  9,  5,  149, 1, 5, 355410, 32649.12, 0, 41.62, 1: 34; 2: 28; 3: 8; 4: 5; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 345,  5,  9,  149, 1, 5, 355410, 32649.12, 1, 41.62, 1: 34; 2: 27; 3: 10; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 348,  9,  5,  149, 1, 5, 355410, 32649.12, 1, 41.62, 1: 32; 2: 27; 3: 14; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  50,  9,  5,  149, 1, 5, 355410, 32649.12, 1, 41.62, 1: 36; 2: 21; 3: 16; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 370,  4, 11,  149, 1, 5, 347182, 32649.12, 1, 41.62, 1: 28; 2: 32; 3: 16; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 864,  4, 11,  149, 1, 5, 347182, 32649.12, 1, 41.62, 1: 29; 2: 34; 3: 9; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 198,  7,  7,  150, 1, 5, 383571, 32649.12, 0, 41.62, 1: 30; 2: 31; 3: 12; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 772,  5, 10,  150, 1, 5, 390716, 32649.12, 1, 41.62, 1: 32; 2: 29; 3: 10; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 704,  4, 12,  150, 1, 5, 377010, 32649.12, 1, 41.62, 1: 34; 2: 22; 3: 17; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 665,  8,  6,  150, 1, 5, 376980, 32649.12, 1, 41.62, 1: 32; 2: 30; 3: 9; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 147,  5,  9,  150, 1, 5, 355410, 32649.12, 0, 41.62, 1: 30; 2: 29; 3: 15; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  89,  5,  9,  150, 1, 5, 355410, 32649.12, 1, 41.62, 1: 28; 2: 34; 3: 12; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 418,  5,  9,  150, 1, 5, 355410, 32649.12, 1, 41.62, 1: 30; 2: 32; 3: 9; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 276,  4, 12,  150, 1, 5, 377084, 32649.12, 1, 41.62, 1: 29; 2: 32; 3: 12; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 878,  4, 11,  150, 1, 5, 347182, 32649.12, 1, 41.62, 1: 35; 2: 21; 3: 16; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 172,  5,  9,  150, 1, 5, 355410, 32649.12, 1, 41.62, 1: 30; 2: 28; 3: 17; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 794,  8,  6,  150, 1, 5, 376883, 32649.12, 1, 41.62, 1: 34; 2: 29; 3: 6; 4: 5; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 581,  4, 12,  150, 1, 5, 377017, 32649.12, 1, 41.62, 1: 33; 2: 28; 3: 10; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 641,  4, 12,  150, 1, 5, 376885, 32649.12, 1, 41.62, 1: 34; 2: 24; 3: 13; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 577,  8,  6,  150, 1, 5, 376978, 32649.12, 1, 41.62, 1: 32; 2: 29; 3: 11; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 180,  4, 12,  150, 1, 5, 376932, 32649.12, 1, 41.62, 1: 33; 2: 26; 3: 13; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 459,  7,  7,  150, 1, 5, 383760, 32649.12, 1, 41.62, 1: 33; 2: 28; 3: 11; 4: 2; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 961,  7,  7,  151, 1, 5, 383563, 32649.12, 1, 41.62, 1: 32; 2: 30; 3: 8; 4: 5; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling,   1,  4, 12,  151, 1, 5, 376965, 32649.12, 1, 41.62, 1: 32; 2: 27; 3: 12; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 803,  4, 12,  151, 1, 5, 376964, 32649.12, 1, 41.62, 1: 31; 2: 29; 3: 12; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 846,  4, 11,  151, 1, 5, 347182, 32649.12, 1, 41.62, 1: 33; 2: 26; 3: 12; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 481,  5,  9,  151, 1, 5, 355410, 32649.12, 1, 41.62, 1: 31; 2: 30; 3: 10; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 260,  5, 10,  151, 1, 5, 390797, 32649.12, 1, 41.62, 1: 36; 2: 25; 3: 6; 4: 8; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 251,  5,  9,  151, 1, 5, 355410, 32649.12, 1, 41.62, 1: 28; 2: 37; 3: 6; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 241,  4, 12,  151, 1, 5, 376990, 32649.12, 1, 41.62, 1: 34; 2: 22; 3: 16; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 226,  5,  9,  151, 1, 5, 355410, 32649.12, 1, 41.62, 1: 34; 2: 23; 3: 15; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 515,  4, 12,  151, 1, 5, 376969, 32649.12, 1, 41.62, 1: 32; 2: 24; 3: 19; 4: 1; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 564,  6,  8,  151, 1, 5, 377005, 32649.12, 1, 41.62, 1: 28; 2: 33; 3: 12; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 193,  5,  9,  151, 1, 5, 355410, 32649.12, 1, 41.62, 1: 29; 2: 34; 3: 9; 4: 3; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 448,  9,  5,  151, 1, 5, 355410, 32649.12, 1, 41.62, 1: 32; 2: 28; 3: 10; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 103,  4, 12,  151, 1, 5, 377035, 32649.12, 1, 41.62, 1: 29; 2: 30; 3: 15; 4: 3; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  86,  4, 12,  151, 1, 5, 377054, 32649.12, 1, 41.62, 1: 33; 2: 25; 3: 13; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 588,  4, 12,  151, 1, 5, 377032, 32649.12, 1, 41.62, 1: 33; 2: 24; 3: 15; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  55,  4, 11,  151, 1, 5, 347182, 32649.12, 1, 41.62, 1: 26; 2: 34; 3: 16; 4: 1; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   3,  9,  5,  151, 1, 5, 355410, 32649.12, 1, 41.62, 1: 33; 2: 28; 3: 10; 4: 3; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 472,  5,  9,  151, 1, 5, 355410, 32649.12, 1, 41.62, 1: 30; 2: 30; 3: 13; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 594,  6,  8,  151, 1, 5, 376998, 32649.12, 1, 41.62, 1: 29; 2: 31; 3: 15; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 482,  4, 12,  151, 1, 5, 376880, 32649.12, 1, 41.62, 1: 30; 2: 30; 3: 13; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 454,  4, 11,  152, 1, 5, 347182, 32649.12, 1, 41.62, 1: 30; 2: 31; 3: 10; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 804,  4, 11,  152, 1, 5, 347182, 32649.12, 1, 41.62, 1: 31; 2: 27; 3: 14; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 802,  4, 12,  152, 1, 5, 376994, 32649.12, 1, 41.62, 1: 28; 2: 32; 3: 13; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 797,  6,  8,  152, 1, 5, 376998, 32649.12, 1, 41.62, 1: 31; 2: 27; 3: 15; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 316,  9,  5,  152, 1, 5, 355410, 32649.12, 1, 41.62, 1: 30; 2: 31; 3: 10; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 334,  4, 11,  152, 1, 5, 347182, 32649.12, 0, 41.62, 1: 33; 2: 27; 3: 9; 4: 7; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 995,  4, 12,  152, 1, 5, 377020, 32649.12, 1, 41.62, 1: 31; 2: 33; 3: 4; 4: 7; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 248,  9,  5,  152, 1, 5, 355410, 32649.12, 0, 41.62, 1: 34; 2: 26; 3: 9; 4: 6; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 973,  5,  9,  152, 1, 5, 355410, 32649.12, 1, 41.62, 1: 31; 2: 30; 3: 10; 4: 4; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 767,  4, 12,  152, 1, 5, 376891, 32649.12, 1, 41.62, 1: 29; 2: 32; 3: 11; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 195,  4, 11,  152, 1, 5, 347182, 32649.12, 1, 41.62, 1: 31; 2: 26; 3: 16; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 377,  7,  7,  152, 1, 5, 383593, 32649.12, 1, 41.62, 1: 30; 2: 31; 3: 10; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 692,  4, 12,  152, 1, 5, 376980, 32649.12, 1, 41.62, 1: 33; 2: 27; 3: 10; 4: 5; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 908,  4, 11,  152, 1, 5, 347182, 32649.12, 1, 41.62, 1: 27; 2: 35; 3: 10; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 919,  4, 11,  152, 1, 5, 347182, 32649.12, 1, 41.62, 1: 30; 2: 26; 3: 19; 4: 2; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 102,  7,  7,  152, 1, 5, 383682, 32649.12, 0, 41.62, 1: 29; 2: 30; 3: 15; 4: 2; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  91,  9,  5,  152, 1, 5, 355410, 32649.12, 1, 41.62, 1: 32; 2: 30; 3: 7; 4: 6; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 592,  6,  8,  152, 1, 5, 377003, 32649.12, 1, 41.62, 1: 31; 2: 28; 3: 14; 4: 2; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 371,  4, 11,  153, 1, 5, 347182, 32649.12, 1, 41.62, 1: 34; 2: 20; 3: 18; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 367,  6,  8,  153, 1, 5, 376961, 32649.12, 1, 41.62, 1: 29; 2: 29; 3: 15; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 455,  5, 10,  153, 1, 5, 390810, 32649.12, 1, 41.62, 1: 33; 2: 26; 3: 12; 4: 3; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 689,  5,  9,  153, 1, 5, 355410, 32649.12, 1, 41.62, 1: 31; 2: 27; 3: 14; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 600,  4, 11,  153, 1, 5, 347182, 32649.12, 1, 41.62, 1: 31; 2: 27; 3: 14; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 644,  7,  7,  153, 1, 5, 383669, 32649.12, 1, 41.62, 1: 30; 2: 29; 3: 13; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 686,  4, 11,  153, 1, 5, 347182, 32649.12, 1, 41.62, 1: 30; 2: 30; 3: 13; 4: 1; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 861,  4, 12,  153, 1, 5, 377008, 32649.12, 1, 41.62, 1: 30; 2: 27; 3: 16; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  44,  4, 11,  153, 1, 5, 347182, 32649.12, 1, 41.62, 1: 30; 2: 29; 3: 13; 4: 4; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  79,  5, 10,  153, 1, 5, 390699, 32649.12, 1, 41.62, 1: 32; 2: 26; 3: 13; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 105,  9,  5,  153, 1, 5, 355410, 32649.12, 1, 41.62, 1: 36; 2: 23; 3: 10; 4: 4; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 137,  7,  7,  153, 1, 5, 383471, 32649.12, 1, 41.62, 1: 29; 2: 29; 3: 15; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 568,  6,  8,  153, 1, 5, 376977, 32649.12, 1, 41.62, 1: 30; 2: 28; 3: 15; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 972,  4, 12,  153, 1, 5, 377017, 32649.12, 1, 41.62, 1: 28; 2: 34; 3: 9; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 532,  9,  5,  153, 1, 5, 355410, 32649.12, 1, 41.62, 1: 26; 2: 36; 3: 10; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 267,  8,  6,  153, 1, 5, 376959, 32649.12, 1, 41.62, 1: 31; 2: 30; 3: 10; 4: 3; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 384,  5, 10,  154, 1, 5, 390839, 32649.12, 1, 41.62, 1: 25; 2: 38; 3: 8; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  68,  5, 10,  154, 1, 5, 390858, 32649.12, 1, 41.62, 1: 30; 2: 31; 3: 8; 4: 7; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 268,  6,  8,  154, 1, 5, 376861, 32649.12, 1, 41.62, 1: 31; 2: 30; 3: 10; 4: 2; 5: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 639,  4, 11,  154, 1, 5, 347182, 32649.12, 1, 41.62, 1: 27; 2: 33; 3: 13; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 471,  4, 11,  154, 1, 5, 347182, 32649.12, 1, 41.62, 1: 27; 2: 35; 3: 9; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 506,  4, 12,  154, 1, 5, 376913, 32649.12, 1, 41.62, 1: 32; 2: 28; 3: 9; 4: 6; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 709,  4, 11,  154, 1, 5, 347182, 32649.12, 1, 41.62, 1: 31; 2: 25; 3: 16; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 648,  9,  5,  154, 1, 5, 355410, 32649.12, 1, 41.62, 1: 29; 2: 31; 3: 10; 4: 7; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 305,  5,  9,  154, 1, 5, 355410, 32649.12, 1, 41.62, 1: 32; 2: 25; 3: 14; 4: 5; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 563,  4, 11,  154, 1, 5, 347182, 32649.12, 1, 41.62, 1: 30; 2: 28; 3: 13; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 196,  5,  9,  154, 1, 5, 355410, 32649.12, 1, 41.62, 1: 32; 2: 28; 3: 9; 4: 6; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 631,  4, 12,  154, 1, 5, 376960, 32649.12, 1, 41.62, 1: 28; 2: 31; 3: 13; 4: 5; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 259,  4, 12,  154, 1, 5, 376969, 32649.12, 1, 41.62, 1: 29; 2: 30; 3: 12; 4: 6; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 999,  4, 12,  155, 1, 5, 377016, 32649.12, 1, 41.62, 1: 29; 2: 28; 3: 16; 4: 3; 5: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 280,  5,  9,  155, 1, 5, 355410, 32649.12, 1, 41.62, 1: 34; 2: 23; 3: 13; 4: 4; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 975,  9,  5,  155, 1, 5, 355410, 32649.12, 1, 41.62, 1: 29; 2: 33; 3: 8; 4: 4; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 187,  6,  8,  155, 1, 5, 376979, 32649.12, 1, 41.62, 1: 30; 2: 31; 3: 9; 4: 4; 5: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 752,  9,  5,  155, 1, 5, 355410, 32649.12, 1, 41.62, 1: 29; 2: 27; 3: 17; 4: 4; 5: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 783,  5,  9,  155, 1, 5, 355410, 32649.12, 1, 41.62, 1: 30; 2: 31; 3: 8; 4: 6; 5: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 288,  5,  9,  155, 1, 5, 355410, 32649.12, 1, 41.62, 1: 32; 2: 25; 3: 14; 4: 4; 5: 3; 
