Seed 1656949570
ARCH 2|F_ID 3|LIMIT 3
before: 
82(513)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 545,  9,  9,  134, 1, 2, 639361, 43280.14, 0, 0.00, 1: 78; 2: 28; 
Glucose_Repression_Signaling_2009, 595, 10,  8,  177, 1, 5, 634021, 43280.14, 1, 61.47, 1: 57; 2: 36; 3: 5; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 863,  7, 12,  177, 1, 5, 658829, 43280.14, 1, 61.47, 1: 53; 2: 44; 3: 2; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009,  48,  7, 12,  177, 1, 5, 658812, 43280.14, 1, 61.47, 1: 59; 2: 31; 3: 10; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 872,  5, 16,  177, 1, 5, 633966, 43280.14, 1, 61.47, 1: 59; 2: 30; 3: 11; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 378,  7, 12,  177, 1, 5, 658864, 43280.14, 1, 61.47, 1: 58; 2: 33; 3: 9; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009,  54,  7, 12,  177, 1, 5, 658799, 43280.14, 1, 61.47, 1: 58; 2: 33; 3: 8; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009,   0,  6, 14,  177, 1, 5, 658551, 43280.14, 1, 61.47, 1: 58; 2: 34; 3: 6; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 237,  7, 12,  177, 1, 5, 658432, 43280.14, 1, 61.47, 1: 58; 2: 34; 3: 6; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 628,  8, 10,  178, 1, 5, 634181, 43280.14, 1, 61.47, 1: 58; 2: 32; 3: 9; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 602,  5, 16,  178, 1, 5, 633485, 43280.14, 1, 61.47, 1: 57; 2: 34; 3: 9; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 880,  7, 12,  178, 1, 5, 659281, 43280.14, 1, 61.47, 1: 60; 2: 29; 3: 10; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 514, 10,  8,  178, 1, 5, 633855, 43280.14, 1, 61.47, 1: 61; 2: 27; 3: 12; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009,  44,  9,  9,  178, 1, 5, 639047, 43280.14, 1, 61.47, 1: 58; 2: 35; 3: 4; 4: 7; 5: 2; 
Glucose_Repression_Signaling_2009, 935,  5, 16,  178, 1, 5, 634192, 43280.14, 1, 61.47, 1: 53; 2: 39; 3: 10; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 785,  6, 14,  178, 1, 5, 658577, 43280.14, 1, 61.47, 1: 61; 2: 31; 3: 4; 4: 7; 5: 3; 
Glucose_Repression_Signaling_2009, 814,  7, 12,  178, 1, 5, 658628, 43280.14, 1, 61.47, 1: 59; 2: 31; 3: 9; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 833,  5, 16,  178, 1, 5, 633989, 43280.14, 1, 61.47, 1: 58; 2: 32; 3: 10; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 451,  7, 11,  178, 1, 5, 613159, 43280.14, 1, 61.47, 1: 52; 2: 40; 3: 11; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 838,  9,  9,  178, 1, 5, 639443, 43280.14, 1, 61.47, 1: 55; 2: 36; 3: 10; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 144,  6, 14,  178, 1, 5, 658810, 43280.14, 1, 61.47, 1: 60; 2: 30; 3: 7; 4: 8; 5: 1; 
Glucose_Repression_Signaling_2009, 790, 10,  8,  178, 1, 5, 633830, 43280.14, 1, 61.47, 1: 64; 2: 21; 3: 13; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 443,  6, 14,  178, 1, 5, 658732, 43280.14, 1, 61.47, 1: 56; 2: 36; 3: 8; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 784,  8, 10,  178, 1, 5, 634217, 43280.14, 1, 61.47, 1: 60; 2: 31; 3: 6; 4: 7; 5: 2; 
Glucose_Repression_Signaling_2009, 426, 10,  8,  179, 1, 5, 634268, 43280.14, 1, 61.47, 1: 62; 2: 26; 3: 10; 4: 5; 5: 3; 
Glucose_Repression_Signaling_2009, 274,  6, 13,  179, 1, 5, 619733, 43280.14, 1, 61.47, 1: 53; 2: 40; 3: 7; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009,  68,  6, 14,  179, 1, 5, 658310, 43280.14, 1, 61.47, 1: 58; 2: 30; 3: 13; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 232,  5, 16,  179, 1, 5, 633930, 43280.14, 1, 61.47, 1: 52; 2: 41; 3: 8; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 757,  5, 16,  179, 1, 5, 634187, 43280.14, 1, 61.47, 1: 59; 2: 29; 3: 11; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 839,  5, 16,  179, 1, 5, 633775, 43280.14, 1, 61.47, 1: 54; 2: 37; 3: 10; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009,  57,  5, 16,  180, 1, 5, 634099, 43280.14, 1, 61.47, 1: 56; 2: 33; 3: 12; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 557, 11,  7,  180, 1, 5, 613258, 43280.14, 1, 61.47, 1: 53; 2: 39; 3: 8; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009,  58, 10,  8,  180, 1, 5, 634131, 43280.14, 1, 61.47, 1: 56; 2: 34; 3: 10; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 458, 11,  7,  180, 1, 5, 613141, 43280.14, 1, 61.47, 1: 51; 2: 43; 3: 6; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 722,  7, 11,  180, 1, 5, 613329, 43280.14, 1, 61.47, 1: 54; 2: 35; 3: 13; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 952,  7, 12,  180, 1, 5, 659169, 43280.14, 1, 61.47, 1: 58; 2: 33; 3: 6; 4: 7; 5: 2; 
Glucose_Repression_Signaling_2009, 642,  7, 11,  180, 1, 5, 613191, 43280.14, 1, 61.47, 1: 52; 2: 42; 3: 7; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 492,  7, 11,  180, 1, 5, 613279, 43280.14, 1, 61.47, 1: 52; 2: 40; 3: 9; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 888,  6, 13,  180, 1, 5, 619664, 43280.14, 1, 61.47, 1: 50; 2: 44; 3: 8; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 117, 11,  7,  180, 1, 5, 613278, 43280.14, 1, 61.47, 1: 50; 2: 42; 3: 11; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009,  27,  9,  9,  181, 1, 5, 639123, 43280.14, 1, 61.47, 1: 54; 2: 37; 3: 8; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 856,  6, 13,  181, 1, 5, 619650, 43280.14, 1, 61.47, 1: 49; 2: 44; 3: 9; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 713,  8, 10,  181, 1, 5, 633953, 43280.14, 1, 61.47, 1: 57; 2: 31; 3: 11; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009,  43,  7, 12,  181, 1, 5, 658390, 43280.14, 1, 61.47, 1: 57; 2: 34; 3: 6; 4: 7; 5: 2; 
Glucose_Repression_Signaling_2009, 402,  5, 16,  181, 1, 5, 634168, 43280.14, 1, 61.47, 1: 53; 2: 38; 3: 9; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 227, 11,  7,  181, 1, 5, 613254, 43280.14, 1, 61.47, 1: 51; 2: 41; 3: 9; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 114,  5, 16,  181, 1, 5, 634032, 43280.14, 1, 61.47, 1: 55; 2: 35; 3: 9; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 163,  5, 16,  181, 1, 5, 633783, 43280.14, 1, 61.47, 1: 59; 2: 28; 3: 11; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009,  80,  6, 13,  181, 1, 5, 619700, 43280.14, 1, 61.47, 1: 58; 2: 29; 3: 12; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 530,  6, 13,  181, 1, 5, 619745, 43280.14, 1, 61.47, 1: 47; 2: 49; 3: 5; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 748,  9,  9,  181, 1, 5, 639291, 43280.14, 1, 61.47, 1: 49; 2: 45; 3: 7; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 658,  5, 16,  181, 1, 5, 634233, 43280.14, 1, 61.47, 1: 54; 2: 38; 3: 7; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 889,  8, 10,  181, 1, 5, 634110, 43280.14, 1, 61.47, 1: 60; 2: 28; 3: 9; 4: 7; 5: 2; 
Glucose_Repression_Signaling_2009, 566,  7, 11,  181, 1, 5, 613217, 43280.14, 1, 61.47, 1: 52; 2: 40; 3: 8; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 363,  7, 12,  181, 1, 5, 658667, 43280.14, 1, 61.47, 1: 58; 2: 29; 3: 12; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 534,  7, 11,  182, 1, 5, 613292, 43280.14, 1, 61.47, 1: 53; 2: 38; 3: 8; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 775, 11,  7,  182, 1, 5, 612948, 43280.14, 1, 61.47, 1: 46; 2: 49; 3: 7; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 837,  7, 12,  182, 1, 5, 658733, 43280.14, 1, 61.47, 1: 58; 2: 32; 3: 6; 4: 8; 5: 2; 
Glucose_Repression_Signaling_2009, 523, 11,  7,  182, 1, 5, 613091, 43280.14, 1, 61.47, 1: 52; 2: 36; 3: 15; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 516, 11,  7,  182, 1, 5, 613107, 43280.14, 1, 61.47, 1: 52; 2: 40; 3: 7; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 258,  5, 16,  182, 1, 5, 634065, 43280.14, 1, 61.47, 1: 54; 2: 35; 3: 11; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 612,  6, 13,  182, 1, 5, 619701, 43280.14, 1, 61.47, 1: 50; 2: 42; 3: 9; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 127,  7, 11,  182, 1, 5, 613331, 43280.14, 1, 61.47, 1: 49; 2: 42; 3: 12; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 966,  5, 16,  182, 1, 5, 633664, 43280.14, 1, 61.47, 1: 52; 2: 38; 3: 11; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 904,  7, 12,  182, 1, 5, 658984, 43280.14, 1, 61.47, 1: 53; 2: 39; 3: 7; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 943, 10,  8,  182, 1, 5, 633965, 43280.14, 1, 61.47, 1: 59; 2: 32; 3: 4; 4: 8; 5: 3; 
Glucose_Repression_Signaling_2009, 160,  7, 12,  182, 1, 5, 658484, 43280.14, 1, 61.47, 1: 56; 2: 35; 3: 7; 4: 5; 5: 3; 
Glucose_Repression_Signaling_2009, 836,  9,  9,  183, 1, 5, 639134, 43280.14, 1, 61.47, 1: 51; 2: 39; 3: 11; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 345,  7, 11,  183, 1, 5, 613271, 43280.14, 1, 61.47, 1: 53; 2: 37; 3: 9; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009,  25,  5, 16,  183, 1, 5, 633998, 43280.14, 1, 61.47, 1: 55; 2: 34; 3: 10; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009,  24,  9,  9,  183, 1, 5, 639398, 43280.14, 1, 61.47, 1: 52; 2: 39; 3: 8; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 398,  9,  9,  183, 1, 5, 638931, 43280.14, 1, 61.47, 1: 53; 2: 36; 3: 11; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 481,  9,  9,  183, 1, 5, 639603, 43280.14, 1, 61.47, 1: 53; 2: 38; 3: 7; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 165,  5, 15,  183, 1, 5, 596491, 43280.14, 1, 61.47, 1: 53; 2: 38; 3: 7; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 668,  8, 10,  183, 1, 5, 634215, 43280.14, 1, 61.47, 1: 58; 2: 29; 3: 11; 4: 6; 5: 2; 
Glucose_Repression_Signaling_2009, 567,  7, 11,  183, 1, 5, 613218, 43280.14, 1, 61.47, 1: 56; 2: 31; 3: 12; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 362,  6, 14,  183, 1, 5, 658673, 43280.14, 1, 61.47, 1: 55; 2: 35; 3: 9; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009, 908,  9,  9,  183, 1, 5, 639319, 43280.14, 1, 61.47, 1: 50; 2: 43; 3: 6; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 901,  5, 16,  183, 1, 5, 634030, 43280.14, 1, 61.47, 1: 54; 2: 34; 3: 12; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 766,  7, 11,  184, 1, 5, 613417, 43280.14, 1, 61.47, 1: 49; 2: 44; 3: 6; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 767,  8, 10,  184, 1, 5, 634136, 43280.14, 1, 61.47, 1: 56; 2: 33; 3: 9; 4: 5; 5: 3; 
Glucose_Repression_Signaling_2009, 815, 11,  7,  184, 1, 5, 613382, 43280.14, 1, 61.47, 1: 50; 2: 41; 3: 9; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 275, 11,  7,  184, 1, 5, 613284, 43280.14, 1, 61.47, 1: 53; 2: 36; 3: 10; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 735,  7, 11,  184, 1, 5, 613185, 43280.14, 1, 61.47, 1: 48; 2: 44; 3: 9; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 149,  5, 15,  184, 1, 5, 596382, 43280.14, 1, 61.47, 1: 55; 2: 37; 3: 6; 4: 3; 5: 5; 
Glucose_Repression_Signaling_2009, 928,  7, 12,  184, 1, 5, 658536, 43280.14, 1, 61.47, 1: 54; 2: 36; 3: 8; 4: 6; 5: 2; 
Glucose_Repression_Signaling_2009,  11,  7, 12,  184, 1, 5, 658126, 43280.14, 1, 61.47, 1: 59; 2: 30; 3: 6; 4: 8; 5: 3; 
Glucose_Repression_Signaling_2009, 560,  7, 11,  184, 1, 5, 613364, 43280.14, 1, 61.47, 1: 49; 2: 43; 3: 8; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 285,  7, 12,  184, 1, 5, 658778, 43280.14, 1, 61.47, 1: 58; 2: 29; 3: 10; 4: 7; 5: 2; 
Glucose_Repression_Signaling_2009, 977,  5, 16,  184, 1, 5, 634096, 43280.14, 1, 61.47, 1: 55; 2: 32; 3: 13; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 121,  5, 15,  184, 1, 5, 596451, 43280.14, 1, 61.47, 1: 49; 2: 41; 3: 12; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 860,  6, 13,  184, 1, 5, 619705, 43280.14, 1, 61.47, 1: 52; 2: 40; 3: 7; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009, 439,  6, 13,  184, 1, 5, 619470, 43280.14, 1, 61.47, 1: 51; 2: 39; 3: 10; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009,  92,  6, 14,  184, 1, 5, 658293, 43280.14, 1, 61.47, 1: 55; 2: 36; 3: 6; 4: 6; 5: 3; 
Glucose_Repression_Signaling_2009, 495,  6, 13,  184, 1, 5, 619348, 43280.14, 1, 61.47, 1: 51; 2: 38; 3: 12; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 798,  7, 11,  185, 1, 5, 613296, 43280.14, 1, 61.47, 1: 49; 2: 44; 3: 6; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 327,  5, 16,  185, 1, 5, 634085, 43280.14, 1, 61.47, 1: 57; 2: 31; 3: 7; 4: 10; 5: 1; 
Glucose_Repression_Signaling_2009, 965,  7, 11,  185, 1, 5, 613086, 43280.14, 1, 61.47, 1: 52; 2: 39; 3: 7; 4: 6; 5: 2; 
Glucose_Repression_Signaling_2009, 575,  7, 11,  185, 1, 5, 613111, 43280.14, 1, 61.47, 1: 50; 2: 41; 3: 8; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 172,  7, 11,  185, 1, 5, 613102, 43280.14, 1, 61.47, 1: 51; 2: 39; 3: 9; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 184,  7, 11,  185, 1, 5, 613285, 43280.14, 1, 61.47, 1: 55; 2: 36; 3: 5; 4: 7; 5: 3; 
Glucose_Repression_Signaling_2009, 298,  6, 13,  185, 1, 5, 619278, 43280.14, 1, 61.47, 1: 49; 2: 43; 3: 8; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 614,  6, 13,  185, 1, 5, 619596, 43280.14, 1, 61.47, 1: 45; 2: 49; 3: 7; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 950,  7, 11,  186, 1, 5, 613428, 43280.14, 1, 61.47, 1: 45; 2: 47; 3: 10; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 169, 11,  7,  186, 1, 5, 613047, 43280.14, 1, 61.47, 1: 49; 2: 41; 3: 10; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 167,  7, 11,  186, 1, 5, 613217, 43280.14, 1, 61.47, 1: 47; 2: 44; 3: 10; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 248, 11,  7,  186, 1, 5, 613228, 43280.14, 1, 61.47, 1: 52; 2: 37; 3: 10; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009,  36,  5, 15,  186, 1, 5, 596353, 43280.14, 1, 61.47, 1: 50; 2: 40; 3: 9; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 559,  9,  9,  186, 1, 5, 639556, 43280.14, 1, 61.47, 1: 48; 2: 42; 3: 11; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 536,  6, 13,  186, 1, 5, 619211, 43280.14, 1, 61.47, 1: 52; 2: 39; 3: 6; 4: 7; 5: 2; 
Glucose_Repression_Signaling_2009,  55,  6, 13,  186, 1, 5, 619441, 43280.14, 1, 61.47, 1: 49; 2: 42; 3: 8; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 701,  5, 16,  186, 1, 5, 634175, 43280.14, 1, 61.47, 1: 53; 2: 37; 3: 7; 4: 7; 5: 2; 
Glucose_Repression_Signaling_2009, 510, 11,  7,  186, 1, 5, 613220, 43280.14, 1, 61.47, 1: 50; 2: 38; 3: 13; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 133, 11,  7,  186, 1, 5, 613214, 43280.14, 1, 61.47, 1: 53; 2: 34; 3: 13; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009,  17,  9,  9,  186, 1, 5, 639099, 43280.14, 1, 61.47, 1: 48; 2: 41; 3: 13; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009,  99,  7, 11,  186, 1, 5, 613213, 43280.14, 1, 61.47, 1: 50; 2: 38; 3: 13; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 419,  6, 13,  186, 1, 5, 619558, 43280.14, 1, 61.47, 1: 51; 2: 39; 3: 8; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 882,  7, 11,  186, 1, 5, 613121, 43280.14, 1, 61.47, 1: 50; 2: 42; 3: 6; 4: 6; 5: 2; 
Glucose_Repression_Signaling_2009, 418, 11,  7,  186, 1, 5, 613222, 43280.14, 1, 61.47, 1: 50; 2: 39; 3: 11; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 655,  6, 13,  186, 1, 5, 619564, 43280.14, 1, 61.47, 1: 50; 2: 41; 3: 8; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 319,  9,  9,  186, 1, 5, 638985, 43280.14, 1, 61.47, 1: 52; 2: 37; 3: 9; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 639,  9,  9,  187, 1, 5, 639075, 43280.14, 1, 61.47, 1: 50; 2: 40; 3: 9; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 531,  5, 15,  187, 1, 5, 596423, 43280.14, 1, 61.47, 1: 48; 2: 42; 3: 10; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 145,  6, 13,  187, 1, 5, 619579, 43280.14, 1, 61.47, 1: 49; 2: 40; 3: 11; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 912,  5, 16,  187, 1, 5, 634182, 43280.14, 1, 61.47, 1: 50; 2: 39; 3: 11; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 911, 11,  7,  187, 1, 5, 613151, 43280.14, 1, 61.47, 1: 52; 2: 36; 3: 10; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 706, 11,  7,  187, 1, 5, 613021, 43280.14, 1, 61.47, 1: 55; 2: 34; 3: 6; 4: 9; 5: 2; 
Glucose_Repression_Signaling_2009, 106, 11,  7,  187, 1, 5, 613064, 43280.14, 1, 61.47, 1: 49; 2: 40; 3: 11; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 387,  6, 13,  187, 1, 5, 619502, 43280.14, 1, 61.47, 1: 45; 2: 47; 3: 10; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 245,  7, 12,  187, 1, 5, 658743, 43280.14, 1, 61.47, 1: 54; 2: 32; 3: 12; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 677,  7, 11,  187, 1, 5, 612897, 43280.14, 1, 61.47, 1: 48; 2: 42; 3: 10; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 335,  6, 13,  187, 1, 5, 619666, 43280.14, 1, 61.47, 1: 49; 2: 40; 3: 11; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009,  32,  5, 16,  187, 1, 5, 634177, 43280.14, 1, 61.47, 1: 53; 2: 34; 3: 11; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 963,  5, 15,  187, 1, 5, 596574, 43280.14, 1, 61.47, 1: 46; 2: 43; 3: 14; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 324,  5, 15,  187, 1, 5, 596370, 43280.14, 1, 61.47, 1: 51; 2: 38; 3: 9; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 826, 11,  7,  187, 1, 5, 613130, 43280.14, 1, 61.47, 1: 46; 2: 45; 3: 10; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 886,  5, 15,  187, 1, 5, 596459, 43280.14, 1, 61.47, 1: 46; 2: 46; 3: 8; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 407, 11,  7,  187, 1, 5, 613214, 43280.14, 1, 61.47, 1: 50; 2: 40; 3: 9; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 373,  7, 11,  188, 1, 5, 613210, 43280.14, 1, 61.47, 1: 46; 2: 47; 3: 5; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 818, 11,  7,  188, 1, 5, 613187, 43280.14, 1, 61.47, 1: 48; 2: 42; 3: 9; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 700, 11,  7,  188, 1, 5, 613167, 43280.14, 1, 61.47, 1: 49; 2: 39; 3: 12; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 193, 11,  7,  188, 1, 5, 613299, 43280.14, 1, 61.47, 1: 45; 2: 46; 3: 10; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 479,  6, 13,  188, 1, 5, 619671, 43280.14, 1, 61.47, 1: 49; 2: 39; 3: 12; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 412,  6, 13,  188, 1, 5, 619358, 43280.14, 1, 61.47, 1: 46; 2: 45; 3: 9; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 761,  6, 13,  188, 1, 5, 619635, 43280.14, 1, 61.47, 1: 49; 2: 41; 3: 10; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 405,  6, 13,  188, 1, 5, 619697, 43280.14, 1, 61.47, 1: 47; 2: 42; 3: 12; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 586,  9,  9,  188, 1, 5, 639117, 43280.14, 1, 61.47, 1: 50; 2: 37; 3: 13; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 800,  9,  9,  188, 1, 5, 638841, 43280.14, 1, 61.47, 1: 50; 2: 39; 3: 9; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 252,  5, 15,  188, 1, 5, 596561, 43280.14, 1, 61.47, 1: 50; 2: 39; 3: 10; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 804, 11,  7,  188, 1, 5, 613268, 43280.14, 1, 61.47, 1: 47; 2: 43; 3: 10; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 891,  7, 11,  188, 1, 5, 613202, 43280.14, 1, 61.47, 1: 48; 2: 43; 3: 7; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 551,  9,  9,  188, 1, 5, 639367, 43280.14, 1, 61.47, 1: 46; 2: 45; 3: 9; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 683,  6, 13,  188, 1, 5, 619383, 43280.14, 1, 61.47, 1: 47; 2: 42; 3: 12; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 899,  7, 11,  188, 1, 5, 613297, 43280.14, 1, 61.47, 1: 52; 2: 35; 3: 11; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 542, 11,  7,  188, 1, 5, 613149, 43280.14, 1, 61.47, 1: 51; 2: 39; 3: 8; 4: 5; 5: 3; 
Glucose_Repression_Signaling_2009, 118, 11,  7,  188, 1, 5, 613221, 43280.14, 1, 61.47, 1: 49; 2: 39; 3: 12; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 511,  9,  9,  188, 1, 5, 639116, 43280.14, 1, 61.47, 1: 51; 2: 39; 3: 7; 4: 7; 5: 2; 
Glucose_Repression_Signaling_2009, 198,  5, 15,  189, 1, 5, 596361, 43280.14, 1, 61.47, 1: 50; 2: 39; 3: 9; 4: 6; 5: 2; 
Glucose_Repression_Signaling_2009, 520,  6, 13,  189, 1, 5, 619627, 43280.14, 1, 61.47, 1: 48; 2: 40; 3: 12; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 421,  9,  9,  189, 1, 5, 639303, 43280.14, 1, 61.47, 1: 49; 2: 39; 3: 11; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 870,  6, 13,  189, 1, 5, 619565, 43280.14, 1, 61.47, 1: 49; 2: 40; 3: 10; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009,  26,  9,  9,  189, 1, 5, 638813, 43280.14, 1, 61.47, 1: 50; 2: 38; 3: 10; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 111,  6, 13,  189, 1, 5, 619394, 43280.14, 1, 61.47, 1: 50; 2: 40; 3: 8; 4: 5; 5: 3; 
Glucose_Repression_Signaling_2009, 135, 11,  7,  189, 1, 5, 613200, 43280.14, 1, 61.47, 1: 52; 2: 35; 3: 11; 4: 6; 5: 2; 
