Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
33(415)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 805,  9,  9,  169, 1, 3, 639193, 45171.35, 0, 0.00, 1: 52; 2: 45; 3: 9; 
Glucose_Repression_Signaling_2009, 694,  7, 12,  188, 1, 5, 658616, 45171.35, 1, 55.39, 1: 45; 2: 46; 3: 11; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 879, 10,  8,  188, 1, 5, 634128, 45171.35, 1, 55.39, 1: 46; 2: 45; 3: 11; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 703,  8, 10,  188, 1, 5, 634089, 45171.35, 1, 55.39, 1: 46; 2: 46; 3: 9; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 827,  6, 14,  188, 1, 5, 658911, 45171.35, 1, 55.39, 1: 50; 2: 38; 3: 11; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 739,  9,  9,  188, 1, 5, 639107, 45171.35, 1, 55.39, 1: 46; 2: 43; 3: 13; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 743,  6, 14,  188, 1, 5, 658887, 45171.35, 1, 55.39, 1: 46; 2: 42; 3: 15; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 812,  7, 12,  188, 1, 5, 658926, 45171.35, 1, 55.39, 1: 46; 2: 46; 3: 8; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 810,  6, 14,  188, 1, 5, 658555, 45171.35, 1, 55.39, 1: 48; 2: 39; 3: 16; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 776, 10,  8,  188, 1, 5, 634038, 45171.35, 1, 55.39, 1: 45; 2: 45; 3: 12; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 208, 10,  8,  188, 1, 5, 633840, 45171.35, 1, 55.39, 1: 45; 2: 44; 3: 14; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 309,  7, 11,  188, 1, 5, 613168, 45171.35, 1, 55.39, 1: 42; 2: 49; 3: 13; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,  26,  9,  9,  188, 1, 5, 639101, 45171.35, 1, 55.39, 1: 49; 2: 40; 3: 11; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 477,  6, 14,  188, 1, 5, 658644, 45171.35, 1, 55.39, 1: 44; 2: 45; 3: 15; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 248, 11,  7,  188, 1, 5, 613154, 45171.35, 1, 55.39, 1: 49; 2: 39; 3: 12; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009,  37,  8, 10,  188, 1, 5, 634036, 45171.35, 1, 55.39, 1: 46; 2: 44; 3: 11; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 534,  7, 11,  188, 1, 5, 613213, 45171.35, 1, 55.39, 1: 49; 2: 43; 3: 7; 4: 3; 5: 4; 
Glucose_Repression_Signaling_2009, 245,  7, 12,  188, 1, 5, 658778, 45171.35, 1, 55.39, 1: 46; 2: 41; 3: 17; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 444,  8, 10,  188, 1, 5, 633953, 45171.35, 1, 55.39, 1: 50; 2: 40; 3: 8; 4: 6; 5: 2; 
Glucose_Repression_Signaling_2009, 971,  6, 13,  189, 1, 5, 619449, 45171.35, 1, 55.39, 1: 44; 2: 47; 3: 10; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 736,  8, 10,  189, 1, 5, 634059, 45171.35, 1, 55.39, 1: 44; 2: 47; 3: 11; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 637,  6, 13,  189, 1, 5, 619592, 45171.35, 1, 55.39, 1: 44; 2: 46; 3: 13; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 889,  8, 10,  189, 1, 5, 634086, 45171.35, 1, 55.39, 1: 50; 2: 36; 3: 14; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 320,  7, 11,  189, 1, 5, 613208, 45171.35, 1, 55.39, 1: 42; 2: 50; 3: 10; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009,  20,  6, 13,  189, 1, 5, 619521, 45171.35, 1, 55.39, 1: 46; 2: 43; 3: 13; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 418, 11,  7,  189, 1, 5, 613175, 45171.35, 1, 55.39, 1: 46; 2: 45; 3: 10; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 716, 11,  7,  189, 1, 5, 613195, 45171.35, 1, 55.39, 1: 48; 2: 41; 3: 12; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 500, 11,  7,  189, 1, 5, 613185, 45171.35, 1, 55.39, 1: 43; 2: 47; 3: 13; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 899,  7, 11,  189, 1, 5, 613273, 45171.35, 1, 55.39, 1: 44; 2: 47; 3: 10; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 348,  9,  9,  189, 1, 5, 639089, 45171.35, 1, 55.39, 1: 43; 2: 50; 3: 8; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009,  79,  7, 12,  189, 1, 5, 658894, 45171.35, 1, 55.39, 1: 44; 2: 44; 3: 16; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 674, 11,  7,  189, 1, 5, 613164, 45171.35, 1, 55.39, 1: 45; 2: 46; 3: 10; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 475,  6, 14,  189, 1, 5, 658898, 45171.35, 1, 55.39, 1: 45; 2: 44; 3: 13; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 955,  6, 13,  189, 1, 5, 619561, 45171.35, 1, 55.39, 1: 48; 2: 38; 3: 16; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009,  97,  6, 14,  189, 1, 5, 658810, 45171.35, 1, 55.39, 1: 47; 2: 41; 3: 14; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 378,  7, 12,  189, 1, 5, 658742, 45171.35, 1, 55.39, 1: 45; 2: 46; 3: 9; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009,  56,  6, 13,  189, 1, 5, 619651, 45171.35, 1, 55.39, 1: 44; 2: 44; 3: 16; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 610, 10,  8,  189, 1, 5, 634035, 45171.35, 1, 55.39, 1: 46; 2: 47; 3: 6; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009, 918,  7, 12,  189, 1, 5, 658727, 45171.35, 1, 55.39, 1: 47; 2: 45; 3: 7; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009, 389,  7, 12,  189, 1, 5, 658839, 45171.35, 1, 55.39, 1: 44; 2: 44; 3: 16; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 398,  9,  9,  189, 1, 5, 639002, 45171.35, 1, 55.39, 1: 49; 2: 41; 3: 9; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009,   9,  7, 11,  189, 1, 5, 613175, 45171.35, 1, 55.39, 1: 44; 2: 46; 3: 12; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 204, 10,  8,  189, 1, 5, 634145, 45171.35, 1, 55.39, 1: 49; 2: 38; 3: 14; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 552,  9,  9,  189, 1, 5, 639320, 45171.35, 1, 55.39, 1: 46; 2: 44; 3: 12; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 199,  7, 12,  189, 1, 5, 658629, 45171.35, 1, 55.39, 1: 45; 2: 44; 3: 13; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 231, 10,  8,  189, 1, 5, 634154, 45171.35, 1, 55.39, 1: 46; 2: 46; 3: 7; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 838,  9,  9,  189, 1, 5, 639319, 45171.35, 1, 55.39, 1: 51; 2: 39; 3: 8; 4: 4; 5: 4; 
Glucose_Repression_Signaling_2009, 689,  9,  9,  190, 1, 5, 639291, 45171.35, 1, 55.39, 1: 44; 2: 43; 3: 17; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 518,  8, 10,  190, 1, 5, 634031, 45171.35, 1, 55.39, 1: 50; 2: 35; 3: 15; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 564,  7, 12,  190, 1, 5, 658439, 45171.35, 1, 55.39, 1: 46; 2: 44; 3: 10; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 472,  7, 11,  190, 1, 5, 613179, 45171.35, 1, 55.39, 1: 43; 2: 46; 3: 14; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009,  45, 10,  8,  190, 1, 5, 634116, 45171.35, 1, 55.39, 1: 47; 2: 42; 3: 11; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 536,  6, 13,  190, 1, 5, 619605, 45171.35, 1, 55.39, 1: 48; 2: 38; 3: 15; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 238, 10,  8,  190, 1, 5, 634106, 45171.35, 1, 55.39, 1: 42; 2: 49; 3: 11; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 673,  8, 10,  190, 1, 5, 633888, 45171.35, 1, 55.39, 1: 48; 2: 41; 3: 11; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 672,  8, 10,  190, 1, 5, 634161, 45171.35, 1, 55.39, 1: 49; 2: 37; 3: 16; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009,  94,  9,  9,  190, 1, 5, 639124, 45171.35, 1, 55.39, 1: 47; 2: 41; 3: 14; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 660,  8, 10,  190, 1, 5, 633930, 45171.35, 1, 55.39, 1: 44; 2: 46; 3: 12; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009,  65,  7, 11,  190, 1, 5, 613197, 45171.35, 1, 55.39, 1: 43; 2: 45; 3: 16; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 932, 10,  8,  190, 1, 5, 634092, 45171.35, 1, 55.39, 1: 47; 2: 43; 3: 9; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 943, 10,  8,  190, 1, 5, 633988, 45171.35, 1, 55.39, 1: 45; 2: 45; 3: 11; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 436,  7, 12,  190, 1, 5, 658859, 45171.35, 1, 55.39, 1: 50; 2: 37; 3: 12; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 426, 10,  8,  190, 1, 5, 634018, 45171.35, 1, 55.39, 1: 44; 2: 47; 3: 10; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 183,  8, 10,  190, 1, 5, 634282, 45171.35, 1, 55.39, 1: 47; 2: 44; 3: 7; 4: 6; 5: 2; 
Glucose_Repression_Signaling_2009, 757,  5, 16,  190, 1, 5, 633981, 45171.35, 1, 55.39, 1: 45; 2: 43; 3: 14; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 326, 10,  8,  190, 1, 5, 634064, 45171.35, 1, 55.39, 1: 47; 2: 44; 3: 8; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009, 755, 11,  7,  190, 1, 5, 613130, 45171.35, 1, 55.39, 1: 45; 2: 47; 3: 7; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 859,  6, 13,  190, 1, 5, 619587, 45171.35, 1, 55.39, 1: 45; 2: 42; 3: 16; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 715,  6, 13,  190, 1, 5, 619481, 45171.35, 1, 55.39, 1: 50; 2: 35; 3: 15; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 910,  9,  9,  190, 1, 5, 639280, 45171.35, 1, 55.39, 1: 46; 2: 43; 3: 13; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 712, 11,  7,  190, 1, 5, 613212, 45171.35, 1, 55.39, 1: 47; 2: 40; 3: 14; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 186, 11,  7,  190, 1, 5, 613162, 45171.35, 1, 55.39, 1: 49; 2: 39; 3: 12; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 142,  7, 12,  190, 1, 5, 658689, 45171.35, 1, 55.39, 1: 48; 2: 41; 3: 11; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 184,  7, 11,  190, 1, 5, 613193, 45171.35, 1, 55.39, 1: 43; 2: 47; 3: 12; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 346,  6, 13,  190, 1, 5, 619517, 45171.35, 1, 55.39, 1: 46; 2: 42; 3: 13; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 856,  6, 13,  190, 1, 5, 619523, 45171.35, 1, 55.39, 1: 44; 2: 46; 3: 11; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 364,  6, 14,  190, 1, 5, 658942, 45171.35, 1, 55.39, 1: 42; 2: 47; 3: 15; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 578, 10,  8,  190, 1, 5, 633984, 45171.35, 1, 55.39, 1: 47; 2: 42; 3: 11; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 298,  6, 13,  191, 1, 5, 619560, 45171.35, 1, 55.39, 1: 45; 2: 44; 3: 11; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 802,  7, 12,  191, 1, 5, 658533, 45171.35, 1, 55.39, 1: 45; 2: 42; 3: 15; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009,  82, 11,  7,  191, 1, 5, 613186, 45171.35, 1, 55.39, 1: 42; 2: 47; 3: 14; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 645, 11,  7,  191, 1, 5, 613163, 45171.35, 1, 55.39, 1: 45; 2: 42; 3: 15; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 172,  7, 11,  191, 1, 5, 613191, 45171.35, 1, 55.39, 1: 43; 2: 49; 3: 7; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 167,  7, 11,  191, 1, 5, 613147, 45171.35, 1, 55.39, 1: 46; 2: 43; 3: 12; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 427,  5, 16,  191, 1, 5, 634105, 45171.35, 1, 55.39, 1: 44; 2: 43; 3: 16; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 946,  5, 16,  191, 1, 5, 634089, 45171.35, 1, 55.39, 1: 43; 2: 45; 3: 15; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009,   6,  9,  9,  191, 1, 5, 639225, 45171.35, 1, 55.39, 1: 45; 2: 45; 3: 10; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009,  92,  6, 14,  191, 1, 5, 658702, 45171.35, 1, 55.39, 1: 45; 2: 43; 3: 13; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 927,  9,  9,  191, 1, 5, 639150, 45171.35, 1, 55.39, 1: 51; 2: 33; 3: 17; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 840, 10,  8,  191, 1, 5, 634134, 45171.35, 1, 55.39, 1: 48; 2: 40; 3: 12; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 798,  7, 11,  191, 1, 5, 613158, 45171.35, 1, 55.39, 1: 45; 2: 44; 3: 12; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 397,  7, 12,  191, 1, 5, 658815, 45171.35, 1, 55.39, 1: 50; 2: 34; 3: 17; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 141, 10,  8,  191, 1, 5, 633994, 45171.35, 1, 55.39, 1: 47; 2: 44; 3: 7; 4: 5; 5: 3; 
Glucose_Repression_Signaling_2009, 360,  6, 13,  191, 1, 5, 619523, 45171.35, 1, 55.39, 1: 50; 2: 37; 3: 12; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009, 790, 10,  8,  191, 1, 5, 634092, 45171.35, 1, 55.39, 1: 46; 2: 42; 3: 12; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 372,  5, 16,  191, 1, 5, 634080, 45171.35, 1, 55.39, 1: 45; 2: 43; 3: 13; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 197,  5, 16,  191, 1, 5, 634029, 45171.35, 1, 55.39, 1: 47; 2: 37; 3: 19; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 192,  6, 13,  191, 1, 5, 619420, 45171.35, 1, 55.39, 1: 46; 2: 43; 3: 11; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 267, 10,  8,  191, 1, 5, 634074, 45171.35, 1, 55.39, 1: 48; 2: 42; 3: 9; 4: 3; 5: 4; 
Glucose_Repression_Signaling_2009, 377, 11,  7,  191, 1, 5, 613136, 45171.35, 1, 55.39, 1: 46; 2: 41; 3: 15; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 488,  6, 14,  191, 1, 5, 658838, 45171.35, 1, 55.39, 1: 44; 2: 43; 3: 16; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 463, 11,  7,  191, 1, 5, 613237, 45171.35, 1, 55.39, 1: 43; 2: 48; 3: 10; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009,  63, 11,  7,  191, 1, 5, 613224, 45171.35, 1, 55.39, 1: 42; 2: 49; 3: 11; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 568,  7, 12,  191, 1, 5, 658766, 45171.35, 1, 55.39, 1: 39; 2: 53; 3: 11; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 485,  6, 14,  191, 1, 5, 658782, 45171.35, 1, 55.39, 1: 40; 2: 54; 3: 7; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 490,  9,  9,  191, 1, 5, 639163, 45171.35, 1, 55.39, 1: 46; 2: 44; 3: 9; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 522,  6, 14,  191, 1, 5, 658290, 45171.35, 1, 55.39, 1: 45; 2: 43; 3: 14; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 259,  8, 10,  192, 1, 5, 634076, 45171.35, 1, 55.39, 1: 47; 2: 39; 3: 14; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009,  55,  6, 13,  192, 1, 5, 619607, 45171.35, 1, 55.39, 1: 41; 2: 49; 3: 12; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 523, 11,  7,  192, 1, 5, 613163, 45171.35, 1, 55.39, 1: 45; 2: 43; 3: 12; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 395,  5, 16,  192, 1, 5, 634023, 45171.35, 1, 55.39, 1: 43; 2: 45; 3: 14; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 558, 10,  8,  192, 1, 5, 633890, 45171.35, 1, 55.39, 1: 44; 2: 43; 3: 15; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009,  53,  7, 11,  192, 1, 5, 613229, 45171.35, 1, 55.39, 1: 47; 2: 40; 3: 13; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 794,  6, 14,  192, 1, 5, 658898, 45171.35, 1, 55.39, 1: 44; 2: 45; 3: 11; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009,  35, 11,  7,  192, 1, 5, 613194, 45171.35, 1, 55.39, 1: 43; 2: 45; 3: 15; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 371,  9,  9,  192, 1, 5, 639033, 45171.35, 1, 55.39, 1: 45; 2: 46; 3: 9; 4: 2; 5: 4; 
Glucose_Repression_Signaling_2009, 479,  6, 13,  192, 1, 5, 619757, 45171.35, 1, 55.39, 1: 42; 2: 45; 3: 17; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 254,  7, 11,  192, 1, 5, 613199, 45171.35, 1, 55.39, 1: 50; 2: 38; 3: 10; 4: 4; 5: 4; 
Glucose_Repression_Signaling_2009, 888,  6, 13,  192, 1, 5, 619604, 45171.35, 1, 55.39, 1: 42; 2: 46; 3: 15; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 305,  6, 13,  192, 1, 5, 619680, 45171.35, 1, 55.39, 1: 41; 2: 48; 3: 14; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 765,  6, 14,  192, 1, 5, 658797, 45171.35, 1, 55.39, 1: 46; 2: 41; 3: 13; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 432,  6, 14,  192, 1, 5, 658872, 45171.35, 1, 55.39, 1: 42; 2: 47; 3: 13; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 729,  5, 16,  192, 1, 5, 634137, 45171.35, 1, 55.39, 1: 41; 2: 48; 3: 14; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 501,  6, 14,  192, 1, 5, 658781, 45171.35, 1, 55.39, 1: 43; 2: 47; 3: 11; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 854, 11,  7,  192, 1, 5, 613140, 45171.35, 1, 55.39, 1: 45; 2: 42; 3: 14; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 502,  6, 14,  192, 1, 5, 658703, 45171.35, 1, 55.39, 1: 43; 2: 47; 3: 11; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 322,  5, 15,  192, 1, 5, 596381, 45171.35, 1, 55.39, 1: 45; 2: 40; 3: 18; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 319,  9,  9,  192, 1, 5, 639092, 45171.35, 1, 55.39, 1: 43; 2: 45; 3: 14; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 317,  5, 15,  192, 1, 5, 596392, 45171.35, 1, 55.39, 1: 45; 2: 41; 3: 16; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 931, 10,  8,  192, 1, 5, 634234, 45171.35, 1, 55.39, 1: 47; 2: 42; 3: 10; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009, 412,  6, 13,  192, 1, 5, 619265, 45171.35, 1, 55.39, 1: 46; 2: 40; 3: 16; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009,  10,  9,  9,  192, 1, 5, 639239, 45171.35, 1, 55.39, 1: 46; 2: 42; 3: 12; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 405,  6, 13,  192, 1, 5, 619563, 45171.35, 1, 55.39, 1: 41; 2: 51; 3: 9; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 407, 11,  7,  192, 1, 5, 613146, 45171.35, 1, 55.39, 1: 48; 2: 37; 3: 16; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 815, 11,  7,  193, 1, 5, 613121, 45171.35, 1, 55.39, 1: 47; 2: 42; 3: 10; 4: 3; 5: 4; 
Glucose_Repression_Signaling_2009, 480, 11,  7,  193, 1, 5, 613194, 45171.35, 1, 55.39, 1: 48; 2: 39; 3: 12; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009, 781,  5, 16,  193, 1, 5, 634005, 45171.35, 1, 55.39, 1: 45; 2: 40; 3: 18; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 832,  6, 14,  193, 1, 5, 658662, 45171.35, 1, 55.39, 1: 47; 2: 38; 3: 15; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 990,  6, 14,  193, 1, 5, 658942, 45171.35, 1, 55.39, 1: 42; 2: 50; 3: 8; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 871,  6, 13,  193, 1, 5, 619620, 45171.35, 1, 55.39, 1: 43; 2: 45; 3: 14; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 484,  8, 10,  193, 1, 5, 634027, 45171.35, 1, 55.39, 1: 43; 2: 47; 3: 10; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 949,  6, 13,  193, 1, 5, 619585, 45171.35, 1, 55.39, 1: 42; 2: 47; 3: 12; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 223,  7, 11,  193, 1, 5, 613208, 45171.35, 1, 55.39, 1: 42; 2: 46; 3: 14; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 456,  7, 11,  193, 1, 5, 613165, 45171.35, 1, 55.39, 1: 40; 2: 49; 3: 15; 5: 2; 
Glucose_Repression_Signaling_2009, 722,  7, 11,  193, 1, 5, 613175, 45171.35, 1, 55.39, 1: 47; 2: 37; 3: 17; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 942, 10,  8,  193, 1, 5, 633938, 45171.35, 1, 55.39, 1: 43; 2: 46; 3: 12; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 188, 11,  7,  193, 1, 5, 613137, 45171.35, 1, 55.39, 1: 43; 2: 42; 3: 19; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 519,  6, 14,  193, 1, 5, 658595, 45171.35, 1, 55.39, 1: 42; 2: 45; 3: 16; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 634,  5, 15,  193, 1, 5, 596434, 45171.35, 1, 55.39, 1: 46; 2: 39; 3: 16; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 275, 11,  7,  193, 1, 5, 613103, 45171.35, 1, 55.39, 1: 44; 2: 43; 3: 14; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 985,  7, 12,  193, 1, 5, 658602, 45171.35, 1, 55.39, 1: 49; 2: 36; 3: 14; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 213,  5, 15,  193, 1, 5, 596415, 45171.35, 1, 55.39, 1: 47; 2: 38; 3: 16; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 876,  9,  9,  193, 1, 5, 639269, 45171.35, 1, 55.39, 1: 47; 2: 42; 3: 10; 4: 3; 5: 4; 
Glucose_Repression_Signaling_2009, 756,  6, 13,  193, 1, 5, 619558, 45171.35, 1, 55.39, 1: 42; 2: 45; 3: 16; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 102, 11,  7,  193, 1, 5, 613102, 45171.35, 1, 55.39, 1: 41; 2: 49; 3: 11; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 993,  7, 11,  193, 1, 5, 613185, 45171.35, 1, 55.39, 1: 44; 2: 46; 3: 9; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 671,  5, 15,  193, 1, 5, 596399, 45171.35, 1, 55.39, 1: 46; 2: 40; 3: 14; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 808,  7, 12,  193, 1, 5, 658867, 45171.35, 1, 55.39, 1: 44; 2: 43; 3: 15; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 198,  5, 15,  193, 1, 5, 596391, 45171.35, 1, 55.39, 1: 44; 2: 41; 3: 18; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 618, 11,  7,  193, 1, 5, 613186, 45171.35, 1, 55.39, 1: 52; 2: 34; 3: 12; 4: 3; 5: 5; 
Glucose_Repression_Signaling_2009, 237,  7, 12,  193, 1, 5, 658463, 45171.35, 1, 55.39, 1: 44; 2: 45; 3: 10; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 203,  7, 12,  193, 1, 5, 658598, 45171.35, 1, 55.39, 1: 48; 2: 39; 3: 12; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009, 557, 11,  7,  193, 1, 5, 613177, 45171.35, 1, 55.39, 1: 43; 2: 43; 3: 17; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 819, 11,  7,  194, 1, 5, 613240, 45171.35, 1, 55.39, 1: 41; 2: 48; 3: 13; 4: 2; 5: 2; 
