Seed 1656949570
ARCH 2|F_ID 1|LIMIT 4
before: 
3(647)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 513,  8, 14,  350, 1, 3, 891013, 22578.03, 0, 0.00, 1: 120; 2: 91; 3: 16; 
EGFR_&_ErbB_Signaling, 333, 10, 11,  570, 1, 20, 878964, 22578.03, 1, 182.03, 1: 84; 2: 65; 3: 28; 4: 22; 5: 21; 6: 1; 7: 2; 8: 1; 15: 1; 16: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 336, 10, 11,  576, 1, 20, 878936, 22578.03, 1, 182.03, 1: 81; 2: 68; 3: 32; 4: 22; 5: 12; 6: 6; 7: 2; 8: 1; 18: 1; 19: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 911,  8, 13,  580, 1, 20, 830180, 22578.03, 1, 182.03, 1: 84; 2: 65; 3: 30; 4: 23; 5: 12; 6: 4; 7: 5; 8: 1; 18: 1; 19: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 929,  8, 13,  584, 1, 20, 830180, 22578.03, 1, 182.03, 1: 78; 2: 62; 3: 36; 4: 24; 5: 14; 6: 8; 7: 3; 19: 1; 20: 1; 
EGFR_&_ErbB_Signaling, 321,  7, 16,  435, 1, 21, 891041, 22578.03, 0, 182.03, 1: 89; 2: 100; 3: 28; 4: 5; 5: 3; 6: 1; 21: 1; 
EGFR_&_ErbB_Signaling,  45,  7, 16,  450, 1, 21, 890903, 22578.03, 0, 182.03, 1: 99; 2: 79; 3: 29; 4: 13; 5: 4; 6: 1; 7: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 504,  8, 14,  459, 1, 21, 891055, 22578.03, 0, 182.03, 1: 90; 2: 86; 3: 30; 4: 14; 5: 6; 21: 1; 
EGFR_&_ErbB_Signaling, 494,  8, 14,  460, 1, 21, 891133, 22578.03, 0, 182.03, 1: 99; 2: 73; 3: 35; 4: 10; 5: 7; 6: 1; 8: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 942, 11, 10,  470, 1, 21, 878849, 22578.03, 0, 182.03, 1: 95; 2: 71; 3: 39; 4: 11; 5: 9; 6: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 223,  7, 15,  476, 1, 21, 840840, 22578.03, 0, 182.03, 1: 78; 2: 92; 3: 36; 4: 15; 5: 5; 21: 1; 
EGFR_&_ErbB_Signaling, 760,  8, 14,  499, 1, 21, 891124, 22578.03, 1, 182.03, 1: 96; 2: 67; 3: 29; 4: 18; 5: 9; 6: 5; 7: 2; 21: 1; 
EGFR_&_ErbB_Signaling, 748, 10, 11,  501, 1, 21, 878813, 22578.03, 0, 182.03, 1: 86; 2: 75; 3: 43; 4: 14; 5: 5; 6: 1; 12: 1; 16: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 772,  8, 14,  504, 1, 21, 891057, 22578.03, 1, 182.03, 1: 97; 2: 63; 3: 33; 4: 15; 5: 12; 6: 3; 7: 1; 8: 2; 21: 1; 
EGFR_&_ErbB_Signaling, 496,  9, 12,  505, 1, 21, 865815, 22578.03, 1, 182.03, 1: 94; 2: 60; 3: 37; 4: 22; 5: 8; 6: 4; 7: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 569, 10, 11,  511, 1, 21, 879114, 22578.03, 0, 182.03, 1: 80; 2: 77; 3: 41; 4: 22; 5: 4; 7: 1; 18: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 420,  8, 13,  534, 1, 21, 830180, 22578.03, 1, 182.03, 1: 84; 2: 75; 3: 28; 4: 21; 5: 9; 6: 4; 7: 2; 8: 1; 9: 1; 11: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 766,  7, 15,  537, 1, 21, 840840, 22578.03, 1, 182.03, 1: 80; 2: 72; 3: 31; 4: 25; 5: 12; 6: 5; 9: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 959,  8, 13,  537, 1, 21, 830180, 22578.03, 1, 182.03, 1: 85; 2: 63; 3: 33; 4: 29; 5: 9; 6: 4; 7: 3; 21: 1; 
EGFR_&_ErbB_Signaling, 582,  8, 13,  544, 1, 21, 830180, 22578.03, 0, 182.03, 1: 80; 2: 68; 3: 40; 4: 26; 5: 8; 6: 2; 11: 1; 20: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 755, 10, 11,  546, 1, 21, 879004, 22578.03, 1, 182.03, 1: 83; 2: 72; 3: 32; 4: 23; 5: 8; 6: 3; 7: 2; 9: 1; 11: 1; 18: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 490, 10, 11,  547, 1, 21, 879176, 22578.03, 1, 182.03, 1: 76; 2: 82; 3: 27; 4: 21; 5: 9; 6: 7; 7: 2; 9: 1; 11: 1; 21: 1; 
EGFR_&_ErbB_Signaling,  83, 12,  9,  548, 1, 21, 865773, 22578.03, 0, 182.03, 1: 88; 2: 62; 3: 41; 4: 20; 5: 9; 6: 1; 7: 1; 8: 1; 12: 1; 16: 1; 18: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 570,  7, 15,  548, 1, 21, 840840, 22578.03, 1, 182.03, 1: 83; 2: 69; 3: 32; 4: 19; 5: 12; 6: 6; 7: 2; 8: 3; 21: 1; 
EGFR_&_ErbB_Signaling, 728,  7, 15,  556, 1, 21, 840840, 22578.03, 1, 182.03, 1: 84; 2: 69; 3: 24; 4: 26; 5: 11; 6: 8; 7: 2; 8: 1; 12: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 421,  7, 17,  557, 1, 21, 940665, 22578.03, 1, 182.03, 1: 87; 2: 59; 3: 38; 4: 18; 5: 16; 6: 4; 7: 1; 10: 1; 11: 1; 13: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 301, 10, 11,  557, 1, 21, 878946, 22578.03, 1, 182.03, 1: 78; 2: 76; 3: 29; 4: 20; 5: 13; 6: 6; 7: 2; 11: 1; 13: 1; 21: 1; 
EGFR_&_ErbB_Signaling,   9,  8, 13,  558, 1, 21, 830180, 22578.03, 1, 182.03, 1: 77; 2: 67; 3: 38; 4: 22; 5: 14; 6: 5; 7: 2; 10: 1; 21: 1; 
EGFR_&_ErbB_Signaling,  14, 10, 11,  558, 1, 21, 879124, 22578.03, 1, 182.03, 1: 82; 2: 65; 3: 31; 4: 24; 5: 19; 6: 3; 7: 1; 16: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 895, 10, 11,  571, 1, 21, 878987, 22578.03, 1, 182.03, 1: 80; 2: 67; 3: 36; 4: 21; 5: 11; 6: 4; 7: 3; 8: 1; 10: 1; 13: 2; 21: 1; 
EGFR_&_ErbB_Signaling,  94,  8, 13,  572, 1, 21, 830180, 22578.03, 1, 182.03, 1: 83; 2: 60; 3: 38; 4: 25; 5: 14; 6: 4; 20: 2; 21: 1; 
EGFR_&_ErbB_Signaling, 472,  8, 13,  578, 1, 21, 830180, 22578.03, 1, 182.03, 1: 79; 2: 66; 3: 35; 4: 23; 5: 17; 6: 3; 7: 1; 19: 1; 20: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 392, 10, 11,  580, 1, 21, 879092, 22578.03, 1, 182.03, 1: 81; 2: 63; 3: 38; 4: 15; 5: 15; 6: 8; 7: 2; 8: 2; 9: 1; 16: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 463, 10, 11,  585, 1, 21, 878996, 22578.03, 1, 182.03, 1: 80; 2: 68; 3: 31; 4: 25; 5: 9; 6: 7; 7: 1; 8: 2; 14: 1; 15: 1; 16: 1; 21: 1; 
EGFR_&_ErbB_Signaling, 777,  8, 14,  446, 1, 22, 891004, 22578.03, 0, 182.03, 1: 100; 2: 77; 3: 32; 4: 13; 5: 3; 7: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 633,  8, 14,  454, 1, 22, 890913, 22578.03, 0, 182.03, 1: 88; 2: 89; 3: 35; 4: 9; 5: 5; 22: 1; 
EGFR_&_ErbB_Signaling, 208,  8, 14,  471, 1, 22, 890929, 22578.03, 0, 182.03, 1: 83; 2: 89; 3: 35; 4: 12; 5: 7; 22: 1; 
EGFR_&_ErbB_Signaling, 357,  8, 14,  472, 1, 22, 891061, 22578.03, 0, 182.03, 1: 101; 2: 67; 3: 36; 4: 12; 5: 7; 7: 1; 8: 1; 9: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 645,  7, 15,  473, 1, 22, 840840, 22578.03, 0, 182.03, 1: 87; 2: 84; 3: 31; 4: 19; 5: 3; 6: 2; 22: 1; 
EGFR_&_ErbB_Signaling, 365, 11, 10,  476, 1, 22, 879122, 22578.03, 0, 182.03, 1: 90; 2: 78; 3: 32; 4: 19; 5: 6; 6: 1; 22: 1; 
EGFR_&_ErbB_Signaling,  79,  8, 14,  483, 1, 22, 890882, 22578.03, 0, 182.03, 1: 95; 2: 70; 3: 36; 4: 13; 5: 6; 6: 6; 22: 1; 
EGFR_&_ErbB_Signaling, 787,  8, 14,  492, 1, 22, 890888, 22578.03, 0, 182.03, 1: 91; 2: 70; 3: 37; 4: 14; 5: 13; 7: 1; 22: 1; 
EGFR_&_ErbB_Signaling,  39,  8, 13,  492, 1, 22, 830180, 22578.03, 0, 182.03, 1: 80; 2: 85; 3: 40; 4: 11; 5: 5; 6: 4; 7: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 666, 11, 10,  498, 1, 22, 878959, 22578.03, 0, 182.03, 1: 93; 2: 65; 3: 37; 4: 19; 5: 8; 6: 3; 8: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 962,  9, 12,  504, 1, 22, 865870, 22578.03, 0, 182.03, 1: 91; 2: 66; 3: 38; 4: 22; 5: 8; 17: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 629,  8, 14,  514, 1, 22, 891132, 22578.03, 1, 182.03, 1: 102; 2: 56; 3: 36; 4: 14; 5: 13; 6: 2; 7: 1; 9: 1; 21: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 160,  8, 14,  523, 1, 22, 891004, 22578.03, 1, 182.03, 1: 97; 2: 66; 3: 25; 4: 16; 5: 16; 6: 4; 8: 1; 21: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 946,  9, 12,  523, 1, 22, 865708, 22578.03, 1, 182.03, 1: 96; 2: 65; 3: 30; 4: 14; 5: 15; 6: 3; 7: 1; 9: 1; 20: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 901,  8, 14,  523, 1, 22, 890894, 22578.03, 1, 182.03, 1: 88; 2: 72; 3: 29; 4: 17; 5: 11; 6: 7; 7: 1; 10: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 362,  7, 16,  530, 1, 22, 891180, 22578.03, 0, 182.03, 1: 93; 2: 60; 3: 32; 4: 27; 5: 10; 6: 2; 8: 1; 21: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 389,  9, 12,  531, 1, 22, 865841, 22578.03, 1, 182.03, 1: 91; 2: 67; 3: 32; 4: 20; 5: 9; 6: 4; 8: 1; 12: 1; 19: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 273,  7, 16,  532, 1, 22, 891083, 22578.03, 1, 182.03, 1: 88; 2: 65; 3: 33; 4: 20; 5: 11; 6: 8; 10: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 212,  8, 14,  536, 1, 22, 891133, 22578.03, 1, 182.03, 1: 92; 2: 72; 3: 24; 4: 20; 5: 10; 6: 3; 7: 1; 8: 1; 10: 1; 12: 1; 21: 1; 22: 1; 
EGFR_&_ErbB_Signaling,  81, 10, 11,  543, 1, 22, 879006, 22578.03, 1, 182.03, 1: 87; 2: 67; 3: 31; 4: 19; 5: 12; 6: 5; 7: 1; 8: 2; 9: 2; 22: 1; 
EGFR_&_ErbB_Signaling, 453,  9, 12,  543, 1, 22, 865838, 22578.03, 1, 182.03, 1: 88; 2: 62; 3: 32; 4: 23; 5: 13; 6: 4; 7: 1; 8: 2; 9: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 101,  7, 15,  545, 1, 22, 840840, 22578.03, 1, 182.03, 1: 79; 2: 68; 3: 37; 4: 24; 5: 11; 6: 5; 8: 2; 22: 1; 
EGFR_&_ErbB_Signaling, 754,  7, 17,  547, 1, 22, 940458, 22578.03, 1, 182.03, 1: 84; 2: 66; 3: 31; 4: 24; 5: 12; 6: 6; 7: 2; 10: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 287,  7, 17,  549, 1, 22, 940704, 22578.03, 1, 182.03, 1: 80; 2: 70; 3: 35; 4: 24; 5: 9; 6: 2; 7: 4; 10: 1; 11: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 255, 11, 10,  551, 1, 22, 878994, 22578.03, 0, 182.03, 1: 87; 2: 65; 3: 37; 4: 14; 5: 13; 6: 2; 7: 4; 8: 2; 9: 1; 15: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 489,  8, 14,  551, 1, 22, 891045, 22578.03, 1, 182.03, 1: 98; 2: 63; 3: 24; 4: 20; 5: 10; 6: 5; 7: 3; 12: 1; 19: 1; 21: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 265,  7, 15,  555, 1, 22, 840840, 22578.03, 1, 182.03, 1: 75; 2: 76; 3: 31; 4: 26; 5: 8; 6: 6; 7: 2; 9: 1; 10: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 439,  8, 13,  560, 1, 22, 830180, 22578.03, 1, 182.03, 1: 90; 2: 60; 3: 31; 4: 22; 5: 12; 6: 3; 7: 5; 9: 2; 16: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 878, 10, 11,  562, 1, 22, 879040, 22578.03, 1, 182.03, 1: 81; 2: 61; 3: 35; 4: 23; 5: 19; 6: 4; 7: 3; 22: 1; 
EGFR_&_ErbB_Signaling, 151,  8, 13,  563, 1, 22, 830180, 22578.03, 1, 182.03, 1: 79; 2: 68; 3: 35; 4: 27; 5: 9; 6: 3; 7: 2; 8: 2; 20: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 820, 10, 11,  565, 1, 22, 879072, 22578.03, 1, 182.03, 1: 81; 2: 75; 3: 28; 4: 19; 5: 12; 6: 5; 7: 2; 8: 1; 9: 1; 11: 1; 20: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 280,  8, 13,  575, 1, 22, 830180, 22578.03, 1, 182.03, 1: 78; 2: 68; 3: 29; 4: 31; 5: 9; 6: 8; 7: 1; 8: 1; 20: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 550,  7, 15,  576, 1, 22, 840840, 22578.03, 1, 182.03, 1: 79; 2: 74; 3: 27; 4: 21; 5: 13; 6: 6; 7: 2; 8: 2; 10: 1; 21: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 323,  8, 13,  580, 1, 22, 830180, 22578.03, 1, 182.03, 1: 77; 2: 67; 3: 35; 4: 21; 5: 16; 6: 6; 7: 2; 8: 1; 20: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 530,  7, 15,  584, 1, 22, 840840, 22578.03, 0, 182.03, 1: 79; 2: 64; 3: 33; 4: 21; 5: 16; 6: 4; 7: 6; 8: 1; 9: 2; 22: 1; 
EGFR_&_ErbB_Signaling, 859,  8, 13,  586, 1, 22, 830180, 22578.03, 1, 182.03, 1: 80; 2: 65; 3: 32; 4: 24; 5: 14; 6: 3; 7: 5; 8: 1; 11: 1; 20: 1; 22: 1; 
EGFR_&_ErbB_Signaling, 159,  7, 15,  598, 1, 22, 840840, 22578.03, 1, 182.03, 1: 82; 2: 69; 3: 26; 4: 23; 5: 13; 6: 4; 7: 4; 8: 1; 9: 2; 21: 1; 22: 2; 
EGFR_&_ErbB_Signaling, 692,  9, 12,  474, 1, 23, 865720, 22578.03, 0, 182.03, 1: 97; 2: 67; 3: 40; 4: 14; 5: 6; 6: 1; 8: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 513,  8, 14,  479, 1, 23, 891013, 22578.03, 1, 182.03, 1: 108; 2: 57; 3: 28; 4: 21; 5: 10; 7: 1; 9: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 841,  9, 12,  483, 1, 23, 865889, 22578.03, 0, 182.03, 1: 84; 2: 77; 3: 46; 4: 12; 5: 6; 6: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 877,  9, 12,  494, 1, 23, 865838, 22578.03, 0, 182.03, 1: 97; 2: 63; 3: 35; 4: 17; 5: 10; 6: 3; 7: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 190,  8, 14,  501, 1, 23, 891133, 22578.03, 1, 182.03, 1: 102; 2: 64; 3: 28; 4: 19; 5: 9; 6: 1; 8: 2; 21: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 507,  7, 16,  502, 1, 23, 891124, 22578.03, 1, 182.03, 1: 102; 2: 58; 3: 26; 4: 22; 5: 13; 6: 5; 23: 1; 
EGFR_&_ErbB_Signaling, 224,  8, 14,  503, 1, 23, 890903, 22578.03, 1, 182.03, 1: 96; 2: 64; 3: 34; 4: 13; 5: 13; 6: 5; 7: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 618,  7, 15,  506, 1, 23, 840840, 22578.03, 0, 182.03, 1: 83; 2: 72; 3: 44; 4: 18; 5: 5; 6: 3; 9: 1; 23: 1; 
EGFR_&_ErbB_Signaling,  12,  8, 14,  506, 1, 23, 891191, 22578.03, 1, 182.03, 1: 94; 2: 65; 3: 33; 4: 16; 5: 14; 6: 3; 8: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 810,  9, 12,  507, 1, 23, 865770, 22578.03, 1, 182.03, 1: 88; 2: 75; 3: 28; 4: 20; 5: 10; 6: 4; 8: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 649,  8, 14,  511, 1, 23, 890792, 22578.03, 0, 182.03, 1: 90; 2: 67; 3: 39; 4: 21; 5: 6; 6: 2; 21: 1; 23: 1; 
EGFR_&_ErbB_Signaling,  48,  8, 14,  519, 1, 23, 890874, 22578.03, 1, 182.03, 1: 89; 2: 75; 3: 26; 4: 20; 5: 13; 6: 1; 7: 1; 21: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 130, 10, 11,  523, 1, 23, 879092, 22578.03, 1, 182.03, 1: 84; 2: 72; 3: 32; 4: 21; 5: 11; 6: 5; 7: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 158,  8, 14,  523, 1, 23, 891046, 22578.03, 1, 182.03, 1: 88; 2: 75; 3: 26; 4: 17; 5: 9; 6: 8; 7: 1; 8: 2; 23: 1; 
EGFR_&_ErbB_Signaling, 165,  8, 13,  524, 1, 23, 830180, 22578.03, 0, 182.03, 1: 79; 2: 75; 3: 44; 4: 20; 5: 4; 6: 3; 22: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 939,  8, 14,  526, 1, 23, 891153, 22578.03, 1, 182.03, 1: 97; 2: 57; 3: 32; 4: 19; 5: 13; 6: 3; 7: 3; 8: 2; 23: 1; 
EGFR_&_ErbB_Signaling, 978,  8, 13,  532, 1, 23, 830180, 22578.03, 1, 182.03, 1: 82; 2: 74; 3: 28; 4: 26; 5: 9; 6: 3; 7: 4; 23: 1; 
EGFR_&_ErbB_Signaling,  20,  7, 17,  533, 1, 23, 940689, 22578.03, 1, 182.03, 1: 80; 2: 74; 3: 32; 4: 22; 5: 12; 6: 4; 7: 2; 23: 1; 
EGFR_&_ErbB_Signaling, 275,  7, 15,  534, 1, 23, 840840, 22578.03, 0, 182.03, 1: 89; 2: 60; 3: 38; 4: 24; 5: 6; 6: 6; 7: 1; 8: 1; 11: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 860,  8, 13,  542, 1, 23, 830180, 22578.03, 0, 182.03, 1: 79; 2: 80; 3: 34; 4: 21; 5: 7; 6: 3; 20: 1; 21: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 675,  9, 12,  553, 1, 23, 865828, 22578.03, 1, 182.03, 1: 87; 2: 66; 3: 33; 4: 19; 5: 14; 6: 2; 7: 2; 9: 1; 15: 1; 16: 1; 23: 1; 
EGFR_&_ErbB_Signaling,  71, 12,  9,  553, 1, 23, 865843, 22578.03, 1, 182.03, 1: 88; 2: 67; 3: 24; 4: 24; 5: 14; 6: 5; 7: 1; 8: 2; 17: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 419,  8, 13,  555, 1, 23, 830180, 22578.03, 1, 182.03, 1: 83; 2: 68; 3: 31; 4: 24; 5: 11; 6: 6; 7: 1; 8: 1; 18: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 865,  8, 13,  557, 1, 23, 830180, 22578.03, 0, 182.03, 1: 82; 2: 68; 3: 33; 4: 23; 5: 12; 6: 4; 7: 2; 8: 1; 19: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 431,  7, 15,  557, 1, 23, 840840, 22578.03, 1, 182.03, 1: 84; 2: 67; 3: 31; 4: 22; 5: 14; 6: 6; 7: 1; 22: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 615,  9, 12,  558, 1, 23, 865872, 22578.03, 0, 182.03, 1: 91; 2: 60; 3: 30; 4: 20; 5: 17; 6: 2; 7: 3; 8: 2; 20: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 525, 12,  9,  562, 1, 23, 865876, 22578.03, 0, 182.03, 1: 83; 2: 58; 3: 38; 4: 25; 5: 11; 6: 8; 7: 2; 9: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 838, 12,  9,  563, 1, 23, 865817, 22578.03, 1, 182.03, 1: 86; 2: 64; 3: 31; 4: 24; 5: 8; 6: 4; 7: 6; 8: 1; 10: 1; 13: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 963,  8, 13,  566, 1, 23, 830180, 22578.03, 1, 182.03, 1: 81; 2: 72; 3: 31; 4: 23; 5: 13; 6: 2; 7: 1; 8: 1; 19: 1; 22: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 306,  8, 13,  566, 1, 23, 830180, 22578.03, 1, 182.03, 1: 83; 2: 67; 3: 37; 4: 21; 5: 10; 6: 3; 7: 2; 9: 1; 18: 1; 22: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 379,  8, 13,  573, 1, 23, 830180, 22578.03, 1, 182.03, 1: 81; 2: 67; 3: 33; 4: 22; 5: 11; 6: 6; 7: 4; 9: 1; 20: 1; 23: 1; 
EGFR_&_ErbB_Signaling,  67,  9, 12,  574, 1, 23, 865913, 22578.03, 1, 182.03, 1: 94; 2: 57; 3: 31; 4: 19; 5: 12; 6: 7; 7: 2; 8: 1; 12: 1; 16: 1; 22: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 148,  8, 13,  576, 1, 23, 830180, 22578.03, 1, 182.03, 1: 75; 2: 77; 3: 31; 4: 22; 5: 11; 6: 6; 7: 2; 18: 1; 20: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 730, 10, 11,  582, 1, 23, 878926, 22578.03, 0, 182.03, 1: 82; 2: 57; 3: 44; 4: 22; 5: 11; 6: 6; 7: 1; 13: 1; 14: 1; 18: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 805, 10, 11,  587, 1, 23, 878843, 22578.03, 1, 182.03, 1: 80; 2: 66; 3: 33; 4: 23; 5: 11; 6: 7; 7: 2; 8: 2; 14: 1; 20: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 697,  8, 13,  597, 1, 23, 830180, 22578.03, 1, 182.03, 1: 85; 2: 60; 3: 33; 4: 27; 5: 9; 6: 6; 7: 1; 9: 1; 11: 1; 12: 1; 20: 1; 22: 1; 23: 1; 
EGFR_&_ErbB_Signaling, 857,  8, 13,  623, 1, 23, 830180, 22578.03, 0, 182.03, 1: 79; 2: 73; 3: 26; 4: 26; 5: 12; 6: 3; 7: 2; 19: 2; 20: 1; 21: 1; 22: 1; 23: 1; 
EGFR_&_ErbB_Signaling,   0,  7, 16,  466, 1, 24, 891217, 22578.03, 0, 182.03, 1: 85; 2: 87; 3: 41; 4: 7; 5: 4; 6: 2; 24: 1; 
EGFR_&_ErbB_Signaling, 376,  8, 13,  481, 1, 24, 830180, 22578.03, 0, 182.03, 1: 84; 2: 82; 3: 38; 4: 15; 5: 7; 24: 1; 
EGFR_&_ErbB_Signaling,  90,  7, 16,  493, 1, 24, 890905, 22578.03, 0, 182.03, 1: 98; 2: 67; 3: 30; 4: 16; 5: 11; 6: 2; 7: 1; 9: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 359,  7, 15,  493, 1, 24, 840840, 22578.03, 0, 182.03, 1: 88; 2: 80; 3: 35; 4: 15; 5: 6; 7: 1; 19: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 241,  9, 12,  494, 1, 24, 865841, 22578.03, 1, 182.03, 1: 99; 2: 64; 3: 29; 4: 18; 5: 13; 6: 2; 7: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 983,  8, 14,  498, 1, 24, 891164, 22578.03, 1, 182.03, 1: 101; 2: 60; 3: 31; 4: 16; 5: 13; 6: 4; 7: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 802,  7, 16,  500, 1, 24, 891082, 22578.03, 1, 182.03, 1: 98; 2: 65; 3: 33; 4: 12; 5: 13; 6: 2; 7: 1; 8: 1; 9: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 639,  7, 15,  500, 1, 24, 840840, 22578.03, 0, 182.03, 1: 83; 2: 77; 3: 38; 4: 17; 5: 9; 6: 2; 24: 1; 
EGFR_&_ErbB_Signaling, 834,  8, 14,  512, 1, 24, 891245, 22578.03, 1, 182.03, 1: 87; 2: 76; 3: 27; 4: 18; 5: 12; 6: 6; 24: 1; 
EGFR_&_ErbB_Signaling, 344,  8, 14,  522, 1, 24, 890877, 22578.03, 1, 182.03, 1: 95; 2: 65; 3: 28; 4: 21; 5: 7; 6: 5; 7: 3; 9: 1; 10: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 164,  9, 12,  526, 1, 24, 865874, 22578.03, 1, 182.03, 1: 95; 2: 61; 3: 28; 4: 21; 5: 12; 6: 6; 7: 3; 24: 1; 
EGFR_&_ErbB_Signaling,  30,  7, 17,  529, 1, 24, 940624, 22578.03, 1, 182.03, 1: 83; 2: 74; 3: 29; 4: 24; 5: 9; 6: 4; 7: 2; 8: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 681,  7, 17,  534, 1, 24, 940482, 22578.03, 1, 182.03, 1: 89; 2: 62; 3: 33; 4: 26; 5: 9; 6: 4; 8: 2; 9: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 180,  7, 16,  536, 1, 24, 891142, 22578.03, 1, 182.03, 1: 85; 2: 70; 3: 31; 4: 22; 5: 10; 6: 6; 10: 2; 24: 1; 
EGFR_&_ErbB_Signaling, 835,  7, 17,  538, 1, 24, 940684, 22578.03, 1, 182.03, 1: 89; 2: 59; 3: 36; 4: 26; 5: 8; 6: 4; 7: 2; 8: 1; 9: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 211,  8, 13,  540, 1, 24, 830180, 22578.03, 0, 182.03, 1: 86; 2: 66; 3: 45; 4: 17; 5: 5; 6: 3; 7: 2; 19: 2; 24: 1; 
EGFR_&_ErbB_Signaling, 712,  7, 15,  551, 1, 24, 840840, 22578.03, 1, 182.03, 1: 88; 2: 64; 3: 31; 4: 25; 5: 10; 6: 3; 7: 4; 22: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 217,  7, 17,  551, 1, 24, 940760, 22578.03, 1, 182.03, 1: 85; 2: 68; 3: 32; 4: 21; 5: 9; 6: 5; 7: 4; 11: 1; 12: 1; 24: 1; 
EGFR_&_ErbB_Signaling, 132,  7, 17,  559, 1, 24, 940522, 22578.03, 1, 182.03, 1: 83; 2: 64; 3: 31; 4: 29; 5: 10; 6: 4; 7: 2; 8: 1; 9: 1; 10: 1; 24: 1; 
