Seed 1656949570
ARCH 1|F_ID 1|LIMIT 4
before: 
3(792)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 901,  8, 14,  336, 1, 3, 891074, 21421.00, 0, 0.00, 1: 130; 2: 85; 3: 12; 
EGFR_&_ErbB_Signaling,  68,  6, 18,  403, 1, 6, 865728, 21421.00, 1, 164.15, 1: 118; 2: 70; 3: 21; 4: 9; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 612, 10, 11,  403, 1, 6, 878997, 21421.00, 1, 164.15, 1: 111; 2: 81; 3: 16; 4: 14; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 541,  9, 12,  403, 1, 6, 865792, 21421.00, 1, 164.15, 1: 117; 2: 75; 3: 13; 4: 15; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 486,  9, 12,  403, 1, 6, 865768, 21421.00, 1, 164.15, 1: 111; 2: 82; 3: 18; 4: 8; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 575,  6, 19,  403, 1, 6, 908252, 21421.00, 1, 164.15, 1: 118; 2: 73; 3: 15; 4: 13; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 376,  8, 13,  403, 1, 6, 830180, 21421.00, 1, 164.15, 1: 115; 2: 75; 3: 18; 4: 12; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 525, 12,  9,  403, 1, 6, 865838, 21421.00, 1, 164.15, 1: 121; 2: 68; 3: 16; 4: 14; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 154,  7, 15,  404, 1, 6, 840840, 21421.00, 1, 164.15, 1: 118; 2: 71; 3: 19; 4: 12; 5: 3; 6: 4; 
EGFR_&_ErbB_Signaling, 191,  9, 12,  404, 1, 6, 865807, 21421.00, 1, 164.15, 1: 120; 2: 71; 3: 14; 4: 12; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 590, 11, 10,  404, 1, 6, 878991, 21421.00, 1, 164.15, 1: 116; 2: 79; 3: 11; 4: 9; 5: 11; 6: 1; 
EGFR_&_ErbB_Signaling, 417, 11, 10,  404, 1, 6, 879082, 21421.00, 1, 164.15, 1: 122; 2: 67; 3: 17; 4: 9; 5: 11; 6: 1; 
EGFR_&_ErbB_Signaling, 119,  7, 16,  404, 1, 6, 891209, 21421.00, 1, 164.15, 1: 116; 2: 76; 3: 15; 4: 12; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 646,  6, 20,  404, 1, 6, 947975, 21421.00, 1, 164.15, 1: 115; 2: 76; 3: 13; 4: 18; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 338,  6, 20,  404, 1, 6, 947743, 21421.00, 1, 164.15, 1: 119; 2: 72; 3: 14; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 585, 10, 11,  404, 1, 6, 879028, 21421.00, 1, 164.15, 1: 118; 2: 75; 3: 12; 4: 11; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 334, 10, 11,  404, 1, 6, 879002, 21421.00, 1, 164.15, 1: 120; 2: 70; 3: 15; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 740,  9, 12,  404, 1, 6, 865748, 21421.00, 1, 164.15, 1: 121; 2: 68; 3: 16; 4: 13; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 441, 11, 10,  404, 1, 6, 879161, 21421.00, 1, 164.15, 1: 118; 2: 74; 3: 13; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 571,  6, 20,  404, 1, 6, 948021, 21421.00, 1, 164.15, 1: 117; 2: 73; 3: 16; 4: 13; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 305, 12,  9,  404, 1, 6, 865799, 21421.00, 1, 164.15, 1: 122; 2: 66; 3: 16; 4: 14; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 784, 11, 10,  404, 1, 6, 879087, 21421.00, 1, 164.15, 1: 116; 2: 75; 3: 16; 4: 11; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 682,  9, 12,  404, 1, 6, 865775, 21421.00, 1, 164.15, 1: 115; 2: 75; 3: 17; 4: 13; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 561, 12,  9,  404, 1, 6, 865847, 21421.00, 1, 164.15, 1: 118; 2: 76; 3: 9; 4: 14; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 225, 10, 11,  404, 1, 6, 879102, 21421.00, 1, 164.15, 1: 118; 2: 71; 3: 16; 4: 16; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 539,  8, 13,  404, 1, 6, 830180, 21421.00, 1, 164.15, 1: 113; 2: 80; 3: 15; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 981,  6, 20,  404, 1, 6, 947643, 21421.00, 1, 164.15, 1: 114; 2: 75; 3: 20; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling,  25,  6, 20,  404, 1, 6, 947845, 21421.00, 1, 164.15, 1: 117; 2: 69; 3: 21; 4: 15; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 613,  7, 16,  404, 1, 6, 890935, 21421.00, 1, 164.15, 1: 112; 2: 81; 3: 14; 4: 13; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 319,  7, 17,  405, 1, 6, 940653, 21421.00, 1, 164.15, 1: 114; 2: 83; 3: 9; 4: 9; 5: 10; 6: 2; 
EGFR_&_ErbB_Signaling, 136,  8, 13,  405, 1, 6, 830180, 21421.00, 1, 164.15, 1: 115; 2: 77; 3: 15; 4: 12; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 500,  6, 19,  405, 1, 6, 908114, 21421.00, 1, 164.15, 1: 115; 2: 73; 3: 21; 4: 11; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 176,  9, 12,  405, 1, 6, 865664, 21421.00, 1, 164.15, 1: 113; 2: 77; 3: 16; 4: 16; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 495, 12,  9,  405, 1, 6, 865746, 21421.00, 1, 164.15, 1: 116; 2: 75; 3: 15; 4: 13; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 782,  6, 20,  405, 1, 6, 947374, 21421.00, 1, 164.15, 1: 122; 2: 66; 3: 18; 4: 12; 5: 5; 6: 4; 
EGFR_&_ErbB_Signaling, 618,  7, 15,  405, 1, 6, 840840, 21421.00, 1, 164.15, 1: 114; 2: 77; 3: 16; 4: 12; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 445,  9, 12,  405, 1, 6, 865810, 21421.00, 1, 164.15, 1: 115; 2: 78; 3: 13; 4: 12; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 324,  6, 19,  405, 1, 6, 908310, 21421.00, 1, 164.15, 1: 116; 2: 75; 3: 14; 4: 15; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 544, 12,  9,  405, 1, 6, 865815, 21421.00, 1, 164.15, 1: 115; 2: 75; 3: 18; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 488, 11, 10,  405, 1, 6, 878856, 21421.00, 1, 164.15, 1: 115; 2: 77; 3: 13; 4: 14; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 980,  7, 15,  405, 1, 6, 840840, 21421.00, 1, 164.15, 1: 115; 2: 75; 3: 18; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 676,  6, 18,  405, 1, 6, 865803, 21421.00, 1, 164.15, 1: 117; 2: 73; 3: 14; 4: 16; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 878, 10, 11,  405, 1, 6, 878832, 21421.00, 1, 164.15, 1: 112; 2: 80; 3: 17; 4: 11; 5: 4; 6: 3; 
EGFR_&_ErbB_Signaling,  75,  6, 20,  405, 1, 6, 947639, 21421.00, 1, 164.15, 1: 115; 2: 73; 3: 20; 4: 13; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling,  11,  6, 18,  405, 1, 6, 865853, 21421.00, 1, 164.15, 1: 113; 2: 77; 3: 19; 4: 10; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 721, 10, 11,  405, 1, 6, 878973, 21421.00, 1, 164.15, 1: 119; 2: 70; 3: 18; 4: 10; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 722,  6, 19,  405, 1, 6, 908251, 21421.00, 1, 164.15, 1: 114; 2: 78; 3: 14; 4: 13; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 734,  6, 20,  405, 1, 6, 948027, 21421.00, 1, 164.15, 1: 115; 2: 75; 3: 17; 4: 13; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 266,  7, 17,  405, 1, 6, 940827, 21421.00, 1, 164.15, 1: 120; 2: 68; 3: 16; 4: 15; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 953, 11, 10,  405, 1, 6, 879190, 21421.00, 1, 164.15, 1: 116; 2: 77; 3: 12; 4: 13; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 899,  6, 19,  405, 1, 6, 908099, 21421.00, 1, 164.15, 1: 116; 2: 75; 3: 16; 4: 10; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 700, 10, 11,  405, 1, 6, 879044, 21421.00, 1, 164.15, 1: 115; 2: 75; 3: 17; 4: 12; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 255, 11, 10,  405, 1, 6, 879031, 21421.00, 1, 164.15, 1: 113; 2: 76; 3: 21; 4: 10; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling,  53,  6, 19,  405, 1, 6, 908155, 21421.00, 1, 164.15, 1: 121; 2: 65; 3: 20; 4: 12; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 932,  6, 18,  405, 1, 6, 865732, 21421.00, 1, 164.15, 1: 116; 2: 72; 3: 20; 4: 13; 5: 3; 6: 3; 
EGFR_&_ErbB_Signaling, 920,  7, 16,  405, 1, 6, 891224, 21421.00, 1, 164.15, 1: 120; 2: 70; 3: 15; 4: 13; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 926,  6, 18,  405, 1, 6, 865804, 21421.00, 1, 164.15, 1: 116; 2: 74; 3: 19; 4: 9; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling, 400,  7, 17,  405, 1, 6, 940819, 21421.00, 1, 164.15, 1: 114; 2: 76; 3: 16; 4: 15; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 529,  8, 14,  406, 1, 6, 891137, 21421.00, 1, 164.15, 1: 118; 2: 73; 3: 14; 4: 12; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 688, 12,  9,  406, 1, 6, 865769, 21421.00, 1, 164.15, 1: 115; 2: 71; 3: 23; 4: 11; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 142,  6, 20,  406, 1, 6, 947237, 21421.00, 1, 164.15, 1: 116; 2: 74; 3: 16; 4: 12; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 614,  7, 17,  406, 1, 6, 940940, 21421.00, 1, 164.15, 1: 122; 2: 67; 3: 14; 4: 13; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 698,  6, 19,  406, 1, 6, 908109, 21421.00, 1, 164.15, 1: 120; 2: 67; 3: 18; 4: 13; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 713, 11, 10,  406, 1, 6, 879138, 21421.00, 1, 164.15, 1: 116; 2: 75; 3: 16; 4: 10; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling,  81, 10, 11,  406, 1, 6, 879050, 21421.00, 1, 164.15, 1: 113; 2: 77; 3: 19; 4: 9; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 942, 11, 10,  406, 1, 6, 879042, 21421.00, 1, 164.15, 1: 112; 2: 84; 3: 8; 4: 14; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 957,  6, 19,  406, 1, 6, 908535, 21421.00, 1, 164.15, 1: 116; 2: 72; 3: 21; 4: 9; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 915, 10, 11,  406, 1, 6, 879012, 21421.00, 1, 164.15, 1: 116; 2: 76; 3: 15; 4: 10; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling,  59, 11, 10,  406, 1, 6, 879192, 21421.00, 1, 164.15, 1: 118; 2: 72; 3: 14; 4: 14; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling,  71, 12,  9,  406, 1, 6, 865812, 21421.00, 1, 164.15, 1: 116; 2: 74; 3: 15; 4: 14; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 965,  8, 13,  406, 1, 6, 830180, 21421.00, 1, 164.15, 1: 113; 2: 79; 3: 16; 4: 10; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling,  19,  7, 15,  406, 1, 6, 840840, 21421.00, 1, 164.15, 1: 117; 2: 71; 3: 19; 4: 11; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 214, 10, 11,  406, 1, 6, 879108, 21421.00, 1, 164.15, 1: 111; 2: 80; 3: 15; 4: 16; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 326,  9, 12,  406, 1, 6, 865839, 21421.00, 1, 164.15, 1: 111; 2: 81; 3: 17; 4: 11; 5: 4; 6: 3; 
EGFR_&_ErbB_Signaling, 374,  8, 13,  406, 1, 6, 830180, 21421.00, 1, 164.15, 1: 115; 2: 78; 3: 15; 4: 8; 5: 8; 6: 3; 
EGFR_&_ErbB_Signaling, 447,  7, 16,  406, 1, 6, 890906, 21421.00, 1, 164.15, 1: 119; 2: 71; 3: 18; 4: 9; 5: 5; 6: 5; 
EGFR_&_ErbB_Signaling, 662,  6, 20,  406, 1, 6, 947610, 21421.00, 1, 164.15, 1: 122; 2: 67; 3: 16; 4: 10; 5: 10; 6: 2; 
EGFR_&_ErbB_Signaling, 449,  6, 18,  406, 1, 6, 865789, 21421.00, 1, 164.15, 1: 118; 2: 70; 3: 17; 4: 14; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 570,  7, 15,  406, 1, 6, 840840, 21421.00, 1, 164.15, 1: 113; 2: 77; 3: 18; 4: 11; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 609,  7, 15,  406, 1, 6, 840840, 21421.00, 1, 164.15, 1: 115; 2: 73; 3: 20; 4: 11; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 101,  7, 15,  406, 1, 6, 840840, 21421.00, 1, 164.15, 1: 116; 2: 75; 3: 15; 4: 13; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 310,  9, 12,  406, 1, 6, 865742, 21421.00, 1, 164.15, 1: 117; 2: 73; 3: 16; 4: 11; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 566, 12,  9,  406, 1, 6, 865922, 21421.00, 1, 164.15, 1: 117; 2: 71; 3: 18; 4: 13; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 562,  7, 17,  406, 1, 6, 940678, 21421.00, 1, 164.15, 1: 119; 2: 74; 3: 10; 4: 13; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 982,  6, 19,  407, 1, 6, 908299, 21421.00, 1, 164.15, 1: 114; 2: 74; 3: 20; 4: 12; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 360, 12,  9,  407, 1, 6, 865794, 21421.00, 1, 164.15, 1: 119; 2: 68; 3: 18; 4: 13; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 359,  7, 15,  407, 1, 6, 840840, 21421.00, 1, 164.15, 1: 114; 2: 78; 3: 14; 4: 12; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 161,  6, 20,  407, 1, 6, 948043, 21421.00, 1, 164.15, 1: 123; 2: 64; 3: 17; 4: 11; 5: 11; 6: 1; 
EGFR_&_ErbB_Signaling, 160,  8, 14,  407, 1, 6, 890941, 21421.00, 1, 164.15, 1: 120; 2: 69; 3: 14; 4: 15; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 174,  8, 13,  407, 1, 6, 830180, 21421.00, 1, 164.15, 1: 116; 2: 75; 3: 12; 4: 16; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 394,  6, 18,  407, 1, 6, 865771, 21421.00, 1, 164.15, 1: 115; 2: 76; 3: 15; 4: 11; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 157,  8, 13,  407, 1, 6, 830180, 21421.00, 1, 164.15, 1: 112; 2: 82; 3: 12; 4: 13; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 904,  9, 12,  407, 1, 6, 865781, 21421.00, 1, 164.15, 1: 116; 2: 71; 3: 21; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 882,  6, 19,  407, 1, 6, 908395, 21421.00, 1, 164.15, 1: 116; 2: 75; 3: 17; 4: 10; 5: 4; 6: 5; 
EGFR_&_ErbB_Signaling, 147,  7, 17,  407, 1, 6, 940530, 21421.00, 1, 164.15, 1: 115; 2: 76; 3: 16; 4: 10; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 764,  7, 15,  407, 1, 6, 840840, 21421.00, 1, 164.15, 1: 111; 2: 85; 3: 9; 4: 14; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 138,  7, 17,  407, 1, 6, 940881, 21421.00, 1, 164.15, 1: 119; 2: 69; 3: 17; 4: 13; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 781,  6, 20,  407, 1, 6, 947373, 21421.00, 1, 164.15, 1: 114; 2: 74; 3: 20; 4: 11; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling,  86,  9, 12,  407, 1, 6, 865817, 21421.00, 1, 164.15, 1: 114; 2: 76; 3: 17; 4: 13; 5: 4; 6: 3; 
EGFR_&_ErbB_Signaling, 846, 10, 11,  407, 1, 6, 879108, 21421.00, 1, 164.15, 1: 115; 2: 77; 3: 15; 4: 10; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 120, 12,  9,  407, 1, 6, 865831, 21421.00, 1, 164.15, 1: 115; 2: 78; 3: 9; 4: 17; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 806,  9, 12,  407, 1, 6, 865884, 21421.00, 1, 164.15, 1: 114; 2: 77; 3: 14; 4: 14; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 604,  8, 13,  407, 1, 6, 830180, 21421.00, 1, 164.15, 1: 113; 2: 76; 3: 18; 4: 13; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 245,  6, 20,  407, 1, 6, 947444, 21421.00, 1, 164.15, 1: 120; 2: 68; 3: 15; 4: 15; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 208,  8, 14,  407, 1, 6, 891143, 21421.00, 1, 164.15, 1: 116; 2: 71; 3: 20; 4: 13; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 669,  6, 18,  407, 1, 6, 865798, 21421.00, 1, 164.15, 1: 113; 2: 77; 3: 17; 4: 12; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 796,  6, 19,  408, 1, 6, 907839, 21421.00, 1, 164.15, 1: 115; 2: 71; 3: 22; 4: 11; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 158,  8, 14,  408, 1, 6, 891017, 21421.00, 1, 164.15, 1: 123; 2: 69; 3: 9; 4: 13; 5: 10; 6: 3; 
EGFR_&_ErbB_Signaling, 751,  7, 16,  408, 1, 6, 891246, 21421.00, 1, 164.15, 1: 121; 2: 67; 3: 16; 4: 12; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 779,  6, 20,  408, 1, 6, 947708, 21421.00, 1, 164.15, 1: 117; 2: 72; 3: 17; 4: 12; 5: 6; 6: 3; 
EGFR_&_ErbB_Signaling,  93,  7, 16,  408, 1, 6, 891068, 21421.00, 1, 164.15, 1: 112; 2: 76; 3: 17; 4: 18; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling, 649,  8, 14,  408, 1, 6, 891008, 21421.00, 1, 164.15, 1: 118; 2: 72; 3: 13; 4: 14; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 857,  8, 13,  408, 1, 6, 830180, 21421.00, 1, 164.15, 1: 114; 2: 78; 3: 13; 4: 12; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 704,  9, 12,  408, 1, 6, 865753, 21421.00, 1, 164.15, 1: 122; 2: 66; 3: 16; 4: 12; 5: 8; 6: 3; 
EGFR_&_ErbB_Signaling, 558, 11, 10,  408, 1, 6, 879212, 21421.00, 1, 164.15, 1: 115; 2: 75; 3: 17; 4: 10; 5: 8; 6: 2; 
EGFR_&_ErbB_Signaling, 264,  6, 18,  408, 1, 6, 865778, 21421.00, 1, 164.15, 1: 115; 2: 72; 3: 21; 4: 11; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 893, 12,  9,  408, 1, 6, 865799, 21421.00, 1, 164.15, 1: 118; 2: 71; 3: 15; 4: 13; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 111,  7, 17,  408, 1, 6, 940391, 21421.00, 1, 164.15, 1: 117; 2: 71; 3: 17; 4: 13; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 564,  6, 20,  408, 1, 6, 947663, 21421.00, 1, 164.15, 1: 117; 2: 69; 3: 20; 4: 15; 5: 3; 6: 3; 
EGFR_&_ErbB_Signaling, 431,  7, 15,  408, 1, 6, 840840, 21421.00, 1, 164.15, 1: 109; 2: 81; 3: 16; 4: 17; 5: 3; 6: 1; 
EGFR_&_ErbB_Signaling, 433,  6, 18,  408, 1, 6, 865848, 21421.00, 1, 164.15, 1: 114; 2: 77; 3: 15; 4: 12; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 983,  8, 14,  408, 1, 6, 891174, 21421.00, 1, 164.15, 1: 119; 2: 71; 3: 16; 4: 9; 5: 9; 6: 3; 
EGFR_&_ErbB_Signaling, 538, 11, 10,  408, 1, 6, 879124, 21421.00, 1, 164.15, 1: 116; 2: 71; 3: 17; 4: 17; 5: 5; 6: 1; 
EGFR_&_ErbB_Signaling, 862,  7, 16,  408, 1, 6, 891095, 21421.00, 1, 164.15, 1: 118; 2: 73; 3: 14; 4: 9; 5: 12; 6: 1; 
EGFR_&_ErbB_Signaling, 545,  7, 15,  408, 1, 6, 840840, 21421.00, 1, 164.15, 1: 116; 2: 76; 3: 14; 4: 10; 5: 8; 6: 3; 
EGFR_&_ErbB_Signaling, 497,  7, 16,  408, 1, 6, 891133, 21421.00, 1, 164.15, 1: 114; 2: 75; 3: 17; 4: 14; 5: 5; 6: 2; 
EGFR_&_ErbB_Signaling, 240,  8, 14,  408, 1, 6, 891234, 21421.00, 1, 164.15, 1: 118; 2: 73; 3: 15; 4: 9; 5: 9; 6: 3; 
EGFR_&_ErbB_Signaling, 794, 11, 10,  408, 1, 6, 879061, 21421.00, 1, 164.15, 1: 116; 2: 75; 3: 17; 4: 7; 5: 9; 6: 3; 
EGFR_&_ErbB_Signaling, 199,  7, 16,  409, 1, 6, 890864, 21421.00, 1, 164.15, 1: 113; 2: 77; 3: 15; 4: 14; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 761, 12,  9,  409, 1, 6, 865681, 21421.00, 1, 164.15, 1: 118; 2: 73; 3: 10; 4: 18; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 140,  6, 19,  409, 1, 6, 908276, 21421.00, 1, 164.15, 1: 118; 2: 68; 3: 19; 4: 13; 5: 8; 6: 1; 
EGFR_&_ErbB_Signaling, 518,  9, 12,  409, 1, 6, 865809, 21421.00, 1, 164.15, 1: 113; 2: 76; 3: 18; 4: 12; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 181, 11, 10,  409, 1, 6, 879101, 21421.00, 1, 164.15, 1: 117; 2: 73; 3: 16; 4: 11; 5: 6; 6: 4; 
EGFR_&_ErbB_Signaling, 842,  7, 17,  409, 1, 6, 940668, 21421.00, 1, 164.15, 1: 119; 2: 69; 3: 15; 4: 14; 5: 9; 6: 1; 
EGFR_&_ErbB_Signaling, 346, 10, 11,  409, 1, 6, 878914, 21421.00, 1, 164.15, 1: 114; 2: 72; 3: 21; 4: 14; 5: 4; 6: 2; 
EGFR_&_ErbB_Signaling, 494,  8, 14,  409, 1, 6, 891086, 21421.00, 1, 164.15, 1: 112; 2: 80; 3: 11; 4: 17; 5: 6; 6: 1; 
EGFR_&_ErbB_Signaling, 705,  7, 16,  409, 1, 6, 891141, 21421.00, 1, 164.15, 1: 122; 2: 66; 3: 14; 4: 14; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling, 683,  6, 19,  409, 1, 6, 908292, 21421.00, 1, 164.15, 1: 115; 2: 75; 3: 16; 4: 10; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 829, 12,  9,  409, 1, 6, 865769, 21421.00, 1, 164.15, 1: 118; 2: 70; 3: 16; 4: 14; 5: 7; 6: 2; 
EGFR_&_ErbB_Signaling, 506,  7, 16,  409, 1, 6, 890904, 21421.00, 1, 164.15, 1: 122; 2: 68; 3: 13; 4: 11; 5: 10; 6: 3; 
EGFR_&_ErbB_Signaling, 253, 11, 10,  409, 1, 6, 879022, 21421.00, 1, 164.15, 1: 115; 2: 76; 3: 14; 4: 11; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 847,  9, 12,  410, 1, 6, 865760, 21421.00, 1, 164.15, 1: 116; 2: 71; 3: 17; 4: 15; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 736, 11, 10,  410, 1, 6, 879141, 21421.00, 1, 164.15, 1: 119; 2: 68; 3: 18; 4: 12; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 548,  7, 17,  410, 1, 6, 940726, 21421.00, 1, 164.15, 1: 121; 2: 67; 3: 17; 4: 9; 5: 10; 6: 3; 
EGFR_&_ErbB_Signaling, 786, 10, 11,  410, 1, 6, 879095, 21421.00, 1, 164.15, 1: 118; 2: 70; 3: 16; 4: 12; 5: 10; 6: 1; 
EGFR_&_ErbB_Signaling, 452,  6, 18,  410, 1, 6, 865750, 21421.00, 1, 164.15, 1: 111; 2: 81; 3: 16; 4: 8; 5: 9; 6: 2; 
EGFR_&_ErbB_Signaling,  60,  6, 18,  410, 1, 6, 865843, 21421.00, 1, 164.15, 1: 114; 2: 76; 3: 14; 4: 15; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 209, 12,  9,  410, 1, 6, 865854, 21421.00, 1, 164.15, 1: 116; 2: 71; 3: 17; 4: 15; 5: 7; 6: 1; 
EGFR_&_ErbB_Signaling, 712,  7, 15,  410, 1, 6, 840840, 21421.00, 1, 164.15, 1: 110; 2: 77; 3: 20; 4: 15; 5: 4; 6: 1; 
EGFR_&_ErbB_Signaling, 192,  6, 19,  410, 1, 6, 908315, 21421.00, 1, 164.15, 1: 112; 2: 79; 3: 14; 4: 14; 5: 6; 6: 2; 
EGFR_&_ErbB_Signaling, 745,  8, 13,  410, 1, 6, 830180, 21421.00, 1, 164.15, 1: 114; 2: 76; 3: 15; 4: 14; 5: 5; 6: 3; 
EGFR_&_ErbB_Signaling, 197,  6, 18,  410, 1, 6, 865737, 21421.00, 1, 164.15, 1: 118; 2: 72; 3: 13; 4: 14; 5: 7; 6: 3; 
EGFR_&_ErbB_Signaling, 188,  6, 19,  411, 1, 6, 908252, 21421.00, 1, 164.15, 1: 116; 2: 70; 3: 19; 4: 13; 5: 8; 6: 1; 
