Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
193(640)
Melhor resultado nxn: CD4_T_cell_signaling, 990, 14, 14,  530, 1, 3, 1583733, 112548.32, 0, 0.00, 1: 183; 2: 142; 3: 21; 
CD4_T_cell_signaling, 218, 12, 17,  709, 0, 13, 1626361, 112548.32, 0, 274.44, 0: 4; 1: 132; 2: 115; 3: 58; 4: 22; 5: 12; 6: 2; 13: 1; 
CD4_T_cell_signaling, 511, 14, 14,  709, 0, 13, 1583906, 112548.32, 1, 274.44, 0: 4; 1: 145; 2: 99; 3: 56; 4: 29; 5: 10; 7: 1; 12: 1; 13: 1; 
CD4_T_cell_signaling, 184,  9, 21,  711, 0, 13, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 122; 3: 47; 4: 35; 5: 9; 13: 1; 
CD4_T_cell_signaling, 722, 12, 16,  712, 0, 13, 1539721, 112548.32, 1, 274.44, 0: 4; 1: 146; 2: 106; 3: 48; 4: 20; 5: 13; 6: 6; 7: 1; 9: 1; 13: 1; 
CD4_T_cell_signaling, 126, 12, 16,  712, 0, 13, 1539746, 112548.32, 1, 274.44, 0: 4; 1: 153; 2: 100; 3: 38; 4: 32; 5: 10; 6: 5; 7: 2; 10: 1; 13: 1; 
CD4_T_cell_signaling, 399,  8, 24,  719, 0, 13, 1539680, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 103; 3: 49; 4: 28; 5: 16; 6: 2; 7: 1; 13: 1; 
CD4_T_cell_signaling, 122, 16, 12,  719, 0, 13, 1539630, 112548.32, 1, 274.44, 0: 4; 1: 139; 2: 113; 3: 52; 4: 18; 5: 10; 6: 6; 7: 1; 8: 1; 12: 1; 13: 1; 
CD4_T_cell_signaling, 409, 16, 12,  732, 0, 13, 1539675, 112548.32, 1, 274.44, 0: 4; 1: 136; 2: 113; 3: 44; 4: 24; 5: 16; 6: 7; 7: 1; 13: 1; 
CD4_T_cell_signaling, 513,  9, 23,  736, 0, 13, 1649469, 112548.32, 1, 274.44, 0: 4; 1: 126; 2: 115; 3: 56; 4: 27; 5: 13; 6: 2; 7: 2; 13: 1; 
CD4_T_cell_signaling, 136,  8, 25,  736, 0, 13, 1606474, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 113; 3: 53; 4: 34; 5: 10; 6: 3; 7: 1; 13: 1; 
CD4_T_cell_signaling,  46,  9, 21,  746, 0, 13, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 136; 2: 100; 3: 54; 4: 26; 5: 20; 6: 4; 7: 1; 13: 1; 
CD4_T_cell_signaling, 515, 13, 15,  748, 0, 13, 1568216, 112548.32, 1, 274.44, 0: 4; 1: 119; 2: 126; 3: 47; 4: 32; 5: 10; 6: 4; 7: 3; 13: 1; 
CD4_T_cell_signaling, 368,  8, 24,  754, 0, 13, 1539685, 112548.32, 1, 274.44, 0: 4; 1: 141; 2: 93; 3: 51; 4: 30; 5: 17; 6: 7; 7: 2; 13: 1; 
CD4_T_cell_signaling, 216, 15, 13,  758, 0, 13, 1568221, 112548.32, 1, 274.44, 0: 4; 1: 125; 2: 110; 3: 56; 4: 32; 5: 10; 6: 5; 7: 2; 10: 1; 13: 1; 
CD4_T_cell_signaling, 736,  8, 25,  771, 0, 13, 1606642, 112548.32, 0, 274.44, 0: 4; 1: 106; 2: 125; 3: 59; 4: 36; 5: 11; 6: 2; 7: 2; 13: 1; 
CD4_T_cell_signaling, 521,  8, 25,  771, 0, 13, 1606635, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 105; 3: 45; 4: 42; 5: 15; 6: 6; 7: 1; 13: 1; 
CD4_T_cell_signaling, 298, 11, 18,  680, 0, 14, 1595606, 112548.32, 1, 274.44, 0: 4; 1: 144; 2: 121; 3: 41; 4: 21; 5: 11; 6: 3; 14: 1; 
CD4_T_cell_signaling, 487, 16, 12,  695, 0, 14, 1539678, 112548.32, 1, 274.44, 0: 4; 1: 151; 2: 107; 3: 44; 4: 22; 5: 13; 6: 3; 13: 1; 14: 1; 
CD4_T_cell_signaling, 929, 10, 19,  701, 0, 14, 1526087, 112548.32, 0, 274.44, 0: 4; 1: 130; 2: 116; 3: 66; 4: 21; 5: 6; 6: 1; 7: 1; 14: 1; 
CD4_T_cell_signaling, 762, 15, 13,  739, 0, 14, 1568276, 112548.32, 1, 274.44, 0: 4; 1: 121; 2: 128; 3: 42; 4: 33; 5: 13; 6: 3; 7: 1; 14: 1; 
CD4_T_cell_signaling,  60, 11, 18,  741, 0, 14, 1595506, 112548.32, 1, 274.44, 0: 4; 1: 139; 2: 108; 3: 42; 4: 32; 5: 13; 6: 5; 11: 1; 12: 1; 14: 1; 
CD4_T_cell_signaling, 297,  8, 25,  745, 0, 14, 1606452, 112548.32, 1, 274.44, 0: 4; 1: 123; 2: 112; 3: 62; 4: 28; 5: 12; 6: 2; 7: 2; 14: 1; 
CD4_T_cell_signaling, 958, 13, 15,  748, 0, 14, 1568205, 112548.32, 1, 274.44, 0: 4; 1: 122; 2: 113; 3: 63; 4: 28; 5: 8; 6: 4; 7: 3; 14: 1; 
CD4_T_cell_signaling,  95,  8, 25,  767, 0, 14, 1606629, 112548.32, 1, 274.44, 0: 4; 1: 109; 2: 127; 3: 53; 4: 33; 5: 16; 6: 2; 7: 1; 14: 1; 
CD4_T_cell_signaling, 916, 10, 19,  780, 0, 14, 1526053, 112548.32, 1, 274.44, 0: 4; 1: 122; 2: 104; 3: 51; 4: 43; 5: 16; 6: 4; 7: 1; 14: 1; 
CD4_T_cell_signaling, 401,  8, 26,  671, 0, 15, 1664230, 112548.32, 1, 274.44, 0: 4; 1: 149; 2: 115; 3: 44; 4: 22; 5: 9; 6: 2; 15: 1; 
CD4_T_cell_signaling, 547,  8, 24,  674, 0, 15, 1539760, 112548.32, 0, 274.44, 0: 4; 1: 133; 2: 133; 3: 51; 4: 16; 5: 5; 6: 3; 15: 1; 
CD4_T_cell_signaling, 746, 16, 12,  675, 0, 15, 1539720, 112548.32, 0, 274.44, 0: 4; 1: 116; 2: 162; 3: 45; 4: 12; 5: 5; 12: 1; 15: 1; 
CD4_T_cell_signaling,  76,  8, 26,  678, 0, 15, 1663982, 112548.32, 1, 274.44, 0: 4; 1: 147; 2: 113; 3: 48; 4: 22; 5: 8; 6: 3; 15: 1; 
CD4_T_cell_signaling, 591, 16, 12,  688, 0, 15, 1539706, 112548.32, 1, 274.44, 0: 4; 1: 138; 2: 130; 3: 37; 4: 21; 5: 10; 6: 5; 15: 1; 
CD4_T_cell_signaling, 602,  8, 26,  706, 0, 15, 1664372, 112548.32, 1, 274.44, 0: 4; 1: 141; 2: 110; 3: 48; 4: 27; 5: 13; 6: 1; 7: 1; 15: 1; 
CD4_T_cell_signaling,  40, 14, 14,  707, 0, 15, 1583750, 112548.32, 1, 274.44, 0: 4; 1: 144; 2: 110; 3: 44; 4: 26; 5: 11; 6: 5; 7: 1; 15: 1; 
CD4_T_cell_signaling, 673, 10, 20,  709, 0, 15, 1606530, 112548.32, 1, 274.44, 0: 4; 1: 144; 2: 104; 3: 46; 4: 32; 5: 14; 6: 1; 15: 1; 
CD4_T_cell_signaling, 583,  9, 23,  714, 0, 15, 1649716, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 101; 3: 59; 4: 25; 5: 13; 13: 1; 15: 1; 
CD4_T_cell_signaling, 148,  8, 25,  715, 0, 15, 1606551, 112548.32, 1, 274.44, 0: 4; 1: 129; 2: 118; 3: 58; 4: 23; 5: 10; 6: 2; 7: 1; 15: 1; 
CD4_T_cell_signaling, 196, 12, 17,  721, 0, 15, 1626084, 112548.32, 1, 274.44, 0: 4; 1: 132; 2: 118; 3: 49; 4: 28; 5: 9; 6: 4; 10: 1; 15: 1; 
CD4_T_cell_signaling, 302,  8, 24,  721, 0, 15, 1539696, 112548.32, 1, 274.44, 0: 4; 1: 138; 2: 112; 3: 49; 4: 24; 5: 11; 6: 5; 8: 2; 15: 1; 
CD4_T_cell_signaling, 561, 16, 12,  723, 0, 15, 1539735, 112548.32, 0, 274.44, 0: 4; 1: 144; 2: 105; 3: 49; 4: 21; 5: 14; 6: 5; 7: 2; 9: 1; 15: 1; 
CD4_T_cell_signaling, 743,  8, 24,  724, 0, 15, 1539765, 112548.32, 1, 274.44, 0: 4; 1: 136; 2: 113; 3: 49; 4: 25; 5: 12; 6: 4; 7: 1; 9: 1; 15: 1; 
CD4_T_cell_signaling, 347, 15, 13,  725, 0, 15, 1568105, 112548.32, 1, 274.44, 0: 4; 1: 124; 2: 129; 3: 42; 4: 32; 5: 11; 6: 2; 7: 1; 15: 1; 
CD4_T_cell_signaling, 191, 16, 12,  728, 0, 15, 1539718, 112548.32, 0, 274.44, 0: 4; 1: 138; 2: 97; 3: 71; 4: 21; 5: 8; 6: 2; 7: 2; 9: 2; 15: 1; 
CD4_T_cell_signaling, 425, 11, 18,  732, 0, 15, 1595571, 112548.32, 1, 274.44, 0: 4; 1: 136; 2: 108; 3: 51; 4: 26; 5: 13; 6: 6; 7: 1; 15: 1; 
CD4_T_cell_signaling, 222,  9, 23,  738, 0, 15, 1649504, 112548.32, 1, 274.44, 0: 4; 1: 124; 2: 118; 3: 51; 4: 32; 5: 14; 6: 2; 15: 1; 
CD4_T_cell_signaling, 103, 15, 13,  739, 0, 15, 1568112, 112548.32, 1, 274.44, 0: 4; 1: 125; 2: 120; 3: 53; 4: 27; 5: 10; 6: 2; 7: 2; 8: 2; 15: 1; 
CD4_T_cell_signaling, 971, 15, 13,  740, 0, 15, 1568146, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 111; 3: 52; 4: 35; 5: 12; 6: 2; 7: 1; 15: 1; 
CD4_T_cell_signaling, 223,  9, 21,  742, 0, 15, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 116; 3: 47; 4: 31; 5: 13; 6: 5; 7: 1; 15: 1; 
CD4_T_cell_signaling, 316, 12, 17,  744, 0, 15, 1626046, 112548.32, 1, 274.44, 0: 4; 1: 118; 2: 124; 3: 52; 4: 33; 5: 10; 6: 3; 7: 1; 15: 1; 
CD4_T_cell_signaling, 961, 15, 13,  752, 0, 15, 1568189, 112548.32, 1, 274.44, 0: 4; 1: 125; 2: 118; 3: 46; 4: 31; 5: 15; 6: 3; 7: 3; 15: 1; 
CD4_T_cell_signaling, 107, 15, 13,  752, 0, 15, 1568267, 112548.32, 1, 274.44, 0: 4; 1: 123; 2: 109; 3: 64; 4: 26; 5: 14; 6: 5; 15: 1; 
CD4_T_cell_signaling, 233, 15, 13,  765, 0, 15, 1568196, 112548.32, 1, 274.44, 0: 4; 1: 119; 2: 121; 3: 51; 4: 26; 5: 17; 6: 4; 7: 2; 9: 1; 15: 1; 
CD4_T_cell_signaling, 449, 13, 15,  768, 0, 15, 1568311, 112548.32, 1, 274.44, 0: 4; 1: 123; 2: 110; 3: 56; 4: 32; 5: 15; 6: 4; 15: 2; 
CD4_T_cell_signaling, 781,  8, 26,  681, 0, 16, 1664218, 112548.32, 1, 274.44, 0: 4; 1: 144; 2: 118; 3: 49; 4: 18; 5: 8; 6: 2; 7: 2; 16: 1; 
CD4_T_cell_signaling,  24,  8, 24,  685, 0, 16, 1539773, 112548.32, 0, 274.44, 0: 4; 1: 142; 2: 109; 3: 64; 4: 17; 5: 6; 6: 2; 7: 1; 16: 1; 
CD4_T_cell_signaling, 424,  8, 26,  688, 0, 16, 1664365, 112548.32, 1, 274.44, 0: 4; 1: 150; 2: 113; 3: 46; 4: 16; 5: 11; 6: 4; 15: 1; 16: 1; 
CD4_T_cell_signaling, 815, 16, 12,  693, 0, 16, 1539651, 112548.32, 1, 274.44, 0: 4; 1: 150; 2: 108; 3: 49; 4: 18; 5: 12; 6: 3; 14: 1; 16: 1; 
CD4_T_cell_signaling, 833,  8, 26,  707, 0, 16, 1664200, 112548.32, 1, 274.44, 0: 4; 1: 150; 2: 98; 3: 49; 4: 28; 5: 11; 6: 4; 7: 1; 16: 1; 
CD4_T_cell_signaling, 998, 16, 12,  711, 0, 16, 1539710, 112548.32, 1, 274.44, 0: 4; 1: 138; 2: 118; 3: 49; 4: 18; 5: 10; 6: 6; 7: 1; 9: 1; 16: 1; 
CD4_T_cell_signaling,  10, 14, 14,  712, 0, 16, 1583926, 112548.32, 0, 274.44, 0: 4; 1: 143; 2: 103; 3: 50; 4: 29; 5: 15; 6: 1; 16: 1; 
CD4_T_cell_signaling, 676, 16, 12,  713, 0, 16, 1539697, 112548.32, 1, 274.44, 0: 4; 1: 152; 2: 95; 3: 50; 4: 26; 5: 12; 6: 4; 7: 1; 10: 1; 16: 1; 
CD4_T_cell_signaling, 964, 13, 15,  730, 0, 16, 1568153, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 124; 3: 50; 4: 22; 5: 10; 6: 5; 7: 1; 13: 1; 16: 1; 
CD4_T_cell_signaling, 501, 14, 14,  737, 0, 16, 1583847, 112548.32, 1, 274.44, 0: 4; 1: 132; 2: 115; 3: 51; 4: 21; 5: 13; 6: 7; 7: 1; 8: 1; 16: 1; 
CD4_T_cell_signaling, 313, 14, 14,  738, 0, 16, 1583845, 112548.32, 1, 274.44, 0: 4; 1: 146; 2: 101; 3: 44; 4: 26; 5: 16; 6: 5; 7: 2; 14: 1; 16: 1; 
CD4_T_cell_signaling, 408, 13, 15,  768, 0, 16, 1568194, 112548.32, 1, 274.44, 0: 4; 1: 114; 2: 120; 3: 59; 4: 27; 5: 15; 6: 4; 7: 2; 16: 1; 
CD4_T_cell_signaling, 548,  8, 26,  773, 0, 16, 1664448, 112548.32, 0, 274.44, 0: 4; 1: 101; 2: 124; 3: 76; 4: 27; 5: 6; 6: 7; 16: 1; 
CD4_T_cell_signaling, 516,  9, 22,  684, 0, 17, 1595664, 112548.32, 1, 274.44, 0: 4; 1: 158; 2: 97; 3: 49; 4: 21; 5: 12; 6: 4; 17: 1; 
CD4_T_cell_signaling, 799, 16, 12,  704, 0, 17, 1539706, 112548.32, 1, 274.44, 0: 4; 1: 151; 2: 100; 3: 48; 4: 23; 5: 14; 6: 5; 17: 1; 
CD4_T_cell_signaling,  17,  8, 24,  711, 0, 17, 1539765, 112548.32, 1, 274.44, 0: 4; 1: 152; 2: 102; 3: 51; 4: 15; 5: 11; 6: 4; 7: 2; 8: 4; 17: 1; 
CD4_T_cell_signaling, 922,  9, 21,  713, 0, 17, 1527876, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 131; 3: 44; 4: 23; 5: 12; 6: 2; 10: 1; 17: 1; 
CD4_T_cell_signaling, 193, 16, 12,  714, 0, 17, 1539663, 112548.32, 1, 274.44, 0: 4; 1: 148; 2: 106; 3: 42; 4: 25; 5: 13; 6: 4; 7: 2; 8: 1; 17: 1; 
CD4_T_cell_signaling, 144, 14, 14,  717, 0, 17, 1583716, 112548.32, 0, 274.44, 0: 4; 1: 140; 2: 107; 3: 53; 4: 23; 5: 14; 6: 3; 7: 1; 17: 1; 
CD4_T_cell_signaling, 481,  8, 24,  720, 0, 17, 1539712, 112548.32, 1, 274.44, 0: 4; 1: 133; 2: 116; 3: 52; 4: 25; 5: 9; 6: 5; 7: 1; 17: 1; 
CD4_T_cell_signaling, 175,  8, 25,  728, 0, 17, 1606796, 112548.32, 1, 274.44, 0: 4; 1: 133; 2: 109; 3: 52; 4: 36; 5: 8; 6: 1; 7: 2; 17: 1; 
CD4_T_cell_signaling, 464, 16, 12,  733, 0, 17, 1539623, 112548.32, 1, 274.44, 0: 4; 1: 138; 2: 100; 3: 59; 4: 30; 5: 10; 6: 2; 8: 1; 11: 1; 17: 1; 
CD4_T_cell_signaling, 291,  9, 23,  733, 0, 17, 1649997, 112548.32, 1, 274.44, 0: 4; 1: 119; 2: 124; 3: 60; 4: 25; 5: 11; 7: 2; 17: 1; 
CD4_T_cell_signaling, 242,  9, 23,  735, 0, 17, 1649907, 112548.32, 1, 274.44, 0: 4; 1: 124; 2: 124; 3: 47; 4: 29; 5: 14; 6: 2; 7: 1; 17: 1; 
CD4_T_cell_signaling, 796, 15, 13,  738, 0, 17, 1568137, 112548.32, 1, 274.44, 0: 4; 1: 126; 2: 112; 3: 60; 4: 29; 5: 10; 6: 3; 7: 1; 17: 1; 
CD4_T_cell_signaling, 274, 15, 13,  740, 0, 17, 1568141, 112548.32, 1, 274.44, 0: 4; 1: 131; 2: 111; 3: 49; 4: 34; 5: 10; 6: 5; 7: 1; 17: 1; 
CD4_T_cell_signaling, 804, 12, 17,  743, 0, 17, 1626070, 112548.32, 1, 274.44, 0: 4; 1: 124; 2: 115; 3: 59; 4: 25; 5: 15; 6: 1; 7: 2; 17: 1; 
CD4_T_cell_signaling, 397, 16, 12,  745, 0, 17, 1539698, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 99; 3: 45; 4: 33; 5: 15; 6: 3; 7: 4; 17: 1; 
CD4_T_cell_signaling, 725, 15, 13,  746, 0, 17, 1568239, 112548.32, 1, 274.44, 0: 4; 1: 125; 2: 116; 3: 49; 4: 33; 5: 15; 6: 3; 17: 1; 
CD4_T_cell_signaling, 526, 15, 13,  746, 0, 17, 1568256, 112548.32, 1, 274.44, 0: 4; 1: 127; 2: 116; 3: 54; 4: 24; 5: 15; 6: 2; 7: 2; 11: 1; 17: 1; 
CD4_T_cell_signaling, 367, 15, 13,  760, 0, 17, 1568159, 112548.32, 1, 274.44, 0: 4; 1: 114; 2: 122; 3: 55; 4: 35; 5: 11; 6: 3; 7: 1; 17: 1; 
CD4_T_cell_signaling, 671, 13, 15,  769, 0, 17, 1568293, 112548.32, 1, 274.44, 0: 4; 1: 120; 2: 112; 3: 54; 4: 35; 5: 15; 6: 4; 7: 1; 17: 1; 
CD4_T_cell_signaling, 251,  8, 25,  780, 0, 17, 1606536, 112548.32, 1, 274.44, 0: 4; 1: 119; 2: 115; 3: 50; 4: 29; 5: 22; 6: 4; 7: 2; 17: 1; 
CD4_T_cell_signaling, 214, 14, 14,  650, 0, 18, 1583723, 112548.32, 0, 274.44, 0: 4; 1: 148; 2: 119; 3: 55; 4: 15; 5: 3; 6: 1; 18: 1; 
CD4_T_cell_signaling, 649, 10, 20,  672, 0, 18, 1606555, 112548.32, 0, 274.44, 0: 4; 1: 147; 2: 107; 3: 63; 4: 16; 5: 8; 18: 1; 
CD4_T_cell_signaling,  37,  8, 25,  684, 0, 18, 1606491, 112548.32, 0, 274.44, 0: 4; 1: 120; 2: 148; 3: 52; 4: 14; 5: 4; 6: 3; 18: 1; 
CD4_T_cell_signaling, 606,  9, 22,  697, 0, 18, 1595546, 112548.32, 1, 274.44, 0: 4; 1: 145; 2: 111; 3: 53; 4: 20; 5: 9; 6: 2; 16: 1; 18: 1; 
CD4_T_cell_signaling, 889, 10, 20,  715, 0, 18, 1606581, 112548.32, 1, 274.44, 0: 4; 1: 150; 2: 97; 3: 52; 4: 21; 5: 14; 6: 6; 7: 1; 18: 1; 
CD4_T_cell_signaling, 760,  8, 26,  724, 0, 18, 1664508, 112548.32, 1, 274.44, 0: 4; 1: 140; 2: 110; 3: 51; 4: 21; 5: 9; 6: 9; 10: 1; 18: 1; 
CD4_T_cell_signaling, 150, 16, 12,  728, 0, 18, 1539745, 112548.32, 1, 274.44, 0: 4; 1: 137; 2: 117; 3: 39; 4: 33; 5: 10; 6: 3; 7: 1; 15: 1; 18: 1; 
CD4_T_cell_signaling, 518, 13, 15,  728, 0, 18, 1568174, 112548.32, 1, 274.44, 0: 4; 1: 129; 2: 120; 3: 45; 4: 30; 5: 16; 6: 1; 18: 1; 
CD4_T_cell_signaling, 900,  8, 26,  734, 0, 18, 1664099, 112548.32, 1, 274.44, 0: 4; 1: 134; 2: 114; 3: 46; 4: 26; 5: 16; 6: 3; 7: 2; 18: 1; 
CD4_T_cell_signaling, 330, 13, 15,  738, 0, 18, 1568062, 112548.32, 1, 274.44, 0: 4; 1: 125; 2: 111; 3: 58; 4: 38; 5: 8; 7: 1; 18: 1; 
CD4_T_cell_signaling,  78, 13, 15,  745, 0, 18, 1568132, 112548.32, 1, 274.44, 0: 4; 1: 125; 2: 129; 3: 36; 4: 27; 5: 19; 6: 2; 7: 3; 18: 1; 
CD4_T_cell_signaling, 514,  9, 23,  760, 0, 18, 1649540, 112548.32, 1, 274.44, 0: 4; 1: 113; 2: 133; 3: 55; 4: 28; 5: 7; 6: 2; 7: 1; 15: 1; 17: 1; 18: 1; 
CD4_T_cell_signaling, 667, 16, 12,  780, 0, 18, 1539732, 112548.32, 1, 274.44, 0: 4; 1: 134; 2: 103; 3: 47; 4: 27; 5: 15; 6: 9; 7: 4; 8: 2; 18: 1; 
CD4_T_cell_signaling, 346,  9, 23,  787, 0, 18, 1649798, 112548.32, 1, 274.44, 0: 4; 1: 115; 2: 117; 3: 53; 4: 33; 5: 13; 6: 7; 7: 2; 8: 1; 18: 1; 
CD4_T_cell_signaling,  16, 16, 12,  666, 0, 19, 1539679, 112548.32, 0, 274.44, 0: 4; 1: 142; 2: 118; 3: 60; 4: 17; 5: 3; 6: 1; 19: 1; 
CD4_T_cell_signaling, 827,  8, 24,  672, 0, 19, 1539696, 112548.32, 0, 274.44, 0: 4; 1: 144; 2: 116; 3: 57; 4: 17; 5: 4; 6: 3; 19: 1; 
CD4_T_cell_signaling, 166,  8, 24,  689, 0, 19, 1539743, 112548.32, 1, 274.44, 0: 4; 1: 155; 2: 102; 3: 45; 4: 24; 5: 12; 6: 1; 7: 2; 19: 1; 
CD4_T_cell_signaling, 205, 15, 13,  697, 0, 19, 1568206, 112548.32, 0, 274.44, 0: 4; 1: 114; 2: 142; 3: 66; 4: 14; 5: 4; 6: 1; 19: 1; 
CD4_T_cell_signaling, 776, 11, 18,  699, 0, 19, 1595491, 112548.32, 1, 274.44, 0: 4; 1: 149; 2: 108; 3: 44; 4: 26; 5: 9; 6: 3; 7: 1; 9: 1; 19: 1; 
CD4_T_cell_signaling, 414,  8, 26,  703, 0, 19, 1664383, 112548.32, 1, 274.44, 0: 4; 1: 136; 2: 123; 3: 48; 4: 21; 5: 6; 6: 6; 8: 1; 19: 1; 
CD4_T_cell_signaling, 556,  8, 26,  704, 0, 19, 1664075, 112548.32, 0, 274.44, 0: 4; 1: 137; 2: 115; 3: 62; 4: 17; 5: 6; 6: 2; 8: 1; 14: 1; 19: 1; 
CD4_T_cell_signaling, 230, 16, 12,  710, 0, 19, 1539740, 112548.32, 1, 274.44, 0: 4; 1: 146; 2: 106; 3: 46; 4: 27; 5: 9; 6: 7; 19: 1; 
CD4_T_cell_signaling,  11, 16, 12,  713, 0, 19, 1539668, 112548.32, 1, 274.44, 0: 4; 1: 139; 2: 116; 3: 47; 4: 20; 5: 13; 6: 5; 7: 1; 19: 1; 
CD4_T_cell_signaling, 880, 16, 12,  725, 0, 19, 1539711, 112548.32, 1, 274.44, 0: 4; 1: 142; 2: 113; 3: 40; 4: 26; 5: 11; 6: 6; 7: 2; 9: 1; 19: 1; 
CD4_T_cell_signaling, 510, 12, 17,  731, 0, 19, 1626472, 112548.32, 1, 274.44, 0: 4; 1: 137; 2: 107; 3: 49; 4: 32; 5: 11; 6: 4; 7: 1; 19: 1; 
CD4_T_cell_signaling, 680, 10, 19,  734, 0, 19, 1526064, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 112; 3: 51; 4: 41; 5: 8; 6: 1; 19: 1; 
CD4_T_cell_signaling, 883, 15, 13,  740, 0, 19, 1568167, 112548.32, 1, 274.44, 0: 4; 1: 129; 2: 108; 3: 59; 4: 30; 5: 12; 6: 2; 7: 1; 19: 1; 
CD4_T_cell_signaling,  96, 16, 12,  742, 0, 19, 1539747, 112548.32, 1, 274.44, 0: 4; 1: 132; 2: 112; 3: 53; 4: 24; 5: 10; 6: 8; 7: 2; 19: 1; 
CD4_T_cell_signaling, 590, 15, 13,  745, 0, 19, 1568192, 112548.32, 1, 274.44, 0: 4; 1: 120; 2: 123; 3: 48; 4: 35; 5: 14; 6: 1; 19: 1; 
CD4_T_cell_signaling, 300, 13, 15,  757, 0, 19, 1568143, 112548.32, 1, 274.44, 0: 4; 1: 126; 2: 108; 3: 59; 4: 27; 5: 16; 6: 4; 7: 1; 19: 1; 
CD4_T_cell_signaling, 153, 15, 13,  757, 0, 19, 1568252, 112548.32, 1, 274.44, 0: 4; 1: 117; 2: 115; 3: 66; 4: 28; 5: 13; 6: 1; 10: 1; 19: 1; 
CD4_T_cell_signaling, 681, 14, 14,  763, 0, 19, 1583800, 112548.32, 1, 274.44, 0: 4; 1: 130; 2: 108; 3: 49; 4: 26; 5: 22; 6: 5; 7: 1; 19: 1; 
CD4_T_cell_signaling, 668, 13, 15,  764, 0, 19, 1568087, 112548.32, 1, 274.44, 0: 4; 1: 115; 2: 125; 3: 50; 4: 31; 5: 15; 6: 4; 7: 1; 19: 1; 
CD4_T_cell_signaling, 108, 13, 15,  771, 0, 19, 1568076, 112548.32, 0, 274.44, 0: 4; 1: 113; 2: 121; 3: 61; 4: 31; 5: 10; 6: 4; 16: 1; 19: 1; 
CD4_T_cell_signaling, 832, 14, 14,  716, 0, 20, 1583835, 112548.32, 1, 274.44, 0: 4; 1: 145; 2: 108; 3: 51; 4: 15; 5: 16; 6: 3; 7: 1; 8: 1; 9: 1; 20: 1; 
CD4_T_cell_signaling, 314, 16, 12,  730, 0, 20, 1539753, 112548.32, 1, 274.44, 0: 4; 1: 139; 2: 117; 3: 45; 4: 25; 5: 9; 6: 4; 15: 1; 18: 1; 20: 1; 
CD4_T_cell_signaling, 369,  9, 23,  731, 0, 20, 1649884, 112548.32, 1, 274.44, 0: 4; 1: 125; 2: 119; 3: 54; 4: 33; 5: 8; 6: 1; 8: 1; 20: 1; 
CD4_T_cell_signaling, 652, 15, 13,  733, 0, 20, 1568139, 112548.32, 1, 274.44, 0: 4; 1: 124; 2: 117; 3: 57; 4: 32; 5: 10; 6: 1; 20: 1; 
CD4_T_cell_signaling, 914,  9, 23,  739, 0, 20, 1649644, 112548.32, 0, 274.44, 0: 4; 1: 128; 2: 116; 3: 51; 4: 32; 5: 12; 6: 1; 12: 1; 20: 1; 
CD4_T_cell_signaling, 476, 15, 13,  743, 0, 20, 1568214, 112548.32, 1, 274.44, 0: 4; 1: 118; 2: 124; 3: 55; 4: 31; 5: 11; 6: 1; 7: 1; 20: 1; 
CD4_T_cell_signaling, 855, 12, 17,  745, 0, 20, 1626478, 112548.32, 1, 274.44, 0: 4; 1: 117; 2: 124; 3: 55; 4: 33; 5: 10; 6: 1; 7: 1; 20: 1; 
CD4_T_cell_signaling, 696, 12, 17,  749, 0, 20, 1626081, 112548.32, 1, 274.44, 0: 4; 1: 134; 2: 102; 3: 55; 4: 28; 5: 18; 6: 4; 20: 1; 
CD4_T_cell_signaling, 712, 16, 12,  749, 0, 20, 1539684, 112548.32, 1, 274.44, 0: 4; 1: 128; 2: 114; 3: 59; 4: 18; 5: 12; 6: 9; 10: 1; 20: 1; 
CD4_T_cell_signaling, 478, 12, 17,  750, 0, 20, 1626513, 112548.32, 1, 274.44, 0: 4; 1: 121; 2: 120; 3: 53; 4: 27; 5: 18; 6: 2; 20: 1; 
CD4_T_cell_signaling, 404,  8, 25,  763, 0, 20, 1606640, 112548.32, 1, 274.44, 0: 4; 1: 111; 2: 134; 3: 44; 4: 34; 5: 13; 6: 4; 7: 1; 20: 1; 
CD4_T_cell_signaling, 207, 13, 15,  770, 0, 20, 1568173, 112548.32, 1, 274.44, 0: 4; 1: 110; 2: 128; 3: 58; 4: 22; 5: 16; 6: 7; 20: 1; 
CD4_T_cell_signaling, 466, 12, 17,  770, 0, 20, 1626328, 112548.32, 1, 274.44, 0: 4; 1: 124; 2: 109; 3: 59; 4: 24; 5: 17; 6: 6; 7: 2; 20: 1; 
