Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
13(156)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 465, 10, 10,  190, 1, 3, 796130, 24388.44, 0, 0.00, 1: 114; 2: 32; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  91,  7, 13,  255, 0, 6, 728910, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 38; 3: 14; 4: 11; 5: 4; 6: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 597,  6, 17,  256, 0, 6, 804994, 24388.44, 1, 92.73, 0: 25; 1: 52; 2: 41; 3: 12; 4: 16; 5: 2; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 242,  6, 17,  256, 0, 6, 805138, 24388.44, 1, 92.73, 0: 25; 1: 53; 2: 42; 3: 10; 4: 12; 5: 7; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  53,  7, 13,  256, 0, 6, 728910, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 34; 3: 18; 4: 8; 5: 8; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 737,  6, 17,  256, 0, 6, 804993, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 37; 3: 13; 4: 13; 5: 6; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 711,  7, 15,  256, 0, 6, 827105, 24388.44, 1, 92.73, 0: 25; 1: 50; 2: 43; 3: 15; 4: 11; 5: 5; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 434,  6, 17,  256, 0, 6, 805148, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 37; 3: 13; 4: 13; 5: 6; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 343,  6, 17,  258, 0, 6, 805185, 24388.44, 1, 92.73, 0: 25; 1: 52; 2: 40; 3: 13; 4: 14; 5: 5; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 792,  6, 17,  258, 0, 6, 804915, 24388.44, 1, 92.73, 0: 25; 1: 50; 2: 43; 3: 15; 4: 10; 5: 5; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 524,  7, 15,  259, 0, 6, 826522, 24388.44, 1, 92.73, 0: 25; 1: 46; 2: 48; 3: 16; 4: 8; 5: 5; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 166,  6, 17,  260, 0, 6, 804985, 24388.44, 1, 92.73, 0: 25; 1: 52; 2: 40; 3: 13; 4: 12; 5: 7; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 556,  7, 13,  262, 0, 6, 728910, 24388.44, 1, 92.73, 0: 25; 1: 50; 2: 41; 3: 13; 4: 16; 5: 3; 6: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 340,  6, 17,  264, 0, 6, 805242, 24388.44, 1, 92.73, 0: 25; 1: 47; 2: 45; 3: 14; 4: 11; 5: 7; 6: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 713, 10, 10,  198, 0, 7, 796313, 24388.44, 1, 92.73, 0: 25; 1: 77; 2: 37; 3: 3; 4: 5; 5: 1; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 399, 12,  8,  199, 0, 7, 764350, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 37; 3: 7; 4: 4; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 176, 10, 10,  202, 0, 7, 795923, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 36; 3: 8; 4: 5; 5: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 666, 12,  8,  206, 0, 7, 764313, 24388.44, 1, 92.73, 0: 25; 1: 75; 2: 34; 3: 8; 4: 4; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 729,  6, 16,  208, 0, 7, 764358, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 31; 3: 13; 4: 4; 5: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 574, 12,  8,  208, 0, 7, 764349, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 35; 3: 8; 4: 7; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  97,  8, 12,  209, 0, 7, 764268, 24388.44, 1, 92.73, 0: 25; 1: 77; 2: 28; 3: 9; 4: 8; 5: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 856,  8, 12,  209, 0, 7, 764361, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 38; 3: 11; 4: 6; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  80, 12,  8,  210, 0, 7, 764483, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 36; 3: 6; 4: 6; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 735, 12,  8,  212, 0, 7, 764285, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 32; 3: 9; 4: 5; 5: 4; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 919, 12,  8,  212, 0, 7, 764465, 24388.44, 1, 92.73, 0: 25; 1: 65; 2: 42; 3: 13; 4: 3; 5: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 405, 12,  8,  213, 0, 7, 764379, 24388.44, 1, 92.73, 0: 25; 1: 67; 2: 42; 3: 8; 4: 5; 5: 1; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 439, 12,  8,  213, 0, 7, 764445, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 37; 3: 12; 4: 3; 5: 3; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 111, 10, 10,  214, 0, 7, 796010, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 29; 3: 13; 4: 5; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 314, 12,  8,  214, 0, 7, 764310, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 32; 3: 10; 4: 5; 5: 4; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 784, 10, 10,  214, 0, 7, 795960, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 33; 3: 7; 4: 9; 5: 1; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 761,  8, 12,  214, 0, 7, 764424, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 34; 3: 13; 4: 6; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 942,  8, 12,  215, 0, 7, 764425, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 35; 3: 8; 4: 8; 5: 1; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  73,  6, 18,  215, 0, 7, 846487, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 34; 3: 9; 4: 8; 5: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 414, 12,  8,  215, 0, 7, 764398, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 34; 3: 9; 4: 8; 5: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 299, 10, 10,  216, 0, 7, 795975, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 39; 3: 6; 4: 7; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 599, 10, 10,  216, 0, 7, 795889, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 35; 3: 11; 4: 5; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 826,  8, 12,  217, 0, 7, 764378, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 34; 3: 10; 4: 6; 5: 1; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 590,  6, 18,  217, 0, 7, 846326, 24388.44, 1, 92.73, 0: 25; 1: 64; 2: 42; 3: 12; 4: 4; 5: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  62,  7, 14,  218, 0, 7, 780756, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 29; 3: 10; 4: 10; 5: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 362,  8, 12,  219, 0, 7, 764437, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 28; 3: 11; 4: 10; 5: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 543, 12,  8,  219, 0, 7, 764386, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 35; 3: 11; 4: 5; 5: 4; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 587, 10, 10,  220, 0, 7, 795857, 24388.44, 1, 92.73, 0: 25; 1: 67; 2: 40; 3: 8; 4: 5; 5: 2; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 480, 10, 10,  220, 0, 7, 796060, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 32; 3: 11; 4: 6; 5: 3; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 530, 10, 10,  220, 0, 7, 795949, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 32; 3: 10; 4: 8; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 842, 10, 10,  220, 0, 7, 795991, 24388.44, 1, 92.73, 0: 25; 1: 64; 2: 41; 3: 10; 4: 8; 5: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 593, 12,  8,  222, 0, 7, 764319, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 31; 3: 10; 4: 6; 5: 3; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 644, 12,  8,  222, 0, 7, 764430, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 34; 3: 9; 4: 7; 5: 2; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  60,  7, 14,  222, 0, 7, 780913, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 33; 3: 11; 4: 9; 5: 1; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 213, 10, 10,  222, 0, 7, 795902, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 34; 3: 9; 4: 5; 5: 1; 6: 4; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 406,  6, 18,  222, 0, 7, 846318, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 33; 3: 8; 4: 7; 5: 4; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 811,  6, 18,  223, 0, 7, 845949, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 29; 3: 13; 4: 8; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 116, 12,  8,  223, 0, 7, 764412, 24388.44, 1, 92.73, 0: 25; 1: 66; 2: 43; 3: 6; 4: 4; 5: 2; 6: 1; 7: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 491, 10, 10,  223, 0, 7, 795739, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 27; 3: 11; 4: 13; 5: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 923, 12,  8,  223, 0, 7, 764328, 24388.44, 0, 92.73, 0: 25; 1: 71; 2: 31; 3: 10; 4: 9; 5: 1; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 586,  8, 12,  223, 0, 7, 764404, 24388.44, 1, 92.73, 0: 25; 1: 73; 2: 26; 3: 13; 4: 8; 5: 4; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 536,  8, 12,  224, 0, 7, 764391, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 36; 3: 10; 4: 5; 5: 3; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 347,  7, 15,  224, 0, 7, 826789, 24388.44, 1, 92.73, 0: 25; 1: 63; 2: 40; 3: 12; 4: 7; 5: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  90, 12,  8,  224, 0, 7, 764503, 24388.44, 1, 92.73, 0: 25; 1: 67; 2: 36; 3: 11; 4: 7; 5: 1; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 200, 10, 10,  224, 0, 7, 796062, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 30; 3: 12; 4: 7; 5: 2; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 349, 12,  8,  224, 0, 7, 764355, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 31; 3: 10; 4: 7; 5: 4; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 796, 12,  8,  224, 0, 7, 764489, 24388.44, 1, 92.73, 0: 25; 1: 67; 2: 32; 3: 15; 4: 9; 5: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 326, 12,  8,  225, 0, 7, 764405, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 30; 3: 13; 4: 8; 5: 1; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 445,  7, 14,  225, 0, 7, 780782, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 34; 3: 10; 4: 9; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  11,  8, 12,  225, 0, 7, 764444, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 33; 3: 12; 4: 7; 5: 4; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 852,  6, 18,  225, 0, 7, 846588, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 33; 3: 12; 4: 7; 5: 4; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 580,  7, 14,  225, 0, 7, 780890, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 31; 3: 12; 4: 10; 5: 1; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 677,  6, 16,  225, 0, 7, 764398, 24388.44, 1, 92.73, 0: 25; 1: 74; 2: 24; 3: 11; 4: 12; 5: 3; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 198, 10, 10,  225, 0, 7, 796042, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 31; 3: 13; 4: 5; 5: 3; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 912,  8, 12,  226, 0, 7, 764479, 24388.44, 1, 92.73, 0: 25; 1: 66; 2: 34; 3: 16; 4: 3; 5: 5; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 509,  6, 18,  227, 0, 7, 846298, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 31; 3: 14; 4: 8; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 876,  6, 16,  227, 0, 7, 764529, 24388.44, 1, 92.73, 0: 25; 1: 66; 2: 39; 3: 6; 4: 9; 5: 2; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 377,  6, 18,  228, 0, 7, 846062, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 28; 3: 14; 4: 9; 5: 1; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 925,  6, 18,  228, 0, 7, 845950, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 30; 3: 16; 4: 6; 5: 3; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 745,  8, 12,  229, 0, 7, 764366, 24388.44, 1, 92.73, 0: 25; 1: 67; 2: 31; 3: 14; 4: 10; 5: 1; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 255,  8, 12,  229, 0, 7, 764348, 24388.44, 1, 92.73, 0: 25; 1: 67; 2: 33; 3: 10; 4: 11; 5: 3; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 669, 12,  8,  229, 0, 7, 764272, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 34; 3: 6; 4: 8; 5: 2; 6: 4; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 983, 10, 10,  230, 0, 7, 796165, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 33; 3: 11; 4: 6; 5: 4; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  84,  6, 18,  231, 0, 7, 846323, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 30; 3: 13; 4: 9; 5: 3; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 627, 12,  8,  232, 0, 7, 764147, 24388.44, 1, 92.73, 0: 25; 1: 68; 2: 32; 3: 10; 4: 10; 5: 1; 6: 3; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 238,  6, 18,  233, 0, 7, 846514, 24388.44, 1, 92.73, 0: 25; 1: 66; 2: 32; 3: 13; 4: 9; 5: 3; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 733, 12,  8,  233, 0, 7, 764175, 24388.44, 1, 92.73, 0: 25; 1: 71; 2: 28; 3: 10; 4: 10; 5: 2; 6: 2; 7: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 177, 11,  9,  234, 0, 7, 786223, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 49; 3: 11; 4: 5; 5: 3; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 928,  7, 15,  234, 0, 7, 826661, 24388.44, 1, 92.73, 0: 25; 1: 54; 2: 45; 3: 18; 4: 6; 5: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 884, 12,  8,  235, 0, 7, 764232, 24388.44, 1, 92.73, 0: 25; 1: 72; 2: 24; 3: 11; 4: 12; 5: 3; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 917,  9, 11,  235, 0, 7, 786208, 24388.44, 1, 92.73, 0: 25; 1: 60; 2: 38; 3: 14; 4: 10; 5: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  19,  7, 14,  235, 0, 7, 780783, 24388.44, 1, 92.73, 0: 25; 1: 65; 2: 35; 3: 11; 4: 8; 5: 2; 6: 3; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 295,  7, 14,  236, 0, 7, 780782, 24388.44, 1, 92.73, 0: 25; 1: 62; 2: 36; 3: 12; 4: 11; 5: 3; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 621,  7, 13,  236, 0, 7, 728910, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 45; 3: 12; 4: 8; 5: 3; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 676,  7, 15,  237, 0, 7, 827099, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 46; 3: 11; 4: 10; 5: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 683,  7, 14,  239, 0, 7, 780772, 24388.44, 1, 92.73, 0: 25; 1: 64; 2: 32; 3: 13; 4: 11; 5: 3; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 776, 11,  9,  239, 0, 7, 786241, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 41; 3: 17; 4: 7; 5: 3; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 673, 11,  9,  239, 0, 7, 786252, 24388.44, 1, 92.73, 0: 25; 1: 57; 2: 45; 3: 8; 4: 10; 5: 3; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 861, 12,  8,  239, 0, 7, 764497, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 30; 3: 7; 4: 12; 5: 2; 6: 4; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 958,  9, 11,  239, 0, 7, 786265, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 46; 3: 7; 4: 12; 5: 3; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  17,  8, 12,  239, 0, 7, 764543, 24388.44, 1, 92.73, 0: 25; 1: 69; 2: 26; 3: 13; 4: 9; 5: 6; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 253,  9, 11,  240, 0, 7, 785943, 24388.44, 1, 92.73, 0: 25; 1: 57; 2: 45; 3: 8; 4: 10; 5: 3; 7: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   5,  7, 15,  241, 0, 7, 826523, 24388.44, 1, 92.73, 0: 25; 1: 53; 2: 46; 3: 13; 4: 10; 5: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 508, 11,  9,  241, 0, 7, 786396, 24388.44, 1, 92.73, 0: 25; 1: 57; 2: 40; 3: 14; 4: 10; 5: 3; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 749, 11,  9,  242, 0, 7, 786207, 24388.44, 1, 92.73, 0: 25; 1: 52; 2: 50; 3: 9; 4: 10; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 378,  7, 13,  242, 0, 7, 728910, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 43; 3: 14; 4: 9; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 364,  6, 17,  242, 0, 7, 805137, 24388.44, 1, 92.73, 0: 25; 1: 61; 2: 36; 3: 10; 4: 14; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 369,  7, 13,  243, 0, 7, 728910, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 44; 3: 8; 4: 12; 5: 4; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 440, 12,  8,  243, 0, 7, 764422, 24388.44, 1, 92.73, 0: 25; 1: 70; 2: 24; 3: 14; 4: 9; 5: 3; 6: 3; 7: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 476,  7, 15,  243, 0, 7, 826589, 24388.44, 1, 92.73, 0: 25; 1: 57; 2: 41; 3: 14; 4: 7; 5: 3; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 307,  9, 11,  243, 0, 7, 786196, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 43; 3: 12; 4: 11; 5: 3; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 395,  9, 11,  244, 0, 7, 786299, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 45; 3: 9; 4: 8; 5: 4; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 332,  7, 13,  244, 0, 7, 728910, 24388.44, 1, 92.73, 0: 25; 1: 59; 2: 37; 3: 12; 4: 13; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 450,  7, 15,  244, 0, 7, 826921, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 43; 3: 11; 4: 9; 5: 4; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 620,  9, 11,  244, 0, 7, 785769, 24388.44, 1, 92.73, 0: 25; 1: 55; 2: 44; 3: 11; 4: 11; 5: 2; 7: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 941,  7, 15,  244, 0, 7, 826411, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 40; 3: 15; 4: 9; 5: 4; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 225, 11,  9,  244, 0, 7, 786163, 24388.44, 1, 92.73, 0: 25; 1: 59; 2: 39; 3: 9; 4: 12; 5: 5; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 821,  7, 15,  245, 0, 7, 826927, 24388.44, 1, 92.73, 0: 25; 1: 59; 2: 36; 3: 12; 4: 15; 5: 1; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 368,  6, 17,  245, 0, 7, 804818, 24388.44, 1, 92.73, 0: 25; 1: 58; 2: 38; 3: 13; 4: 10; 5: 5; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 991,  7, 13,  245, 0, 7, 728910, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 39; 3: 16; 4: 9; 5: 4; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  26,  6, 17,  245, 0, 7, 804956, 24388.44, 1, 92.73, 0: 25; 1: 58; 2: 37; 3: 14; 4: 12; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  25,  7, 15,  246, 0, 7, 826785, 24388.44, 1, 92.73, 0: 25; 1: 58; 2: 42; 3: 8; 4: 9; 5: 5; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 402,  7, 15,  246, 0, 7, 826788, 24388.44, 1, 92.73, 0: 25; 1: 52; 2: 46; 3: 12; 4: 11; 5: 3; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 296,  6, 17,  246, 0, 7, 804887, 24388.44, 1, 92.73, 0: 25; 1: 50; 2: 50; 3: 13; 4: 7; 5: 2; 6: 2; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 303,  9, 11,  246, 0, 7, 786173, 24388.44, 1, 92.73, 0: 25; 1: 50; 2: 47; 3: 16; 4: 8; 5: 3; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 280, 11,  9,  247, 0, 7, 786009, 24388.44, 1, 92.73, 0: 25; 1: 53; 2: 47; 3: 11; 4: 8; 5: 3; 6: 1; 7: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 575,  7, 13,  247, 0, 7, 728910, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 37; 3: 18; 4: 9; 5: 4; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 124,  8, 12,  247, 0, 7, 764417, 24388.44, 1, 92.73, 0: 25; 1: 64; 2: 33; 3: 10; 4: 9; 5: 5; 6: 2; 7: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 529,  6, 17,  247, 0, 7, 805140, 24388.44, 1, 92.73, 0: 25; 1: 52; 2: 48; 3: 11; 4: 7; 5: 5; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 664,  6, 17,  248, 0, 7, 805195, 24388.44, 1, 92.73, 0: 25; 1: 56; 2: 40; 3: 11; 4: 14; 5: 2; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 466,  7, 13,  248, 0, 7, 728910, 24388.44, 1, 92.73, 0: 25; 1: 59; 2: 36; 3: 11; 4: 14; 5: 3; 6: 1; 7: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 374,  7, 13,  248, 0, 7, 728910, 24388.44, 1, 92.73, 0: 25; 1: 58; 2: 35; 3: 17; 4: 11; 5: 1; 6: 1; 7: 2; 
