Seed 1656949570
ARCH 1|F_ID 2|LIMIT 4
before: 
03(279)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 609, 10, 10,  186, 1, 3, 796171, 20046.63, 0, 0.00, 1: 116; 2: 32; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 156,  8, 12,  174, 0, 4, 764591, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 21; 3: 11; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  54,  6, 17,  174, 0, 4, 805159, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 29; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 297,  6, 16,  174, 0, 4, 764509, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 25; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 585,  6, 17,  174, 0, 4, 805297, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 106, 12,  8,  174, 0, 4, 764352, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 31; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 581,  6, 18,  174, 0, 4, 845998, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 24; 3: 5; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 288,  6, 18,  174, 0, 4, 845997, 20046.63, 1, 74.24, 0: 25; 1: 93; 2: 19; 3: 9; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 621,  7, 13,  174, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 223,  7, 14,  174, 0, 4, 780617, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 592,  6, 16,  174, 0, 4, 764410, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 31; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 855,  8, 12,  174, 0, 4, 764418, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 29; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  53,  7, 13,  174, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 31; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 851,  6, 18,  174, 0, 4, 846528, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 23; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 270,  6, 16,  174, 0, 4, 764423, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 28; 3: 3; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 850,  6, 16,  174, 0, 4, 764394, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 24; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 248,  6, 18,  174, 0, 4, 846270, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 310,  6, 16,  174, 0, 4, 764518, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 30; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 311,  7, 15,  174, 0, 4, 826872, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 33; 3: 2; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 886,  6, 17,  174, 0, 4, 805179, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 318,  7, 14,  174, 0, 4, 780806, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 33; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 754,  7, 14,  174, 0, 4, 780709, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 25; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 374,  7, 13,  174, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 375, 12,  8,  174, 0, 4, 764414, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 376,  8, 12,  174, 0, 4, 764454, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 33; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 165,  7, 14,  174, 0, 4, 780917, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 25; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  31,  7, 13,  174, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 31; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 389,  6, 17,  174, 0, 4, 805229, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 495, 12,  8,  174, 0, 4, 764274, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 32; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 402,  7, 15,  174, 0, 4, 826586, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 30; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 201,  6, 17,  174, 0, 4, 805022, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 30; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 355,  6, 18,  174, 0, 4, 846716, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 29; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 484,  8, 12,  174, 0, 4, 764280, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 31; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 752, 10, 10,  174, 0, 4, 795687, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 35; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 174,  6, 17,  174, 0, 4, 805148, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 22; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 184,  6, 16,  174, 0, 4, 764417, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 30; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 703, 12,  8,  174, 0, 4, 764347, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 25; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 463,  9, 11,  174, 0, 4, 786222, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 21; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 459,  7, 13,  174, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 445,  7, 14,  174, 0, 4, 780885, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 34; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  40, 11,  9,  174, 0, 4, 786118, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 525,  7, 15,  174, 0, 4, 826921, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 33; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 917,  9, 11,  174, 0, 4, 786304, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 35; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 910,  6, 18,  174, 0, 4, 845916, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  78,  7, 15,  175, 0, 4, 826915, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 29; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 290,  8, 12,  175, 0, 4, 764387, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 370, 12,  8,  175, 0, 4, 764308, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 27; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 413, 10, 10,  175, 0, 4, 796116, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 31; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 957,  6, 18,  175, 0, 4, 846304, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 28; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 359,  6, 16,  175, 0, 4, 764421, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 734,  6, 17,  175, 0, 4, 805273, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 27; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 588,  7, 13,  175, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 691,  7, 14,  175, 0, 4, 780341, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 29; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  96, 12,  8,  175, 0, 4, 764332, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 26; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 924,  8, 12,  175, 0, 4, 764347, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 431, 12,  8,  175, 0, 4, 764241, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 31; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 876,  6, 16,  175, 0, 4, 764399, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  66,  7, 13,  175, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 32; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 358,  7, 14,  175, 0, 4, 780938, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 31; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 664,  6, 17,  175, 0, 4, 805191, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 30; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 252,  7, 13,  175, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 29; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  38, 12,  8,  175, 0, 4, 764428, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 253,  9, 11,  175, 0, 4, 786175, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 32; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 190,  7, 15,  175, 0, 4, 827004, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 28; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 157,  7, 13,  175, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 450,  7, 15,  175, 0, 4, 827104, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 22; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 258,  6, 18,  175, 0, 4, 846328, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 257, 12,  8,  175, 0, 4, 764333, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 254, 12,  8,  175, 0, 4, 764427, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 32; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 657,  6, 17,  175, 0, 4, 804905, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 23; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 329,  7, 13,  175, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 27; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 792,  6, 17,  175, 0, 4, 805240, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 25; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 228,  8, 12,  175, 0, 4, 764302, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 33; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 327,  6, 17,  175, 0, 4, 805169, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 31; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 322,  6, 17,  175, 0, 4, 805330, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 507,  6, 17,  175, 0, 4, 804996, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 231,  7, 13,  175, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 378,  7, 13,  175, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 31; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 777,  7, 14,  175, 0, 4, 780775, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 26; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 841,  6, 16,  175, 0, 4, 764368, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 26; 3: 3; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 643,  7, 13,  175, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 90; 2: 23; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 900, 12,  8,  175, 0, 4, 764393, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 237,  6, 18,  175, 0, 4, 846209, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 25; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 852,  6, 18,  175, 0, 4, 846598, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 28; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 212,  7, 15,  175, 0, 4, 826580, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 20; 3: 9; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 339,  6, 16,  175, 0, 4, 764337, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 29; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 983, 10, 10,  175, 0, 4, 796175, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 207,  7, 15,  175, 0, 4, 826816, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 31; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 812,  7, 15,  176, 0, 4, 826869, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 29; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 557,  6, 16,  176, 0, 4, 764351, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 32; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 815,  7, 15,  176, 0, 4, 826650, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 20; 3: 8; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 857,  6, 18,  176, 0, 4, 846116, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 33; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 973, 12,  8,  176, 0, 4, 764405, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 655,  7, 13,  176, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 801,  6, 18,  176, 0, 4, 846394, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 26; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 633,  9, 11,  176, 0, 4, 786066, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 753,  6, 17,  176, 0, 4, 805264, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 33; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 781,  7, 14,  176, 0, 4, 780878, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 27; 3: 3; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 773,  6, 16,  176, 0, 4, 764378, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 4; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 740,  6, 18,  176, 0, 4, 846230, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 26; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 677,  6, 16,  176, 0, 4, 764287, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 682,  6, 17,  176, 0, 4, 805326, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 27; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 678,  6, 17,  176, 0, 4, 805177, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 28; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 641,  7, 13,  176, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 25; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 739,  6, 16,  176, 0, 4, 764403, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 27; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 628,  7, 15,  176, 0, 4, 826428, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 31; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 591,  6, 18,  176, 0, 4, 846298, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 26; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 348,  6, 18,  176, 0, 4, 846253, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 563,  7, 13,  176, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 4; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 137,  6, 16,  176, 0, 4, 764360, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 515,  7, 14,  176, 0, 4, 780727, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 24; 3: 12; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 447,  6, 18,  176, 0, 4, 846364, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 328,  6, 16,  176, 0, 4, 764429, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 32; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 410,  6, 17,  176, 0, 4, 805035, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 35; 3: 2; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 227,  6, 16,  176, 0, 4, 764471, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 5; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 418,  6, 16,  176, 0, 4, 764431, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  73,  6, 18,  176, 0, 4, 846417, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 23; 3: 11; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 171,  8, 12,  176, 0, 4, 764356, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 32; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 238,  6, 18,  176, 0, 4, 846185, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 31; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 179,  7, 13,  176, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 27; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 271,  9, 11,  176, 0, 4, 786181, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 4; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 164,  6, 17,  176, 0, 4, 805167, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 28; 3: 4; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 386,  8, 12,  176, 0, 4, 764364, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 29; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  84,  6, 18,  176, 0, 4, 846122, 20046.63, 1, 74.24, 0: 25; 1: 91; 2: 21; 3: 9; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  98,  6, 18,  176, 0, 4, 846417, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 25; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 393,  6, 17,  176, 0, 4, 805336, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 29; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 429,  6, 17,  176, 0, 4, 805109, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 24; 3: 12; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 941,  7, 15,  177, 0, 4, 826642, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 27; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 173,  6, 17,  177, 0, 4, 805085, 20046.63, 1, 74.24, 0: 25; 1: 92; 2: 21; 3: 5; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  67, 12,  8,  177, 0, 4, 764279, 20046.63, 1, 74.24, 0: 25; 1: 85; 2: 31; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 424,  6, 18,  177, 0, 4, 845664, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 25; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 737,  6, 17,  177, 0, 4, 805182, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 27; 3: 5; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 946,  6, 16,  177, 0, 4, 764460, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 33; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 931,  7, 13,  177, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 28; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 731,  6, 17,  177, 0, 4, 805117, 20046.63, 1, 74.24, 0: 25; 1: 88; 2: 26; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 323,  7, 15,  177, 0, 4, 826789, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 25; 3: 6; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 725,  6, 16,  177, 0, 4, 764446, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 30; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 278,  6, 17,  177, 0, 4, 805288, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 31; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 904,  6, 18,  177, 0, 4, 846461, 20046.63, 1, 74.24, 0: 25; 1: 89; 2: 26; 3: 4; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 683,  7, 14,  177, 0, 4, 780839, 20046.63, 1, 74.24, 0: 25; 1: 84; 2: 33; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 839,  7, 13,  177, 0, 4, 728910, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 28; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 453,  6, 18,  177, 0, 4, 845858, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 26; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 312,  6, 18,  177, 0, 4, 846669, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 29; 3: 4; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  42,  6, 16,  177, 0, 4, 764361, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 28; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 705,  6, 16,  177, 0, 4, 764486, 20046.63, 1, 74.24, 0: 25; 1: 87; 2: 26; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 296,  6, 17,  177, 0, 4, 804748, 20046.63, 1, 74.24, 0: 25; 1: 86; 2: 28; 3: 9; 4: 2; 
