Seed 1656949570
ARCH 1|F_ID 1|LIMIT 3
before: 
22(516)
Melhor resultado nxn: Glucose_Repression_Signaling_2009,  44,  9,  9,  127, 1, 2, 639230, 16081.55, 70, 0.00, 1: 85; 2: 21; 
Glucose_Repression_Signaling_2009, 427,  5, 16,  136, 1, 3, 634053, 16081.55, 1, 50.60, 1: 79; 2: 24; 3: 3; 
Glucose_Repression_Signaling_2009, 199,  7, 12,  136, 1, 3, 658646, 16081.55, 1, 50.60, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 756,  6, 13,  136, 1, 3, 619604, 16081.55, 1, 50.60, 1: 79; 2: 24; 3: 3; 
Glucose_Repression_Signaling_2009, 782,  6, 14,  136, 1, 3, 658639, 16081.55, 1, 50.60, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 778,  5, 15,  136, 1, 3, 596341, 16081.55, 1, 50.60, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 220,  5, 15,  136, 1, 3, 596458, 16081.55, 1, 50.60, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 938, 11,  7,  136, 1, 3, 613349, 16081.55, 1, 50.60, 1: 79; 2: 24; 3: 3; 
Glucose_Repression_Signaling_2009, 208, 10,  8,  136, 1, 3, 634106, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 593,  7, 12,  136, 1, 3, 658434, 16081.55, 1, 50.60, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 936,  6, 14,  136, 1, 3, 658439, 16081.55, 1, 50.60, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 381, 10,  8,  136, 1, 3, 633914, 16081.55, 1, 50.60, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 996,  5, 16,  137, 1, 3, 633974, 16081.55, 1, 50.60, 1: 79; 2: 23; 3: 4; 
Glucose_Repression_Signaling_2009, 132,  7, 11,  137, 1, 3, 613094, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 565,  6, 13,  137, 1, 3, 619601, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009,  98,  5, 16,  137, 1, 3, 634405, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 679,  6, 14,  137, 1, 3, 658551, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 949,  6, 13,  137, 1, 3, 619439, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 548,  7, 11,  137, 1, 3, 613311, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 268,  6, 14,  137, 1, 3, 658936, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009,  94,  9,  9,  137, 1, 3, 639214, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 629,  5, 16,  137, 1, 3, 634662, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 907,  5, 16,  137, 1, 3, 633962, 16081.55, 1, 50.60, 1: 79; 2: 23; 3: 4; 
Glucose_Repression_Signaling_2009,   8, 11,  7,  137, 1, 3, 613169, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 377, 11,  7,  137, 1, 3, 613119, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 865,  5, 15,  137, 1, 3, 596363, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 787,  5, 16,  137, 1, 3, 634047, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 731,  6, 13,  137, 1, 3, 619630, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 173,  5, 15,  137, 1, 3, 596482, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 784,  8, 10,  137, 1, 3, 633836, 16081.55, 1, 50.60, 1: 78; 2: 25; 3: 3; 
Glucose_Repression_Signaling_2009, 465, 11,  7,  137, 1, 3, 613242, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 461, 11,  7,  137, 1, 3, 613133, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 454,  6, 13,  137, 1, 3, 619585, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 186, 11,  7,  137, 1, 3, 613254, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 224,  5, 16,  137, 1, 3, 634062, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 696,  7, 12,  137, 1, 3, 658917, 16081.55, 1, 50.60, 1: 78; 2: 25; 3: 3; 
Glucose_Repression_Signaling_2009, 872,  5, 16,  137, 1, 3, 633713, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 440,  5, 16,  137, 1, 3, 634216, 16081.55, 1, 50.60, 1: 78; 2: 25; 3: 3; 
Glucose_Repression_Signaling_2009, 193, 11,  7,  137, 1, 3, 613077, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009,  46,  5, 16,  137, 1, 3, 634150, 16081.55, 1, 50.60, 1: 78; 2: 25; 3: 3; 
Glucose_Repression_Signaling_2009, 211,  5, 15,  137, 1, 3, 596447, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 404,  5, 15,  137, 1, 3, 596360, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 432,  6, 14,  137, 1, 3, 659165, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 753,  9,  9,  137, 1, 3, 639118, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 754,  5, 15,  137, 1, 3, 596451, 16081.55, 1, 50.60, 1: 78; 2: 25; 3: 3; 
Glucose_Repression_Signaling_2009,  25,  5, 16,  137, 1, 3, 634284, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 485,  6, 14,  137, 1, 3, 658833, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009,  72,  7, 11,  137, 1, 3, 613275, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 835,  5, 15,  137, 1, 3, 596314, 16081.55, 1, 50.60, 1: 79; 2: 23; 3: 4; 
Glucose_Repression_Signaling_2009, 158, 10,  8,  137, 1, 3, 634047, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 846,  5, 15,  137, 1, 3, 596409, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 850,  5, 16,  137, 1, 3, 633948, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009,  60, 10,  8,  137, 1, 3, 634000, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 812,  7, 12,  137, 1, 3, 658464, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 322,  5, 15,  137, 1, 3, 596448, 16081.55, 1, 50.60, 1: 78; 2: 25; 3: 3; 
Glucose_Repression_Signaling_2009, 326, 10,  8,  137, 1, 3, 634026, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 349,  6, 13,  137, 1, 3, 619748, 16081.55, 1, 50.60, 1: 77; 2: 27; 3: 2; 
Glucose_Repression_Signaling_2009, 163,  5, 16,  137, 1, 3, 634125, 16081.55, 1, 50.60, 1: 79; 2: 23; 3: 4; 
Glucose_Repression_Signaling_2009, 165,  5, 15,  137, 1, 3, 596350, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 707,  5, 15,  137, 1, 3, 596403, 16081.55, 1, 50.60, 1: 79; 2: 23; 3: 4; 
Glucose_Repression_Signaling_2009, 341,  5, 15,  137, 1, 3, 596441, 16081.55, 1, 50.60, 1: 76; 2: 29; 3: 1; 
Glucose_Repression_Signaling_2009, 330,  5, 15,  138, 1, 3, 596443, 16081.55, 1, 50.60, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009,  14,  7, 11,  138, 1, 3, 613325, 16081.55, 1, 50.60, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 424,  7, 11,  138, 1, 3, 612940, 16081.55, 1, 50.60, 1: 77; 2: 26; 3: 3; 
Glucose_Repression_Signaling_2009, 964,  5, 15,  138, 1, 3, 596452, 16081.55, 1, 50.60, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 796,  6, 13,  138, 1, 3, 619660, 16081.55, 1, 50.60, 1: 77; 2: 26; 3: 3; 
Glucose_Repression_Signaling_2009, 833,  5, 16,  138, 1, 3, 633291, 16081.55, 1, 50.60, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 332,  5, 16,  138, 1, 3, 634017, 16081.55, 1, 50.60, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 296,  5, 16,  138, 1, 3, 634018, 16081.55, 1, 50.60, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 385,  5, 16,  138, 1, 3, 634166, 16081.55, 1, 50.60, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 632,  5, 15,  138, 1, 3, 596228, 16081.55, 1, 50.60, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 104,  6, 13,  138, 1, 3, 619529, 16081.55, 1, 50.60, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 607,  5, 16,  138, 1, 3, 634129, 16081.55, 1, 50.60, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 231, 10,  8,  138, 1, 3, 634297, 16081.55, 1, 50.60, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 609,  5, 15,  138, 1, 3, 596512, 16081.55, 1, 50.60, 1: 77; 2: 26; 3: 3; 
Glucose_Repression_Signaling_2009, 543, 10,  8,  138, 1, 3, 634194, 16081.55, 1, 50.60, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 467,  6, 14,  138, 1, 3, 658492, 16081.55, 1, 50.60, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 742,  5, 16,  138, 1, 3, 634050, 16081.55, 1, 50.60, 1: 78; 2: 24; 3: 4; 
Glucose_Repression_Signaling_2009, 746,  7, 12,  138, 1, 3, 658944, 16081.55, 1, 50.60, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 192,  6, 13,  138, 1, 3, 619589, 16081.55, 1, 50.60, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 577,  5, 16,  138, 1, 3, 633744, 16081.55, 1, 50.60, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 747,  5, 15,  138, 1, 3, 596415, 16081.55, 1, 50.60, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 516, 11,  7,  138, 1, 3, 613169, 16081.55, 1, 50.60, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009,  16, 11,  7,  138, 1, 3, 613186, 16081.55, 1, 50.60, 1: 75; 2: 30; 3: 1; 
Glucose_Repression_Signaling_2009, 527,  6, 13,  138, 1, 3, 619494, 16081.55, 1, 50.60, 1: 76; 2: 28; 3: 2; 
Glucose_Repression_Signaling_2009, 521,  5, 15,  138, 1, 3, 596561, 16081.55, 1, 50.60, 1: 77; 2: 26; 3: 3; 
Glucose_Repression_Signaling_2009, 335,  6, 13,  139, 1, 3, 619566, 16081.55, 1, 50.60, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 930,  6, 13,  139, 1, 3, 619685, 16081.55, 1, 50.60, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009,  85,  5, 15,  139, 1, 3, 596349, 16081.55, 1, 50.60, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 138,  5, 15,  139, 1, 3, 596422, 16081.55, 1, 50.60, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 492,  7, 11,  139, 1, 3, 613094, 16081.55, 1, 50.60, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 556,  7, 11,  139, 1, 3, 613222, 16081.55, 1, 50.60, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 847,  5, 16,  139, 1, 3, 633882, 16081.55, 1, 50.60, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 528,  5, 15,  139, 1, 3, 596439, 16081.55, 1, 50.60, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 841,  5, 16,  139, 1, 3, 634157, 16081.55, 1, 50.60, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 252,  5, 15,  139, 1, 3, 596440, 16081.55, 1, 50.60, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 719, 11,  7,  139, 1, 3, 613220, 16081.55, 1, 50.60, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 497,  5, 16,  139, 1, 3, 633939, 16081.55, 1, 50.60, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 148,  5, 15,  139, 1, 3, 596341, 16081.55, 1, 50.60, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 317,  5, 15,  139, 1, 3, 596263, 16081.55, 1, 50.60, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 200,  5, 16,  139, 1, 3, 634168, 16081.55, 1, 50.60, 1: 74; 2: 31; 3: 1; 
Glucose_Repression_Signaling_2009, 662,  5, 16,  139, 1, 3, 634088, 16081.55, 1, 50.60, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 768,  5, 15,  139, 1, 3, 596444, 16081.55, 1, 50.60, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 925,  6, 13,  139, 1, 3, 619584, 16081.55, 1, 50.60, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 450,  5, 16,  139, 1, 3, 633608, 16081.55, 1, 50.60, 1: 76; 2: 27; 3: 3; 
Glucose_Repression_Signaling_2009, 743,  6, 14,  139, 1, 3, 659017, 16081.55, 1, 50.60, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 921,  5, 15,  139, 1, 3, 596388, 16081.55, 1, 50.60, 1: 78; 2: 23; 3: 5; 
Glucose_Repression_Signaling_2009, 213,  5, 15,  139, 1, 3, 596344, 16081.55, 1, 50.60, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 599,  5, 15,  139, 1, 3, 596380, 16081.55, 1, 50.60, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 935,  5, 16,  139, 1, 3, 634257, 16081.55, 1, 50.60, 1: 75; 2: 29; 3: 2; 
Glucose_Repression_Signaling_2009, 785,  6, 14,  140, 1, 3, 658523, 16081.55, 1, 50.60, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 206,  5, 15,  140, 1, 3, 596219, 16081.55, 1, 50.60, 1: 75; 2: 28; 3: 3; 
Glucose_Repression_Signaling_2009, 395,  5, 16,  140, 1, 3, 633958, 16081.55, 1, 50.60, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 974,  5, 15,  140, 1, 3, 596355, 16081.55, 1, 50.60, 1: 75; 2: 28; 3: 3; 
Glucose_Repression_Signaling_2009, 749,  5, 15,  140, 1, 3, 596439, 16081.55, 1, 50.60, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 513, 10,  8,  140, 1, 3, 634159, 16081.55, 1, 50.60, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 624,  5, 15,  140, 1, 3, 596455, 16081.55, 1, 50.60, 1: 76; 2: 26; 3: 4; 
Glucose_Repression_Signaling_2009, 602,  5, 16,  140, 1, 3, 633961, 16081.55, 1, 50.60, 1: 76; 2: 26; 3: 4; 
Glucose_Repression_Signaling_2009, 647,  5, 15,  140, 1, 3, 596297, 16081.55, 1, 50.60, 1: 74; 2: 30; 3: 2; 
Glucose_Repression_Signaling_2009, 946,  5, 16,  140, 1, 3, 634314, 16081.55, 1, 50.60, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009,  70,  5, 16,  140, 1, 3, 634081, 16081.55, 1, 50.60, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 232,  5, 16,  140, 1, 3, 634249, 16081.55, 1, 50.60, 1: 77; 2: 24; 3: 5; 
Glucose_Repression_Signaling_2009, 888,  6, 13,  140, 1, 3, 619604, 16081.55, 1, 50.60, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009, 755, 11,  7,  140, 1, 3, 613169, 16081.55, 1, 50.60, 1: 73; 2: 32; 3: 1; 
Glucose_Repression_Signaling_2009,   1,  5, 16,  141, 1, 3, 634202, 16081.55, 1, 50.60, 1: 76; 2: 25; 3: 5; 
Glucose_Repression_Signaling_2009, 701,  5, 16,  141, 1, 3, 634024, 16081.55, 1, 50.60, 1: 72; 2: 33; 3: 1; 
Glucose_Repression_Signaling_2009, 703,  8, 10,  141, 1, 3, 634006, 16081.55, 1, 50.60, 1: 73; 2: 31; 3: 2; 
Glucose_Repression_Signaling_2009, 862,  5, 16,  141, 1, 3, 633985, 16081.55, 1, 50.60, 1: 73; 2: 31; 3: 2; 
Glucose_Repression_Signaling_2009, 730,  5, 15,  141, 1, 3, 596411, 16081.55, 1, 50.60, 1: 75; 2: 27; 3: 4; 
Glucose_Repression_Signaling_2009, 656,  5, 16,  141, 1, 3, 633850, 16081.55, 1, 50.60, 1: 72; 2: 33; 3: 1; 
Glucose_Repression_Signaling_2009,  36,  5, 15,  141, 1, 3, 596449, 16081.55, 1, 50.60, 1: 73; 2: 31; 3: 2; 
Glucose_Repression_Signaling_2009, 251,  5, 15,  141, 1, 3, 596497, 16081.55, 1, 50.60, 1: 74; 2: 29; 3: 3; 
Glucose_Repression_Signaling_2009, 124,  5, 16,  141, 1, 3, 633346, 16081.55, 1, 50.60, 1: 74; 2: 29; 3: 3; 
Glucose_Repression_Signaling_2009, 101,  5, 15,  141, 1, 3, 596315, 16081.55, 1, 50.60, 1: 73; 2: 31; 3: 2; 
Glucose_Repression_Signaling_2009, 634,  5, 15,  142, 1, 3, 596421, 16081.55, 1, 50.60, 1: 73; 2: 30; 3: 3; 
Glucose_Repression_Signaling_2009, 710,  5, 15,  142, 1, 3, 596442, 16081.55, 1, 50.60, 1: 74; 2: 28; 3: 4; 
Glucose_Repression_Signaling_2009, 428,  5, 15,  142, 1, 3, 596443, 16081.55, 1, 50.60, 1: 72; 2: 32; 3: 2; 
Glucose_Repression_Signaling_2009, 408,  5, 15,  142, 1, 3, 596379, 16081.55, 1, 50.60, 1: 75; 2: 26; 3: 5; 
Glucose_Repression_Signaling_2009, 539,  5, 15,  142, 1, 3, 596289, 16081.55, 1, 50.60, 1: 74; 2: 28; 3: 4; 
Glucose_Repression_Signaling_2009, 226,  5, 15,  142, 1, 3, 596372, 16081.55, 1, 50.60, 1: 74; 2: 28; 3: 4; 
Glucose_Repression_Signaling_2009, 125,  5, 15,  142, 1, 3, 596374, 16081.55, 1, 50.60, 1: 73; 2: 30; 3: 3; 
Glucose_Repression_Signaling_2009, 121,  5, 15,  142, 1, 3, 596438, 16081.55, 1, 50.60, 1: 72; 2: 32; 3: 2; 
Glucose_Repression_Signaling_2009, 616,  7, 12,  142, 1, 3, 659025, 16081.55, 1, 50.60, 1: 71; 2: 34; 3: 1; 
Glucose_Repression_Signaling_2009, 512,  5, 15,  145, 1, 3, 596443, 16081.55, 1, 50.60, 1: 69; 2: 35; 3: 2; 
Glucose_Repression_Signaling_2009, 725, 10,  8,  128, 1, 4, 633963, 16081.55, 1, 50.60, 1: 86; 2: 19; 4: 1; 
Glucose_Repression_Signaling_2009,  38,  8, 10,  130, 1, 4, 634176, 16081.55, 1, 50.60, 1: 85; 2: 19; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 164,  7, 12,  130, 1, 4, 659012, 16081.55, 1, 50.60, 1: 84; 2: 21; 4: 1; 
Glucose_Repression_Signaling_2009, 343,  9,  9,  131, 1, 4, 638990, 16081.55, 1, 50.60, 1: 83; 2: 22; 4: 1; 
Glucose_Repression_Signaling_2009, 590, 10,  8,  131, 1, 4, 634104, 16081.55, 1, 50.60, 1: 83; 2: 22; 4: 1; 
Glucose_Repression_Signaling_2009, 800,  9,  9,  131, 1, 4, 638925, 16081.55, 1, 50.60, 1: 83; 2: 22; 4: 1; 
Glucose_Repression_Signaling_2009, 267, 10,  8,  131, 1, 4, 634350, 16081.55, 1, 50.60, 1: 83; 2: 22; 4: 1; 
Glucose_Repression_Signaling_2009, 967,  7, 12,  131, 1, 4, 658875, 16081.55, 1, 50.60, 1: 83; 2: 22; 4: 1; 
Glucose_Repression_Signaling_2009, 170,  8, 10,  131, 1, 4, 634014, 16081.55, 1, 50.60, 1: 83; 2: 22; 4: 1; 
Glucose_Repression_Signaling_2009, 179,  7, 12,  132, 1, 4, 658731, 16081.55, 1, 50.60, 1: 82; 2: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 345,  7, 11,  132, 1, 4, 613196, 16081.55, 1, 50.60, 1: 83; 2: 21; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 969, 11,  7,  132, 1, 4, 613047, 16081.55, 1, 50.60, 1: 82; 2: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 315,  9,  9,  132, 1, 4, 638962, 16081.55, 1, 50.60, 1: 82; 2: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 292,  9,  9,  132, 1, 4, 639302, 16081.55, 1, 50.60, 1: 82; 2: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 201, 10,  8,  132, 1, 4, 633943, 16081.55, 1, 50.60, 1: 82; 2: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 459,  9,  9,  132, 1, 4, 639363, 16081.55, 1, 50.60, 1: 82; 2: 23; 4: 1; 
Glucose_Repression_Signaling_2009,  86, 10,  8,  132, 1, 4, 633860, 16081.55, 1, 50.60, 1: 82; 2: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 109,  8, 10,  132, 1, 4, 634362, 16081.55, 1, 50.60, 1: 82; 2: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 511,  9,  9,  132, 1, 4, 639194, 16081.55, 1, 50.60, 1: 82; 2: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 113,  8, 10,  132, 1, 4, 634186, 16081.55, 1, 50.60, 1: 82; 2: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 633,  8, 10,  132, 1, 4, 634099, 16081.55, 1, 50.60, 1: 83; 2: 21; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009,  66,  9,  9,  132, 1, 4, 639064, 16081.55, 1, 50.60, 1: 82; 2: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 442,  8, 10,  132, 1, 4, 634141, 16081.55, 1, 50.60, 1: 82; 2: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 578, 10,  8,  132, 1, 4, 634027, 16081.55, 1, 50.60, 1: 82; 2: 23; 4: 1; 
Glucose_Repression_Signaling_2009, 976,  8, 10,  133, 1, 4, 634352, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 502,  6, 14,  133, 1, 4, 658711, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 772, 10,  8,  133, 1, 4, 633963, 16081.55, 1, 50.60, 1: 83; 2: 21; 4: 2; 
Glucose_Repression_Signaling_2009, 987, 10,  8,  133, 1, 4, 633840, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 431,  7, 11,  133, 1, 4, 613186, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 443,  6, 14,  133, 1, 4, 658732, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 436,  7, 12,  133, 1, 4, 659145, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 999,  7, 12,  133, 1, 4, 658776, 16081.55, 1, 50.60, 1: 83; 2: 21; 4: 2; 
Glucose_Repression_Signaling_2009, 779,  8, 10,  133, 1, 4, 634183, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 806,  7, 12,  133, 1, 4, 658674, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 304,  6, 14,  133, 1, 4, 659065, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 861, 10,  8,  133, 1, 4, 634072, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 214,  9,  9,  133, 1, 4, 639150, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 212,  6, 14,  133, 1, 4, 658648, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 183,  8, 10,  133, 1, 4, 634004, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 174,  9,  9,  133, 1, 4, 639234, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 157, 11,  7,  133, 1, 4, 613297, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 916,  9,  9,  133, 1, 4, 639114, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 133, 11,  7,  133, 1, 4, 613179, 16081.55, 1, 50.60, 1: 83; 2: 20; 3: 2; 4: 1; 
Glucose_Repression_Signaling_2009, 965,  7, 11,  133, 1, 4, 613059, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
Glucose_Repression_Signaling_2009,  78,  8, 10,  133, 1, 4, 634063, 16081.55, 1, 50.60, 1: 82; 2: 22; 3: 1; 4: 1; 
Glucose_Repression_Signaling_2009, 931, 10,  8,  133, 1, 4, 633881, 16081.55, 1, 50.60, 1: 81; 2: 24; 4: 1; 
