Seed 1656949570
ARCH 2|F_ID 1|LIMIT 3
before: 
72(320)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 392,  9,  9,  133, 1, 2, 638832, 17031.17, 0, 0.00, 1: 79; 2: 27; 
Glucose_Repression_Signaling_2009, 960,  7, 12,  178, 1, 5, 658762, 17031.17, 1, 61.20, 1: 60; 2: 28; 3: 12; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009,  70,  5, 16,  178, 1, 5, 633988, 17031.17, 1, 61.20, 1: 57; 2: 35; 3: 7; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 414,  7, 11,  178, 1, 5, 613241, 17031.17, 1, 61.20, 1: 53; 2: 38; 3: 12; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 381, 10,  8,  178, 1, 5, 634154, 17031.17, 1, 61.20, 1: 56; 2: 36; 3: 8; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 910,  9,  9,  179, 1, 5, 638909, 17031.17, 1, 61.20, 1: 55; 2: 34; 3: 13; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 480, 11,  7,  179, 1, 5, 612847, 17031.17, 1, 61.20, 1: 58; 2: 31; 3: 10; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 392,  9,  9,  179, 1, 5, 638832, 17031.17, 1, 61.20, 1: 54; 2: 38; 3: 8; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 301, 11,  7,  179, 1, 5, 613236, 17031.17, 1, 61.20, 1: 51; 2: 42; 3: 9; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009,  83,  9,  9,  179, 1, 5, 639157, 17031.17, 1, 61.20, 1: 51; 2: 42; 3: 9; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 296,  5, 16,  179, 1, 5, 634161, 17031.17, 1, 61.20, 1: 57; 2: 34; 3: 8; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009,  89,  9,  9,  179, 1, 5, 639123, 17031.17, 1, 61.20, 1: 54; 2: 38; 3: 9; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 686,  9,  9,  179, 1, 5, 639206, 17031.17, 1, 61.20, 1: 56; 2: 35; 3: 8; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 409,  7, 12,  179, 1, 5, 658590, 17031.17, 1, 61.20, 1: 58; 2: 32; 3: 9; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 978,  9,  9,  179, 1, 5, 639246, 17031.17, 1, 61.20, 1: 52; 2: 41; 3: 8; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 759, 11,  7,  179, 1, 5, 613210, 17031.17, 1, 61.20, 1: 53; 2: 40; 3: 7; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 423, 11,  7,  179, 1, 5, 613069, 17031.17, 1, 61.20, 1: 55; 2: 36; 3: 9; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 442,  8, 10,  179, 1, 5, 634018, 17031.17, 1, 61.20, 1: 59; 2: 29; 3: 11; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 431,  7, 11,  179, 1, 5, 613193, 17031.17, 1, 61.20, 1: 50; 2: 44; 3: 8; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 187,  6, 14,  179, 1, 5, 658635, 17031.17, 1, 61.20, 1: 57; 2: 32; 3: 11; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 224,  5, 16,  180, 1, 5, 634080, 17031.17, 1, 61.20, 1: 56; 2: 34; 3: 9; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 186, 11,  7,  180, 1, 5, 613253, 17031.17, 1, 61.20, 1: 47; 2: 49; 3: 6; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 214,  9,  9,  180, 1, 5, 639247, 17031.17, 1, 61.20, 1: 49; 2: 44; 3: 10; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 345,  7, 11,  180, 1, 5, 612856, 17031.17, 1, 61.20, 1: 53; 2: 38; 3: 10; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 673,  8, 10,  180, 1, 5, 634027, 17031.17, 1, 61.20, 1: 60; 2: 29; 3: 9; 4: 5; 5: 3; 
Glucose_Repression_Signaling_2009, 853,  5, 16,  180, 1, 5, 634171, 17031.17, 1, 61.20, 1: 58; 2: 30; 3: 12; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 852,  7, 11,  180, 1, 5, 613072, 17031.17, 1, 61.20, 1: 58; 2: 31; 3: 10; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 785,  6, 14,  180, 1, 5, 658546, 17031.17, 1, 61.20, 1: 56; 2: 34; 3: 10; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 398,  9,  9,  180, 1, 5, 639202, 17031.17, 1, 61.20, 1: 48; 2: 47; 3: 7; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009,  24,  9,  9,  180, 1, 5, 639398, 17031.17, 1, 61.20, 1: 51; 2: 43; 3: 6; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 937,  5, 16,  180, 1, 5, 633891, 17031.17, 1, 61.20, 1: 58; 2: 33; 3: 6; 4: 7; 5: 2; 
Glucose_Repression_Signaling_2009, 940, 11,  7,  180, 1, 5, 613179, 17031.17, 1, 61.20, 1: 53; 2: 40; 3: 6; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 487, 11,  7,  180, 1, 5, 613197, 17031.17, 1, 61.20, 1: 50; 2: 45; 3: 5; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 239, 10,  8,  181, 1, 5, 634032, 17031.17, 1, 61.20, 1: 55; 2: 36; 3: 8; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 863,  7, 12,  181, 1, 5, 658183, 17031.17, 1, 61.20, 1: 57; 2: 31; 3: 12; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 766,  7, 11,  181, 1, 5, 613258, 17031.17, 1, 61.20, 1: 53; 2: 39; 3: 7; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 120,  7, 11,  181, 1, 5, 613264, 17031.17, 1, 61.20, 1: 56; 2: 32; 3: 12; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 490,  9,  9,  181, 1, 5, 639387, 17031.17, 1, 61.20, 1: 53; 2: 37; 3: 11; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 395,  5, 16,  181, 1, 5, 634104, 17031.17, 1, 61.20, 1: 57; 2: 30; 3: 13; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 536,  6, 13,  181, 1, 5, 619725, 17031.17, 1, 61.20, 1: 56; 2: 34; 3: 9; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 573,  8, 10,  181, 1, 5, 634011, 17031.17, 1, 61.20, 1: 59; 2: 28; 3: 12; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 716, 11,  7,  181, 1, 5, 613202, 17031.17, 1, 61.20, 1: 56; 2: 33; 3: 10; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009,  68,  6, 14,  181, 1, 5, 658393, 17031.17, 1, 61.20, 1: 60; 2: 27; 3: 10; 4: 8; 5: 1; 
Glucose_Repression_Signaling_2009, 237,  7, 12,  181, 1, 5, 658605, 17031.17, 1, 61.20, 1: 56; 2: 36; 3: 5; 4: 7; 5: 2; 
Glucose_Repression_Signaling_2009, 435,  5, 15,  182, 1, 5, 596421, 17031.17, 1, 61.20, 1: 50; 2: 41; 3: 11; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 724, 11,  7,  182, 1, 5, 613084, 17031.17, 1, 61.20, 1: 53; 2: 35; 3: 14; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 137,  7, 11,  182, 1, 5, 613053, 17031.17, 1, 61.20, 1: 48; 2: 44; 3: 11; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 637,  6, 13,  182, 1, 5, 619699, 17031.17, 1, 61.20, 1: 52; 2: 38; 3: 11; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 557, 11,  7,  182, 1, 5, 613113, 17031.17, 1, 61.20, 1: 54; 2: 37; 3: 7; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009,  55,  6, 13,  182, 1, 5, 619666, 17031.17, 1, 61.20, 1: 52; 2: 38; 3: 11; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 986,  5, 16,  182, 1, 5, 634241, 17031.17, 1, 61.20, 1: 54; 2: 34; 3: 14; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 526,  6, 13,  182, 1, 5, 619635, 17031.17, 1, 61.20, 1: 54; 2: 36; 3: 10; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 232,  5, 16,  182, 1, 5, 633944, 17031.17, 1, 61.20, 1: 55; 2: 34; 3: 10; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 328, 11,  7,  183, 1, 5, 613202, 17031.17, 1, 61.20, 1: 49; 2: 43; 3: 9; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009,  34,  5, 15,  183, 1, 5, 596428, 17031.17, 1, 61.20, 1: 49; 2: 41; 3: 13; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 742,  5, 16,  183, 1, 5, 634141, 17031.17, 1, 61.20, 1: 54; 2: 35; 3: 11; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009,  87,  7, 11,  183, 1, 5, 613001, 17031.17, 1, 61.20, 1: 49; 2: 43; 3: 9; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 625,  7, 12,  183, 1, 5, 658477, 17031.17, 1, 61.20, 1: 55; 2: 33; 3: 11; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 980,  6, 13,  183, 1, 5, 619377, 17031.17, 1, 61.20, 1: 50; 2: 43; 3: 6; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 406, 11,  7,  183, 1, 5, 613273, 17031.17, 1, 61.20, 1: 53; 2: 36; 3: 11; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 706, 11,  7,  183, 1, 5, 613164, 17031.17, 1, 61.20, 1: 50; 2: 42; 3: 8; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 234,  6, 13,  183, 1, 5, 619427, 17031.17, 1, 61.20, 1: 54; 2: 35; 3: 10; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 993,  7, 11,  183, 1, 5, 613301, 17031.17, 1, 61.20, 1: 48; 2: 44; 3: 10; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 657,  9,  9,  183, 1, 5, 639064, 17031.17, 1, 61.20, 1: 53; 2: 38; 3: 7; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 393,  5, 16,  183, 1, 5, 633879, 17031.17, 1, 61.20, 1: 59; 2: 28; 3: 11; 4: 5; 5: 3; 
Glucose_Repression_Signaling_2009, 149,  5, 15,  183, 1, 5, 596451, 17031.17, 1, 61.20, 1: 47; 2: 47; 3: 7; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 117, 11,  7,  183, 1, 5, 613290, 17031.17, 1, 61.20, 1: 51; 2: 37; 3: 15; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 688,  5, 15,  183, 1, 5, 596396, 17031.17, 1, 61.20, 1: 52; 2: 36; 3: 14; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 603, 10,  8,  183, 1, 5, 634163, 17031.17, 1, 61.20, 1: 57; 2: 30; 3: 13; 4: 3; 5: 3; 
Glucose_Repression_Signaling_2009, 130, 11,  7,  183, 1, 5, 613231, 17031.17, 1, 61.20, 1: 51; 2: 40; 3: 10; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 575,  7, 11,  183, 1, 5, 613107, 17031.17, 1, 61.20, 1: 51; 2: 40; 3: 9; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 618, 11,  7,  183, 1, 5, 613217, 17031.17, 1, 61.20, 1: 50; 2: 44; 3: 4; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 567,  7, 11,  183, 1, 5, 613262, 17031.17, 1, 61.20, 1: 52; 2: 36; 3: 14; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 700, 11,  7,  183, 1, 5, 613307, 17031.17, 1, 61.20, 1: 48; 2: 45; 3: 9; 4: 2; 5: 2; 
Glucose_Repression_Signaling_2009, 977,  5, 16,  184, 1, 5, 633993, 17031.17, 1, 61.20, 1: 56; 2: 32; 3: 9; 4: 8; 5: 1; 
Glucose_Repression_Signaling_2009, 722,  7, 11,  184, 1, 5, 613196, 17031.17, 1, 61.20, 1: 51; 2: 40; 3: 10; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 188, 11,  7,  184, 1, 5, 613225, 17031.17, 1, 61.20, 1: 51; 2: 39; 3: 11; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 878,  6, 13,  184, 1, 5, 619281, 17031.17, 1, 61.20, 1: 54; 2: 34; 3: 11; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009,  22,  7, 11,  184, 1, 5, 613034, 17031.17, 1, 61.20, 1: 49; 2: 42; 3: 10; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 819, 11,  7,  184, 1, 5, 613283, 17031.17, 1, 61.20, 1: 50; 2: 43; 3: 5; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 300,  5, 15,  184, 1, 5, 596534, 17031.17, 1, 61.20, 1: 53; 2: 35; 3: 12; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 658,  5, 16,  184, 1, 5, 634159, 17031.17, 1, 61.20, 1: 51; 2: 37; 3: 14; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 135, 11,  7,  184, 1, 5, 613293, 17031.17, 1, 61.20, 1: 50; 2: 41; 3: 9; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 107,  6, 13,  185, 1, 5, 619627, 17031.17, 1, 61.20, 1: 53; 2: 36; 3: 9; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 674, 11,  7,  185, 1, 5, 613166, 17031.17, 1, 61.20, 1: 51; 2: 41; 3: 6; 4: 6; 5: 2; 
Glucose_Repression_Signaling_2009, 913,  6, 13,  185, 1, 5, 619650, 17031.17, 1, 61.20, 1: 53; 2: 36; 3: 10; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 313,  9,  9,  185, 1, 5, 638937, 17031.17, 1, 61.20, 1: 50; 2: 40; 3: 10; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 254,  7, 11,  185, 1, 5, 613251, 17031.17, 1, 61.20, 1: 51; 2: 40; 3: 7; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 380,  5, 15,  185, 1, 5, 596387, 17031.17, 1, 61.20, 1: 52; 2: 37; 3: 11; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 374,  7, 11,  185, 1, 5, 613276, 17031.17, 1, 61.20, 1: 51; 2: 37; 3: 13; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 723,  6, 13,  185, 1, 5, 619647, 17031.17, 1, 61.20, 1: 49; 2: 40; 3: 13; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 648,  9,  9,  185, 1, 5, 639127, 17031.17, 1, 61.20, 1: 48; 2: 44; 3: 8; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 159, 11,  7,  185, 1, 5, 613231, 17031.17, 1, 61.20, 1: 52; 2: 38; 3: 8; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 611,  5, 16,  185, 1, 5, 634074, 17031.17, 1, 61.20, 1: 59; 2: 27; 3: 10; 4: 8; 5: 2; 
Glucose_Repression_Signaling_2009, 867,  7, 11,  185, 1, 5, 613322, 17031.17, 1, 61.20, 1: 50; 2: 40; 3: 10; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 405,  6, 13,  186, 1, 5, 619604, 17031.17, 1, 61.20, 1: 48; 2: 43; 3: 10; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 376, 11,  7,  186, 1, 5, 613278, 17031.17, 1, 61.20, 1: 51; 2: 39; 3: 8; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 418, 11,  7,  186, 1, 5, 613152, 17031.17, 1, 61.20, 1: 50; 2: 40; 3: 10; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 134,  7, 11,  186, 1, 5, 613095, 17031.17, 1, 61.20, 1: 54; 2: 34; 3: 10; 4: 6; 5: 2; 
Glucose_Repression_Signaling_2009, 251,  5, 15,  186, 1, 5, 596450, 17031.17, 1, 61.20, 1: 48; 2: 42; 3: 11; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 925,  6, 13,  186, 1, 5, 619620, 17031.17, 1, 61.20, 1: 47; 2: 44; 3: 10; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 916,  9,  9,  186, 1, 5, 639254, 17031.17, 1, 61.20, 1: 48; 2: 43; 3: 10; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 390,  9,  9,  186, 1, 5, 639187, 17031.17, 1, 61.20, 1: 51; 2: 38; 3: 11; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 876,  9,  9,  186, 1, 5, 639263, 17031.17, 1, 61.20, 1: 52; 2: 38; 3: 7; 4: 8; 5: 1; 
Glucose_Repression_Signaling_2009,  65,  7, 11,  186, 1, 5, 613334, 17031.17, 1, 61.20, 1: 53; 2: 36; 3: 8; 4: 8; 5: 1; 
Glucose_Repression_Signaling_2009, 407, 11,  7,  186, 1, 5, 613209, 17031.17, 1, 61.20, 1: 49; 2: 40; 3: 12; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009,  15,  9,  9,  186, 1, 5, 639290, 17031.17, 1, 61.20, 1: 51; 2: 39; 3: 8; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 133, 11,  7,  186, 1, 5, 613020, 17031.17, 1, 61.20, 1: 50; 2: 40; 3: 9; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 693,  5, 15,  187, 1, 5, 596297, 17031.17, 1, 61.20, 1: 50; 2: 39; 3: 10; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 323,  6, 13,  187, 1, 5, 619605, 17031.17, 1, 61.20, 1: 46; 2: 47; 3: 8; 4: 2; 5: 3; 
Glucose_Repression_Signaling_2009, 755, 11,  7,  187, 1, 5, 613068, 17031.17, 1, 61.20, 1: 50; 2: 41; 3: 7; 4: 6; 5: 2; 
Glucose_Repression_Signaling_2009, 681,  9,  9,  187, 1, 5, 639210, 17031.17, 1, 61.20, 1: 50; 2: 39; 3: 10; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 775, 11,  7,  187, 1, 5, 612889, 17031.17, 1, 61.20, 1: 52; 2: 37; 3: 8; 4: 8; 5: 1; 
Glucose_Repression_Signaling_2009, 715,  6, 13,  187, 1, 5, 619662, 17031.17, 1, 61.20, 1: 53; 2: 33; 3: 13; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 858,  7, 11,  187, 1, 5, 613113, 17031.17, 1, 61.20, 1: 52; 2: 40; 3: 4; 4: 7; 5: 3; 
Glucose_Repression_Signaling_2009,  63, 11,  7,  187, 1, 5, 613104, 17031.17, 1, 61.20, 1: 48; 2: 41; 3: 12; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 577,  5, 16,  187, 1, 5, 633907, 17031.17, 1, 61.20, 1: 54; 2: 32; 3: 12; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 492,  7, 11,  187, 1, 5, 612974, 17031.17, 1, 61.20, 1: 45; 2: 47; 3: 9; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009,  94,  9,  9,  187, 1, 5, 639433, 17031.17, 1, 61.20, 1: 53; 2: 37; 3: 6; 4: 8; 5: 2; 
Glucose_Repression_Signaling_2009, 959,  7, 11,  187, 1, 5, 613222, 17031.17, 1, 61.20, 1: 53; 2: 34; 3: 12; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 565,  6, 13,  187, 1, 5, 619588, 17031.17, 1, 61.20, 1: 51; 2: 38; 3: 9; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 500, 11,  7,  187, 1, 5, 613166, 17031.17, 1, 61.20, 1: 58; 2: 25; 3: 14; 4: 8; 5: 1; 
Glucose_Repression_Signaling_2009, 891,  7, 11,  187, 1, 5, 613315, 17031.17, 1, 61.20, 1: 49; 2: 43; 3: 7; 4: 4; 5: 3; 
Glucose_Repression_Signaling_2009, 145,  6, 13,  187, 1, 5, 619499, 17031.17, 1, 61.20, 1: 55; 2: 30; 3: 13; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009,  23,  9,  9,  187, 1, 5, 639306, 17031.17, 1, 61.20, 1: 54; 2: 33; 3: 10; 4: 8; 5: 1; 
Glucose_Repression_Signaling_2009, 849, 11,  7,  187, 1, 5, 613351, 17031.17, 1, 61.20, 1: 51; 2: 38; 3: 9; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 842, 11,  7,  187, 1, 5, 613242, 17031.17, 1, 61.20, 1: 51; 2: 36; 3: 13; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009,  19,  7, 11,  187, 1, 5, 613045, 17031.17, 1, 61.20, 1: 51; 2: 36; 3: 14; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 401,  7, 11,  187, 1, 5, 613270, 17031.17, 1, 61.20, 1: 49; 2: 37; 3: 17; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 527,  6, 13,  187, 1, 5, 619517, 17031.17, 1, 61.20, 1: 52; 2: 38; 3: 6; 4: 9; 5: 1; 
Glucose_Repression_Signaling_2009, 209,  7, 11,  187, 1, 5, 613198, 17031.17, 1, 61.20, 1: 44; 2: 49; 3: 8; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 530,  6, 13,  187, 1, 5, 619684, 17031.17, 1, 61.20, 1: 48; 2: 41; 3: 12; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 379,  7, 11,  188, 1, 5, 613181, 17031.17, 1, 61.20, 1: 51; 2: 38; 3: 9; 4: 6; 5: 2; 
Glucose_Repression_Signaling_2009,  35, 11,  7,  188, 1, 5, 613105, 17031.17, 1, 61.20, 1: 50; 2: 39; 3: 9; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 311,  9,  9,  188, 1, 5, 639389, 17031.17, 1, 61.20, 1: 49; 2: 41; 3: 9; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009,  50,  5, 15,  188, 1, 5, 596366, 17031.17, 1, 61.20, 1: 49; 2: 40; 3: 10; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 320,  7, 11,  188, 1, 5, 613263, 17031.17, 1, 61.20, 1: 50; 2: 37; 3: 13; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 730,  5, 15,  188, 1, 5, 596390, 17031.17, 1, 61.20, 1: 50; 2: 35; 3: 17; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009, 586,  9,  9,  188, 1, 5, 639004, 17031.17, 1, 61.20, 1: 51; 2: 39; 3: 7; 4: 7; 5: 2; 
Glucose_Repression_Signaling_2009, 100,  7, 11,  188, 1, 5, 613105, 17031.17, 1, 61.20, 1: 47; 2: 44; 3: 8; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 104,  6, 13,  188, 1, 5, 619430, 17031.17, 1, 61.20, 1: 47; 2: 45; 3: 6; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 899,  7, 11,  188, 1, 5, 613286, 17031.17, 1, 61.20, 1: 45; 2: 46; 3: 10; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 893,  9,  9,  188, 1, 5, 639072, 17031.17, 1, 61.20, 1: 50; 2: 37; 3: 13; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 305,  6, 13,  188, 1, 5, 619688, 17031.17, 1, 61.20, 1: 50; 2: 40; 3: 7; 4: 8; 5: 1; 
Glucose_Repression_Signaling_2009, 778,  5, 15,  188, 1, 5, 596432, 17031.17, 1, 61.20, 1: 49; 2: 38; 3: 14; 4: 4; 5: 1; 
Glucose_Repression_Signaling_2009, 640,  7, 11,  188, 1, 5, 613130, 17031.17, 1, 61.20, 1: 48; 2: 42; 3: 9; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 769,  5, 15,  189, 1, 5, 596506, 17031.17, 1, 61.20, 1: 49; 2: 39; 3: 12; 4: 4; 5: 2; 
Glucose_Repression_Signaling_2009, 266,  7, 11,  189, 1, 5, 613060, 17031.17, 1, 61.20, 1: 49; 2: 40; 3: 9; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009,   5,  7, 11,  189, 1, 5, 613306, 17031.17, 1, 61.20, 1: 47; 2: 43; 3: 9; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 820,  7, 11,  189, 1, 5, 613230, 17031.17, 1, 61.20, 1: 50; 2: 39; 3: 9; 4: 6; 5: 2; 
Glucose_Repression_Signaling_2009, 763, 11,  7,  189, 1, 5, 613160, 17031.17, 1, 61.20, 1: 53; 2: 32; 3: 13; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 754,  5, 15,  189, 1, 5, 596602, 17031.17, 1, 61.20, 1: 50; 2: 36; 3: 14; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009,  30,  7, 11,  189, 1, 5, 613235, 17031.17, 1, 61.20, 1: 51; 2: 39; 3: 6; 4: 8; 5: 2; 
Glucose_Repression_Signaling_2009, 152,  6, 13,  189, 1, 5, 619600, 17031.17, 1, 61.20, 1: 49; 2: 40; 3: 10; 4: 5; 5: 2; 
Glucose_Repression_Signaling_2009, 642,  7, 11,  189, 1, 5, 613201, 17031.17, 1, 61.20, 1: 50; 2: 36; 3: 14; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 451,  7, 11,  189, 1, 5, 613251, 17031.17, 1, 61.20, 1: 45; 2: 47; 3: 7; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 609,  5, 15,  189, 1, 5, 596359, 17031.17, 1, 61.20, 1: 48; 2: 40; 3: 12; 4: 5; 5: 1; 
Glucose_Repression_Signaling_2009, 360,  6, 13,  189, 1, 5, 619377, 17031.17, 1, 61.20, 1: 50; 2: 38; 3: 10; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 638,  9,  9,  189, 1, 5, 639090, 17031.17, 1, 61.20, 1: 50; 2: 40; 3: 6; 4: 9; 5: 1; 
Glucose_Repression_Signaling_2009, 370, 11,  7,  189, 1, 5, 613238, 17031.17, 1, 61.20, 1: 48; 2: 40; 3: 13; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009, 560,  7, 11,  189, 1, 5, 613193, 17031.17, 1, 61.20, 1: 45; 2: 47; 3: 7; 4: 6; 5: 1; 
Glucose_Repression_Signaling_2009, 386,  7, 11,  189, 1, 5, 613199, 17031.17, 1, 61.20, 1: 48; 2: 42; 3: 8; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009,  46,  5, 16,  190, 1, 5, 634329, 17031.17, 1, 61.20, 1: 54; 2: 29; 3: 15; 4: 7; 5: 1; 
Glucose_Repression_Signaling_2009, 584,  8, 10,  190, 1, 5, 634155, 17031.17, 1, 61.20, 1: 57; 2: 29; 3: 7; 4: 11; 5: 2; 
