Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
74(1000)
Melhor resultado nxn: CD4_T_cell_signaling, 361, 14, 14,  519, 1, 4, 1583799, 45211.48, 0, 0.00, 1: 211; 2: 105; 3: 22; 4: 8; 
CD4_T_cell_signaling, 512, 10, 20,  680, 0, 8, 1606474, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 97; 3: 36; 4: 28; 5: 10; 6: 5; 7: 1; 8: 2; 
CD4_T_cell_signaling, 795, 11, 18,  681, 0, 8, 1595533, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 86; 3: 41; 4: 25; 5: 14; 6: 4; 7: 1; 8: 2; 
CD4_T_cell_signaling, 956,  8, 26,  681, 0, 8, 1664500, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 92; 3: 45; 4: 20; 5: 12; 6: 6; 7: 2; 8: 1; 
CD4_T_cell_signaling, 985,  9, 22,  681, 0, 8, 1595311, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 86; 3: 42; 4: 31; 5: 12; 6: 3; 7: 1; 8: 1; 
CD4_T_cell_signaling, 599, 10, 20,  682, 0, 8, 1606437, 45211.48, 1, 270.53, 0: 4; 1: 172; 2: 87; 3: 35; 4: 24; 5: 14; 6: 6; 7: 3; 8: 1; 
CD4_T_cell_signaling, 948, 16, 12,  683, 0, 8, 1539719, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 94; 3: 35; 4: 24; 5: 14; 6: 6; 7: 2; 8: 1; 
CD4_T_cell_signaling, 379, 12, 16,  683, 0, 8, 1539757, 45211.48, 1, 270.53, 0: 4; 1: 162; 2: 104; 3: 34; 4: 19; 5: 10; 6: 7; 7: 5; 8: 1; 
CD4_T_cell_signaling, 994, 10, 20,  685, 0, 8, 1606503, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 92; 3: 39; 4: 25; 5: 15; 6: 5; 7: 1; 8: 1; 
CD4_T_cell_signaling, 293,  8, 24,  686, 0, 8, 1539661, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 87; 3: 43; 4: 27; 5: 13; 6: 5; 7: 1; 8: 1; 
CD4_T_cell_signaling, 930, 11, 18,  687, 0, 8, 1595272, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 86; 3: 44; 4: 27; 5: 13; 6: 5; 7: 1; 8: 1; 
CD4_T_cell_signaling, 212, 14, 14,  687, 0, 8, 1583851, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 95; 3: 31; 4: 24; 5: 10; 6: 9; 7: 4; 8: 1; 
CD4_T_cell_signaling, 622,  8, 25,  687, 0, 8, 1606518, 45211.48, 1, 270.53, 0: 4; 1: 153; 2: 102; 3: 42; 4: 26; 5: 16; 6: 2; 8: 1; 
CD4_T_cell_signaling, 517, 14, 14,  688, 0, 8, 1583743, 45211.48, 1, 270.53, 0: 4; 1: 167; 2: 85; 3: 47; 4: 23; 5: 9; 6: 5; 7: 5; 8: 1; 
CD4_T_cell_signaling,  70, 12, 16,  688, 0, 8, 1539702, 45211.48, 1, 270.53, 0: 4; 1: 174; 2: 80; 3: 47; 4: 15; 5: 10; 6: 12; 7: 1; 8: 3; 
CD4_T_cell_signaling, 648, 14, 14,  688, 0, 8, 1583813, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 92; 3: 38; 4: 23; 5: 11; 6: 9; 7: 1; 8: 2; 
CD4_T_cell_signaling, 677,  8, 26,  688, 0, 8, 1664383, 45211.48, 1, 270.53, 0: 4; 1: 161; 2: 99; 3: 38; 4: 24; 5: 8; 6: 6; 7: 5; 8: 1; 
CD4_T_cell_signaling, 272,  9, 22,  689, 0, 8, 1595454, 45211.48, 1, 270.53, 0: 4; 1: 152; 2: 107; 3: 42; 4: 23; 5: 8; 6: 6; 7: 3; 8: 1; 
CD4_T_cell_signaling, 328,  9, 22,  689, 0, 8, 1595388, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 84; 3: 36; 4: 35; 5: 12; 6: 5; 7: 1; 8: 1; 
CD4_T_cell_signaling, 589, 10, 20,  690, 0, 8, 1606310, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 84; 3: 52; 4: 15; 5: 16; 6: 5; 7: 2; 8: 2; 
CD4_T_cell_signaling,  28, 12, 17,  690, 0, 8, 1626156, 45211.48, 1, 270.53, 0: 4; 1: 139; 2: 123; 3: 37; 4: 28; 5: 11; 6: 2; 7: 1; 8: 1; 
CD4_T_cell_signaling, 395, 12, 16,  690, 0, 8, 1539696, 45211.48, 1, 270.53, 0: 4; 1: 167; 2: 86; 3: 42; 4: 23; 5: 14; 6: 8; 7: 1; 8: 1; 
CD4_T_cell_signaling, 904, 16, 12,  691, 0, 8, 1539735, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 84; 3: 41; 4: 25; 5: 15; 6: 7; 7: 1; 8: 1; 
CD4_T_cell_signaling, 639,  8, 24,  691, 0, 8, 1539752, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 91; 3: 42; 4: 21; 5: 14; 6: 6; 7: 3; 8: 1; 
CD4_T_cell_signaling, 415, 15, 13,  691, 0, 8, 1568200, 45211.48, 1, 270.53, 0: 4; 1: 151; 2: 110; 3: 36; 4: 26; 5: 10; 6: 7; 8: 2; 
CD4_T_cell_signaling, 450,  8, 26,  692, 0, 8, 1664376, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 81; 3: 55; 4: 15; 5: 18; 6: 7; 8: 1; 
CD4_T_cell_signaling, 482, 11, 18,  692, 0, 8, 1595532, 45211.48, 1, 270.53, 0: 4; 1: 172; 2: 77; 3: 42; 4: 29; 5: 12; 6: 7; 7: 2; 8: 1; 
CD4_T_cell_signaling,  12, 14, 14,  693, 0, 8, 1583843, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 93; 3: 41; 4: 27; 5: 2; 6: 5; 7: 8; 8: 2; 
CD4_T_cell_signaling, 232, 12, 16,  693, 0, 8, 1539751, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 91; 3: 39; 4: 15; 5: 13; 6: 12; 7: 3; 8: 1; 
CD4_T_cell_signaling, 619, 11, 18,  693, 0, 8, 1595464, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 92; 3: 38; 4: 23; 5: 16; 6: 5; 7: 3; 8: 1; 
CD4_T_cell_signaling, 859, 15, 13,  694, 0, 8, 1568135, 45211.48, 1, 270.53, 0: 4; 1: 145; 2: 107; 3: 50; 4: 21; 5: 15; 6: 3; 8: 1; 
CD4_T_cell_signaling, 832, 14, 14,  694, 0, 8, 1583770, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 83; 3: 43; 4: 33; 5: 10; 6: 6; 8: 2; 
CD4_T_cell_signaling, 906, 14, 14,  695, 0, 8, 1583869, 45211.48, 1, 270.53, 0: 4; 1: 161; 2: 95; 3: 40; 4: 27; 5: 6; 6: 6; 7: 6; 8: 1; 
CD4_T_cell_signaling, 757, 12, 16,  695, 0, 8, 1539664, 45211.48, 1, 270.53, 0: 4; 1: 167; 2: 81; 3: 46; 4: 27; 5: 11; 6: 7; 7: 1; 8: 2; 
CD4_T_cell_signaling, 371, 14, 14,  695, 0, 8, 1583612, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 87; 3: 37; 4: 30; 5: 14; 6: 3; 7: 4; 8: 1; 
CD4_T_cell_signaling, 508, 12, 17,  695, 0, 8, 1626095, 45211.48, 1, 270.53, 0: 4; 1: 147; 2: 109; 3: 38; 4: 31; 5: 13; 6: 2; 7: 1; 8: 1; 
CD4_T_cell_signaling, 962, 16, 12,  696, 0, 8, 1539674, 45211.48, 1, 270.53, 0: 4; 1: 160; 2: 97; 3: 41; 4: 20; 5: 13; 6: 5; 7: 4; 8: 2; 
CD4_T_cell_signaling, 338, 14, 14,  696, 0, 8, 1583685, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 86; 3: 39; 4: 25; 5: 13; 6: 6; 7: 2; 8: 3; 
CD4_T_cell_signaling, 237, 12, 17,  697, 0, 8, 1626137, 45211.48, 1, 270.53, 0: 4; 1: 151; 2: 104; 3: 40; 4: 31; 5: 9; 6: 1; 7: 5; 8: 1; 
CD4_T_cell_signaling, 352, 14, 14,  697, 0, 8, 1583750, 45211.48, 1, 270.53, 0: 4; 1: 174; 2: 76; 3: 38; 4: 28; 5: 16; 6: 7; 7: 1; 8: 2; 
CD4_T_cell_signaling, 100,  8, 26,  697, 0, 8, 1664430, 45211.48, 1, 270.53, 0: 4; 1: 155; 2: 95; 3: 42; 4: 33; 5: 11; 6: 4; 7: 1; 8: 1; 
CD4_T_cell_signaling, 553,  9, 22,  698, 0, 8, 1595467, 45211.48, 1, 270.53, 0: 4; 1: 157; 2: 91; 3: 43; 4: 34; 5: 11; 6: 4; 7: 1; 8: 1; 
CD4_T_cell_signaling, 304, 10, 19,  698, 0, 8, 1526077, 45211.48, 1, 270.53, 0: 4; 1: 144; 2: 108; 3: 49; 4: 23; 5: 11; 6: 6; 8: 1; 
CD4_T_cell_signaling,  64, 15, 13,  698, 0, 8, 1568104, 45211.48, 1, 270.53, 0: 4; 1: 154; 2: 97; 3: 43; 4: 28; 5: 13; 6: 6; 8: 1; 
CD4_T_cell_signaling, 947,  8, 26,  699, 0, 8, 1664210, 45211.48, 1, 270.53, 0: 4; 1: 161; 2: 90; 3: 41; 4: 29; 5: 11; 6: 7; 7: 2; 8: 1; 
CD4_T_cell_signaling, 638, 14, 14,  699, 0, 8, 1583545, 45211.48, 1, 270.53, 0: 4; 1: 159; 2: 98; 3: 35; 4: 30; 5: 9; 6: 5; 7: 4; 8: 2; 
CD4_T_cell_signaling, 658, 12, 16,  699, 0, 8, 1539708, 45211.48, 1, 270.53, 0: 4; 1: 155; 2: 107; 3: 33; 4: 22; 5: 14; 6: 6; 7: 3; 8: 2; 
CD4_T_cell_signaling, 834, 14, 14,  699, 0, 8, 1583774, 45211.48, 1, 270.53, 0: 4; 1: 165; 2: 85; 3: 42; 4: 28; 5: 9; 6: 11; 7: 1; 8: 1; 
CD4_T_cell_signaling, 451,  8, 26,  701, 0, 8, 1664061, 45211.48, 1, 270.53, 0: 4; 1: 160; 2: 87; 3: 45; 4: 27; 5: 18; 6: 2; 7: 2; 8: 1; 
CD4_T_cell_signaling, 914,  9, 23,  702, 0, 8, 1649772, 45211.48, 1, 270.53, 0: 4; 1: 145; 2: 113; 3: 38; 4: 26; 5: 11; 6: 6; 7: 2; 8: 1; 
CD4_T_cell_signaling, 874,  8, 26,  702, 0, 8, 1664207, 45211.48, 1, 270.53, 0: 4; 1: 161; 2: 94; 3: 35; 4: 25; 5: 18; 6: 6; 7: 2; 8: 1; 
CD4_T_cell_signaling, 514,  9, 23,  702, 0, 8, 1649555, 45211.48, 1, 270.53, 0: 4; 1: 147; 2: 111; 3: 36; 4: 28; 5: 11; 6: 6; 7: 2; 8: 1; 
CD4_T_cell_signaling, 587, 14, 14,  703, 0, 8, 1583706, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 83; 3: 41; 4: 23; 5: 11; 6: 14; 7: 1; 8: 1; 
CD4_T_cell_signaling, 955, 15, 13,  704, 0, 8, 1568193, 45211.48, 1, 270.53, 0: 4; 1: 136; 2: 119; 3: 43; 4: 29; 5: 9; 6: 3; 7: 2; 8: 1; 
CD4_T_cell_signaling, 274, 15, 13,  705, 0, 8, 1568110, 45211.48, 1, 270.53, 0: 4; 1: 146; 2: 105; 3: 46; 4: 26; 5: 11; 6: 5; 7: 2; 8: 1; 
CD4_T_cell_signaling, 454, 15, 13,  705, 0, 8, 1568029, 45211.48, 1, 270.53, 0: 4; 1: 147; 2: 102; 3: 48; 4: 23; 5: 17; 6: 3; 7: 1; 8: 1; 
CD4_T_cell_signaling, 291,  9, 23,  706, 0, 8, 1649642, 45211.48, 1, 270.53, 0: 4; 1: 138; 2: 114; 3: 46; 4: 29; 5: 7; 6: 6; 7: 1; 8: 1; 
CD4_T_cell_signaling, 218, 12, 17,  706, 0, 8, 1625975, 45211.48, 1, 270.53, 0: 4; 1: 151; 2: 105; 3: 36; 4: 27; 5: 15; 6: 3; 7: 4; 8: 1; 
CD4_T_cell_signaling, 643,  9, 22,  706, 0, 8, 1595474, 45211.48, 1, 270.53, 0: 4; 1: 154; 2: 89; 3: 49; 4: 32; 5: 11; 6: 6; 8: 1; 
CD4_T_cell_signaling, 913, 15, 13,  706, 0, 8, 1568037, 45211.48, 1, 270.53, 0: 4; 1: 147; 2: 99; 3: 47; 4: 34; 5: 10; 6: 2; 7: 2; 8: 1; 
CD4_T_cell_signaling, 868, 10, 20,  707, 0, 8, 1606552, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 93; 3: 30; 4: 31; 5: 14; 6: 6; 7: 2; 8: 3; 
CD4_T_cell_signaling, 860, 15, 13,  707, 0, 8, 1568124, 45211.48, 1, 270.53, 0: 4; 1: 143; 2: 110; 3: 41; 4: 27; 5: 17; 6: 1; 7: 2; 8: 1; 
CD4_T_cell_signaling, 286, 11, 18,  708, 0, 8, 1595568, 45211.48, 1, 270.53, 0: 4; 1: 157; 2: 99; 3: 39; 4: 19; 5: 17; 6: 4; 7: 5; 8: 2; 
CD4_T_cell_signaling, 543,  9, 23,  709, 0, 8, 1649659, 45211.48, 1, 270.53, 0: 4; 1: 143; 2: 109; 3: 47; 4: 22; 5: 11; 6: 7; 7: 2; 8: 1; 
CD4_T_cell_signaling, 475, 10, 19,  709, 0, 8, 1526092, 45211.48, 1, 270.53, 0: 4; 1: 143; 2: 105; 3: 47; 4: 30; 5: 10; 6: 5; 7: 1; 8: 1; 
CD4_T_cell_signaling, 133, 16, 12,  710, 0, 8, 1539652, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 82; 3: 42; 4: 31; 5: 17; 6: 3; 7: 2; 8: 2; 
CD4_T_cell_signaling, 364, 14, 14,  710, 0, 8, 1583792, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 87; 3: 36; 4: 29; 5: 16; 6: 4; 7: 4; 8: 2; 
CD4_T_cell_signaling, 717, 12, 17,  711, 0, 8, 1626127, 45211.48, 1, 270.53, 0: 4; 1: 149; 2: 101; 3: 42; 4: 27; 5: 16; 6: 4; 7: 2; 8: 1; 
CD4_T_cell_signaling,  63, 12, 17,  711, 0, 8, 1626054, 45211.48, 1, 270.53, 0: 4; 1: 141; 2: 108; 3: 47; 4: 26; 5: 13; 6: 6; 8: 1; 
CD4_T_cell_signaling, 412,  9, 23,  712, 0, 8, 1649479, 45211.48, 1, 270.53, 0: 4; 1: 150; 2: 93; 3: 47; 4: 32; 5: 16; 6: 2; 7: 1; 8: 1; 
CD4_T_cell_signaling, 167,  8, 26,  713, 0, 8, 1664158, 45211.48, 1, 270.53, 0: 4; 1: 155; 2: 93; 3: 39; 4: 33; 5: 13; 6: 6; 7: 2; 8: 1; 
CD4_T_cell_signaling, 128, 10, 19,  714, 0, 8, 1526085, 45211.48, 1, 270.53, 0: 4; 1: 138; 2: 113; 3: 41; 4: 31; 5: 14; 6: 3; 7: 1; 8: 1; 
CD4_T_cell_signaling, 598, 12, 17,  715, 0, 8, 1625932, 45211.48, 1, 270.53, 0: 4; 1: 145; 2: 102; 3: 45; 4: 33; 5: 8; 6: 6; 7: 1; 8: 2; 
CD4_T_cell_signaling, 119,  8, 25,  718, 0, 8, 1606519, 45211.48, 1, 270.53, 0: 4; 1: 144; 2: 99; 3: 48; 4: 30; 5: 16; 6: 4; 8: 1; 
CD4_T_cell_signaling, 969, 12, 17,  718, 0, 8, 1625692, 45211.48, 1, 270.53, 0: 4; 1: 137; 2: 113; 3: 44; 4: 29; 5: 13; 6: 2; 7: 2; 8: 2; 
CD4_T_cell_signaling, 695,  8, 25,  719, 0, 8, 1606381, 45211.48, 1, 270.53, 0: 4; 1: 143; 2: 102; 3: 51; 4: 25; 5: 12; 6: 5; 7: 3; 8: 1; 
CD4_T_cell_signaling, 942, 15, 13,  720, 0, 8, 1568090, 45211.48, 1, 270.53, 0: 4; 1: 141; 2: 106; 3: 44; 4: 32; 5: 11; 6: 5; 7: 2; 8: 1; 
CD4_T_cell_signaling, 188,  9, 22,  721, 0, 8, 1595594, 45211.48, 1, 270.53, 0: 4; 1: 159; 2: 85; 3: 38; 4: 35; 5: 15; 6: 8; 7: 1; 8: 1; 
CD4_T_cell_signaling, 341, 10, 20,  722, 0, 8, 1606547, 45211.48, 1, 270.53, 0: 4; 1: 157; 2: 88; 3: 42; 4: 29; 5: 16; 6: 4; 7: 5; 8: 1; 
CD4_T_cell_signaling, 896,  9, 23,  723, 0, 8, 1649380, 45211.48, 1, 270.53, 0: 4; 1: 139; 2: 106; 3: 42; 4: 36; 5: 14; 6: 4; 8: 1; 
CD4_T_cell_signaling, 143, 10, 19,  724, 0, 8, 1526059, 45211.48, 1, 270.53, 0: 4; 1: 136; 2: 109; 3: 45; 4: 34; 5: 12; 6: 4; 7: 1; 8: 1; 
CD4_T_cell_signaling, 809,  9, 23,  724, 0, 8, 1649605, 45211.48, 1, 270.53, 0: 4; 1: 135; 2: 114; 3: 40; 4: 34; 5: 11; 6: 7; 8: 1; 
CD4_T_cell_signaling, 227, 12, 17,  724, 0, 8, 1626027, 45211.48, 1, 270.53, 0: 4; 1: 143; 2: 102; 3: 43; 4: 35; 5: 11; 6: 4; 7: 3; 8: 1; 
CD4_T_cell_signaling,  57,  8, 26,  726, 0, 8, 1664494, 45211.48, 0, 270.53, 0: 4; 1: 148; 2: 87; 3: 46; 4: 47; 5: 9; 6: 3; 7: 1; 8: 1; 
CD4_T_cell_signaling,  20,  9, 23,  726, 0, 8, 1649617, 45211.48, 1, 270.53, 0: 4; 1: 141; 2: 110; 3: 33; 4: 33; 5: 18; 6: 6; 8: 1; 
CD4_T_cell_signaling, 693,  8, 25,  728, 0, 8, 1606561, 45211.48, 1, 270.53, 0: 4; 1: 133; 2: 114; 3: 49; 4: 24; 5: 12; 6: 7; 7: 2; 8: 1; 
CD4_T_cell_signaling, 637,  9, 23,  730, 0, 8, 1649489, 45211.48, 1, 270.53, 0: 4; 1: 138; 2: 101; 3: 49; 4: 37; 5: 12; 6: 1; 7: 3; 8: 1; 
CD4_T_cell_signaling, 440,  9, 21,  733, 0, 8, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 141; 2: 99; 3: 43; 4: 37; 5: 17; 6: 4; 8: 1; 
CD4_T_cell_signaling, 711, 10, 19,  734, 0, 8, 1526086, 45211.48, 1, 270.53, 0: 4; 1: 125; 2: 128; 3: 36; 4: 32; 5: 13; 6: 5; 7: 2; 8: 1; 
CD4_T_cell_signaling, 593,  9, 22,  734, 0, 8, 1595422, 45211.48, 1, 270.53, 0: 4; 1: 152; 2: 88; 3: 45; 4: 32; 5: 14; 6: 5; 7: 5; 8: 1; 
CD4_T_cell_signaling, 655,  9, 23,  736, 0, 8, 1649283, 45211.48, 1, 270.53, 0: 4; 1: 134; 2: 120; 3: 32; 4: 31; 5: 13; 6: 8; 7: 3; 8: 1; 
CD4_T_cell_signaling, 538, 15, 13,  737, 0, 8, 1568048, 45211.48, 1, 270.53, 0: 4; 1: 147; 2: 98; 3: 40; 4: 30; 5: 15; 6: 8; 7: 1; 8: 3; 
CD4_T_cell_signaling, 684,  9, 23,  739, 0, 8, 1649724, 45211.48, 1, 270.53, 0: 4; 1: 133; 2: 105; 3: 52; 4: 31; 5: 13; 6: 6; 7: 1; 8: 1; 
CD4_T_cell_signaling, 552, 10, 19,  743, 0, 8, 1526096, 45211.48, 1, 270.53, 0: 4; 1: 138; 2: 103; 3: 45; 4: 30; 5: 16; 6: 7; 7: 2; 8: 1; 
CD4_T_cell_signaling, 559, 10, 19,  744, 0, 8, 1526106, 45211.48, 1, 270.53, 0: 4; 1: 133; 2: 113; 3: 40; 4: 27; 5: 20; 6: 7; 7: 1; 8: 1; 
CD4_T_cell_signaling, 151, 10, 19,  747, 0, 8, 1526089, 45211.48, 1, 270.53, 0: 4; 1: 138; 2: 103; 3: 40; 4: 35; 5: 18; 6: 4; 7: 3; 8: 1; 
CD4_T_cell_signaling, 688, 13, 15,  748, 0, 8, 1568051, 45211.48, 1, 270.53, 0: 4; 1: 141; 2: 100; 3: 41; 4: 30; 5: 21; 6: 5; 7: 3; 8: 1; 
CD4_T_cell_signaling, 466, 12, 17,  749, 0, 8, 1626101, 45211.48, 1, 270.53, 0: 4; 1: 134; 2: 99; 3: 51; 4: 35; 5: 16; 6: 6; 8: 1; 
CD4_T_cell_signaling, 424,  8, 26,  752, 0, 8, 1664308, 45211.48, 1, 270.53, 0: 4; 1: 154; 2: 85; 3: 36; 4: 36; 5: 16; 6: 10; 7: 4; 8: 1; 
CD4_T_cell_signaling, 783,  9, 21,  756, 0, 8, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 138; 2: 98; 3: 40; 4: 40; 5: 18; 6: 5; 7: 2; 8: 1; 
CD4_T_cell_signaling, 457, 10, 19,  758, 0, 8, 1526113, 45211.48, 1, 270.53, 0: 4; 1: 135; 2: 98; 3: 49; 4: 34; 5: 15; 6: 9; 7: 1; 8: 1; 
CD4_T_cell_signaling, 691, 13, 15,  758, 0, 8, 1568145, 45211.48, 1, 270.53, 0: 4; 1: 136; 2: 105; 3: 43; 4: 28; 5: 17; 6: 7; 7: 4; 8: 2; 
CD4_T_cell_signaling, 827,  8, 24,  760, 0, 8, 1539676, 45211.48, 0, 270.53, 0: 4; 1: 145; 2: 86; 3: 45; 4: 38; 5: 16; 6: 9; 7: 2; 8: 1; 
CD4_T_cell_signaling, 540, 13, 15,  767, 0, 8, 1568007, 45211.48, 1, 270.53, 0: 4; 1: 132; 2: 104; 3: 43; 4: 33; 5: 19; 6: 7; 7: 3; 8: 1; 
CD4_T_cell_signaling, 934,  8, 24,  769, 0, 8, 1539676, 45211.48, 1, 270.53, 0: 4; 1: 135; 2: 103; 3: 44; 4: 29; 5: 15; 6: 8; 7: 7; 8: 1; 
CD4_T_cell_signaling, 749,  8, 25,  770, 0, 8, 1606564, 45211.48, 1, 270.53, 0: 4; 1: 126; 2: 102; 3: 48; 4: 41; 5: 20; 6: 4; 8: 1; 
CD4_T_cell_signaling, 881,  8, 25,  779, 0, 8, 1606500, 45211.48, 1, 270.53, 0: 4; 1: 127; 2: 102; 3: 49; 4: 31; 5: 24; 6: 7; 7: 1; 8: 1; 
CD4_T_cell_signaling, 736,  8, 25,  785, 0, 8, 1606563, 45211.48, 1, 270.53, 0: 4; 1: 119; 2: 106; 3: 54; 4: 39; 5: 12; 6: 9; 7: 2; 8: 1; 
CD4_T_cell_signaling, 197,  9, 21,  786, 0, 8, 1527876, 45211.48, 1, 270.53, 0: 4; 1: 131; 2: 96; 3: 49; 4: 32; 5: 21; 6: 9; 7: 3; 8: 1; 
CD4_T_cell_signaling, 973, 10, 20,  639, 0, 9, 1606354, 45211.48, 1, 270.53, 0: 4; 1: 173; 2: 100; 3: 37; 4: 19; 5: 6; 6: 3; 7: 2; 8: 1; 9: 1; 
CD4_T_cell_signaling,  96, 16, 12,  644, 0, 9, 1539684, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 98; 3: 46; 4: 16; 5: 7; 6: 3; 7: 1; 8: 1; 9: 1; 
CD4_T_cell_signaling, 147, 14, 14,  648, 0, 9, 1583740, 45211.48, 1, 270.53, 0: 4; 1: 185; 2: 77; 3: 42; 4: 24; 5: 6; 6: 3; 7: 2; 8: 2; 9: 1; 
CD4_T_cell_signaling,  71, 11, 18,  652, 0, 9, 1595495, 45211.48, 1, 270.53, 0: 4; 1: 170; 2: 95; 3: 41; 4: 22; 5: 9; 6: 2; 7: 1; 8: 1; 9: 1; 
CD4_T_cell_signaling, 659,  8, 24,  652, 0, 9, 1539723, 45211.48, 1, 270.53, 0: 4; 1: 170; 2: 91; 3: 50; 4: 16; 5: 8; 6: 5; 7: 1; 9: 1; 
CD4_T_cell_signaling, 833,  8, 26,  654, 0, 9, 1664368, 45211.48, 1, 270.53, 0: 4; 1: 173; 2: 92; 3: 38; 4: 21; 5: 13; 6: 3; 7: 1; 9: 1; 
CD4_T_cell_signaling, 632, 10, 20,  657, 0, 9, 1606572, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 94; 3: 43; 4: 18; 5: 12; 6: 5; 9: 1; 
CD4_T_cell_signaling, 830, 12, 16,  661, 0, 9, 1539702, 45211.48, 1, 270.53, 0: 4; 1: 180; 2: 83; 3: 37; 4: 23; 5: 8; 6: 8; 7: 1; 8: 1; 9: 1; 
CD4_T_cell_signaling, 107, 15, 13,  663, 0, 9, 1568158, 45211.48, 1, 270.53, 0: 4; 1: 154; 2: 106; 3: 49; 4: 21; 5: 9; 6: 2; 9: 1; 
CD4_T_cell_signaling, 383, 14, 14,  664, 0, 9, 1583760, 45211.48, 1, 270.53, 0: 4; 1: 169; 2: 90; 3: 45; 4: 22; 5: 9; 6: 5; 8: 1; 9: 1; 
CD4_T_cell_signaling, 591, 16, 12,  664, 0, 9, 1539699, 45211.48, 1, 270.53, 0: 4; 1: 182; 2: 86; 3: 35; 4: 15; 5: 11; 6: 6; 7: 3; 8: 3; 9: 1; 
CD4_T_cell_signaling, 238, 11, 18,  669, 0, 9, 1595475, 45211.48, 1, 270.53, 0: 4; 1: 177; 2: 92; 3: 27; 4: 28; 5: 4; 6: 8; 7: 2; 8: 3; 9: 1; 
CD4_T_cell_signaling, 594, 11, 18,  669, 0, 9, 1595447, 45211.48, 1, 270.53, 0: 4; 1: 173; 2: 88; 3: 39; 4: 21; 5: 10; 6: 10; 9: 1; 
CD4_T_cell_signaling, 294,  8, 26,  672, 0, 9, 1664142, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 94; 3: 40; 4: 23; 5: 13; 6: 3; 7: 2; 9: 1; 
CD4_T_cell_signaling, 681, 14, 14,  676, 0, 9, 1583789, 45211.48, 1, 270.53, 0: 4; 1: 170; 2: 87; 3: 45; 4: 20; 5: 10; 6: 5; 7: 4; 9: 1; 
CD4_T_cell_signaling, 351, 13, 15,  677, 0, 9, 1568157, 45211.48, 1, 270.53, 0: 4; 1: 148; 2: 120; 3: 34; 4: 25; 5: 7; 6: 6; 7: 1; 9: 1; 
CD4_T_cell_signaling, 959, 12, 16,  678, 0, 9, 1539720, 45211.48, 1, 270.53, 0: 4; 1: 174; 2: 78; 3: 50; 4: 20; 5: 11; 6: 5; 7: 1; 8: 1; 9: 2; 
CD4_T_cell_signaling, 217,  8, 26,  678, 0, 9, 1664352, 45211.48, 1, 270.53, 0: 4; 1: 163; 2: 96; 3: 43; 4: 22; 5: 9; 6: 5; 7: 2; 8: 1; 9: 1; 
CD4_T_cell_signaling, 259, 10, 20,  679, 0, 9, 1606619, 45211.48, 1, 270.53, 0: 4; 1: 173; 2: 84; 3: 41; 4: 24; 5: 8; 6: 8; 7: 2; 8: 1; 9: 1; 
CD4_T_cell_signaling, 530, 11, 18,  680, 0, 9, 1595557, 45211.48, 1, 270.53, 0: 4; 1: 164; 2: 92; 3: 46; 4: 22; 5: 10; 6: 3; 7: 3; 8: 1; 9: 1; 
CD4_T_cell_signaling, 601, 14, 14,  682, 0, 9, 1583661, 45211.48, 1, 270.53, 0: 4; 1: 168; 2: 89; 3: 35; 4: 34; 5: 8; 6: 4; 7: 2; 8: 1; 9: 1; 
CD4_T_cell_signaling, 723, 11, 18,  689, 0, 9, 1595609, 45211.48, 1, 270.53, 0: 4; 1: 166; 2: 98; 3: 32; 4: 22; 5: 14; 6: 4; 7: 2; 8: 1; 9: 3; 
CD4_T_cell_signaling, 548,  8, 26,  689, 0, 9, 1664290, 45211.48, 1, 270.53, 0: 4; 1: 167; 2: 83; 3: 48; 4: 25; 5: 9; 6: 6; 7: 2; 8: 1; 9: 1; 
