Seed 1656949570
ARCH 2|F_ID 0|LIMIT 3
before: 
3(297)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 157,  6, 10,  189, 1, 3, 469954, 12208.51, 0, 0.00, 1: 86; 2: 44; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 110,  8,  7,  245, 0, 6, 442700, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 49; 3: 10; 4: 8; 5: 2; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 936,  9,  6,  245, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 40; 3: 13; 4: 5; 5: 5; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 294,  5, 11,  245, 0, 6, 434887, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 42; 3: 13; 4: 13; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 327,  5, 11,  245, 0, 6, 434831, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 37; 3: 15; 4: 8; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 974,  9,  6,  245, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 34; 3: 16; 4: 7; 5: 6; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 810,  9,  6,  245, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 37; 3: 11; 4: 12; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 767,  5, 11,  245, 0, 6, 434864, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 40; 3: 14; 4: 10; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 284,  4, 14,  245, 0, 6, 442691, 12208.51, 1, 86.71, 0: 6; 1: 67; 2: 32; 3: 11; 4: 16; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 225,  4, 14,  245, 0, 6, 442480, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 42; 3: 16; 4: 4; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 470,  8,  7,  245, 0, 6, 442575, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 41; 3: 11; 4: 13; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 126,  8,  7,  245, 0, 6, 442592, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 48; 3: 14; 4: 9; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 996,  4, 14,  245, 0, 6, 442737, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 34; 3: 17; 4: 10; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 547,  6,  9,  246, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 44; 3: 11; 4: 10; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 588,  5, 12,  246, 0, 6, 470211, 12208.51, 1, 86.71, 0: 6; 1: 68; 2: 33; 3: 8; 4: 13; 5: 6; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 998,  5, 12,  246, 0, 6, 470116, 12208.51, 1, 86.71, 0: 6; 1: 67; 2: 33; 3: 12; 4: 10; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 841,  5, 12,  246, 0, 6, 470729, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 42; 3: 14; 4: 10; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 344,  5, 11,  246, 0, 6, 434863, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 48; 3: 11; 4: 10; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 597,  8,  7,  246, 0, 6, 442789, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 39; 3: 17; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  17,  9,  6,  246, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 40; 3: 12; 4: 9; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 535,  9,  6,  246, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 39; 3: 15; 4: 4; 5: 4; 6: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 514,  7,  8,  246, 0, 6, 442797, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 37; 3: 14; 4: 13; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 534,  6,  9,  246, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 41; 3: 17; 4: 7; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 865,  8,  7,  247, 0, 6, 442746, 12208.51, 0, 86.71, 0: 6; 1: 55; 2: 44; 3: 20; 4: 7; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 502,  5, 13,  247, 0, 6, 499121, 12208.51, 0, 86.71, 0: 6; 1: 57; 2: 43; 3: 16; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 404,  5, 13,  247, 0, 6, 499467, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 46; 3: 12; 4: 13; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 366,  9,  6,  247, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 37; 3: 13; 4: 8; 5: 4; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 510,  5, 11,  247, 0, 6, 434886, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 47; 3: 14; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  58,  5, 11,  247, 0, 6, 434819, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 46; 3: 13; 4: 11; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 286,  6,  9,  247, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 47; 3: 14; 4: 7; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 430,  6,  9,  248, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 40; 3: 11; 4: 9; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 464,  6,  9,  248, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 44; 3: 12; 4: 14; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 623,  4, 14,  248, 0, 6, 442746, 12208.51, 1, 86.71, 0: 6; 1: 67; 2: 31; 3: 14; 4: 10; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 620,  8,  7,  248, 0, 6, 442727, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 39; 3: 16; 4: 13; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 557,  5, 11,  248, 0, 6, 434866, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 44; 3: 16; 4: 7; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  52,  8,  7,  248, 0, 6, 442629, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 40; 3: 11; 4: 9; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 923,  5, 13,  248, 0, 6, 500305, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 42; 3: 19; 4: 10; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 800,  6,  9,  248, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 46; 3: 10; 4: 12; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 644,  9,  6,  248, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 31; 3: 15; 4: 12; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 723,  9,  6,  249, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 34; 3: 15; 4: 9; 5: 6; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 610,  4, 14,  249, 0, 6, 442819, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 40; 3: 18; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 980,  5, 12,  249, 0, 6, 470474, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 38; 3: 12; 4: 11; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 370,  5, 13,  249, 0, 6, 499216, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 40; 3: 19; 4: 7; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 281,  6,  9,  249, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 40; 3: 11; 4: 11; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  33,  5, 13,  249, 0, 6, 499463, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 47; 3: 9; 4: 14; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 844,  5, 13,  249, 0, 6, 499331, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 46; 3: 14; 4: 11; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 383,  5, 11,  249, 0, 6, 434798, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 41; 3: 13; 4: 12; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 171,  5, 11,  249, 0, 6, 434870, 12208.51, 1, 86.71, 0: 6; 1: 54; 2: 51; 3: 12; 4: 6; 5: 3; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 743,  9,  6,  249, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 69; 2: 26; 3: 15; 4: 13; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 824,  7,  8,  249, 0, 6, 442431, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 41; 3: 13; 4: 13; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 567,  5, 11,  249, 0, 6, 434885, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 45; 3: 16; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 765,  5, 13,  249, 0, 6, 499011, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 49; 3: 9; 4: 12; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 592,  5, 12,  249, 0, 6, 470028, 12208.51, 1, 86.71, 0: 6; 1: 65; 2: 34; 3: 10; 4: 15; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 705,  8,  7,  249, 0, 6, 442695, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 40; 3: 17; 4: 8; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  72,  6,  9,  249, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 41; 3: 10; 4: 14; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 712,  5, 12,  250, 0, 6, 470716, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 45; 3: 10; 4: 13; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  42,  5, 13,  250, 0, 6, 497609, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 51; 3: 7; 4: 10; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 398,  6,  9,  250, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 44; 3: 15; 4: 7; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 804,  5, 11,  250, 0, 6, 434783, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 39; 3: 15; 4: 13; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 184,  6,  9,  250, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 42; 3: 13; 4: 12; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 700,  5, 11,  250, 0, 6, 434855, 12208.51, 1, 86.71, 0: 6; 1: 54; 2: 48; 3: 14; 4: 8; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 762,  6, 10,  250, 0, 6, 470803, 12208.51, 1, 86.71, 0: 6; 1: 66; 2: 30; 3: 15; 4: 13; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 205,  8,  7,  250, 0, 6, 442742, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 42; 3: 16; 4: 10; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 384,  5, 11,  250, 0, 6, 434782, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 40; 3: 13; 4: 14; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 871,  6,  9,  250, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 36; 3: 14; 4: 10; 5: 3; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 637,  7,  8,  251, 0, 6, 442656, 12208.51, 1, 86.71, 0: 6; 1: 64; 2: 33; 3: 15; 4: 11; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 856,  5, 11,  251, 0, 6, 434770, 12208.51, 1, 86.71, 0: 6; 1: 51; 2: 48; 3: 19; 4: 9; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 462,  9,  6,  251, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 40; 3: 10; 4: 7; 5: 4; 6: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 419,  5, 13,  251, 0, 6, 499245, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 39; 3: 14; 4: 11; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 672,  6,  9,  251, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 42; 3: 13; 4: 11; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 783,  5, 12,  251, 0, 6, 470946, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 36; 3: 13; 4: 13; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 395,  8,  7,  252, 0, 6, 441774, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 40; 3: 17; 4: 9; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 538,  8,  7,  253, 0, 6, 442706, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 46; 3: 12; 4: 11; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 630,  5, 11,  253, 0, 6, 435043, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 37; 3: 11; 4: 12; 5: 6; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  99,  8,  7,  253, 0, 6, 442781, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 39; 3: 15; 4: 11; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 460,  8,  7,  253, 0, 6, 442696, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 44; 3: 11; 4: 15; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 724,  8,  7,  253, 0, 6, 442764, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 43; 3: 10; 4: 16; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  94,  8,  7,  253, 0, 6, 442442, 12208.51, 1, 86.71, 0: 6; 1: 54; 2: 47; 3: 13; 4: 11; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 606,  8,  7,  253, 0, 6, 442736, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 45; 3: 12; 4: 14; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 115,  4, 14,  253, 0, 6, 442589, 12208.51, 1, 86.71, 0: 6; 1: 69; 2: 28; 3: 13; 4: 9; 5: 7; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 114,  6,  9,  253, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 52; 2: 47; 3: 18; 4: 8; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 218,  5, 11,  253, 0, 6, 434761, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 45; 3: 12; 4: 10; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  85,  5, 13,  253, 0, 6, 500322, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 39; 3: 12; 4: 8; 5: 8; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 829,  6,  9,  253, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 37; 3: 18; 4: 10; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 261,  5, 13,  253, 0, 6, 499562, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 42; 3: 9; 4: 13; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 322,  5, 13,  254, 0, 6, 498949, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 39; 3: 23; 4: 9; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 895,  5, 11,  254, 0, 6, 434854, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 42; 3: 9; 4: 16; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 558,  8,  7,  254, 0, 6, 442772, 12208.51, 1, 86.71, 0: 6; 1: 52; 2: 50; 3: 10; 4: 14; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 278,  5, 12,  254, 0, 6, 470433, 12208.51, 1, 86.71, 0: 6; 1: 63; 2: 33; 3: 16; 4: 10; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 868,  5, 11,  254, 0, 6, 434625, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 42; 3: 13; 4: 13; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 381,  5, 11,  254, 0, 6, 434772, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 40; 3: 13; 4: 9; 5: 3; 6: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 193,  5, 12,  254, 0, 6, 469989, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 40; 3: 17; 4: 7; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 806,  6,  9,  254, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 37; 3: 17; 4: 7; 5: 7; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 635,  5, 13,  254, 0, 6, 500249, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 45; 3: 12; 4: 10; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 272,  8,  7,  254, 0, 6, 442822, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 42; 3: 16; 4: 8; 5: 3; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 798,  5, 11,  254, 0, 6, 434890, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 43; 3: 14; 4: 11; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 732,  5, 13,  255, 0, 6, 499692, 12208.51, 1, 86.71, 0: 6; 1: 54; 2: 44; 3: 14; 4: 15; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   4,  5, 11,  255, 0, 6, 434774, 12208.51, 1, 86.71, 0: 6; 1: 53; 2: 47; 3: 13; 4: 12; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 790,  5, 13,  255, 0, 6, 499474, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 44; 3: 13; 4: 13; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  40,  4, 14,  255, 0, 6, 442508, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 37; 3: 14; 4: 9; 5: 6; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 316,  5, 11,  255, 0, 6, 434828, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 43; 3: 13; 4: 9; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 179,  8,  7,  255, 0, 6, 442639, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 44; 3: 14; 4: 12; 5: 2; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 432,  5, 11,  255, 0, 6, 434862, 12208.51, 1, 86.71, 0: 6; 1: 53; 2: 43; 3: 19; 4: 12; 5: 1; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 232,  8,  7,  256, 0, 6, 442757, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 42; 3: 13; 4: 8; 5: 5; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  80,  5, 13,  256, 0, 6, 498032, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 40; 3: 9; 4: 16; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 992,  5, 12,  257, 0, 6, 470876, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 39; 3: 15; 4: 11; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 883,  8,  7,  257, 0, 6, 442729, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 43; 3: 12; 4: 12; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 882,  5, 13,  257, 0, 6, 498360, 12208.51, 1, 86.71, 0: 6; 1: 61; 2: 34; 3: 15; 4: 14; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 380,  5, 11,  257, 0, 6, 434855, 12208.51, 1, 86.71, 0: 6; 1: 53; 2: 43; 3: 20; 4: 8; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 391,  5, 13,  257, 0, 6, 499519, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 43; 3: 13; 4: 15; 5: 1; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 858,  6,  9,  258, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 42; 3: 14; 4: 10; 5: 6; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 480,  5, 11,  258, 0, 6, 434885, 12208.51, 1, 86.71, 0: 6; 1: 59; 2: 37; 3: 15; 4: 12; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 521,  8,  7,  258, 0, 6, 442658, 12208.51, 1, 86.71, 0: 6; 1: 60; 2: 35; 3: 15; 4: 13; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 600,  6,  9,  258, 0, 6, 427869, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 40; 3: 12; 4: 13; 5: 4; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  65,  5, 11,  258, 0, 6, 434698, 12208.51, 1, 86.71, 0: 6; 1: 53; 2: 46; 3: 14; 4: 11; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 349,  5, 13,  258, 0, 6, 499761, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 40; 3: 14; 4: 13; 5: 3; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 307,  5, 11,  259, 0, 6, 434861, 12208.51, 1, 86.71, 0: 6; 1: 58; 2: 41; 3: 10; 4: 13; 5: 5; 6: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 963,  5, 13,  259, 0, 6, 499637, 12208.51, 1, 86.71, 0: 6; 1: 47; 2: 52; 3: 17; 4: 9; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 802,  8,  7,  260, 0, 6, 442454, 12208.51, 1, 86.71, 0: 6; 1: 56; 2: 39; 3: 17; 4: 11; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 132,  5, 11,  260, 0, 6, 434695, 12208.51, 0, 86.71, 0: 6; 1: 51; 2: 42; 3: 23; 4: 10; 5: 2; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 338,  7,  8,  260, 0, 6, 442824, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 40; 3: 16; 4: 14; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 902,  4, 14,  261, 0, 6, 442763, 12208.51, 1, 86.71, 0: 6; 1: 62; 2: 39; 3: 7; 4: 9; 5: 8; 6: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 647,  5, 13,  261, 0, 6, 499576, 12208.51, 1, 86.71, 0: 6; 1: 50; 2: 51; 3: 13; 4: 8; 5: 4; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 959,  8,  7,  261, 0, 6, 442597, 12208.51, 1, 86.71, 0: 6; 1: 53; 2: 46; 3: 11; 4: 13; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 736,  5, 13,  261, 0, 6, 499379, 12208.51, 1, 86.71, 0: 6; 1: 57; 2: 39; 3: 13; 4: 14; 5: 5; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 185,  5, 11,  261, 0, 6, 434684, 12208.51, 1, 86.71, 0: 6; 1: 53; 2: 42; 3: 17; 4: 13; 5: 3; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 357,  5, 11,  261, 0, 6, 434830, 12208.51, 1, 86.71, 0: 6; 1: 55; 2: 41; 3: 14; 4: 16; 6: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 912,  5, 13,  262, 0, 6, 499433, 12208.51, 1, 86.71, 0: 6; 1: 53; 2: 43; 3: 15; 4: 13; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 312,  5, 11,  262, 0, 6, 434867, 12208.51, 1, 86.71, 0: 6; 1: 49; 2: 50; 3: 13; 4: 12; 5: 4; 6: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 291,  5, 11,  262, 0, 6, 434647, 12208.51, 1, 86.71, 0: 6; 1: 53; 2: 45; 3: 14; 4: 11; 5: 3; 6: 3; 
