Seed 1656949570
ARCH 1|F_ID 0|LIMIT 4
before: 
03(220)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 292, 10, 10,  185, 1, 3, 796125, 18030.87, 9, 0.00, 1: 120; 2: 25; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 538, 11,  9,  175, 0, 4, 785715, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 27; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 679,  7, 14,  175, 0, 4, 780897, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 25; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 933,  7, 13,  175, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 26; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 313,  6, 17,  175, 0, 4, 805294, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 23; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 508, 11,  9,  175, 0, 4, 785928, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 28; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 464,  7, 13,  175, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 25; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 635, 12,  8,  175, 0, 4, 764428, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 26; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 595,  7, 15,  175, 0, 4, 827060, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 25; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 160,  8, 12,  175, 0, 4, 764612, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 25; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 767,  6, 16,  175, 0, 4, 764500, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 23; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 759,  6, 17,  175, 0, 4, 804924, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 23; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 837, 12,  8,  175, 0, 4, 764498, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 30; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 368,  6, 17,  175, 0, 4, 804691, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 27; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 141,  7, 14,  175, 0, 4, 781037, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 28; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 162,  6, 16,  175, 0, 4, 764671, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 24; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 364,  6, 17,  175, 0, 4, 805084, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 23; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 596,  6, 16,  175, 0, 4, 764574, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 29; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 136,  6, 16,  175, 0, 4, 764653, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 33; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 459,  7, 13,  175, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 27; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 804,  7, 13,  175, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 31; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 473, 10, 10,  175, 0, 4, 795945, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 30; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 860,  6, 16,  175, 0, 4, 764538, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 26; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 343,  6, 17,  175, 0, 4, 803810, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 27; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 346,  7, 13,  175, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 31; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 604,  6, 16,  175, 0, 4, 764528, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 29; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 569,  6, 16,  175, 0, 4, 764334, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 24; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 249,  6, 18,  175, 0, 4, 846014, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 25; 3: 5; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 952,  7, 13,  175, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 27; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 932,  7, 14,  176, 0, 4, 781153, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 28; 3: 4; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 976,  7, 15,  176, 0, 4, 827344, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 26; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  97,  8, 12,  176, 0, 4, 764565, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 32; 3: 2; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  92,  7, 15,  176, 0, 4, 828167, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 24; 3: 6; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 621,  7, 13,  176, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 23; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 222,  7, 13,  176, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 28; 3: 4; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 204,  7, 13,  176, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 31; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 221,  6, 16,  176, 0, 4, 764305, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 27; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 408,  6, 16,  176, 0, 4, 764479, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 25; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 286,  6, 17,  176, 0, 4, 804692, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 28; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 224,  6, 18,  176, 0, 4, 845763, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 26; 3: 5; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 573,  6, 17,  176, 0, 4, 805401, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 27; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 653, 11,  9,  176, 0, 4, 786587, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 23; 3: 11; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 270,  6, 16,  176, 0, 4, 764146, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 24; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  82,  6, 18,  176, 0, 4, 846037, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 30; 3: 3; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 109,  7, 15,  176, 0, 4, 827430, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 25; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 660,  6, 18,  176, 0, 4, 846105, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 31; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 185,  7, 13,  176, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 30; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  81,  7, 15,  176, 0, 4, 827735, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 27; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 260, 11,  9,  176, 0, 4, 786123, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 26; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 557,  6, 16,  176, 0, 4, 764516, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 30; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 664,  6, 17,  176, 0, 4, 805231, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 31; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 558,  6, 16,  176, 0, 4, 764076, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 31; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 665,  6, 18,  176, 0, 4, 846838, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 27; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 801,  6, 18,  176, 0, 4, 845944, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 29; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 378,  7, 13,  176, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 29; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 168, 11,  9,  176, 0, 4, 786390, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 29; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 771,  6, 18,  176, 0, 4, 846444, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 23; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 431, 12,  8,  176, 0, 4, 764516, 18030.87, 1, 74.34, 0: 25; 1: 84; 2: 33; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 327,  6, 17,  176, 0, 4, 805327, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 28; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 430,  6, 18,  176, 0, 4, 845514, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 30; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 494,  9, 11,  176, 0, 4, 786655, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 29; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 478,  6, 18,  176, 0, 4, 844735, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 25; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 886,  6, 17,  176, 0, 4, 805175, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 26; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 345,  9, 11,  176, 0, 4, 785895, 18030.87, 1, 74.34, 0: 25; 1: 83; 2: 35; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 474,  8, 12,  176, 0, 4, 764518, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 30; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 775,  6, 18,  176, 0, 4, 846392, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 27; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 901,  6, 18,  176, 0, 4, 847128, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 28; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 906, 10, 10,  176, 0, 4, 796266, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 31; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 298,  7, 13,  176, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 26; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 419,  6, 16,  176, 0, 4, 764386, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 26; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 704,  9, 11,  176, 0, 4, 786651, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 21; 3: 9; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 406,  6, 18,  176, 0, 4, 845520, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 24; 3: 12; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 410,  6, 17,  176, 0, 4, 805733, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 26; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 850,  6, 16,  177, 0, 4, 764581, 18030.87, 1, 74.34, 0: 25; 1: 84; 2: 32; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 827,  7, 13,  177, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 31; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 832,  6, 16,  177, 0, 4, 764502, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 28; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  84,  6, 18,  177, 0, 4, 846638, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 24; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 453,  6, 18,  177, 0, 4, 844748, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 25; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 357,  7, 15,  177, 0, 4, 826175, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 28; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 247,  7, 14,  177, 0, 4, 780743, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 29; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 925,  6, 18,  177, 0, 4, 846605, 18030.87, 1, 74.34, 0: 25; 1: 92; 2: 21; 3: 5; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 239,  6, 17,  177, 0, 4, 804612, 18030.87, 1, 74.34, 0: 25; 1: 84; 2: 32; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 235,  7, 13,  177, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 30; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 429,  6, 17,  177, 0, 4, 805676, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 30; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 384,  6, 17,  177, 0, 4, 805135, 18030.87, 1, 74.34, 0: 25; 1: 91; 2: 21; 3: 8; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 634,  8, 12,  177, 0, 4, 764699, 18030.87, 1, 74.34, 0: 25; 1: 84; 2: 31; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 394,  6, 18,  177, 0, 4, 846369, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 24; 3: 5; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 798,  7, 15,  177, 0, 4, 826784, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 27; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 978,  7, 13,  177, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 29; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 795,  6, 18,  177, 0, 4, 844981, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 23; 3: 10; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 793,  6, 18,  177, 0, 4, 845342, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 24; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 981,  6, 16,  177, 0, 4, 764322, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 26; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 788,  8, 12,  177, 0, 4, 764259, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 25; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 489,  7, 15,  177, 0, 4, 827207, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 26; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 504,  8, 12,  177, 0, 4, 764652, 18030.87, 1, 74.34, 0: 25; 1: 84; 2: 32; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 903,  7, 14,  177, 0, 4, 781042, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 29; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 685,  6, 18,  177, 0, 4, 846753, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 26; 3: 4; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 892,  7, 14,  177, 0, 4, 780406, 18030.87, 1, 74.34, 0: 25; 1: 84; 2: 31; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 727, 10, 10,  177, 0, 4, 795723, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 27; 3: 5; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 466,  7, 13,  177, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 30; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 306,  7, 14,  177, 0, 4, 781199, 18030.87, 1, 74.34, 0: 25; 1: 84; 2: 32; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 874,  7, 13,  177, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 28; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 910,  6, 18,  177, 0, 4, 846119, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 22; 3: 12; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 919, 12,  8,  177, 0, 4, 763996, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 28; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 695,  6, 16,  177, 0, 4, 764586, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 31; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 295,  7, 14,  177, 0, 4, 780373, 18030.87, 1, 74.34, 0: 25; 1: 84; 2: 31; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 537,  6, 16,  177, 0, 4, 764519, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 30; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 744, 11,  9,  177, 0, 4, 786022, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 25; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  61,  6, 16,  177, 0, 4, 764225, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 25; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 649,  6, 16,  178, 0, 4, 764688, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 28; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 577,  7, 13,  178, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 31; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 195,  6, 16,  178, 0, 4, 764413, 18030.87, 1, 74.34, 0: 25; 1: 90; 2: 19; 3: 14; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 770,  7, 13,  178, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 30; 3: 4; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 650,  7, 13,  178, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 29; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 231,  7, 13,  178, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 27; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 733, 12,  8,  178, 0, 4, 764368, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 23; 3: 9; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 266,  7, 14,  178, 0, 4, 780380, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 29; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  50,  6, 18,  178, 0, 4, 846192, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 27; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 138,  6, 18,  178, 0, 4, 845716, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 29; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 264,  8, 12,  179, 0, 4, 764622, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 28; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 705,  6, 16,  179, 0, 4, 764632, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 27; 3: 6; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 399, 12,  8,  179, 0, 4, 764607, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 32; 3: 2; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  19,  7, 14,  179, 0, 4, 781111, 18030.87, 1, 74.34, 0: 25; 1: 84; 2: 31; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 927,  7, 13,  179, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 28; 3: 4; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 125,  8, 12,  179, 0, 4, 764633, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 29; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  11,  8, 12,  179, 0, 4, 764479, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 27; 3: 6; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  12,  6, 18,  179, 0, 4, 847253, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 28; 3: 4; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 240, 12,  8,  179, 0, 4, 764575, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 23; 3: 8; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 753,  6, 17,  179, 0, 4, 805677, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 27; 3: 6; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 854,  7, 14,  179, 0, 4, 780973, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 28; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 352,  6, 18,  179, 0, 4, 846040, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 26; 3: 5; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 819,  7, 14,  180, 0, 4, 780917, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 23; 3: 7; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 199,  6, 18,  180, 0, 4, 846603, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 22; 3: 9; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 897,  6, 18,  180, 0, 4, 846031, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 28; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 818,  8, 12,  180, 0, 4, 764557, 18030.87, 1, 74.34, 0: 25; 1: 83; 2: 33; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  35,  6, 18,  180, 0, 4, 846531, 18030.87, 1, 74.34, 0: 25; 1: 84; 2: 30; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 756,  7, 13,  180, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 87; 2: 26; 3: 7; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 655,  7, 13,  180, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 25; 3: 12; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 598,  6, 16,  180, 0, 4, 764565, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 23; 3: 10; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 613,  6, 16,  180, 0, 4, 764361, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 29; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 525,  7, 15,  180, 0, 4, 827176, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 25; 3: 12; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 328,  6, 16,  180, 0, 4, 764621, 18030.87, 1, 74.34, 0: 25; 1: 86; 2: 27; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 316,  6, 17,  180, 0, 4, 804695, 18030.87, 1, 74.34, 0: 25; 1: 89; 2: 24; 3: 5; 4: 7; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 201,  6, 17,  180, 0, 4, 804942, 18030.87, 1, 74.34, 0: 25; 1: 88; 2: 24; 3: 8; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 560,  7, 13,  180, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 81; 2: 34; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 320,  7, 13,  180, 0, 4, 728910, 18030.87, 1, 74.34, 0: 25; 1: 85; 2: 27; 3: 11; 4: 2; 
